company,rank,bill_number,total_amount,budget_fraction
AFLAC,17,S.1099,254215.44,0.029389
AFLAC,18,S.1074,254215.44,0.029389
AFLAC,19,H.R.2096,254215.44,0.029389
AFLAC,20,H.R.1321,254215.44,0.029389
AFLAC,21,H.R.2520,254215.44,0.029389
AFLAC,22,H.R.2554,254215.44,0.029389
AFLAC,23,S.1730,220302.4,0.025468
AFLAC,24,S.1636,179502.4,0.020752
AFLAC,25,H.R.3126,179502.4,0.020752
AFLAC,26,H.R.4372,140470.14,0.016239
AFLAC,27,H.R.2861,101720.14,0.01176
AIR PRODUCTS & CHEMICALS,1,S.761,952500.0,0.320707
AIR PRODUCTS & CHEMICALS,2,S.721,457500.0,0.15404
AIR PRODUCTS & CHEMICALS,3,H.R.1337,102500.0,0.034512
AIR PRODUCTS & CHEMICALS,4,H.R.1835,102500.0,0.034512
AIR PRODUCTS & CHEMICALS,5,S.598,102500.0,0.034512
AIR PRODUCTS & CHEMICALS,6,S.774,102500.0,0.034512
ALASKA AIR GROUP,1,H.R.1586,258666.67,0.275177
ALASKA AIR GROUP,2,H.R.4016,136666.67,0.14539
ALASKA AIR GROUP,3,H.R.2200,113333.33,0.120567
ALASKA AIR GROUP,4,H.R.912,65000.0,0.069149
ALASKA AIR GROUP,5,S.36,65000.0,0.069149
ALASKA AIR GROUP,6,H.R.1941,52000.0,0.055319
ALASKA AIR GROUP,7,S.1451,46666.67,0.049645
ALASKA AIR GROUP,8,H.R.915,30000.0,0.031915
ALASKA AIR GROUP,9,S.1209,30000.0,0.031915
ALASKA AIR GROUP,10,H.R.4788,22000.0,0.023404
ALASKA AIR GROUP,11,S.3205,22000.0,0.023404
ALCOA,1,H.R.3816,426666.67,0.10356
ALCOA,2,H.R.3326,163000.0,0.039563
ALCOA,3,H.R.1490,68000.0,0.016505
ALLIANCE DATA SYSTEMS,1,H.R.3996,10000.0,1.0
ALLSTATE,1,H.R.83,168959.08,0.022349
ALLSTATE,2,H.R.998,168959.08,0.022349
ALLSTATE,3,H.R.1880,168959.08,0.022349
ALLSTATE,4,H.R.1525,168959.08,0.022349
ALLSTATE,5,H.R.1895,152777.26,0.020209
ALLSTATE,6,H.R.2609,152777.26,0.020209
ALLSTATE,7,S.505,137194.37,0.018147
ALLSTATE,8,H.R.1264,137194.37,0.018147
ALLSTATE,9,S.1536,132243.93,0.017493
ALLSTATE,10,S.1681,125429.77,0.016591
ALLSTATE,11,H.R.3596,125429.77,0.016591
ALLSTATE,12,S.460,123144.19,0.016289
ALLSTATE,13,S.664,107561.3,0.014228
ALLSTATE,14,H.R.2544,103518.0,0.013693
ALLSTATE,15,H.R.3139,103518.0,0.013693
ALLSTATE,16,H.R.3126,102610.85,0.013573
ALLSTATE,17,H.R.2555,97768.15,0.012932
ALLSTATE,18,H.R.3059,95796.69,0.012672
ALLSTATE,19,S.1368,95796.69,0.012672
ALLSTATE,20,H.R.2996,93665.06,0.01239
ALLSTATE,21,H.R.3288,93665.06,0.01239
ALLSTATE,22,H.R.977,90066.74,0.011914
ALLSTATE,23,S.1551,85706.49,0.011337
ALLSTATE,24,H.R.2751,76170.51,0.010075
ALLSTATE,25,H.R.2221,73884.93,0.009773
ALLSTATE,26,S.823,73162.39,0.009678
ALLSTATE,27,S.139,73162.39,0.009678
ALLSTATE,28,H.R.2418,70846.15,0.009371
ALLSTATE,29,S.156,56418.2,0.007463
ALLSTATE,30,H.R.3214,53351.59,0.007057
ALLY FINANCIAL,1,H.R.1880,96944.44,0.138492
ALLY FINANCIAL,2,H.R.1583,96944.44,0.138492
ALLY FINANCIAL,3,H.R.1479,26944.44,0.038492
ALLY FINANCIAL,4,S.608,26944.44,0.038492
ALLY FINANCIAL,5,S.1074,26944.44,0.038492
ALLY FINANCIAL,6,S.505,26944.44,0.038492
ALLY FINANCIAL,7,S.566,26944.44,0.038492
ALLY FINANCIAL,8,S.1691,26944.44,0.038492
ALLY FINANCIAL,9,H.R.2057,21944.44,0.031349
ALLY FINANCIAL,10,S.1368,21944.44,0.031349
ALLY FINANCIAL,11,H.R.2555,14444.44,0.020635
ALLY FINANCIAL,12,S.739,14444.44,0.020635
ALLY FINANCIAL,13,S.2183,14444.44,0.020635
ALLY FINANCIAL,14,S.344,14444.44,0.020635
ALLY FINANCIAL,15,S.3052,14444.44,0.020635
ALLY FINANCIAL,16,H.R.83,14444.44,0.020635
ALLY FINANCIAL,17,H.R.1977,14444.44,0.020635
ALLY FINANCIAL,18,S.164,14444.44,0.020635
ALLY FINANCIAL,19,S.664,12500.0,0.017857
ALLY FINANCIAL,20,S.3149,12500.0,0.017857
ALLY FINANCIAL,21,S.2756,12500.0,0.017857
ALLY FINANCIAL,22,S.400,12500.0,0.017857
ALLY FINANCIAL,23,S.1354,12500.0,0.017857
ALLY FINANCIAL,24,H.R.885,12500.0,0.017857
ALLY FINANCIAL,25,H.R.4881,12500.0,0.017857
ALLY FINANCIAL,26,H.R.4516,12500.0,0.017857
ALLY FINANCIAL,27,H.R.4094,12500.0,0.017857
ALLY FINANCIAL,28,H.R.664,7500.0,0.010714
ALLY FINANCIAL,29,S.3546,7500.0,0.010714
ALLY FINANCIAL,30,H.R.470,7500.0,0.010714
ALPHABET,1,H.R.2271,690115.8,0.075094
ALPHABET,2,S.773,499408.73,0.054343
ALPHABET,3,H.R.2902,413694.44,0.045016
ALPHABET,4,S.921,413694.44,0.045016
ALPHABET,5,S.649,413694.44,0.045016
ALPHABET,6,H.R.3101,400865.8,0.04362
ALPHABET,7,S.1490,362671.36,0.039464
ALPHABET,8,S.3480,276421.36,0.030078
ALPHABET,9,S.3304,276421.36,0.030078
ALPHABET,10,H.R.5322,276421.36,0.030078
ALPHABET,11,H.R.1319,232444.44,0.025293
ALPHABET,12,H.R.5694,207532.47,0.022582
ALPHABET,13,S.139,207532.47,0.022582
ALPHABET,14,S.949,203000.0,0.022089
ALPHABET,15,H.R.2212,203000.0,0.022089
ALPHABET,16,S.3816,154603.17,0.016823
ALPHABET,17,S.3155,86250.0,0.009385
ALPHABET,18,S.30,86250.0,0.009385
ALPHABET,19,H.R.1258,86250.0,0.009385
ALPHABET,20,H.R.4784,86250.0,0.009385
ALPHABET,21,H.R.4504,86250.0,0.009385
ALPHABET,22,H.R.3222,86250.0,0.009385
ALPHABET,23,H.R.3125,86250.0,0.009385
ALPHABET,24,H.R.3019,86250.0,0.009385
ALPHABET,25,S.2804,85714.29,0.009327
ALPHABET,26,H.R.5777,85714.29,0.009327
ALPHABET,27,H.RES.1570,68888.89,0.007496
ALPHABET,28,H.R.5947,68888.89,0.007496
ALPHABET,29,S.299,68888.89,0.007496
ALPHABET,30,H.R.5828,68888.89,0.007496
ALTRIA GROUP,1,H.R.422,1417063.03,0.061265
ALTRIA GROUP,2,H.R.1400,1088986.11,0.047081
ALTRIA GROUP,3,H.R.1676,1088986.11,0.047081
ALTRIA GROUP,4,H.R.1265,1059063.03,0.045787
ALTRIA GROUP,5,S.506,1059063.03,0.045787
ALTRIA GROUP,6,H.R.985,916208.33,0.039611
ALTRIA GROUP,7,S.1504,812063.49,0.035109
ALTRIA GROUP,8,H.R.4115,812063.49,0.035109
ALTRIA GROUP,9,S.41,812063.49,0.035109
ALTRIA GROUP,10,S.1341,797729.7,0.034489
ALTRIA GROUP,11,H.R.3439,797729.7,0.034489
ALTRIA GROUP,12,H.R.1508,786208.33,0.033991
ALTRIA GROUP,13,S.1147,730986.11,0.031603
ALTRIA GROUP,14,H.R.5178,692362.64,0.029934
ALTRIA GROUP,15,H.R.1256,619333.33,0.026776
ALTRIA GROUP,16,S.579,619333.33,0.026776
ALTRIA GROUP,17,H.R.1261,619333.33,0.026776
ALTRIA GROUP,18,S.448,558208.33,0.024134
ALTRIA GROUP,19,H.R.5503,509285.71,0.022018
ALTRIA GROUP,20,H.R.2989,469652.78,0.020305
ALTRIA GROUP,21,S.537,428208.33,0.018513
ALTRIA GROUP,22,S.275,358000.0,0.015478
ALTRIA GROUP,23,H.R.2,358000.0,0.015478
ALTRIA GROUP,24,H.R.2010,328076.92,0.014184
ALTRIA GROUP,25,H.R.4994,328076.92,0.014184
ALTRIA GROUP,26,S.1796,302777.78,0.01309
ALTRIA GROUP,27,S.2042,302777.78,0.01309
ALTRIA GROUP,28,S.982,261333.33,0.011298
ALTRIA GROUP,29,S.3793,183076.92,0.007915
ALTRIA GROUP,30,S.3288,183076.92,0.007915
AMAZON,1,H.R.1166,459190.48,0.118961
AMAZON,2,H.R.1173,459190.48,0.118961
AMAZON,3,S.470,459190.48,0.118961
AMAZON,4,H.R.2382,318000.0,0.082383
AMAZON,5,H.R.2695,318000.0,0.082383
AMAZON,6,S.1212,318000.0,0.082383
AMAZON,7,S.148,318000.0,0.082383
AMAZON,8,H.R.3101,98000.0,0.025389
AMAZON,9,S.3304,98000.0,0.025389
AMAZON,10,H.R.5660,88333.33,0.022884
AMAZON,11,H.R.5932,88333.33,0.022884
AMAZON,12,S.3804,88333.33,0.022884
AMAZON,13,S.352,52857.14,0.013694
AMEREN,1,H.J.RES.76,423658.29,0.055525
AMEREN,2,S.3072,423658.29,0.055525
AMEREN,3,H.R.4572,333771.93,0.043745
AMEREN,4,S.3815,301666.67,0.039537
AMEREN,5,H.R.2868,284605.26,0.037301
AMEREN,6,S.787,278750.0,0.036533
AMEREN,7,S.1074,208653.85,0.027347
AMEREN,8,H.R.3795,184509.11,0.024182
AMEREN,9,S.433,171500.0,0.022477
AMEREN,10,H.R.889,171500.0,0.022477
AMEREN,11,H.R.890,171500.0,0.022477
AMEREN,12,S.RES.64,171500.0,0.022477
AMEREN,13,H.R.1689,171500.0,0.022477
AMEREN,14,H.R.977,170000.0,0.02228
AMEREN,15,S.2101,170000.0,0.02228
AMEREN,16,H.R.2996,170000.0,0.02228
AMEREN,17,S.272,170000.0,0.02228
AMEREN,18,H.R.3300,170000.0,0.02228
AMEREN,19,H.R.4753,121991.63,0.015988
AMEREN,20,H.R.1006,89000.0,0.011664
AMEREN,21,H.R.493,89000.0,0.011664
AMEREN,22,S.418,89000.0,0.011664
AMEREN,23,S.CON.RES.13,82500.0,0.010813
AMEREN,24,H.R.2195,82500.0,0.010813
AMEREN,25,S.672,82500.0,0.010813
AMEREN,26,S.3635,63636.36,0.00834
AMEREN,27,S.3773,63636.36,0.00834
AMEREN,28,H.R.3534,63636.36,0.00834
AMEREN,29,S.3628,63636.36,0.00834
AMEREN,30,H.R.6008,63636.36,0.00834
AMERICAN ELECTRIC POWER,1,S.146,830599.64,0.047165
AMERICAN ELECTRIC POWER,2,H.R.233,830599.64,0.047165
AMERICAN ELECTRIC POWER,3,S.773,674516.64,0.038302
AMERICAN ELECTRIC POWER,4,S.946,674516.64,0.038302
AMERICAN ELECTRIC POWER,5,H.R.2165,674516.64,0.038302
AMERICAN ELECTRIC POWER,6,H.R.2195,674516.64,0.038302
AMERICAN ELECTRIC POWER,7,S.2889,454433.62,0.025805
AMERICAN ELECTRIC POWER,8,H.R.2868,424211.95,0.024089
AMERICAN ELECTRIC POWER,9,S.3072,344509.76,0.019563
AMERICAN ELECTRIC POWER,10,H.R.5026,344509.76,0.019563
AMERICAN ELECTRIC POWER,11,S.2995,344509.76,0.019563
AMERICAN ELECTRIC POWER,12,H.R.4753,344509.76,0.019563
AMERICAN ELECTRIC POWER,13,H.J.RES.77,344509.76,0.019563
AMERICAN ELECTRIC POWER,14,S.J.RES.26,344509.76,0.019563
AMERICAN ELECTRIC POWER,15,H.R.493,293995.69,0.016694
AMERICAN ELECTRIC POWER,16,S.2835,288383.93,0.016376
AMERICAN ELECTRIC POWER,17,H.R.515,277516.89,0.015759
AMERICAN ELECTRIC POWER,18,H.R.977,266006.86,0.015105
AMERICAN ELECTRIC POWER,19,S.418,238253.33,0.013529
AMERICAN ELECTRIC POWER,20,S.2877,232117.76,0.013181
AMERICAN ELECTRIC POWER,21,S.3480,223075.87,0.012667
AMERICAN ELECTRIC POWER,22,S.3464,223075.87,0.012667
AMERICAN ELECTRIC POWER,23,S.2744,223075.87,0.012667
AMERICAN ELECTRIC POWER,24,S.1013,220083.03,0.012497
AMERICAN ELECTRIC POWER,25,S.433,220083.03,0.012497
AMERICAN ELECTRIC POWER,26,H.R.2211,220083.03,0.012497
AMERICAN ELECTRIC POWER,27,S.672,220083.03,0.012497
AMERICAN ELECTRIC POWER,28,S.1502,192094.19,0.010908
AMERICAN ELECTRIC POWER,29,S.722,169418.18,0.00962
AMERICAN ELECTRIC POWER,30,S.3591,169418.18,0.00962
AMERICAN EXPRESS,1,H.R.22,187583.89,0.03174
AMERICAN EXPRESS,2,H.R.1083,187583.89,0.03174
AMERICAN EXPRESS,3,S.803,187583.89,0.03174
AMERICAN EXPRESS,4,S.722,187583.89,0.03174
AMERICAN EXPRESS,5,H.R.1897,187583.89,0.03174
AMERICAN EXPRESS,6,H.R.1944,187583.89,0.03174
AMERICAN EXPRESS,7,H.R.2695,156843.15,0.026539
AMERICAN EXPRESS,8,S.1212,156843.15,0.026539
AMERICAN EXPRESS,9,H.R.2382,156843.15,0.026539
AMERICAN EXPRESS,10,H.R.2098,156843.15,0.026539
AMERICAN EXPRESS,11,H.R.991,151383.23,0.025615
AMERICAN EXPRESS,12,H.R.1020,151383.23,0.025615
AMERICAN EXPRESS,13,H.R.1586,150687.34,0.025497
AMERICAN EXPRESS,14,S.1507,134655.65,0.022784
AMERICAN EXPRESS,15,H.R.3457,134655.65,0.022784
AMERICAN EXPRESS,16,S.651,124749.84,0.021108
AMERICAN EXPRESS,17,H.R.2935,114958.68,0.019452
AMERICAN EXPRESS,18,S.1023,114958.68,0.019452
AMERICAN EXPRESS,19,H.R.1880,109521.76,0.018532
AMERICAN EXPRESS,20,H.R.2221,103066.74,0.017439
AMERICAN EXPRESS,21,H.R.4300,89021.18,0.015063
AMERICAN EXPRESS,22,H.R.3126,80879.24,0.013685
AMERICAN EXPRESS,23,H.R.3601,80879.24,0.013685
AMERICAN EXPRESS,24,H.R.3639,80879.24,0.013685
AMERICAN EXPRESS,25,S.414,72625.21,0.012289
AMERICAN EXPRESS,26,S.2011,72625.21,0.012289
AMERICAN EXPRESS,27,S.235,72625.21,0.012289
AMERICAN EXPRESS,28,S.350,72625.21,0.012289
AMERICAN EXPRESS,29,H.CON.RES.85,72625.21,0.012289
AMERICAN EXPRESS,30,S.CON.RES.13,72625.21,0.012289
AMERICAN FAMILY INSURANCE GROUP,1,H.R.1264,12511.19,0.02051
AMERICAN FAMILY INSURANCE GROUP,2,H.R.1895,12511.19,0.02051
AMERICAN FAMILY INSURANCE GROUP,3,H.R.1754,11229.14,0.018408
AMERICAN FAMILY INSURANCE GROUP,4,H.R.1880,11229.14,0.018408
AMERICAN FAMILY INSURANCE GROUP,5,S.664,11229.14,0.018408
AMERICAN FAMILY INSURANCE GROUP,6,H.R.1583,9742.65,0.015972
AMERICAN FAMILY INSURANCE GROUP,7,H.R.998,9742.65,0.015972
AMERICAN FAMILY INSURANCE GROUP,8,H.R.83,9742.65,0.015972
AMERICAN FAMILY INSURANCE GROUP,9,S.505,9742.65,0.015972
AMERICAN FAMILY INSURANCE GROUP,10,H.R.1705,8821.6,0.014462
AMERICAN FAMILY INSURANCE GROUP,11,S.566,8821.6,0.014462
AMERICAN FAMILY INSURANCE GROUP,12,H.R.2592,8761.19,0.014363
AMERICAN FAMILY INSURANCE GROUP,13,H.R.2554,8761.19,0.014363
AMERICAN FAMILY INSURANCE GROUP,14,H.R.635,7645.13,0.012533
AMERICAN FAMILY INSURANCE GROUP,15,S.202,7645.13,0.012533
AMERICAN FAMILY INSURANCE GROUP,16,S.823,7645.13,0.012533
AMERICAN FAMILY INSURANCE GROUP,17,H.R.1257,7645.13,0.012533
AMERICAN FAMILY INSURANCE GROUP,18,S.164,7645.13,0.012533
AMERICAN FAMILY INSURANCE GROUP,19,H.R.2609,7479.14,0.012261
AMERICAN FAMILY INSURANCE GROUP,20,H.R.3059,7479.14,0.012261
AMERICAN FAMILY INSURANCE GROUP,21,H.R.2571,7479.14,0.012261
AMERICAN FAMILY INSURANCE GROUP,22,S.1368,7479.14,0.012261
AMERICAN FAMILY INSURANCE GROUP,23,S.1363,7479.14,0.012261
AMERICAN FAMILY INSURANCE GROUP,24,S.886,7274.71,0.011926
AMERICAN FAMILY INSURANCE GROUP,25,S.247,7083.33,0.011612
AMERICAN FAMILY INSURANCE GROUP,26,H.R.520,7083.33,0.011612
AMERICAN FAMILY INSURANCE GROUP,27,H.R.2555,5992.65,0.009824
AMERICAN FAMILY INSURANCE GROUP,28,H.R.4154,5427.86,0.008898
AMERICAN FAMILY INSURANCE GROUP,29,S.2784,5427.86,0.008898
AMERICAN FAMILY INSURANCE GROUP,30,H.R.3905,5427.86,0.008898
AMERICAN FINANCIAL GROUP,1,H.R.200,50000.0,1.0
AMERIPRISE FINANCIAL,1,H.R.1935,57381.64,0.014943
AMERIPRISE FINANCIAL,2,H.R.1961,57381.64,0.014943
AMERIPRISE FINANCIAL,3,H.R.436,57381.64,0.014943
AMERIPRISE FINANCIAL,4,S.401,57381.64,0.014943
AMERIPRISE FINANCIAL,5,S.702,57381.64,0.014943
AMERIPRISE FINANCIAL,6,S.651,57381.64,0.014943
AMERIPRISE FINANCIAL,7,H.R.1083,57381.64,0.014943
AMERIPRISE FINANCIAL,8,S.567,57381.64,0.014943
AMERIPRISE FINANCIAL,9,S.506,47978.65,0.012494
AMERIPRISE FINANCIAL,10,S.722,47978.65,0.012494
AMERIPRISE FINANCIAL,11,H.R.2021,47381.64,0.012339
AMERIPRISE FINANCIAL,12,S.1074,47381.64,0.012339
AMERIPRISE FINANCIAL,13,S.1082,47381.64,0.012339
AMERIPRISE FINANCIAL,14,S.1297,47381.64,0.012339
AMERIPRISE FINANCIAL,15,S.1368,47381.64,0.012339
AMERIPRISE FINANCIAL,16,H.R.2555,47381.64,0.012339
AMERIPRISE FINANCIAL,17,H.R.2096,47381.64,0.012339
AMERIPRISE FINANCIAL,18,H.R.2748,47381.64,0.012339
AMERIPRISE FINANCIAL,19,H.R.2554,47381.64,0.012339
AMERIPRISE FINANCIAL,20,H.R.2779,47381.64,0.012339
AMERIPRISE FINANCIAL,21,H.R.2989,47381.64,0.012339
AMERIPRISE FINANCIAL,22,H.R.3059,47381.64,0.012339
AMERIPRISE FINANCIAL,23,S.906,47381.64,0.012339
AMERIPRISE FINANCIAL,24,S.1007,47381.64,0.012339
AMERIPRISE FINANCIAL,25,S.272,45513.95,0.011853
AMERIPRISE FINANCIAL,26,H.R.1265,43948.8,0.011445
AMERIPRISE FINANCIAL,27,H.R.3429,41793.4,0.010884
AMERIPRISE FINANCIAL,28,H.R.2221,41793.4,0.010884
AMERIPRISE FINANCIAL,29,H.R.3408,41793.4,0.010884
AMERIPRISE FINANCIAL,30,S.1661,41793.4,0.010884
AMERISOURCEBERGEN,1,H.R.1392,1154789.17,0.47143
AMERISOURCEBERGEN,2,S.1221,928089.17,0.378882
AMGEN,1,S.610,2401015.51,0.105772
AMGEN,2,H.R.1427,1447840.91,0.063782
AMGEN,3,H.R.1548,1447840.91,0.063782
AMGEN,4,S.726,1447840.91,0.063782
AMGEN,5,S.1695,1447840.91,0.063782
AMGEN,6,S.769,1104090.91,0.048638
AMGEN,7,H.R.1894,1104090.91,0.048638
AMGEN,8,H.R.4899,694285.71,0.030585
AMGEN,9,S.3793,678888.89,0.029907
AMGEN,10,S.1203,598888.89,0.026383
AMGEN,11,S.1796,485000.0,0.021366
AMGEN,12,H.R.1586,420000.0,0.018502
AMGEN,13,H.R.4851,274285.71,0.012083
AMGEN,14,S.3153,274285.71,0.012083
AMGEN,15,H.R.4994,258888.89,0.011405
AMGEN,16,H.R.3082,258888.89,0.011405
AMGEN,17,H.R.5712,258888.89,0.011405
ANADARKO PETROLEUM,1,H.R.2766,414908.94,0.052102
ANADARKO PETROLEUM,2,S.1215,414908.94,0.052102
ANADARKO PETROLEUM,3,S.2877,297210.53,0.037322
ANADARKO PETROLEUM,4,S.1087,297210.53,0.037322
ANADARKO PETROLEUM,5,S.888,297210.53,0.037322
ANADARKO PETROLEUM,6,H.R.4521,297210.53,0.037322
ANADARKO PETROLEUM,7,H.R.4713,269353.38,0.033824
ANADARKO PETROLEUM,8,S.3516,209210.53,0.026272
ANADARKO PETROLEUM,9,H.CON.RES.85,146666.67,0.018418
ANADARKO PETROLEUM,10,S.CON.RES.13,146666.67,0.018418
ANADARKO PETROLEUM,11,S.3305,145000.0,0.018208
ANADARKO PETROLEUM,12,S.3509,123099.42,0.015458
ANADARKO PETROLEUM,13,S.3497,123099.42,0.015458
ANADARKO PETROLEUM,14,S.3473,123099.42,0.015458
ANADARKO PETROLEUM,15,S.3346,123099.42,0.015458
ANADARKO PETROLEUM,16,S.3431,123099.42,0.015458
ANADARKO PETROLEUM,17,H.R.5459,123099.42,0.015458
ANADARKO PETROLEUM,18,H.R.5499,123099.42,0.015458
ANADARKO PETROLEUM,19,H.R.2996,117142.86,0.01471
ANADARKO PETROLEUM,20,S.3072,86111.11,0.010813
ANADARKO PETROLEUM,21,H.R.5716,86111.11,0.010813
ANADARKO PETROLEUM,22,S.3466,86111.11,0.010813
ANADARKO PETROLEUM,23,H.R.3534,86111.11,0.010813
ANADARKO PETROLEUM,24,S.3793,86111.11,0.010813
ANADARKO PETROLEUM,25,S.3816,86111.11,0.010813
ANADARKO PETROLEUM,26,H.R.5503,86111.11,0.010813
ANADARKO PETROLEUM,27,H.R.146,60000.0,0.007534
ANADARKO PETROLEUM,28,S.22,60000.0,0.007534
ANTHEM,1,S.1796,400000.0,0.079208
ANTHEM,2,H.CON.RES.85,174285.71,0.034512
ANTHEM,3,H.R.1427,174285.71,0.034512
ANTHEM,4,H.R.2,174285.71,0.034512
ANTHEM,5,S.275,174285.71,0.034512
ANTHEM,6,S.276,174285.71,0.034512
ANTHEM,7,S.CON.RES.13,174285.71,0.034512
APACHE,1,H.R.1835,360238.1,0.196851
APACHE,2,S.1408,343571.43,0.187744
APACHE,3,H.R.3534,325714.29,0.177986
APACHE,4,S.2877,42857.14,0.023419
APACHE,5,H.R.977,39047.62,0.021337
APACHE,6,H.R.5503,25714.29,0.014052
APACHE,7,H.R.5626,25714.29,0.014052
APACHE,8,H.R.5629,25714.29,0.014052
APACHE,9,S.1215,25714.29,0.014052
APACHE,10,S.3305,25714.29,0.014052
APACHE,11,S.3509,25714.29,0.014052
APACHE,12,S.3516,25714.29,0.014052
APACHE,13,S.888,16666.67,0.009107
APPLE,1,H.CON.RES.85,204231.3,0.065669
APPLE,2,H.R.1083,204231.3,0.065669
APPLE,3,S.114,204231.3,0.065669
APPLE,4,H.R.691,204231.3,0.065669
APPLE,5,S.CON.RES.13,204231.3,0.065669
APPLE,6,H.R.1173,204231.3,0.065669
APPLE,7,H.R.1166,204231.3,0.065669
