bill_number,bill_idx
H.J.RES.28,0
H.J.RES.30,1
H.J.RES.31,2
H.R.1,3
H.R.1004,4
H.R.1006,5
H.R.1007,6
H.R.1008,7
H.R.1018,8
H.R.1027,9
H.R.1034,10
H.R.1035,11
H.R.1038,12
H.R.1044,13
H.R.1062,14
H.R.1084,15
H.R.1096,16
H.R.1101,17
H.R.1149,18
H.R.1158,19
H.R.1166,20
H.R.1185,21
H.R.1220,22
H.R.1226,23
H.R.1249,24
H.R.1279,25
H.R.1304,26
H.R.1316,27
H.R.135,28
H.R.1361,29
H.R.1374,30
H.R.1375,31
H.R.1398,32
H.R.1406,33
H.R.1417,34
H.R.1420,35
H.R.1423,36
H.R.1426,37
H.R.1439,38
H.R.1499,39
H.R.15,40
H.R.1502,41
H.R.1503,42
H.R.1520,43
H.R.1567,44
H.R.1575,45
H.R.1595,46
H.R.1602,47
H.R.1607,48
H.R.1614,49
H.R.1618,50
H.R.1625,51
H.R.1628,52
H.R.1644,53
H.R.1668,54
H.R.1675,55
H.R.1685,56
H.R.1690,57
H.R.1693,58
H.R.1706,59
H.R.1711,60
H.R.1712,61
H.R.172,62
H.R.1725,63
H.R.1742,64
H.R.1743,65
H.R.1744,66
H.R.1748,67
H.R.1756,68
H.R.1768,69
H.R.1818,70
H.R.1834,71
H.R.1860,72
H.R.1862,73
H.R.1863,74
H.R.1865,75
H.R.1869,76
H.R.1879,77
H.R.19,78
H.R.1910,79
H.R.1922,80
H.R.1940,81
H.R.1941,82
H.R.1954,83
H.R.1957,84
H.R.1959,85
H.R.1961,86
H.R.1976,87
H.R.1994,88
H.R.2,89
H.R.2013,90
H.R.2042,91
H.R.2044,92
H.R.205,93
H.R.2054,94
H.R.2074,95
H.R.2096,96
H.R.2102,97
H.R.2113,98
H.R.2114,99
H.R.2115,100
H.R.2119,101
H.R.2139,102
H.R.2144,103
H.R.2157,104
H.R.2164,105
H.R.2170,106
H.R.2181,107
H.R.2195,108
H.R.2202,109
H.R.2204,110
H.R.2207,111
H.R.2213,112
H.R.2227,113
H.R.2256,114
H.R.2296,115
H.R.2337,116
H.R.2353,117
H.R.2355,118
H.R.2376,119
H.R.2377,120
H.R.2382,121
H.R.2397,122
H.R.2411,123
H.R.2426,124
H.R.2445,125
H.R.2449,126
H.R.2474,127
H.R.2479,128
H.R.2500,129
H.R.251,130
H.R.2513,131
H.R.2514,132
H.R.2533,133
H.R.2540,134
H.R.2566,135
H.R.2570,136
H.R.2577,137
H.R.2587,138
H.R.2588,139
H.R.2591,140
H.R.2596,141
H.R.2597,142
H.R.2600,143
H.R.2605,144
H.R.2608,145
H.R.2616,146
H.R.2626,147
H.R.2636,148
H.R.2638,149
H.R.264,150
H.R.2644,151
H.R.265,152
H.R.266,153
H.R.2664,154
H.R.2682,155
H.R.269,156
H.R.2698,157
H.R.2711,158
H.R.2723,159
H.R.2739,160
H.R.2740,161
H.R.2741,162
H.R.2745,163
H.R.2800,164
H.R.2820,165
H.R.2827,166
H.R.2839,167
H.R.287,168
H.R.2881,169
H.R.2906,170
H.R.292,171
H.R.2956,172
H.R.2960,173
H.R.2968,174
H.R.2985,175
H.R.2986,176
H.R.2997,177
H.R.3,178
H.R.3006,179
H.R.3011,180
H.R.302,181
H.R.3031,182
H.R.3052,183
H.R.3055,184
H.R.3079,185
H.R.3107,186
H.R.3111,187
H.R.3145,188
H.R.3151,189
H.R.3162,190
H.R.3163,191
H.R.3164,192
H.R.3167,193
H.R.3180,194
H.R.3197,195
H.R.3225,196
H.R.3226,197
H.R.3240,198
H.R.3256,199
H.R.3266,200
H.R.3279,201
H.R.3300,202
H.R.3301,203
H.R.3351,204
H.R.3361,205
H.R.3375,206
H.R.3388,207
H.R.34,208
H.R.3407,209
H.R.3408,210
H.R.3409,211
H.R.3432,212
H.R.3494,213
H.R.3497,214
H.R.3500,215
H.R.3528,216
H.R.3551,217
H.R.3561,218
H.R.358,219
H.R.3593,220
H.R.360,221
H.R.3616,222
H.R.362,223
H.R.3630,224
H.R.3632,225
H.R.3633,226
H.R.3635,227
H.R.3666,228
H.R.3699,229
H.R.370,230
H.R.3708,231
H.R.3710,232
H.R.3719,233
H.R.3763,234
H.R.3772,235
H.R.3773,236
H.R.380,237
H.R.3811,238
H.R.3828,239
H.R.3877,240
H.R.3896,241
H.R.3915,242
H.R.392,243
H.R.3941,244
H.R.3951,245
H.R.3957,246
H.R.3994,247
H.R.4007,248
H.R.4035,249
H.R.4037,250
H.R.4048,251
H.R.4127,252
H.R.4149,253
H.R.4171,254
H.R.4194,255
H.R.4217,256
H.R.4227,257
H.R.4229,258
H.R.4230,259
H.R.427,260
H.R.4299,261
H.R.4306,262
H.R.431,263
H.R.4354,264
H.R.4378,265
H.R.4385,266
H.R.4459,267
H.R.4461,268
H.R.4462,269
H.R.4463,270
H.R.4508,271
H.R.454,272
H.R.4549,273
H.R.4674,274
H.R.4690,275
H.R.4692,276
H.R.4695,277
H.R.4697,278
H.R.4700,279
H.R.4708,280
H.R.4709,281
H.R.4745,282
H.R.4779,283
H.R.4796,284
H.R.4813,285
H.R.4841,286
H.R.4855,287
H.R.4863,288
H.R.4871,289
H.R.4895,290
H.R.4978,291
H.R.5,292
H.R.5035,293
H.R.5057,294
H.R.510,295
H.R.5119,296
H.R.5120,297
H.R.514,298
H.R.5140,299
H.R.5170,300
H.R.5175,301
H.R.518,302
H.R.5240,303
H.R.5256,304
H.R.530,305
H.R.5314,306
H.R.5332,307
H.R.5333,308
H.R.535,309
H.R.5374,310
H.R.5376,311
H.R.5409,312
H.R.5415,313
H.R.5428,314
H.R.543,315
H.R.5430,316
H.R.5470,317
H.R.5480,318
H.R.55,319
H.R.5515,320
H.R.5518,321
H.R.5523,322
H.R.5527,323
H.R.5530,324
H.R.5607,325
H.R.5701,326
H.R.5815,327
H.R.582,328
H.R.5841,329
H.R.592,330
H.R.596,331
H.R.6,332
H.R.6072,333
H.R.6157,334
H.R.618,335
H.R.6226,336
H.R.6227,337
H.R.624,338
H.R.6378,339
H.R.6385,340
H.R.6600,341
H.R.6688,342
H.R.6776,343
H.R.680,344
H.R.690,345
H.R.6910,346
H.R.721,347
H.R.7328,348
H.R.739,349
H.R.748,350
H.R.763,351
H.R.803,352
H.R.806,353
H.R.838,354
H.R.851,355
H.R.863,356
H.R.907,357
H.R.911,358
H.R.940,359
H.R.946,360
H.R.948,361
H.R.965,362
H.R.978,363
H.R.985,364
H.RES.109,365
H.RES.153,366
H.RES.431,367
H1,368
S.1,369
S.1022,370
S.1023,371
S.1060,372
S.1084,373
S.1085,374
S.1089,375
S.1094,376
S.1102,377
S.1105,378
S.1142,379
S.1151,380
S.1152,381
S.1167,382
S.1177,383
S.1201,384
S.1215,385
S.1227,386
S.1242,387
S.1253,388
S.1258,389
S.1273,390
S.1291,391
S.13,392
S.1300,393
S.1306,394
S.1323,395
S.1359,396
S.1363,397
S.1371,398
S.1372,399
S.1375,400
S.1398,401
S.1405,402
S.1419,403
S.1427,404
S.1441,405
S.1457,406
S.1473,407
S.1487,408
S.1498,409
S.150,410
S.1507,411
S.151,412
S.1522,413
S.1531,414
S.1534,415
S.1558,416
S.1589,417
S.1593,418
S.1601,419
S.1602,420
S.1611,421
S.1625,422
S.1629,423
S.1685,424
S.1691,425
S.1699,426
S.1700,427
S.1706,428
S.171,429
S.172,430
S.174,431
S.1750,432
S.1760,433
S.1761,434
S.1763,435
S.1790,436
S.1822,437
S.1830,438
S.1840,439
S.189,440
S.1890,441
S.1895,442
S.1914,443
S.1939,444
S.1958,445
S.1979,446
S.1981,447
S.1982,448
S.1989,449
S.203,450
S.2033,451
S.2038,452
S.2039,453
S.2040,454
S.2041,455
S.2082,456
S.2095,457
S.2098,458
S.2137,459
S.2154,460
S.2155,461
S.2160,462
S.2178,463
S.2200,464
S.2220,465
S.2223,466
S.2243,467
S.2263,468
S.2284,469
S.2293,470
S.2297,471
S.2299,472
S.2300,473
S.2302,474
S.2313,475
S.2332,476
S.2333,477
S.2344,478
S.2346,479
S.2364,480
S.2372,481
S.2402,482
S.2418,483
S.2438,484
S.2447,485
S.245,486
S.2470,487
S.2474,488
S.2506,489
S.2520,490
S.2524,491
S.2543,492
S.2548,493
S.2556,494
S.2557,495
S.2561,496
S.2563,497
S.2580,498
S.2583,499
S.2584,500
S.2604,501
S.2605,502
S.2606,503
S.2611,504
S.2639,505
S.2641,506
S.2644,507
S.265,508
S.2652,509
S.2657,510
S.2661,511
S.2662,512
S.2700,513
S.2728,514
S.273,515
S.2751,516
S.2754,517
S.2775,518
S.2789,519
S.2800,520
S.281,521
S.2840,522
S.2852,523
S.2858,524
S.287,525
S.2878,526
S.2881,527
S.29,528
S.2921,529
S.2922,530
S.2947,531
S.2956,532
S.2968,533
