bill_number,bill_idx
S.2976,534
S.2979,535
S.2987,536
S.300,537
S.3007,538
S.3023,539
S.3040,540
S.3052,541
S.306,542
S.3084,543
S.3108,544
S.3109,545
S.3143,546
S.3159,547
S.317,548
S.321,549
S.3277,550
S.3282,551
S.333,552
S.3336,553
S.340,554
S.343,555
S.365,556
S.3676,557
S.370,558
S.3744,559
S.383,560
S.384,561
S.386,562
S.411,563
S.463,564
S.47,565
S.476,566
S.482,567
S.510,568
S.540,569
S.543,570
S.551,571
S.569,572
S.583,573
S.584,574
S.603,575
S.604,576
S.607,577
S.611,578
S.617,579
S.635,580
S.638,581
S.64,582
S.640,583
S.649,584
S.657,585
S.659,586
S.674,587
S.675,588
S.682,589
S.684,590
S.692,591
S.693,592
S.713,593
S.715,594
S.724,595
S.726,596
S.733,597
S.734,598
S.743,599
S.747,600
S.748,601
S.755,602
S.757,603
S.760,604
S.764,605
S.765,606
S.779,607
S.780,608
S.788,609
S.790,610
S.794,611
S.80,612
S.803,613
S.812,614
S.826,615
S.839,616
S.842,617
S.846,618
S.847,619
S.858,620
S.859,621
S.874,622
S.893,623
S.918,624
S.919,625
S.920,626
S.926,627
S.946,628
S.950,629
S.952,630
S.972,631
S.976,632
S.978,633
S.979,634
S.988,635
S.990,636
S.993,637
S.J.RES.2,638
S.J.RES.8,639
S.RES.27,640
S.RES.34,641
S.RES.59,642
