,111,112,113,114,115,116,117
111,1.0,-0.0874,0.2356,0.0385,0.0073,-0.3446,0.0091
112,-0.0874,1.0,-0.1568,-0.01,0.3139,0.2044,0.1862
113,0.2356,-0.1568,1.0,0.2013,-0.1769,0.2178,0.1177
114,0.0385,-0.01,0.2013,1.0,-0.0901,0.1435,0.0736
115,0.0073,0.3139,-0.1769,-0.0901,1.0,0.0318,0.3762
116,-0.3446,0.2044,0.2178,0.1435,0.0318,1.0,0.1982
117,0.0091,0.1862,0.1177,0.0736,0.3762,0.1982,1.0
