source,target,n_sessions,n_leads,n_follows,consistency
CAPITAL ONE FINANCIAL,SOUTHERN,3,2,1,0.6666666666666666
ANADARKO PETROLEUM,CONOCOPHILLIPS,3,2,1,0.6666666666666666
ALLSTATE,DEERE,3,1,2,0.6666666666666666
CISCO SYSTEMS,SALESFORCE,3,1,2,0.6666666666666666
JOHNSON & JOHNSON,PFIZER,3,1,2,0.6666666666666666
JOHNSON & JOHNSON,PROCTER & GAMBLE,3,2,1,0.6666666666666666
HP,TEXAS INSTRUMENTS,3,1,2,0.6666666666666666
JOHNSON & JOHNSON,RITE AID,3,1,2,0.6666666666666666
HP,STATE FARM INSURANCE,3,2,1,0.6666666666666666
CSX,UNITED PARCEL SERVICE,3,2,1,0.6666666666666666
CSX,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
REGIONS FINANCIAL,U.S. BANCORP,3,1,2,0.6666666666666666
AMGEN,UNITED TECHNOLOGIES,3,1,2,0.6666666666666666
REGIONS FINANCIAL,SUNTRUST BANKS,3,1,2,0.6666666666666666
CUMMINS,DTE ENERGY,3,1,2,0.6666666666666666
CUMMINS,EDISON INTERNATIONAL,3,2,1,0.6666666666666666
AMGEN,ROCKWELL COLLINS,3,1,2,0.6666666666666666
AMGEN,RAYTHEON,3,2,1,0.6666666666666666
CISCO SYSTEMS,PPG INDUSTRIES,3,2,1,0.6666666666666666
AMGEN,PFIZER,3,2,1,0.6666666666666666
CAPITAL ONE FINANCIAL,TEXAS INSTRUMENTS,3,1,2,0.6666666666666666
HP,MICROSOFT,3,1,2,0.6666666666666666
CUMMINS,GENERAL ELECTRIC,3,1,2,0.6666666666666666
CAPITAL ONE FINANCIAL,DISCOVER FINANCIAL SERVICES,3,2,1,0.6666666666666666
IBM,MICRON TECHNOLOGY,3,2,1,0.6666666666666666
CAPITAL ONE FINANCIAL,VISA,3,1,2,0.6666666666666666
ASSURANT,VISA,3,1,2,0.6666666666666666
USAA,VISA,3,1,2,0.6666666666666666
ALLSTATE,PEPSICO,3,2,1,0.6666666666666666
CITIGROUP,USAA,3,1,2,0.6666666666666666
AT&T,CBS,3,2,1,0.6666666666666666
UNUM GROUP,USAA,3,2,1,0.6666666666666666
ALLSTATE,SEMPRA ENERGY,3,2,1,0.6666666666666666
COCA-COLA,PRUDENTIAL FINANCIAL,3,1,2,0.6666666666666666
INTEL,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
UNITED TECHNOLOGIES,WEYERHAEUSER,3,1,2,0.6666666666666666
UNITED TECHNOLOGIES,VERIZON,3,1,2,0.6666666666666666
UNITED TECHNOLOGIES,USAA,3,2,1,0.6666666666666666
COCA-COLA,WELLS FARGO,3,2,1,0.6666666666666666
BLACKROCK,JONES FINANCIAL (EDWARD JONES),3,1,2,0.6666666666666666
CITIGROUP,TIAA,3,1,2,0.6666666666666666
STATE FARM INSURANCE,U.S. BANCORP,3,1,2,0.6666666666666666
CITIGROUP,TEXAS INSTRUMENTS,3,1,2,0.6666666666666666
COGNIZANT TECHNOLOGY SOLUTIONS,ORACLE,3,2,1,0.6666666666666666
3M,BRISTOL-MYERS SQUIBB,3,2,1,0.6666666666666666
COMCAST,CONSOLIDATED EDISON,3,2,1,0.6666666666666666
ASSURANT,TIAA,3,2,1,0.6666666666666666
CITIGROUP,TARGET,3,2,1,0.6666666666666666
INTEL,WINDSTREAM HOLDINGS,3,2,1,0.6666666666666666
COMCAST,FACEBOOK,3,2,1,0.6666666666666666
COMCAST,FIRSTENERGY,3,1,2,0.6666666666666666
CITIGROUP,SYNCHRONY FINANCIAL,3,2,1,0.6666666666666666
IHEARTMEDIA,ORACLE,3,2,1,0.6666666666666666
ALLSTATE,TRAVELERS,3,2,1,0.6666666666666666
ALLSTATE,NORFOLK SOUTHERN,3,1,2,0.6666666666666666
ALLSTATE,RAYTHEON,3,1,2,0.6666666666666666
CITIGROUP,WELLS FARGO,3,2,1,0.6666666666666666
CITIGROUP,WINDSTREAM HOLDINGS,3,1,2,0.6666666666666666
INTEL,MERCK,3,2,1,0.6666666666666666
3M,ALLSTATE,3,1,2,0.6666666666666666
AT&T,HOME DEPOT,3,2,1,0.6666666666666666
CMS ENERGY,EVERSOURCE ENERGY,3,2,1,0.6666666666666666
INTEL,ORACLE,6,4,2,0.6666666666666666
AT&T,RAYTHEON,3,2,1,0.6666666666666666
CMS ENERGY,DUKE ENERGY,3,2,1,0.6666666666666666
CMS ENERGY,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
3M,AMERICAN ELECTRIC POWER,3,1,2,0.6666666666666666
CMS ENERGY,WELLS FARGO,3,2,1,0.6666666666666666
ALLSTATE,PG&E,3,2,1,0.6666666666666666
INTEL,STATE FARM INSURANCE,3,2,1,0.6666666666666666
CITIZENS FINANCIAL GROUP,REGIONS FINANCIAL,3,2,1,0.6666666666666666
COCA-COLA,DUPONT DE NEMOURS,3,1,2,0.6666666666666666
INTEL,MUTUAL OF OMAHA INSURANCE,3,1,2,0.6666666666666666
COCA-COLA,EMERSON ELECTRIC,3,1,2,0.6666666666666666
COCA-COLA,EXELON,3,2,1,0.6666666666666666
CITIZENS FINANCIAL GROUP,M&T BANK CORP.,3,2,1,0.6666666666666666
COCA-COLA,FIRSTENERGY,3,2,1,0.6666666666666666
COCA-COLA,HEWLETT PACKARD ENTERPRISE,3,1,2,0.6666666666666666
3M,BECTON DICKINSON,3,1,2,0.6666666666666666
COCA-COLA,HOME DEPOT,3,2,1,0.6666666666666666
INTEL,MOTOROLA SOLUTIONS,3,2,1,0.6666666666666666
VERIZON,YUM BRANDS,3,1,2,0.6666666666666666
3M,BERKSHIRE HATHAWAY,3,1,2,0.6666666666666666
INTEL,MICRON TECHNOLOGY,3,1,2,0.6666666666666666
VERIZON,VISA,3,2,1,0.6666666666666666
ALLSTATE,PRUDENTIAL FINANCIAL,3,2,1,0.6666666666666666
CITIGROUP,SOUTHERN,3,1,2,0.6666666666666666
COMCAST,INTUIT,3,2,1,0.6666666666666666
CITIGROUP,SEMPRA ENERGY,3,2,1,0.6666666666666666
ASSURANT,CAPITAL ONE FINANCIAL,3,1,2,0.6666666666666666
APPLIED MATERIALS,ORACLE,3,2,1,0.6666666666666666
TARGET,WALT DISNEY,3,2,1,0.6666666666666666
ALLSTATE,JPMORGAN CHASE & CO.,3,2,1,0.6666666666666666
TARGET,USAA,3,1,2,0.6666666666666666
CONOCOPHILLIPS,TIAA,3,1,2,0.6666666666666666
INTERNATIONAL PAPER,WESTROCK,3,1,2,0.6666666666666666
TARGET,U.S. BANCORP,3,1,2,0.6666666666666666
CITIGROUP,MASSACHUSETTS MUTUAL LIFE INSURANCE,3,1,2,0.6666666666666666
CONOCOPHILLIPS,USAA,3,1,2,0.6666666666666666
CAPITAL ONE FINANCIAL,FEDEX,3,2,1,0.6666666666666666
ALLSTATE,IBM,3,2,1,0.6666666666666666
IBM,NORTHWESTERN MUTUAL,3,1,2,0.6666666666666666
CITIGROUP,LINCOLN NATIONAL,3,1,2,0.6666666666666666
STATE FARM INSURANCE,VISA,3,2,1,0.6666666666666666
CITIGROUP,LIBERTY MUTUAL INSURANCE GROUP,3,1,2,0.6666666666666666
APPLE,TARGET,3,1,2,0.6666666666666666
STATE FARM INSURANCE,VERIZON,3,1,2,0.6666666666666666
APPLE,SALESFORCE,3,2,1,0.6666666666666666
CAPITAL ONE FINANCIAL,EBAY,3,1,2,0.6666666666666666
STATE FARM INSURANCE,USAA,6,2,4,0.6666666666666666
APPLE,QUALCOMM,3,2,1,0.6666666666666666
STATE FARM INSURANCE,UNUM GROUP,3,1,2,0.6666666666666666
CONSOLIDATED EDISON,FORD,3,1,2,0.6666666666666666
CITIGROUP,HOME DEPOT,3,2,1,0.6666666666666666
STATE FARM INSURANCE,UNITED TECHNOLOGIES,3,1,2,0.6666666666666666
APPLE,MOTOROLA SOLUTIONS,3,2,1,0.6666666666666666
CONSOLIDATED EDISON,JPMORGAN CHASE & CO.,3,1,2,0.6666666666666666
INTERNATIONAL PAPER,UNION PACIFIC,3,2,1,0.6666666666666666
TEXAS INSTRUMENTS,UNITED STATES STEEL,3,2,1,0.6666666666666666
ALLSTATE,MUTUAL OF OMAHA INSURANCE,6,4,2,0.6666666666666666
TEXAS INSTRUMENTS,UNITED TECHNOLOGIES,3,1,2,0.6666666666666666
UNION PACIFIC,UNITED PARCEL SERVICE,3,2,1,0.6666666666666666
ALLSTATE,MICROSOFT,3,1,2,0.6666666666666666
CITIGROUP,PUBLIC SERVICE ENTERPRISE GROUP,3,2,1,0.6666666666666666
ALLSTATE,METLIFE,3,1,2,0.6666666666666666
ALLSTATE,MASSACHUSETTS MUTUAL LIFE INSURANCE,3,1,2,0.6666666666666666
COMCAST,QUALCOMM,3,1,2,0.6666666666666666
CAPITAL ONE FINANCIAL,HARTFORD FINANCIAL SERVICES,3,2,1,0.6666666666666666
COMCAST,TARGET,3,1,2,0.6666666666666666
CITIGROUP,PRUDENTIAL FINANCIAL,3,1,2,0.6666666666666666
COMCAST,WINDSTREAM HOLDINGS,3,2,1,0.6666666666666666
ASSURANT,MUTUAL OF OMAHA INSURANCE,3,1,2,0.6666666666666666
BLACKROCK,NORTHERN TRUST,3,2,1,0.6666666666666666
ASSURANT,METLIFE,3,2,1,0.6666666666666666
BALL,BRISTOL-MYERS SQUIBB,3,1,2,0.6666666666666666
3M,CUMMINS,3,1,2,0.6666666666666666
ASSURANT,LIBERTY MUTUAL INSURANCE GROUP,3,1,2,0.6666666666666666
CONOCOPHILLIPS,DUPONT DE NEMOURS,3,2,1,0.6666666666666666
CITIGROUP,OCCIDENTAL PETROLEUM,3,2,1,0.6666666666666666
BALL,COCA-COLA,3,2,1,0.6666666666666666
CAPITAL ONE FINANCIAL,HOME DEPOT,3,1,2,0.6666666666666666
ASSURANT,FIFTH THIRD BANCORP,3,1,2,0.6666666666666666
CAPITAL ONE FINANCIAL,HUMANA,3,1,2,0.6666666666666666
3M,DELL TECHNOLOGIES,3,1,2,0.6666666666666666
INTERNATIONAL PAPER,STATE FARM INSURANCE,3,2,1,0.6666666666666666
CITIGROUP,NEW YORK LIFE INSURANCE,3,2,1,0.6666666666666666
3M,DELTA AIR LINES,3,1,2,0.6666666666666666
IBM,QUALCOMM,3,2,1,0.6666666666666666
CUMMINS,WELLS FARGO,3,1,2,0.6666666666666666
DTE ENERGY,GENERAL MOTORS,3,2,1,0.6666666666666666
CUMMINS,YUM BRANDS,3,2,1,0.6666666666666666
DOMINION ENERGY,LOEWS,3,1,2,0.6666666666666666
CATERPILLAR,CORNING,3,2,1,0.6666666666666666
KROGER,USAA,3,1,2,0.6666666666666666
PG&E,UNION PACIFIC,3,1,2,0.6666666666666666
HEWLETT PACKARD ENTERPRISE,HP,3,1,2,0.6666666666666666
DOMINION ENERGY,DTE ENERGY,3,1,2,0.6666666666666666
CIGNA,JOHNSON & JOHNSON,3,1,2,0.6666666666666666
CIGNA,HUMANA,3,1,2,0.6666666666666666
HEWLETT PACKARD ENTERPRISE,HOME DEPOT,3,1,2,0.6666666666666666
ALPHABET,NORTHROP GRUMMAN,3,1,2,0.6666666666666666
DOMINION ENERGY,HONEYWELL INTERNATIONAL,3,1,2,0.6666666666666666
DOMINION ENERGY,IBM,3,1,2,0.6666666666666666
HCA HEALTHCARE,VERIZON,3,2,1,0.6666666666666666
CIGNA,HCA HEALTHCARE,3,2,1,0.6666666666666666
CATERPILLAR,DELTA AIR LINES,3,1,2,0.6666666666666666
CISCO SYSTEMS,CITIGROUP,3,2,1,0.6666666666666666
PEPSICO,WEYERHAEUSER,3,2,1,0.6666666666666666
DOMINION ENERGY,OCCIDENTAL PETROLEUM,3,1,2,0.6666666666666666
L3HARRIS TECHNOLOGIES,ORACLE,3,1,2,0.6666666666666666
BALL,MOTOROLA SOLUTIONS,3,1,2,0.6666666666666666
BALL,NORTHROP GRUMMAN,6,2,4,0.6666666666666666
AMERICAN FAMILY INSURANCE GROUP,TRAVELERS,3,2,1,0.6666666666666666
HCA HEALTHCARE,MUTUAL OF OMAHA INSURANCE,3,1,2,0.6666666666666666
DOMINION ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,3,1,2,0.6666666666666666
HCA HEALTHCARE,LOCKHEED MARTIN,3,1,2,0.6666666666666666
CATERPILLAR,DUPONT DE NEMOURS,3,2,1,0.6666666666666666
CHS,PEPSICO,3,2,1,0.6666666666666666
DOMINION ENERGY,WINDSTREAM HOLDINGS,3,1,2,0.6666666666666666
L3HARRIS TECHNOLOGIES,PPG INDUSTRIES,3,1,2,0.6666666666666666
BOEING,INTEL,3,1,2,0.6666666666666666
HEWLETT PACKARD ENTERPRISE,ORACLE,3,2,1,0.6666666666666666
DISCOVER FINANCIAL SERVICES,VISA,3,1,2,0.6666666666666666
BOEING,IBM,3,1,2,0.6666666666666666
KROGER,LAND O'LAKES,3,1,2,0.6666666666666666
CIGNA,WALMART,3,2,1,0.6666666666666666
HILTON WORLDWIDE HOLDINGS,MARRIOTT INTERNATIONAL,3,1,2,0.6666666666666666
BOEING,GENERAL ELECTRIC,3,2,1,0.6666666666666666
AMERIPRISE FINANCIAL,GUARDIAN LIFE INS. CO. OF AMERICA,3,2,1,0.6666666666666666
BEST BUY,HP,3,1,2,0.6666666666666666
DELTA AIR LINES,PG&E,3,2,1,0.6666666666666666
3M,PG&E,3,2,1,0.6666666666666666
AMERIPRISE FINANCIAL,FIFTH THIRD BANCORP,3,2,1,0.6666666666666666
AMERIPRISE FINANCIAL,FEDEX,3,2,1,0.6666666666666666
HEWLETT PACKARD ENTERPRISE,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
PNC FINANCIAL SERVICES,SYNCHRONY FINANCIAL,3,2,1,0.6666666666666666
ABBOTT LABORATORIES,COCA-COLA,3,1,2,0.6666666666666666
DELTA AIR LINES,SOUTHERN,3,1,2,0.6666666666666666
DELTA AIR LINES,TEXTRON,3,2,1,0.6666666666666666
HEWLETT PACKARD ENTERPRISE,SEMPRA ENERGY,3,2,1,0.6666666666666666
HEWLETT PACKARD ENTERPRISE,SALESFORCE,3,2,1,0.6666666666666666
BEST BUY,HARTFORD FINANCIAL SERVICES,3,1,2,0.6666666666666666
AMERIPRISE FINANCIAL,CVS HEALTH,3,1,2,0.6666666666666666
DISCOVER FINANCIAL SERVICES,FIFTH THIRD BANCORP,3,2,1,0.6666666666666666
HEWLETT PACKARD ENTERPRISE,QUALCOMM,3,2,1,0.6666666666666666
DISCOVER FINANCIAL SERVICES,HOME DEPOT,3,2,1,0.6666666666666666
BALL,LEIDOS HOLDINGS,3,1,2,0.6666666666666666
ABBOTT LABORATORIES,DEERE,3,2,1,0.6666666666666666
AMERIPRISE FINANCIAL,CITIGROUP,3,2,1,0.6666666666666666
HEWLETT PACKARD ENTERPRISE,PRINCIPAL FINANCIAL,3,1,2,0.6666666666666666
PG&E,XCEL ENERGY,3,1,2,0.6666666666666666
HARTFORD FINANCIAL SERVICES,WELLS FARGO,3,2,1,0.6666666666666666
HARTFORD FINANCIAL SERVICES,TRAVELERS,3,2,1,0.6666666666666666
AMERICAN FAMILY INSURANCE GROUP,RAYTHEON,3,1,2,0.6666666666666666
BALL,SOUTHERN,3,1,2,0.6666666666666666
CHEVRON,LINCOLN NATIONAL,3,2,1,0.6666666666666666
BALL,SOUTHWEST AIRLINES,3,1,2,0.6666666666666666
CATERPILLAR,EVERSOURCE ENERGY,3,2,1,0.6666666666666666
HARTFORD FINANCIAL SERVICES,IBM,3,2,1,0.6666666666666666
AMERICAN FAMILY INSURANCE GROUP,CISCO SYSTEMS,3,2,1,0.6666666666666666
DUKE ENERGY,HONEYWELL INTERNATIONAL,3,2,1,0.6666666666666666
ALPHABET,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
BECTON DICKINSON,ZIMMER BIOMET HOLDINGS,3,1,2,0.6666666666666666
ORACLE,PUBLIC SERVICE ENTERPRISE GROUP,3,2,1,0.6666666666666666
ORACLE,PPL,3,2,1,0.6666666666666666
ORACLE,PPG INDUSTRIES,3,2,1,0.6666666666666666
ALPHABET,VISA,3,1,2,0.6666666666666666
DUKE ENERGY,MASSACHUSETTS MUTUAL LIFE INSURANCE,3,1,2,0.6666666666666666
ABBOTT LABORATORIES,MCKESSON,3,2,1,0.6666666666666666
HALLIBURTON,LOEWS,3,2,1,0.6666666666666666
ALPHABET,WINDSTREAM HOLDINGS,3,1,2,0.6666666666666666
LEIDOS HOLDINGS,LOCKHEED MARTIN,3,1,2,0.6666666666666666
DUKE ENERGY,NORTHWESTERN MUTUAL,3,1,2,0.6666666666666666
CHEVRON,EDISON INTERNATIONAL,3,1,2,0.6666666666666666
GUARDIAN LIFE INS. CO. OF AMERICA,NORTHERN TRUST,3,2,1,0.6666666666666666
ALTRIA GROUP,CHARLES SCHWAB,3,1,2,0.6666666666666666
AMERICAN EXPRESS,UNUM GROUP,3,2,1,0.6666666666666666
BERKSHIRE HATHAWAY,CATERPILLAR,3,2,1,0.6666666666666666
DUKE ENERGY,PRINCIPAL FINANCIAL,3,2,1,0.6666666666666666
CHEVRON,CUMMINS,3,2,1,0.6666666666666666
AMERICAN EXPRESS,SYNCHRONY FINANCIAL,3,2,1,0.6666666666666666
CALPINE,SOUTHERN,3,2,1,0.6666666666666666
ORACLE,UNION PACIFIC,3,1,2,0.6666666666666666
ORACLE,VERIZON,6,2,4,0.6666666666666666
BALL,OSHKOSH,3,2,1,0.6666666666666666
DTE ENERGY,XCEL ENERGY,6,2,4,0.6666666666666666
DTE ENERGY,EXELON,6,2,4,0.6666666666666666
L3HARRIS TECHNOLOGIES,ROCKWELL COLLINS,3,2,1,0.6666666666666666
BAXTER INTERNATIONAL,CISCO SYSTEMS,3,2,1,0.6666666666666666
DTE ENERGY,FIRSTENERGY,6,4,2,0.6666666666666666
DTE ENERGY,FORD,3,1,2,0.6666666666666666
FIRSTENERGY,MARATHON PETROLEUM,3,2,1,0.6666666666666666
BAXTER INTERNATIONAL,CARDINAL HEALTH,3,1,2,0.6666666666666666
L3HARRIS TECHNOLOGIES,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
BALL,PPG INDUSTRIES,3,2,1,0.6666666666666666
ABBOTT LABORATORIES,INTEL,3,1,2,0.6666666666666666
AMERICAN FAMILY INSURANCE GROUP,METLIFE,3,2,1,0.6666666666666666
ABBOTT LABORATORIES,JOHNSON & JOHNSON,3,2,1,0.6666666666666666
BAXTER INTERNATIONAL,BRISTOL-MYERS SQUIBB,3,1,2,0.6666666666666666
LABORATORY CORP. OF AMERICA,QUEST DIAGNOSTICS,3,2,1,0.6666666666666666
DTE ENERGY,OCCIDENTAL PETROLEUM,3,2,1,0.6666666666666666
ABBOTT LABORATORIES,KELLOGG,3,1,2,0.6666666666666666
DTE ENERGY,PEABODY ENERGY,3,2,1,0.6666666666666666
HARTFORD FINANCIAL SERVICES,NORTHWESTERN MUTUAL,3,2,1,0.6666666666666666
ALPHABET,QUALCOMM,3,1,2,0.6666666666666666
ALPHABET,SOUTHERN,3,1,2,0.6666666666666666
CHEVRON,SOUTHERN,3,2,1,0.6666666666666666
HARTFORD FINANCIAL SERVICES,MUTUAL OF OMAHA INSURANCE,3,2,1,0.6666666666666666
CATERPILLAR,EMERSON ELECTRIC,3,2,1,0.6666666666666666
AMERICAN FAMILY INSURANCE GROUP,JPMORGAN CHASE & CO.,3,2,1,0.6666666666666666
HARTFORD FINANCIAL SERVICES,LOCKHEED MARTIN,3,1,2,0.6666666666666666
CATERPILLAR,ENTERGY,3,1,2,0.6666666666666666
ORACLE,VISA,3,2,1,0.6666666666666666
AMERIPRISE FINANCIAL,HOME DEPOT,3,1,2,0.6666666666666666
HEWLETT PACKARD ENTERPRISE,VERIZON,3,1,2,0.6666666666666666
BAXTER INTERNATIONAL,DEERE,3,1,2,0.6666666666666666
DEERE,INTEL,3,2,1,0.6666666666666666
DEAN FOODS,KROGER,3,2,1,0.6666666666666666
DEAN FOODS,LAND O'LAKES,3,1,2,0.6666666666666666
DEAN FOODS,PUBLIX SUPER MARKETS,3,2,1,0.6666666666666666
3M,VERIZON,3,2,1,0.6666666666666666
HOME DEPOT,YUM BRANDS,3,2,1,0.6666666666666666
DEAN FOODS,WEYERHAEUSER,3,1,2,0.6666666666666666
JPMORGAN CHASE & CO.,PUBLIC SERVICE ENTERPRISE GROUP,3,2,1,0.6666666666666666
DEERE,ELI LILLY,3,1,2,0.6666666666666666
BECTON DICKINSON,BOSTON SCIENTIFIC,3,1,2,0.6666666666666666
DEERE,FLUOR,3,2,1,0.6666666666666666
DEERE,FORD,3,1,2,0.6666666666666666
BAXTER INTERNATIONAL,HUMANA,3,1,2,0.6666666666666666
PRINCIPAL FINANCIAL,USAA,3,2,1,0.6666666666666666
DEERE,LAND O'LAKES,3,1,2,0.6666666666666666
AMGEN,BAXTER INTERNATIONAL,3,2,1,0.6666666666666666
ALPHABET,CISCO SYSTEMS,3,2,1,0.6666666666666666
BOEING,ENTERGY,3,2,1,0.6666666666666666
DEERE,NORFOLK SOUTHERN,3,1,2,0.6666666666666666
AMERISOURCEBERGEN,CVS HEALTH,3,1,2,0.6666666666666666
AMERISOURCEBERGEN,CARDINAL HEALTH,3,2,1,0.6666666666666666
JPMORGAN CHASE & CO.,TARGET,3,1,2,0.6666666666666666
CARDINAL HEALTH,HCA HEALTHCARE,3,2,1,0.6666666666666666
KOHL'S,TARGET,3,1,2,0.6666666666666666
HOME DEPOT,PRINCIPAL FINANCIAL,3,1,2,0.6666666666666666
PRINCIPAL FINANCIAL,RAYTHEON,3,1,2,0.6666666666666666
JPMORGAN CHASE & CO.,U.S. BANCORP,3,2,1,0.6666666666666666
DEERE,UNION PACIFIC,3,2,1,0.6666666666666666
HOME DEPOT,PG&E,3,2,1,0.6666666666666666
DEAN FOODS,HOME DEPOT,3,2,1,0.6666666666666666
ALPHABET,BOEING,3,1,2,0.6666666666666666
AMERIPRISE FINANCIAL,WELLS FARGO,3,2,1,0.6666666666666666
3M,SOUTHERN,3,2,1,0.6666666666666666
CAPITAL ONE FINANCIAL,WELLS FARGO,6,4,2,0.6666666666666666
CVS HEALTH,FEDEX,3,2,1,0.6666666666666666
BAXTER INTERNATIONAL,JPMORGAN CHASE & CO.,3,2,1,0.6666666666666666
BALL,HEWLETT PACKARD ENTERPRISE,3,1,2,0.6666666666666666
CARDINAL HEALTH,CIGNA,3,2,1,0.6666666666666666
CVS HEALTH,HOME DEPOT,3,2,1,0.6666666666666666
3M,PUBLIC SERVICE ENTERPRISE GROUP,3,2,1,0.6666666666666666
HONEYWELL INTERNATIONAL,MICRON TECHNOLOGY,3,1,2,0.6666666666666666
AMGEN,CORNING,3,2,1,0.6666666666666666
CVS HEALTH,MASTERCARD,3,1,2,0.6666666666666666
CISCO SYSTEMS,INTUIT,3,2,1,0.6666666666666666
CVS HEALTH,MUTUAL OF OMAHA INSURANCE,3,1,2,0.6666666666666666
CVS HEALTH,RAYTHEON,3,1,2,0.6666666666666666
CVS HEALTH,ROCKWELL COLLINS,3,2,1,0.6666666666666666
BEST BUY,LINCOLN NATIONAL,3,2,1,0.6666666666666666
CVS HEALTH,TARGET,3,1,2,0.6666666666666666
PUBLIC SERVICE ENTERPRISE GROUP,SEMPRA ENERGY,3,1,2,0.6666666666666666
AMGEN,CENTENE,3,2,1,0.6666666666666666
JPMORGAN CHASE & CO.,ORACLE,3,1,2,0.6666666666666666
3M,TARGET,3,2,1,0.6666666666666666
JPMORGAN CHASE & CO.,PNC FINANCIAL SERVICES,3,1,2,0.6666666666666666
HONEYWELL INTERNATIONAL,HUMANA,3,2,1,0.6666666666666666
DARDEN RESTAURANTS,KROGER,3,1,2,0.6666666666666666
DARDEN RESTAURANTS,MCDONALD'S,3,2,1,0.6666666666666666
DARDEN RESTAURANTS,YUM BRANDS,3,1,2,0.6666666666666666
PRUDENTIAL FINANCIAL,USAA,3,2,1,0.6666666666666666
PRUDENTIAL FINANCIAL,UNUM GROUP,3,1,2,0.6666666666666666
CISCO SYSTEMS,HONEYWELL INTERNATIONAL,3,2,1,0.6666666666666666
BEST BUY,JPMORGAN CHASE & CO.,3,2,1,0.6666666666666666
PRINCIPAL FINANCIAL,STATE FARM INSURANCE,3,2,1,0.6666666666666666
BOEING,FIFTH THIRD BANCORP,3,2,1,0.6666666666666666
ABBOTT LABORATORIES,CARDINAL HEALTH,3,2,1,0.6666666666666666
ABBOTT LABORATORIES,BOSTON SCIENTIFIC,3,1,2,0.6666666666666666
ABBOTT LABORATORIES,BRISTOL-MYERS SQUIBB,3,2,1,0.6666666666666666
DELL TECHNOLOGIES,HEWLETT PACKARD ENTERPRISE,3,2,1,0.6666666666666666
DELL TECHNOLOGIES,HP,3,1,2,0.6666666666666666
DELTA AIR LINES,GENERAL DYNAMICS,6,4,2,0.6666666666666666
AMERIPRISE FINANCIAL,LOEWS,3,2,1,0.6666666666666666
PPL,ROCKWELL COLLINS,3,2,1,0.6666666666666666
CARDINAL HEALTH,RITE AID,3,1,2,0.6666666666666666
DELL TECHNOLOGIES,INTEL,3,2,1,0.6666666666666666
PPL,PUBLIC SERVICE ENTERPRISE GROUP,6,2,4,0.6666666666666666
DELL TECHNOLOGIES,MICRON TECHNOLOGY,3,2,1,0.6666666666666666
DEERE,USAA,3,2,1,0.6666666666666666
ALASKA AIR GROUP,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
DELTA AIR LINES,EXELON,3,1,2,0.6666666666666666
JPMORGAN CHASE & CO.,WINDSTREAM HOLDINGS,3,1,2,0.6666666666666666
ALPHABET,CUMMINS,3,2,1,0.6666666666666666
CISCO SYSTEMS,EBAY,3,2,1,0.6666666666666666
BECTON DICKINSON,GENERAL ELECTRIC,3,1,2,0.6666666666666666
ALLSTATE,AMERICAN EXPRESS,3,1,2,0.6666666666666666
HOME DEPOT,HONEYWELL INTERNATIONAL,3,2,1,0.6666666666666666
PPG INDUSTRIES,WESTROCK,3,2,1,0.6666666666666666
ABBOTT LABORATORIES,CAMPBELL SOUP,3,1,2,0.6666666666666666
BALL,ILLINOIS TOOL WORKS,3,2,1,0.6666666666666666
AMERIPRISE FINANCIAL,TRAVELERS,3,2,1,0.6666666666666666
ABBOTT LABORATORIES,BECTON DICKINSON,3,2,1,0.6666666666666666
DELTA AIR LINES,JETBLUE AIRWAYS,3,1,2,0.6666666666666666
DEERE,VERIZON,3,1,2,0.6666666666666666
AMERIPRISE FINANCIAL,VISA,3,1,2,0.6666666666666666
CAMPBELL SOUP,NIKE,3,2,1,0.6666666666666666
PPL,WINDSTREAM HOLDINGS,3,2,1,0.6666666666666666
DELTA AIR LINES,IBM,3,1,2,0.6666666666666666
HOME DEPOT,PEPSICO,3,1,2,0.6666666666666666
CISCO SYSTEMS,FEDEX,3,2,1,0.6666666666666666
DELL TECHNOLOGIES,DUKE ENERGY,3,1,2,0.6666666666666666
HOME DEPOT,MICROSOFT,3,1,2,0.6666666666666666
PPL,USAA,3,1,2,0.6666666666666666
DELTA AIR LINES,HONEYWELL INTERNATIONAL,3,2,1,0.6666666666666666
PPL,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
DELL TECHNOLOGIES,GENERAL DYNAMICS,3,1,2,0.6666666666666666
JPMORGAN CHASE & CO.,WELLS FARGO,6,4,2,0.6666666666666666
FIRSTENERGY,PEABODY ENERGY,5,3,2,0.6
FORD,GENERAL MOTORS,5,3,2,0.6
HONEYWELL INTERNATIONAL,RAYTHEON,5,2,3,0.6
HONEYWELL INTERNATIONAL,PPG INDUSTRIES,5,2,3,0.6
ALPHABET,AMAZON,5,2,3,0.6
ALPHABET,APPLE,5,2,3,0.6
ALPHABET,FACEBOOK,5,3,2,0.6
ALASKA AIR GROUP,SOUTHWEST AIRLINES,5,2,3,0.6
