source,target,weight
3M,ABBVIE,0.009891946752529714
3M,AECOM,0.006010820405273437
3M,ALASKA AIR GROUP,0.011783226841496226
3M,AMAZON,0.012730821739892087
3M,AMERICAN ELECTRIC POWER,0.004541508750651042
3M,AMGEN,0.004747546892860686
3M,BALL,0.004541508750651042
3M,BECTON DICKINSON,0.0684166123032459
3M,BERKSHIRE HATHAWAY,0.0002701662862595981
3M,BLACKSTONE GROUP,0.17654230801189671
3M,BOEING,0.06296457924013947
3M,BOSTON SCIENTIFIC,0.0110926328125
3M,BRISTOL-MYERS SQUIBB,0.002900904393477608
3M,CARDINAL HEALTH,0.008081775334821427
3M,CATERPILLAR,0.026861968466735865
3M,CENTENE,0.00586433813257022
3M,CHEVRON,0.030115367657559133
3M,CIGNA,0.015934909647880538
3M,CMS ENERGY,0.00045279951153282596
3M,CORNING,0.013385064881464251
3M,CUMMINS,0.03423949017509171
3M,CVS HEALTH,0.012460655453632489
3M,DELTA AIR LINES,0.07482459915587275
3M,DTE ENERGY,0.00045279951153282596
3M,DUKE ENERGY,0.07020944817602792
3M,ECOLAB,0.07796769929268973
3M,ELI LILLY,0.24987500000000004
3M,ENTERGY,0.05473294925679534
3M,EXXONMOBIL,0.015361559847110098
3M,FIRSTENERGY,0.03444761783378732
3M,GENERAL DYNAMICS,0.02095586470640935
3M,GENERAL ELECTRIC,0.09989572714863044
3M,GILEAD SCIENCES,0.010700413913181668
3M,HCA HEALTHCARE,0.0230296875
3M,HEWLETT PACKARD ENTERPRISE,0.015192575240339443
3M,HONEYWELL INTERNATIONAL,0.010378696864229119
3M,HUMANA,0.006056154287798069
3M,IBM,0.059424312655969085
3M,LABORATORY CORP. OF AMERICA,0.0267528203125
3M,LEIDOS HOLDINGS,0.06166394350143318
3M,LOCKHEED MARTIN,0.041677832562490406
3M,MAGELLAN HEALTH,0.008015762944899087
3M,MOLINA HEALTHCARE,0.010552329155924479
3M,MOTOROLA SOLUTIONS,0.004776441514402758
3M,NAVISTAR INTERNATIONAL,0.036125
3M,NORTHROP GRUMMAN,0.013385064881464251
3M,PG&E,0.012460655453632489
3M,PHILLIPS 66,0.10540955859725885
3M,PPG INDUSTRIES,0.016309639310811384
3M,PUBLIC SERVICE ENTERPRISE GROUP,0.0033508093931078255
3M,RAYTHEON,0.03179402919141893
3M,UNION PACIFIC,0.0007655201504490222
3M,UNITED AIRLINES HOLDINGS,0.008740805256080649
3M,UNITED TECHNOLOGIES,0.00396436374167789
3M,VERIZON,0.01219048916737289
3M,WALMART,0.0497825078125
3M,WEYERHAEUSER,0.014026583350172525
3M,XCEL ENERGY,0.021441147660969724
ABBOTT LABORATORIES,ARCHER DANIELS MIDLAND,0.15000000000000002
ABBOTT LABORATORIES,DEERE,0.24987500000000004
ABBOTT LABORATORIES,LAND O'LAKES,0.2729046875
ABBOTT LABORATORIES,PEPSICO,0.0230296875
ABBVIE,AMERISOURCEBERGEN,0.0026846509682825815
ABBVIE,AMGEN,0.1819166006457747
ABBVIE,APPLIED MATERIALS,0.2729046875
ABBVIE,BALL,0.018634104490745904
ABBVIE,BECTON DICKINSON,0.010552329155924479
ABBVIE,BEST BUY,0.15000000000000002
ABBVIE,BLACKSTONE GROUP,0.008250695708650805
ABBVIE,BOEING,0.3380755058083054
ABBVIE,BORGWARNER,0.15000000000000002
ABBVIE,BRISTOL-MYERS SQUIBB,0.0064176925582816674
ABBVIE,CATERPILLAR,0.3380755058083054
ABBVIE,CBS,0.0037330415899990864
ABBVIE,CENTENE,0.02044427590845419
ABBVIE,CHEVRON,0.028526051243275615
ABBVIE,CIGNA,0.009891946752529714
ABBVIE,CITIGROUP,0.2996575078125
ABBVIE,CORNING,0.02479300965327653
ABBVIE,COSTCO,0.15000000000000002
ABBVIE,CVS HEALTH,0.0064176925582816674
ABBVIE,DELL TECHNOLOGIES,0.3281835590557757
ABBVIE,DELTA AIR LINES,0.0037330415899990864
ABBVIE,ENTERGY,0.03841799799580533
ABBVIE,FACEBOOK,0.3244505174657766
ABBVIE,GENERAL DYNAMICS,0.028526051243275615
ABBVIE,GENERAL ELECTRIC,0.3346012516140573
ABBVIE,GILEAD SCIENCES,0.061048214015726514
ABBVIE,GOLDMAN SACHS GROUP,0.24987500000000004
ABBVIE,HARTFORD FINANCIAL SERVICES,0.3281835590557757
ABBVIE,HONEYWELL INTERNATIONAL,0.3281835590557757
ABBVIE,HUMANA,0.061704211008108724
ABBVIE,IBM,0.3380755058083054
ABBVIE,JOHNSON & JOHNSON,0.07830855905577562
ABBVIE,LEIDOS HOLDINGS,0.028526051243275615
ABBVIE,LOCKHEED MARTIN,0.028526051243275615
ABBVIE,MAGELLAN HEALTH,0.050701829041914524
ABBVIE,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.24987500000000004
ABBVIE,MERCK,0.13637177439087475
ABBVIE,METLIFE,0.21375000000000005
ABBVIE,NATIONWIDE,0.3281835590557757
ABBVIE,NEXTERA ENERGY,0.2729046875
ABBVIE,NORTHROP GRUMMAN,0.02479300965327653
ABBVIE,ORACLE,0.028526051243275615
ABBVIE,OWENS-ILLINOIS,0.15000000000000002
ABBVIE,PPG INDUSTRIES,0.3281835590557757
ABBVIE,PRUDENTIAL FINANCIAL,0.3281835590557757
ABBVIE,RAYTHEON,0.009891946752529714
ABBVIE,THERMO FISHER SCIENTIFIC,0.022108358684993952
ABBVIE,W.R. BERKLEY,0.24987500000000004
ABBVIE,WALMART,0.0497825078125
ABBVIE,WESTERN UNION,0.2729046875
ADP,CVS HEALTH,0.036125
AECOM,AIR PRODUCTS & CHEMICALS,0.099875
AECOM,ALASKA AIR GROUP,0.006010820405273437
AECOM,AMERICAN AIRLINES GROUP,0.006010820405273437
AECOM,APPLIED MATERIALS,0.0591546875
AECOM,BALL,0.16375010355259484
AECOM,BERKSHIRE HATHAWAY,0.006010820405273437
AECOM,CSX,0.006010820405273437
AECOM,DELTA AIR LINES,0.006010820405273437
AECOM,DUKE ENERGY,0.014092595740094863
AECOM,ENERGY TRANSFER,0.2729046875
AECOM,FEDEX,0.10601092395786829
AECOM,FLUOR,0.160750140625
AECOM,GENERAL DYNAMICS,0.14084551960518973
AECOM,GENERAL ELECTRIC,0.06387510355259486
AECOM,GRAPHIC PACKAGING HOLDING,0.08590750781249999
AECOM,HOLLYFRONTIER,0.138564875
AECOM,HONEYWELL INTERNATIONAL,0.04084541605259486
AECOM,JACOBS ENGINEERING GROUP,0.138564875
AECOM,LEIDOS HOLDINGS,0.026114236550641736
AECOM,LOCKHEED MARTIN,0.014092595740094863
AECOM,MICRON TECHNOLOGY,0.12290468750000001
AECOM,NORTHROP GRUMMAN,0.1638752071051897
AECOM,ORACLE,0.04084541605259486
AECOM,OSHKOSH,0.06375
AECOM,PPG INDUSTRIES,0.10472051960518973
AECOM,PUBLIC SERVICE ENTERPRISE GROUP,0.04084541605259486
AECOM,TEXTRON,0.12290468750000001
AECOM,UNITED TECHNOLOGIES,0.06603064460518973
AECOM,WESTROCK,0.08590750781249999
AES,FEDEX,0.06375
AES,L3HARRIS TECHNOLOGIES,0.21375000000000005
AES,SOUTHWEST AIRLINES,0.21375000000000005
AIG,ALLSTATE,0.3244505174657766
AIG,AMERIPRISE FINANCIAL,0.3271351684340591
AIG,BANK OF AMERICA,0.08590750781249999
AIG,BLACKROCK,0.17749973335714286
AIG,CHARLES SCHWAB,0.1496575078125
AIG,ENTERGY,0.11070051746577653
AIG,FORD,0.4137502071051897
AIG,INTERNATIONAL PAPER,0.018634104490745904
AIG,JPMORGAN CHASE & CO.,0.10000010355259485
AIG,LINCOLN NATIONAL,0.16224634743155308
AIG,MUTUAL OF OMAHA INSURANCE,0.074814875
AIG,NEW YORK LIFE INSURANCE,0.10000010355259485
AIG,NORTHWESTERN MUTUAL,0.0168593190757123
AIG,PNC FINANCIAL SERVICES,0.003474254194248047
AIG,PRINCIPAL FINANCIAL,0.3244505174657766
AIG,PRUDENTIAL FINANCIAL,0.19116175178423164
AIG,RAYTHEON,0.11070051746577653
AIG,TIAA,0.3306094226283072
AIG,UNITED TECHNOLOGIES,0.07457551746577654
AIG,USAA,0.036125
AIR PRODUCTS & CHEMICALS,BALL,0.036125
AIR PRODUCTS & CHEMICALS,CHEVRON,0.099875
AIR PRODUCTS & CHEMICALS,CONSOLIDATED EDISON,0.099875
AIR PRODUCTS & CHEMICALS,CORNING,0.036125
AIR PRODUCTS & CHEMICALS,DAVITA,0.099875
AIR PRODUCTS & CHEMICALS,ENERGY TRANSFER,0.099875
AIR PRODUCTS & CHEMICALS,ENTERGY,0.24987500000000004
AIR PRODUCTS & CHEMICALS,FLUOR,0.34975000000000006
AIR PRODUCTS & CHEMICALS,GENERAL DYNAMICS,0.24987500000000004
AIR PRODUCTS & CHEMICALS,GILEAD SCIENCES,0.036125
AIR PRODUCTS & CHEMICALS,GRAPHIC PACKAGING HOLDING,0.136
AIR PRODUCTS & CHEMICALS,HOLLYFRONTIER,0.34975000000000006
AIR PRODUCTS & CHEMICALS,HUNTSMAN,0.15000000000000002
AIR PRODUCTS & CHEMICALS,LEIDOS HOLDINGS,0.24987500000000004
AIR PRODUCTS & CHEMICALS,LOCKHEED MARTIN,0.24987500000000004
