firm,community,within_comm_eigenvector,z_score,participation_coeff,global_pagerank,katz_centrality,ga_role
FACEBOOK,4,0.301342,0.8335,0.2019,0.009343,0.203431,peripheral
DTE ENERGY,0,0.299163,1.7874,0.2594,0.011427,0.137387,peripheral
ABBVIE,4,0.298144,0.8063,0.4266,0.011944,0.211993,peripheral
S&P GLOBAL,9,0.2931,-1.2594,0.0,0.002513,0.023908,ultra_peripheral
GENERAL DYNAMICS,3,0.283325,1.2833,0.62,0.00901,0.071647,peripheral
W.R. BERKLEY,4,0.281322,0.6094,0.0,0.007241,0.185218,ultra_peripheral
WALMART,2,0.279877,1.49,0.1188,0.005412,0.038325,peripheral
METLIFE,4,0.279198,0.5908,0.0,0.00719,0.183921,ultra_peripheral
CHS,4,0.279198,0.5908,0.1676,0.008405,0.187053,peripheral
HP,2,0.275486,1.0863,0.3139,0.005151,0.039504,peripheral
FLUOR,2,0.272029,0.9505,0.6972,0.008709,0.05999,non_hub_connector
PUBLIX SUPER MARKETS,7,0.265701,0.1145,0.0458,0.003179,0.031989,ultra_peripheral
GOLDMAN SACHS GROUP,4,0.264358,0.4418,0.0479,0.007015,0.175837,ultra_peripheral
MASSACHUSETTS MUTUAL LIFE INSURANCE,4,0.264358,0.4418,0.0,0.006775,0.175029,ultra_peripheral
HOLLYFRONTIER,3,0.26067,0.6715,0.6512,0.007472,0.06531,non_hub_connector
HOME DEPOT,7,0.254722,0.7232,0.622,0.00775,0.047365,peripheral
COGNIZANT TECHNOLOGY SOLUTIONS,5,0.250086,0.1869,0.0,0.004517,0.053961,ultra_peripheral
CVS HEALTH,6,0.246372,0.188,0.6729,0.004934,0.043355,non_hub_connector
MAGELLAN HEALTH,3,0.24126,0.646,0.5915,0.007457,0.063498,peripheral
CITIGROUP,3,0.238169,0.8272,0.136,0.005204,0.043502,peripheral
XCEL ENERGY,0,0.236078,1.4013,0.3078,0.010674,0.117888,peripheral
GENWORTH FINANCIAL,4,0.235354,0.1789,0.0473,0.006317,0.158716,ultra_peripheral
NEXTERA ENERGY,4,0.235354,0.1789,0.0,0.006085,0.158127,ultra_peripheral
APPLIED MATERIALS,4,0.235354,0.1789,0.0913,0.006596,0.161664,peripheral
DUKE ENERGY,0,0.22809,0.9276,0.1976,0.007875,0.104143,peripheral
CMS ENERGY,0,0.226288,0.7344,0.0938,0.006512,0.101435,peripheral
HUMANA,3,0.224717,0.2088,0.643,0.006647,0.054247,non_hub_connector
PRINCIPAL FINANCIAL,3,0.223281,0.3343,0.5964,0.006163,0.064684,peripheral
PUBLIC SERVICE ENTERPRISE GROUP,1,0.221238,0.5971,0.6276,0.005914,0.056875,non_hub_connector
GRAPHIC PACKAGING HOLDING,1,0.220694,0.308,0.2116,0.003567,0.029576,peripheral
WESTROCK,1,0.21752,0.2809,0.1405,0.003437,0.029051,peripheral
SOUTHERN,0,0.194134,0.4067,0.0781,0.005585,0.090117,peripheral
MARATHON OIL,2,0.191792,0.2579,0.0,0.003048,0.031902,ultra_peripheral
ORACLE,5,0.166382,-0.2924,0.6132,0.006843,0.071306,peripheral
CORNING,1,0.164896,-0.0667,0.5137,0.003284,0.035349,peripheral
LIBERTY MUTUAL INSURANCE GROUP,2,0.162439,-0.4015,0.6125,0.003834,0.040999,peripheral
BERKSHIRE HATHAWAY,0,0.149,1.6295,0.3909,0.013533,0.108179,peripheral
AES,0,0.137799,-0.055,0.2436,0.005001,0.071384,peripheral
WALGREENS BOOTS ALLIANCE,3,0.136548,-0.356,0.5668,0.004088,0.041101,peripheral
TENET HEALTHCARE,3,0.132631,-0.4417,0.191,0.002431,0.036535,peripheral
SEMPRA ENERGY,1,0.128604,-0.7328,0.5906,0.003484,0.038042,peripheral
HERSHEY,3,0.121325,-0.2336,0.5472,0.003828,0.042311,peripheral
CSX,0,0.119855,0.875,0.1949,0.008196,0.08211,peripheral
LOEWS,0,0.114954,0.6289,0.4036,0.009226,0.080547,peripheral
ONEOK,1,0.114255,-0.5229,0.3338,0.002474,0.028417,peripheral
PNC FINANCIAL SERVICES,0,0.113846,0.6109,0.5102,0.010398,0.086145,peripheral
BALL,0,0.107605,0.5838,0.2909,0.007998,0.075193,peripheral
DELL TECHNOLOGIES,0,0.104634,0.4427,0.4176,0.008229,0.076995,peripheral
AMERICAN EXPRESS,3,0.103503,-0.5496,0.6791,0.0039,0.039867,non_hub_connector
PPG INDUSTRIES,1,0.101435,1.4592,0.5568,0.0066,0.049155,peripheral
DUPONT DE NEMOURS,1,0.100628,0.3916,0.5537,0.004612,0.047747,peripheral
3M,1,0.095157,1.0925,0.4481,0.004868,0.041625,peripheral
NAVISTAR INTERNATIONAL,3,0.090493,-0.6439,0.1444,0.002111,0.032274,peripheral
CUMMINS,1,0.089923,0.2769,0.5807,0.004871,0.040024,peripheral
STATE FARM INSURANCE,0,0.087745,0.2067,0.5915,0.008423,0.078814,peripheral
ENTERGY,0,0.083276,-0.0068,0.5681,0.006924,0.070095,peripheral
MOTOROLA SOLUTIONS,1,0.07334,-0.5318,0.5956,0.002927,0.035238,peripheral
FIFTH THIRD BANCORP,3,0.072733,-0.0724,0.5129,0.004669,0.038283,peripheral
FEDEX,0,0.069157,-0.0112,0.2384,0.005098,0.056495,peripheral
PG&E,0,0.068752,-0.2333,0.5715,0.005902,0.059955,peripheral
UNION PACIFIC,0,0.067537,0.3193,0.4435,0.007627,0.066781,peripheral
MERCK,6,0.067121,-0.7918,0.5388,0.002588,0.029728,peripheral
RAYTHEON,0,0.063582,0.1285,0.4053,0.007384,0.059277,peripheral
MUTUAL OF OMAHA INSURANCE,2,0.060101,-0.2301,0.5374,0.003591,0.03727,peripheral
LUMEN TECHNOLOGIES,0,0.05955,-0.3351,0.2194,0.003727,0.049444,peripheral
PEABODY ENERGY,0,0.05917,-0.454,0.2637,0.003551,0.047364,peripheral
THERMO FISHER SCIENTIFIC,2,0.057394,-0.9463,0.2139,0.001578,0.025895,peripheral
ARTHUR J. GALLAGHER,0,0.056881,-0.4299,0.1671,0.003237,0.04652,peripheral
MICRON TECHNOLOGY,1,0.054579,-0.2131,0.6607,0.004269,0.037756,non_hub_connector
JPMORGAN CHASE & CO.,3,0.053338,-0.7348,0.7072,0.003466,0.039298,non_hub_connector
GENERAL ELECTRIC,6,0.051936,-0.2175,0.4812,0.004067,0.03336,peripheral
CHEMOURS,1,0.051303,-0.4116,0.5641,0.003468,0.038178,peripheral
IBM,4,0.051077,-1.475,0.6954,0.003742,0.060772,non_hub_connector
PHILLIPS 66,1,0.050248,-0.321,0.4097,0.002917,0.02957,peripheral
CAPITAL ONE FINANCIAL,3,0.049429,-0.1121,0.2373,0.004687,0.032485,peripheral
LEIDOS HOLDINGS,0,0.04859,-0.4933,0.1935,0.003034,0.044187,peripheral
LABORATORY CORP. OF AMERICA,2,0.046918,-0.2665,0.4374,0.003376,0.032396,peripheral
OWENS CORNING,1,0.04405,-0.337,0.0,0.002397,0.028202,ultra_peripheral
AECOM,0,0.042272,-0.0414,0.4828,0.006295,0.058029,peripheral
ALASKA AIR GROUP,3,0.042148,-0.9351,0.6394,0.002359,0.032233,non_hub_connector
DANAHER,2,0.041482,-0.3116,0.6002,0.004185,0.03377,peripheral
TARGET,2,0.040527,-0.6442,0.3854,0.002506,0.027246,peripheral
COCA-COLA,7,0.040478,-1.0573,0.7226,0.002964,0.028318,non_hub_connector
NIKE,0,0.038136,-0.6198,0.4256,0.003654,0.040809,peripheral
BOEING,0,0.036301,-0.2711,0.5692,0.006338,0.048103,peripheral
AMGEN,6,0.031393,-1.1275,0.5095,0.00178,0.026597,peripheral
NORTHROP GRUMMAN,0,0.031321,0.1503,0.4601,0.007581,0.053703,peripheral
BRISTOL-MYERS SQUIBB,6,0.030189,-1.0581,0.3123,0.001764,0.026377,peripheral
TIAA,4,0.029214,-1.2953,0.1656,0.003565,0.045119,peripheral
DELTA AIR LINES,0,0.029171,-0.2722,0.3692,0.004629,0.045064,peripheral
LOWE'S,2,0.028845,0.7184,0.2178,0.006172,0.031793,peripheral
AMERICAN FAMILY INSURANCE GROUP,0,0.028725,-0.4986,0.5871,0.004218,0.052757,peripheral
PEPSICO,7,0.028697,-1.1754,0.2254,0.001654,0.024895,peripheral
CIGNA,6,0.026709,-0.5274,0.5793,0.003541,0.031042,peripheral
AMERISOURCEBERGEN,6,0.025489,-0.4112,0.1202,0.002807,0.027696,peripheral
NORFOLK SOUTHERN,0,0.025334,-0.5305,0.49,0.003645,0.044067,peripheral
SOUTHWEST AIRLINES,0,0.025208,-0.4881,0.4677,0.003827,0.042996,peripheral
BECTON DICKINSON,2,0.023415,-0.592,0.1719,0.002602,0.027948,peripheral
LIVE NATION ENTERTAINMENT,0,0.023366,-0.7463,0.3058,0.003273,0.034455,peripheral
CISCO SYSTEMS,0,0.023249,-0.1581,0.6519,0.007403,0.055624,non_hub_connector
VERIZON,5,0.022293,-1.017,0.6961,0.003681,0.040874,non_hub_connector
GENERAL MOTORS,1,0.021804,-0.5763,0.6551,0.003288,0.033001,non_hub_connector
FOX CORP,5,0.021622,-0.9753,0.6381,0.002835,0.038394,non_hub_connector
ECOLAB,1,0.021509,-0.2445,0.6319,0.003983,0.033012,non_hub_connector
JACOBS ENGINEERING GROUP,0,0.019649,-0.0767,0.1705,0.005142,0.04294,peripheral
STANLEY BLACK & DECKER,5,0.019386,-1.1851,0.715,0.001826,0.027591,non_hub_connector
KROGER,2,0.019227,-0.1896,0.4984,0.00445,0.031449,peripheral
LIBERTY MEDIA,7,0.01874,-1.2874,0.0,0.002498,0.02416,ultra_peripheral
AT&T,5,0.017565,-0.9505,0.3385,0.002347,0.029259,peripheral
BEST BUY,2,0.017334,0.1972,0.2741,0.004623,0.030289,peripheral
KEYCORP,3,0.017301,-0.58,0.2155,0.002958,0.028434,peripheral
SHERWIN-WILLIAMS,1,0.01714,-0.1673,0.3068,0.002981,0.030334,peripheral
CHARTER COMMUNICATIONS,5,0.016855,-0.9562,0.2953,0.002268,0.029418,peripheral
IHEARTMEDIA,5,0.015186,-1.0457,0.7153,0.002704,0.033767,non_hub_connector
CHEVRON,0,0.015135,-0.668,0.5887,0.003932,0.037117,peripheral
CARDINAL HEALTH,6,0.014841,-0.9217,0.6948,0.003414,0.035435,non_hub_connector
CONOCOPHILLIPS,0,0.01472,-0.6711,0.5012,0.003308,0.036141,peripheral
TEXTRON,0,0.01465,-0.5535,0.2682,0.003234,0.036386,peripheral
SYNCHRONY FINANCIAL,3,0.01418,-1.2348,0.6841,0.001565,0.025663,non_hub_connector
ILLINOIS TOOL WORKS,1,0.014045,0.2687,0.0,0.004711,0.027672,ultra_peripheral
WHIRLPOOL,1,0.014045,0.2687,0.0,0.004711,0.027672,ultra_peripheral
QUANTA SERVICES,0,0.013116,-0.8627,0.0,0.001623,0.02983,ultra_peripheral
BANK OF AMERICA,3,0.012175,-0.8432,0.6675,0.00302,0.032755,non_hub_connector
ALLSTATE,4,0.011697,-1.4958,0.5173,0.003462,0.035839,peripheral
BOOZ ALLEN HAMILTON,1,0.011429,-0.9317,0.348,0.002876,0.026946,peripheral
ARAMARK,2,0.010522,-0.9613,0.6179,0.002956,0.026813,peripheral
HONEYWELL INTERNATIONAL,2,0.010338,-0.7778,0.6618,0.003316,0.034389,non_hub_connector
WEYERHAEUSER,2,0.009452,-0.1566,0.1882,0.004258,0.027796,peripheral
NORTHWESTERN MUTUAL,4,0.009447,-1.7249,0.5054,0.001753,0.031011,peripheral
VISA,0,0.009235,-0.826,0.2653,0.002918,0.029373,peripheral
L3HARRIS TECHNOLOGIES,0,0.0092,-0.4205,0.0,0.003621,0.033325,ultra_peripheral
SYSCO,2,0.007543,-0.3959,0.0,0.003137,0.026437,ultra_peripheral
TESLA,1,0.007035,-0.6024,0.4266,0.003043,0.030636,peripheral
AMERIPRISE FINANCIAL,3,0.006783,-1.0375,0.7914,0.003303,0.034334,non_hub_connector
AIG,4,0.00633,-1.779,0.5409,0.001515,0.028534,peripheral
USAA,0,0.006082,-0.7126,0.2108,0.003207,0.030347,peripheral
EDISON INTERNATIONAL,1,0.005804,-1.3295,0.492,0.001602,0.027472,peripheral
MCDONALD'S,2,0.005495,-0.2196,0.3389,0.003837,0.028419,peripheral
PROCTER & GAMBLE,1,0.005181,-0.7637,0.0,0.0027,0.025209,ultra_peripheral
FORD,1,0.004533,-0.8194,0.3087,0.002374,0.026715,peripheral
ADP,2,0.004496,-0.3959,0.0,0.002858,0.026384,ultra_peripheral
ADVANCED MICRO DEVICES,1,0.004277,-1.5553,0.0,0.000976,0.023579,ultra_peripheral
DISH NETWORK,0,0.004101,-0.9062,0.0,0.001607,0.02634,ultra_peripheral
DISCOVER FINANCIAL SERVICES,0,0.003622,-1.0267,0.122,0.001144,0.024961,peripheral
NORTHERN TRUST,0,0.003425,-0.7694,0.2302,0.002796,0.02781,peripheral
CELANESE,0,0.002466,-0.8309,0.1754,0.002417,0.026704,peripheral
ELI LILLY,0,0.002225,-1.0654,0.0,0.001026,0.023971,ultra_peripheral
AFLAC,0,0.00222,-0.9073,0.2207,0.001652,0.027153,peripheral
MASCO,1,0.002108,-1.2663,0.0,0.001863,0.024031,ultra_peripheral
MCKESSON,2,0.001612,-1.1155,0.3695,0.001707,0.024305,peripheral
ABBOTT LABORATORIES,6,0.001589,-1.5681,0.0,0.000854,0.02316,ultra_peripheral
WESTERN UNION,3,0.00147,-1.3756,0.0,0.000902,0.023237,ultra_peripheral
NAVIENT,7,0.001371,-1.4578,0.0,0.001787,0.023339,ultra_peripheral
KIMBERLY-CLARK,2,0.001129,-1.2528,0.0,0.001049,0.023467,ultra_peripheral
MARRIOTT INTERNATIONAL,0,0.001028,-0.9595,0.375,0.001843,0.025455,peripheral
CBS,5,0.000756,-1.221,0.7223,0.001525,0.027353,non_hub_connector
STATE STREET CORP.,0,0.000529,-0.9962,0.0,0.001643,0.024132,ultra_peripheral
KRAFT HEINZ,0,0.000381,-1.1158,0.0,0.000778,0.02317,ultra_peripheral
UNITED AIRLINES HOLDINGS,2,0.000375,-1.3118,0.4102,0.001084,0.023348,peripheral
MARSH & MCLENNAN,0,0.000349,-0.9962,0.0,0.001492,0.024172,ultra_peripheral
EBAY,0,0.000323,-1.0975,0.0,0.000917,0.023257,ultra_peripheral
POLARIS INC,2,0.000136,-1.3661,0.5,0.000881,0.023194,peripheral
