firm,community,within_comm_eigenvector,z_score,participation_coeff,global_pagerank,katz_centrality,ga_role
CITIGROUP,0,0.158206,0.0827,0.0194,0.009205,0.149605,ultra_peripheral
BORGWARNER,0,0.158206,0.0827,0.0,0.008752,0.1494,ultra_peripheral
FIFTH THIRD BANCORP,0,0.158206,0.0827,0.0561,0.010323,0.149985,peripheral
LEIDOS HOLDINGS,3,0.14669,0.1582,0.1271,0.006502,0.031097,peripheral
DTE ENERGY,2,0.138451,-0.5613,0.1652,0.004102,0.026925,peripheral
WESCO INTERNATIONAL,0,0.114544,-0.6852,0.0,0.006533,0.114647,ultra_peripheral
OWENS-ILLINOIS,0,0.114544,-0.6852,0.0,0.006533,0.114647,ultra_peripheral
BEST BUY,0,0.114544,-0.6852,0.0,0.006533,0.114647,ultra_peripheral
NEXTERA ENERGY,0,0.114544,-0.6852,0.0,0.006533,0.114647,ultra_peripheral
COSTCO,0,0.114544,-0.6852,0.0,0.006533,0.114647,ultra_peripheral
SOUTHERN,2,0.112767,-0.5907,0.0,0.004749,0.026086,ultra_peripheral
MOLSON COORS BEVERAGE,5,0.088533,-0.4238,0.2175,0.002882,0.026267,peripheral
PPG INDUSTRIES,0,0.084587,-1.2879,0.0297,0.005524,0.090603,ultra_peripheral
REGIONS FINANCIAL,6,0.083505,-0.6138,0.4707,0.002807,0.026008,peripheral
STATE FARM INSURANCE,6,0.083042,-0.7927,0.4444,0.001997,0.025198,peripheral
YUM BRANDS,5,0.079889,-0.0466,0.2419,0.003701,0.027649,peripheral
DEERE,0,0.075276,-1.4328,0.1083,0.005416,0.083726,peripheral
BERKSHIRE HATHAWAY,2,0.067029,0.0886,0.1933,0.005404,0.029603,peripheral
KROGER,5,0.065398,-0.1552,0.2558,0.003508,0.027487,peripheral
AMERICAN ELECTRIC POWER,2,0.0644,-1.5748,0.0,0.001908,0.024546,ultra_peripheral
EDISON INTERNATIONAL,2,0.064258,0.3288,0.0561,0.006529,0.027711,peripheral
MCDONALD'S,5,0.051603,-0.3256,0.2033,0.003107,0.026546,peripheral
KELLOGG,5,0.049844,-0.4655,0.3806,0.004439,0.026935,peripheral
SOUTHWEST AIRLINES,3,0.044854,-1.0357,0.0,0.001565,0.025021,ultra_peripheral
EXELON,2,0.039703,-0.5964,0.07,0.004238,0.026365,peripheral
MARATHON PETROLEUM,2,0.039206,-0.3306,0.1501,0.005033,0.027212,peripheral
IBM,3,0.038137,-0.5297,0.6217,0.006367,0.033786,peripheral
CARDINAL HEALTH,4,0.036461,0.3308,0.4128,0.007261,0.030279,peripheral
CORNING,4,0.035273,-0.6832,0.5294,0.003112,0.027631,peripheral
LAND O'LAKES,5,0.030175,-0.4964,0.2169,0.003767,0.025573,peripheral
LUMEN TECHNOLOGIES,5,0.030018,-0.0466,0.3894,0.005318,0.028697,peripheral
PHILLIPS 66,2,0.028488,0.6261,0.246,0.008018,0.030201,peripheral
NEW YORK LIFE INSURANCE,1,0.023956,-0.7928,0.418,0.002172,0.025149,peripheral
MOLINA HEALTHCARE,1,0.022093,-0.3462,0.0,0.004897,0.026245,ultra_peripheral
WESTROCK,4,0.021956,-0.0443,0.0,0.004926,0.025939,ultra_peripheral
GRAPHIC PACKAGING HOLDING,4,0.021956,-0.0443,0.0,0.004926,0.025939,ultra_peripheral
OWENS CORNING,4,0.021875,-1.1349,0.0,0.002125,0.024171,ultra_peripheral
CHARLES SCHWAB,1,0.021164,-0.8518,0.0,0.001268,0.024531,ultra_peripheral
JPMORGAN CHASE & CO.,3,0.02112,-0.7995,0.583,0.004758,0.029715,peripheral
AMEREN,2,0.020335,-0.8595,0.0,0.00362,0.025646,ultra_peripheral
ALTRIA GROUP,5,0.019347,-0.895,0.5646,0.002667,0.025655,peripheral
CENTENE,1,0.017673,-0.4106,0.1,0.004853,0.026126,peripheral
AMERICAN FAMILY INSURANCE GROUP,1,0.01695,-0.477,0.3918,0.005684,0.026821,peripheral
CIGNA,1,0.016772,0.0001,0.2416,0.007104,0.031495,peripheral
UNION PACIFIC,2,0.016645,-0.9487,0.5571,0.003933,0.029333,peripheral
NORFOLK SOUTHERN,2,0.016327,-0.6384,0.0612,0.00369,0.026558,peripheral
CSX,2,0.01607,-0.5432,0.2607,0.00421,0.027633,peripheral
ILLINOIS TOOL WORKS,2,0.013361,-0.5222,0.0208,0.004514,0.026356,ultra_peripheral
NUCOR,2,0.012457,-0.6185,0.0,0.004266,0.026032,ultra_peripheral
ENTERGY,2,0.01166,-1.8012,0.0,0.00168,0.024103,ultra_peripheral
MCKESSON,4,0.011464,-1.258,0.4256,0.00113,0.02409,peripheral
PUBLIX SUPER MARKETS,1,0.011373,-0.8559,0.3419,0.00144,0.025488,peripheral
BOSTON SCIENTIFIC,4,0.01128,-0.2398,0.1331,0.004214,0.026291,peripheral
ASSURANT,1,0.011115,-0.6453,0.3727,0.003902,0.025903,peripheral
USAA,1,0.009786,-0.7561,0.3038,0.003429,0.02487,peripheral
BECTON DICKINSON,4,0.009234,-0.3381,0.0,0.003874,0.025503,ultra_peripheral
HUMANA,1,0.009071,-0.6999,0.0,0.002606,0.024824,ultra_peripheral
ABBOTT LABORATORIES,5,0.007315,-0.8298,0.0,0.002658,0.024519,ultra_peripheral
U.S. BANCORP,6,0.006644,-1.1311,0.4708,0.002406,0.024536,peripheral
BANK OF NEW YORK MELLON,5,0.006539,-1.1306,0.0,0.001883,0.024131,ultra_peripheral
ALPHABET,5,0.006236,-0.6264,0.2538,0.003277,0.026077,peripheral
MARSH & MCLENNAN,5,0.005929,-1.1636,0.5975,0.002466,0.025163,peripheral
RAYTHEON,3,0.004988,-1.2559,0.7272,0.001317,0.024389,non_hub_connector
COMCAST,5,0.004757,-0.7767,0.0,0.002682,0.024629,ultra_peripheral
HCA HEALTHCARE,0,0.004623,-2.6151,0.1459,0.001149,0.027291,peripheral
ECOLAB,4,0.004242,-0.4685,0.1945,0.004783,0.02644,peripheral
BAXTER INTERNATIONAL,4,0.00363,-0.895,0.0,0.002404,0.02448,ultra_peripheral
CVS HEALTH,1,0.003062,-0.2778,0.1226,0.005435,0.027688,peripheral
HP,3,0.002467,-1.2606,0.4708,0.001402,0.024505,peripheral
AMERISOURCEBERGEN,1,0.002456,-0.4411,0.0,0.003988,0.025894,ultra_peripheral
GENERAL MOTORS,3,0.001602,-1.0238,0.411,0.003119,0.025822,peripheral
GENERAL MILLS,3,0.001099,-1.0545,0.0,0.00243,0.024564,ultra_peripheral
BLACKSTONE GROUP,1,0.001049,-0.8486,0.0,0.001845,0.024195,ultra_peripheral
AMAZON,3,0.000662,-1.2605,0.3024,0.002382,0.023945,peripheral
IHEARTMEDIA,0,0.00065,-2.6756,0.0,0.000902,0.024153,ultra_peripheral
XEROX,1,0.00056,-0.8686,0.0,0.002153,0.024094,ultra_peripheral
DISCOVER FINANCIAL SERVICES,4,0.000554,-1.1708,0.1475,0.003229,0.023956,peripheral
TESLA,0,0.000476,-2.6783,0.0,0.000894,0.02403,ultra_peripheral
ZIMMER BIOMET HOLDINGS,4,0.000462,-1.0675,0.0,0.001998,0.024122,ultra_peripheral
LIBERTY MUTUAL INSURANCE GROUP,1,0.000413,-0.9446,0.0,0.001269,0.023852,ultra_peripheral
BRISTOL-MYERS SQUIBB,1,0.000382,-0.8303,0.3479,0.00271,0.025418,peripheral
JOHNSON & JOHNSON,1,0.000367,-0.7306,0.4033,0.003657,0.027213,peripheral
AMERICAN EXPRESS,6,0.000337,-1.3099,0.0,0.001366,0.023716,ultra_peripheral
3M,1,7.7e-05,-0.9876,0.6035,0.00103,0.024275,peripheral
WALMART,1,4.1e-05,-0.7167,0.0,0.003601,0.024673,ultra_peripheral
PEABODY ENERGY,4,2.3e-05,-1.2335,0.27,0.002495,0.023853,peripheral
MAGELLAN HEALTH,1,9e-06,-0.9168,0.0,0.001765,0.023934,ultra_peripheral
EBAY,3,4e-06,-1.2774,0.0,0.0016,0.023693,ultra_peripheral
