firm,community,within_comm_eigenvector,z_score,participation_coeff,global_pagerank,katz_centrality,ga_role
ENTERGY,5,0.3614,1.2333,0.4784,0.010603,0.098617,peripheral
DUKE ENERGY,5,0.355114,1.2325,0.2016,0.00794,0.086885,peripheral
CMS ENERGY,5,0.347267,1.0166,0.142,0.006584,0.08149,peripheral
MICROSOFT,4,0.338568,1.4134,0.2702,0.009797,0.060398,peripheral
HEWLETT PACKARD ENTERPRISE,4,0.336607,1.1971,0.1508,0.008224,0.052992,peripheral
ALPHABET,4,0.333271,1.1676,0.0875,0.007558,0.05367,peripheral
AMAZON,4,0.329265,1.1988,0.2759,0.009352,0.054657,peripheral
HARTFORD FINANCIAL SERVICES,6,0.321616,1.1578,0.2422,0.009586,0.069076,peripheral
NATIONWIDE,6,0.317099,0.959,0.1699,0.008163,0.06437,peripheral
FACEBOOK,6,0.316359,0.9525,0.2054,0.008497,0.064781,peripheral
PRUDENTIAL FINANCIAL,6,0.316321,1.0412,0.414,0.011387,0.069654,peripheral
CAPITAL ONE FINANCIAL,2,0.315797,0.5528,0.2911,0.004585,0.028386,peripheral
TEXAS INSTRUMENTS,4,0.315696,1.0332,0.2578,0.008669,0.054952,peripheral
ABBVIE,6,0.314716,1.0544,0.2877,0.00987,0.06605,peripheral
SALESFORCE,4,0.314042,0.9784,0.2129,0.007691,0.052913,peripheral
DUPONT DE NEMOURS,0,0.311221,1.9226,0.6129,0.007321,0.050388,peripheral
S&P GLOBAL,10,0.306089,-1.2406,0.0,0.002551,0.02336,ultra_peripheral
CISCO SYSTEMS,4,0.302751,0.8922,0.1529,0.00723,0.049489,peripheral
W.R. BERKLEY,6,0.302618,0.8206,0.0606,0.007359,0.060369,peripheral
CHS,6,0.298557,0.7893,0.5441,0.011936,0.148025,peripheral
HUMANA,1,0.292102,1.3703,0.461,0.006584,0.036772,peripheral
CHEVRON,5,0.291931,0.7373,0.393,0.007895,0.077206,peripheral
INTUIT,4,0.286656,0.7742,0.0,0.00611,0.04597,ultra_peripheral
BOSTON SCIENTIFIC,1,0.282995,0.2228,0.6642,0.004664,0.046331,non_hub_connector
JACOBS ENGINEERING GROUP,0,0.281523,0.9351,0.2437,0.004275,0.032156,peripheral
APPLE,4,0.278059,0.8563,0.0279,0.007138,0.046271,ultra_peripheral
L3HARRIS TECHNOLOGIES,0,0.275838,0.8103,0.13,0.00395,0.029036,peripheral
DTE ENERGY,3,0.274511,1.0982,0.2962,0.011889,0.222325,peripheral
GOLDMAN SACHS GROUP,6,0.274403,0.6021,0.0269,0.006333,0.056385,ultra_peripheral
APPLIED MATERIALS,6,0.274403,0.6021,0.2372,0.007591,0.058839,peripheral
MASSACHUSETTS MUTUAL LIFE INSURANCE,6,0.274403,0.6021,0.0,0.006173,0.056199,ultra_peripheral
BERKSHIRE HATHAWAY,3,0.273997,1.1318,0.421,0.014719,0.22281,peripheral
BIOGEN,1,0.266036,0.7814,0.2972,0.004632,0.032307,peripheral
CORNING,3,0.265062,0.9956,0.3053,0.012007,0.211633,peripheral
CHEMOURS,3,0.263637,0.9499,0.3412,0.012314,0.213729,peripheral
PUBLIC SERVICE ENTERPRISE GROUP,3,0.262928,0.9325,0.2015,0.010437,0.206887,peripheral
AECOM,3,0.262878,0.9635,0.2718,0.011614,0.208396,peripheral
CENTERPOINT ENERGY,5,0.262527,0.5661,0.5436,0.008458,0.112757,peripheral
MERCK,1,0.262267,0.746,0.2022,0.004324,0.031238,peripheral
GENERAL DYNAMICS,1,0.261493,1.3225,0.5734,0.007178,0.041034,peripheral
CUMMINS,3,0.260769,0.9404,0.3292,0.01224,0.20829,peripheral
COGNIZANT TECHNOLOGY SOLUTIONS,4,0.247936,0.4772,0.0,0.005293,0.042545,ultra_peripheral
EDISON INTERNATIONAL,3,0.246786,0.7225,0.154,0.009459,0.192539,peripheral
GENWORTH FINANCIAL,6,0.241339,0.3399,0.0528,0.005596,0.054388,peripheral
STANLEY BLACK & DECKER,3,0.240893,0.6329,0.2045,0.009658,0.189149,peripheral
PUBLIX SUPER MARKETS,7,0.232518,-0.159,0.0792,0.002449,0.024786,peripheral
QUEST DIAGNOSTICS,1,0.231986,0.4401,0.6466,0.005238,0.041781,non_hub_connector
EVERSOURCE ENERGY,3,0.23181,0.4972,0.214,0.009339,0.182397,peripheral
NAVISTAR INTERNATIONAL,3,0.229113,0.4667,0.2021,0.009259,0.179801,peripheral
STATE FARM INSURANCE,7,0.227825,-0.1982,0.8207,0.006817,0.043788,kinless
HP,0,0.225941,1.1869,0.4629,0.005606,0.035521,peripheral
PPG INDUSTRIES,1,0.220092,1.0151,0.5012,0.006132,0.037884,peripheral
DEERE,3,0.211427,0.2069,0.0918,0.007624,0.164318,peripheral
CSX,3,0.211427,0.2069,0.0918,0.007624,0.164318,peripheral
LAND O'LAKES,3,0.211427,0.2069,0.1363,0.00806,0.164978,peripheral
EXELON,0,0.205653,1.2275,0.6425,0.006175,0.051957,non_hub_connector
ONEOK,8,0.202082,-0.0266,0.322,0.003447,0.024845,peripheral
FLUOR,0,0.201485,0.5805,0.2551,0.003638,0.031067,peripheral
ORACLE,4,0.200151,0.1452,0.7085,0.010134,0.06856,non_hub_connector
CVS HEALTH,1,0.188501,0.5925,0.3285,0.005092,0.030221,peripheral
JPMORGAN CHASE & CO.,0,0.180484,0.1439,0.2182,0.0031,0.027819,peripheral
UNION PACIFIC,1,0.18004,0.7492,0.3455,0.004636,0.03519,peripheral
NEXTERA ENERGY,6,0.175738,-0.1743,0.0,0.004149,0.043861,ultra_peripheral
AMEREN,0,0.17045,0.0797,0.3123,0.003144,0.028459,peripheral
MUTUAL OF OMAHA INSURANCE,1,0.166663,0.0823,0.4615,0.003968,0.029953,peripheral
FEDEX,0,0.159248,1.6533,0.5029,0.006932,0.038041,peripheral
HONEYWELL INTERNATIONAL,3,0.153085,-0.2281,0.5009,0.011267,0.146041,peripheral
DELL TECHNOLOGIES,3,0.152914,-0.4271,0.5709,0.011278,0.145401,peripheral
PHILLIPS 66,3,0.150307,-0.252,0.2375,0.007866,0.135247,peripheral
INTERNATIONAL PAPER,3,0.148884,-0.4138,0.6178,0.011568,0.150417,peripheral
NORFOLK SOUTHERN,3,0.143214,-0.5598,0.2915,0.006713,0.128846,peripheral
CENTENE,1,0.142714,0.0227,0.3503,0.003426,0.031214,peripheral
MARATHON OIL,0,0.13312,-0.1754,0.0,0.002364,0.025933,ultra_peripheral
UNITED PARCEL SERVICE,8,0.126171,-0.4725,0.1727,0.002752,0.023886,peripheral
WESTERN UNION,2,0.123136,-0.9075,0.0,0.001824,0.024338,ultra_peripheral
MICRON TECHNOLOGY,0,0.122851,0.1071,0.694,0.00474,0.038724,non_hub_connector
GRAPHIC PACKAGING HOLDING,0,0.121982,0.6626,0.1046,0.003891,0.027901,peripheral
EXXONMOBIL,0,0.121855,0.6627,0.4209,0.004487,0.031245,peripheral
AES,3,0.119881,-0.8872,0.4246,0.006766,0.114826,peripheral
AVIS BUDGET GROUP,3,0.119712,-1.0519,0.0,0.004088,0.097861,ultra_peripheral
LAM RESEARCH,0,0.118005,-0.2857,0.0,0.002812,0.025304,ultra_peripheral
OSHKOSH,0,0.118005,-0.2857,0.0,0.002812,0.025304,ultra_peripheral
WESTERN DIGITAL,0,0.118005,-0.2857,0.0,0.002812,0.025304,ultra_peripheral
CIGNA,0,0.114002,0.5056,0.5611,0.004847,0.033064,peripheral
HUNTSMAN,0,0.111564,-0.8207,0.408,0.001681,0.025823,peripheral
WESTROCK,0,0.111209,0.5478,0.0,0.003583,0.026815,ultra_peripheral
ALLY FINANCIAL,2,0.10886,1.0464,0.4852,0.00575,0.033413,peripheral
3M,0,0.106635,-0.3063,0.6767,0.003228,0.03648,non_hub_connector
FIRSTENERGY,5,0.102097,-0.2163,0.5057,0.004499,0.060056,peripheral
RAYTHEON,0,0.10193,0.3856,0.6275,0.004515,0.03497,non_hub_connector
HCA HEALTHCARE,1,0.098371,-0.2746,0.0,0.002622,0.026167,ultra_peripheral
HILTON WORLDWIDE HOLDINGS,2,0.095753,-0.7202,0.5353,0.003154,0.027668,peripheral
BLACKSTONE GROUP,1,0.090783,-0.3624,0.079,0.002554,0.026103,peripheral
TESLA,0,0.086718,0.0192,0.546,0.00312,0.038095,peripheral
TEXTRON,0,0.07812,-0.8252,0.6527,0.002282,0.029297,non_hub_connector
AMGEN,1,0.074484,-0.5234,0.4333,0.002937,0.026442,peripheral
CONOCOPHILLIPS,8,0.071787,-0.9209,0.0,0.001955,0.023418,ultra_peripheral
DISH NETWORK,0,0.067781,-1.0058,0.562,0.001593,0.027092,peripheral
IBM,1,0.064944,-0.7585,0.6337,0.002481,0.027817,non_hub_connector
BOOZ ALLEN HAMILTON,0,0.064799,-0.5336,0.4114,0.003042,0.026836,peripheral
MOTOROLA SOLUTIONS,0,0.061403,-0.8395,0.6447,0.002007,0.031312,non_hub_connector
DELTA AIR LINES,1,0.057109,-0.5593,0.6618,0.003586,0.02995,non_hub_connector
LOCKHEED MARTIN,0,0.057106,-0.4634,0.6068,0.002876,0.028319,peripheral
LIBERTY MUTUAL INSURANCE GROUP,3,0.057076,-1.6694,0.7086,0.006082,0.076473,non_hub_connector
ENTERPRISE PRODUCTS PARTNERS,0,0.055365,-0.9962,0.34,0.00147,0.024845,peripheral
AMERICAN AIRLINES GROUP,7,0.054607,-0.0267,0.2419,0.004104,0.025421,peripheral
KROGER,1,0.051734,-0.9312,0.6369,0.002055,0.028499,non_hub_connector
LEIDOS HOLDINGS,0,0.049995,-0.848,0.7285,0.002504,0.031424,non_hub_connector
THERMO FISHER SCIENTIFIC,1,0.048523,-1.0167,0.4741,0.001632,0.025122,peripheral
COCA-COLA,0,0.04725,-0.3969,0.3835,0.00337,0.025702,peripheral
WEYERHAEUSER,0,0.046503,-0.0577,0.0,0.003447,0.025582,ultra_peripheral
KELLOGG,7,0.04604,-1.1591,0.0,0.001021,0.023079,ultra_peripheral
AMERISOURCEBERGEN,0,0.044004,-0.6192,0.4495,0.00244,0.025499,peripheral
SOUTHERN,5,0.042055,-0.5008,0.6976,0.005376,0.052754,non_hub_connector
BOEING,0,0.041132,-0.823,0.7838,0.003268,0.032197,non_hub_connector
MCKESSON,8,0.036725,-1.0991,0.6035,0.002745,0.023997,peripheral
LOEWS,5,0.033772,-0.6344,0.7281,0.005556,0.04762,non_hub_connector
PEABODY ENERGY,5,0.032673,-0.8169,0.6025,0.002817,0.033469,peripheral
BRISTOL-MYERS SQUIBB,1,0.032306,-1.0898,0.5212,0.001757,0.024369,peripheral
UNITED AIRLINES HOLDINGS,7,0.029361,-0.3841,0.663,0.003631,0.02815,non_hub_connector
SYSCO,0,0.027658,-0.5764,0.0,0.002463,0.024482,ultra_peripheral
AMERICAN EXPRESS,2,0.024848,-0.1069,0.6125,0.004414,0.029988,peripheral
PG&E,5,0.024481,-0.7289,0.7708,0.004771,0.043244,non_hub_connector
HOLLYFRONTIER,2,0.023848,0.0409,0.7496,0.005284,0.039856,non_hub_connector
FORD,0,0.023777,-0.8764,0.4636,0.001587,0.029297,peripheral
PEPSICO,0,0.023753,-1.1311,0.6753,0.001667,0.02998,non_hub_connector
FOX CORP,4,0.022951,-0.8821,0.6126,0.003088,0.028195,peripheral
PRINCIPAL FINANCIAL,2,0.022469,-0.0522,0.6913,0.004586,0.03369,non_hub_connector
GENERAL ELECTRIC,0,0.02207,-0.6067,0.6232,0.002812,0.026962,peripheral
CARDINAL HEALTH,0,0.02129,-0.5537,0.603,0.002706,0.028496,peripheral
JOHNSON & JOHNSON,6,0.021013,-1.3426,0.5796,0.001985,0.025973,peripheral
SYNCHRONY FINANCIAL,2,0.020447,-1.5044,0.6421,0.001374,0.023472,non_hub_connector
AFLAC,0,0.020235,-1.2887,0.4494,0.001114,0.023454,peripheral
VERIZON,4,0.01715,-0.8688,0.7026,0.003988,0.030126,non_hub_connector
LAS VEGAS SANDS,2,0.0162,-0.5935,0.32,0.002426,0.026468,peripheral
IHEARTMEDIA,4,0.014501,-0.9118,0.5927,0.002833,0.027296,peripheral
AMERIPRISE FINANCIAL,1,0.014334,-1.0125,0.637,0.00249,0.025305,non_hub_connector
WALGREENS BOOTS ALLIANCE,2,0.013907,-0.1305,0.5872,0.003986,0.029832,peripheral
ALLSTATE,6,0.013805,-1.0173,0.3187,0.003514,0.027764,peripheral
CHARTER COMMUNICATIONS,4,0.013411,-0.9416,0.4265,0.002294,0.026014,peripheral
TIAA,6,0.012466,-1.0114,0.2494,0.003549,0.027106,peripheral
NIKE,4,0.012208,-1.062,0.7526,0.002509,0.028412,non_hub_connector
OWENS CORNING,1,0.012022,-1.3495,0.6189,0.001254,0.023524,peripheral
AMERICAN FAMILY INSURANCE GROUP,6,0.011946,-1.2855,0.6787,0.002508,0.029307,non_hub_connector
GENERAL MOTORS,3,0.011699,-2.224,0.556,0.002212,0.032713,peripheral
HERSHEY,2,0.011651,-1.0317,0.7426,0.00285,0.031227,non_hub_connector
MASCO,0,0.011636,-1.0877,0.0,0.001549,0.023473,ultra_peripheral
SOUTHWEST AIRLINES,1,0.011547,-1.1655,0.5506,0.001751,0.024241,peripheral
SEMPRA ENERGY,5,0.011121,-0.779,0.549,0.002837,0.032969,peripheral
BAXTER INTERNATIONAL,3,0.011015,-2.2388,0.0,0.001333,0.031056,ultra_peripheral
TENET HEALTHCARE,2,0.010833,-0.5781,0.235,0.003098,0.025753,peripheral
ARTHUR J. GALLAGHER,5,0.010523,-1.0012,0.7418,0.001939,0.02848,non_hub_connector
NORTHWESTERN MUTUAL,6,0.00959,-1.2907,0.547,0.002167,0.026441,peripheral
ADVANCED MICRO DEVICES,0,0.009375,-1.3183,0.0,0.000929,0.023187,ultra_peripheral
HOME DEPOT,4,0.008922,-1.067,0.7757,0.002423,0.026841,non_hub_connector
AT&T,4,0.007937,-1.0304,0.6805,0.002308,0.026804,non_hub_connector
BORGWARNER,4,0.007833,-1.157,0.0,0.000875,0.023377,ultra_peripheral
AIG,6,0.007538,-1.3308,0.3645,0.001687,0.024734,peripheral
LABORATORY CORP. OF AMERICA,1,0.007409,-0.1674,0.0702,0.004801,0.026217,peripheral
GAP,4,0.007203,-1.1046,0.0,0.001149,0.023608,ultra_peripheral
MCDONALD'S,2,0.004951,0.4697,0.0,0.00476,0.02651,ultra_peripheral
CATERPILLAR,2,0.004009,-0.9359,0.1013,0.002037,0.024265,peripheral
CBS,6,0.003257,-1.4686,0.4992,0.00104,0.023354,peripheral
WALMART,2,0.003182,0.1811,0.2735,0.004223,0.027069,peripheral
TARGET,2,0.003163,0.3985,0.1989,0.004632,0.02715,peripheral
ARAMARK,7,0.003061,-0.9179,0.3317,0.003713,0.023484,peripheral
ELI LILLY,7,0.003036,-1.1307,0.0,0.001662,0.023059,ultra_peripheral
KRAFT HEINZ,1,0.002893,-1.4093,0.4444,0.000916,0.023064,peripheral
ALASKA AIR GROUP,5,0.002798,-1.0785,0.7534,0.001211,0.025213,non_hub_connector
BEST BUY,2,0.00264,0.5317,0.0882,0.004933,0.026915,peripheral
LIVE NATION ENTERTAINMENT,5,0.002135,-1.052,0.7935,0.001643,0.02719,non_hub_connector
ABBOTT LABORATORIES,1,0.002079,-0.4808,0.0,0.003883,0.024905,ultra_peripheral
DANAHER,1,0.001873,-0.5584,0.0,0.003629,0.024738,ultra_peripheral
ADP,2,0.001578,-0.5152,0.0,0.002905,0.024829,ultra_peripheral
QURATE RETAIL,2,0.001577,-1.2916,0.0,0.001571,0.023443,ultra_peripheral
LUMEN TECHNOLOGIES,4,0.000821,-1.1084,0.5183,0.00152,0.024124,peripheral
VISA,5,0.000767,-1.0809,0.0,0.000923,0.023291,ultra_peripheral
DISCOVER FINANCIAL SERVICES,5,0.000674,-1.0854,0.5444,0.001065,0.024053,peripheral
WALT DISNEY,2,0.000307,-1.4319,0.4871,0.001419,0.023725,peripheral
BECTON DICKINSON,7,0.000285,-1.1591,0.0,0.001897,0.023009,ultra_peripheral
