firm,community,within_comm_eigenvector,z_score,participation_coeff,global_pagerank,katz_centrality,ga_role
PPL,3,0.240762,1.2909,0.0,0.008373,0.081165,ultra_peripheral
EXELON,3,0.236719,1.0409,0.2152,0.008929,0.081937,peripheral
ENERGY TRANSFER,7,0.233232,-0.375,0.2653,0.003895,0.028191,peripheral
L3HARRIS TECHNOLOGIES,4,0.231468,0.6819,0.1617,0.006837,0.082929,peripheral
AMEREN,3,0.231099,0.1662,0.299,0.005752,0.071369,peripheral
FLUOR,4,0.209963,0.5453,0.5791,0.012609,0.106423,peripheral
GENERAL MOTORS,7,0.207819,-0.5428,0.5376,0.003202,0.030888,peripheral
QUALCOMM,4,0.205309,0.4698,0.3094,0.006985,0.080757,peripheral
SOUTHERN,3,0.200136,0.7039,0.1553,0.00719,0.072834,peripheral
LIBERTY MUTUAL INSURANCE GROUP,2,0.192686,0.4951,0.3243,0.004888,0.04476,peripheral
FIRSTENERGY,3,0.185248,0.3378,0.2112,0.006507,0.067062,peripheral
BIOGEN,2,0.183212,0.4833,0.6607,0.006705,0.061321,non_hub_connector
AMERIPRISE FINANCIAL,0,0.1824,-0.2652,0.515,0.005051,0.064917,peripheral
ORACLE,5,0.177684,0.1428,0.3218,0.004278,0.054588,peripheral
UNION PACIFIC,2,0.169728,1.2899,0.6668,0.011183,0.076235,non_hub_connector
INTERPUBLIC GROUP,4,0.163688,-0.3359,0.0,0.003569,0.05344,ultra_peripheral
WORLD FUEL SERVICES,4,0.163688,-0.3359,0.0,0.003569,0.05344,ultra_peripheral
RITE AID,4,0.152458,-0.237,0.2769,0.004464,0.064137,peripheral
JOHNSON & JOHNSON,2,0.143358,0.0043,0.4547,0.003961,0.047966,peripheral
WALGREENS BOOTS ALLIANCE,1,0.141582,0.9782,0.404,0.006724,0.057691,peripheral
CISCO SYSTEMS,1,0.140121,0.8772,0.3784,0.006544,0.054376,peripheral
MOLINA HEALTHCARE,1,0.13171,1.057,0.0974,0.006141,0.045021,peripheral
CENTENE,1,0.127621,1.4185,0.1583,0.007367,0.047236,peripheral
DOMINION ENERGY,7,0.125083,-2.0123,0.0,0.002491,0.026343,ultra_peripheral
CHEVRON,4,0.124551,-0.2048,0.6505,0.007749,0.070234,non_hub_connector
HP,4,0.123306,0.1731,0.4718,0.008534,0.069015,peripheral
3M,4,0.122835,-0.154,0.4413,0.005749,0.063797,peripheral
NORFOLK SOUTHERN,2,0.122365,-0.1306,0.0,0.002759,0.03689,ultra_peripheral
EVERSOURCE ENERGY,3,0.116434,-0.1025,0.0,0.004051,0.051412,ultra_peripheral
AES,3,0.116434,-0.1025,0.0,0.004051,0.051412,ultra_peripheral
BANK OF AMERICA,0,0.112281,0.4548,0.3402,0.006062,0.042429,peripheral
BLACKSTONE GROUP,1,0.109141,0.9929,0.1133,0.006348,0.0427,peripheral
MAGELLAN HEALTH,1,0.106635,0.311,0.3705,0.005515,0.044755,peripheral
TENET HEALTHCARE,1,0.101269,0.0375,0.311,0.00423,0.045142,peripheral
OSHKOSH,4,0.098827,-0.7429,0.1528,0.00279,0.0484,peripheral
PRINCIPAL FINANCIAL,1,0.095164,-0.0874,0.3251,0.004024,0.044116,peripheral
CITIGROUP,0,0.093852,-0.1646,0.5066,0.00502,0.040434,peripheral
HCA HEALTHCARE,1,0.086393,0.1998,0.0,0.004367,0.037175,ultra_peripheral
GENERAL DYNAMICS,1,0.085896,-0.2779,0.5182,0.004977,0.053087,peripheral
CENTERPOINT ENERGY,1,0.085388,-0.0224,0.5503,0.006286,0.044601,peripheral
AMERICAN EXPRESS,1,0.081372,-0.446,0.5721,0.004588,0.04142,peripheral
BERKSHIRE HATHAWAY,2,0.081349,0.0716,0.4663,0.004546,0.042466,peripheral
FIFTH THIRD BANCORP,0,0.080865,-0.4447,0.1095,0.003137,0.033752,peripheral
HOLLYFRONTIER,1,0.078405,-0.5443,0.2449,0.002979,0.037004,peripheral
WASTE MANAGEMENT,8,0.075945,-1.1253,0.0,0.001191,0.025163,ultra_peripheral
PUBLIC SERVICE ENTERPRISE GROUP,3,0.073793,-0.4313,0.0,0.003337,0.042973,ultra_peripheral
PPG INDUSTRIES,4,0.072857,-0.6343,0.5619,0.005189,0.051639,peripheral
CAPITAL ONE FINANCIAL,1,0.072832,-1.1464,0.6953,0.003659,0.038662,non_hub_connector
LOWE'S,0,0.072675,0.9901,0.2128,0.007158,0.042743,peripheral
HONEYWELL INTERNATIONAL,5,0.071787,-0.4365,0.5422,0.003184,0.040493,peripheral
ALASKA AIR GROUP,4,0.070229,-0.7142,0.5517,0.004291,0.049642,peripheral
EDISON INTERNATIONAL,4,0.067584,-0.7346,0.6001,0.004544,0.050495,peripheral
OLIN,4,0.059326,-0.8546,0.2776,0.002876,0.042264,peripheral
PG&E,3,0.057698,-0.5789,0.5405,0.004863,0.043813,peripheral
KROGER,0,0.05659,-0.471,0.6352,0.005568,0.039293,non_hub_connector
CIGNA,1,0.055997,-0.0731,0.4734,0.005338,0.041361,peripheral
THERMO FISHER SCIENTIFIC,2,0.053985,-0.9043,0.7412,0.002546,0.034915,non_hub_connector
STATE FARM INSURANCE,2,0.052222,-0.6419,0.6404,0.003224,0.039287,non_hub_connector
PEPSICO,0,0.048966,0.9162,0.0,0.00679,0.038402,ultra_peripheral
ALLSTATE,6,0.048033,-0.6362,0.2239,0.006406,0.067543,peripheral
HERSHEY,1,0.046874,-0.7585,0.3028,0.002898,0.033903,peripheral
MOTOROLA SOLUTIONS,3,0.044082,-0.5189,0.5894,0.005278,0.050424,peripheral
WEYERHAEUSER,0,0.043619,0.4114,0.0427,0.005414,0.036547,ultra_peripheral
ARAMARK,8,0.042584,-1.1253,0.0,0.001175,0.025164,ultra_peripheral
COCA-COLA,0,0.037715,0.5055,0.3226,0.007739,0.040767,peripheral
AMERICAN FAMILY INSURANCE GROUP,6,0.037616,-1.2543,0.5945,0.005538,0.062548,peripheral
UNITED AIRLINES HOLDINGS,0,0.035811,-0.6374,0.2635,0.003523,0.031167,peripheral
MARRIOTT INTERNATIONAL,1,0.035772,-1.4362,0.6716,0.002241,0.029372,non_hub_connector
JACOBS ENGINEERING GROUP,4,0.035139,-1.2476,0.0,0.001483,0.031746,ultra_peripheral
GENERAL ELECTRIC,2,0.031914,-0.8002,0.7538,0.004127,0.036213,non_hub_connector
TIAA,6,0.031383,-1.2252,0.1991,0.003682,0.052153,peripheral
TARGET,0,0.031233,-0.7165,0.2422,0.003316,0.030421,peripheral
SYSCO,0,0.030894,-0.1984,0.0,0.003915,0.032787,ultra_peripheral
DELL TECHNOLOGIES,3,0.029627,-0.7328,0.6164,0.005012,0.039919,peripheral
BEST BUY,2,0.029396,-0.72,0.5076,0.003715,0.02964,peripheral
TESLA,3,0.02789,-0.882,0.6147,0.003263,0.035936,peripheral
CHEMOURS,2,0.027441,0.032,0.2893,0.004995,0.036482,peripheral
FORD,6,0.027069,-1.2839,0.5308,0.004852,0.053227,peripheral
ABM INDUSTRIES,3,0.027029,-0.7174,0.2951,0.003123,0.03546,peripheral
CATERPILLAR,2,0.026515,-0.6071,0.4246,0.002708,0.032477,peripheral
LOCKHEED MARTIN,5,0.025009,-0.4345,0.6736,0.004304,0.042152,non_hub_connector
WESTERN UNION,0,0.024262,-1.2232,0.0,0.001565,0.027098,ultra_peripheral
INTEL,5,0.024151,-0.6895,0.1952,0.001627,0.030837,peripheral
BRISTOL-MYERS SQUIBB,1,0.022613,-0.7695,0.3378,0.003368,0.031416,peripheral
RAYTHEON,5,0.022535,-0.4584,0.6934,0.004183,0.040097,non_hub_connector
IHEARTMEDIA,5,0.02166,-0.7651,0.087,0.001384,0.027842,peripheral
JPMORGAN CHASE & CO.,0,0.020829,-1.1618,0.5621,0.002385,0.031877,peripheral
STANLEY BLACK & DECKER,5,0.02076,-0.8206,0.6355,0.001663,0.029933,non_hub_connector
AMGEN,1,0.020565,-0.9231,0.2655,0.002754,0.03003,peripheral
AIG,6,0.020173,-1.6813,0.5649,0.002772,0.042163,peripheral
BECTON DICKINSON,1,0.019363,-1.5933,0.0,0.000967,0.025496,ultra_peripheral
LUMEN TECHNOLOGIES,2,0.017772,-1.1803,0.5,0.001154,0.026761,peripheral
DUPONT DE NEMOURS,3,0.016616,-1.0102,0.7641,0.003936,0.036893,non_hub_connector
AMERISOURCEBERGEN,1,0.016302,-0.9497,0.244,0.00256,0.030158,peripheral
NAVISTAR INTERNATIONAL,1,0.016158,-1.3211,0.3213,0.001647,0.028274,peripheral
VERIZON,5,0.015386,-0.4436,0.343,0.003524,0.033061,peripheral
CHARTER COMMUNICATIONS,5,0.015236,-0.6367,0.2402,0.002256,0.03035,peripheral
MERCK,1,0.014989,-1.1034,0.4988,0.002721,0.030817,peripheral
AECOM,2,0.014608,-0.6328,0.64,0.004312,0.03537,non_hub_connector
FOX CORP,5,0.014368,-0.4892,0.3521,0.003313,0.032817,peripheral
MARATHON OIL,4,0.013604,-1.3119,0.3539,0.001703,0.030002,peripheral
WESTERN DIGITAL,4,0.011479,-1.1631,0.0,0.002983,0.028677,ultra_peripheral
ADVANCED MICRO DEVICES,4,0.011479,-1.1631,0.0,0.002983,0.028677,ultra_peripheral
VF,3,0.010216,-1.018,0.5247,0.002182,0.030048,peripheral
NUCOR,0,0.009875,-0.9932,0.0,0.002379,0.028422,ultra_peripheral
IBM,5,0.009528,-0.7639,0.6128,0.001975,0.030669,peripheral
PEABODY ENERGY,3,0.00951,-1.0794,0.2377,0.001829,0.027818,peripheral
WALMART,4,0.008819,-1.3997,0.0,0.001221,0.027392,ultra_peripheral
CVS HEALTH,1,0.008177,-1.318,0.5466,0.002151,0.028649,peripheral
MOLSON COORS BEVERAGE,0,0.006783,-0.4383,0.2001,0.004733,0.031815,peripheral
S&P GLOBAL,0,0.006747,-0.9762,0.0,0.002506,0.027891,ultra_peripheral
SEMPRA ENERGY,3,0.00638,-1.0174,0.2207,0.001867,0.02815,peripheral
CONOCOPHILLIPS,2,0.005365,-0.6579,0.0,0.002591,0.028087,ultra_peripheral
ADP,2,0.004867,-0.894,0.0,0.002211,0.026435,ultra_peripheral
BOEING,5,0.004782,-0.7456,0.6949,0.002518,0.031831,non_hub_connector
SYNCHRONY FINANCIAL,5,0.004146,-0.9062,0.7115,0.001255,0.026403,non_hub_connector
AT&T,5,0.003772,-0.6724,0.5738,0.0029,0.02939,peripheral
NORTHWESTERN MUTUAL,6,0.003618,-1.8335,0.4514,0.001708,0.029567,peripheral
KIMBERLY-CLARK,0,0.002954,-1.5214,0.0,0.001036,0.025299,ultra_peripheral
ECOLAB,2,0.002024,-0.6428,0.116,0.003231,0.029089,peripheral
NIKE,0,0.001832,-1.3993,0.0,0.002682,0.025744,ultra_peripheral
ALTRIA GROUP,0,0.00169,-1.0252,0.0,0.002587,0.027426,ultra_peripheral
DISCOVER FINANCIAL SERVICES,3,0.001476,-1.1122,0.1785,0.001683,0.026308,peripheral
ABBOTT LABORATORIES,2,0.001462,-1.1803,0.0,0.00103,0.025191,ultra_peripheral
OWENS CORNING,2,0.001322,-1.0465,0.5722,0.00212,0.027941,peripheral
DISH NETWORK,3,0.00131,-1.1624,0.5752,0.001408,0.027585,peripheral
FEDEX,5,0.001228,-0.6974,0.6655,0.003236,0.031738,non_hub_connector
WHIRLPOOL,2,0.001148,-0.4415,0.0,0.004081,0.028508,ultra_peripheral
ILLINOIS TOOL WORKS,2,0.001148,-0.4415,0.0,0.004081,0.028508,ultra_peripheral
SHERWIN-WILLIAMS,2,0.000622,-0.9711,0.0,0.001923,0.026108,ultra_peripheral
EMERSON ELECTRIC,3,0.000469,-1.1973,0.0,0.001064,0.025253,ultra_peripheral
CBS,5,0.000438,-0.8713,0.6464,0.001514,0.027376,non_hub_connector
GAP,0,9.6e-05,-1.5214,0.0,0.001925,0.025042,ultra_peripheral
UNITED PARCEL SERVICE,5,7.5e-05,-0.8206,0.0,0.001491,0.025712,ultra_peripheral
