rbo_source,rbo_target,rbo_balanced,bill,leader,follower,q_leader,q_follower,lag_quarters,is_bill_directed,shared_lobbyist_count,shared_firm_count,shared_lobbyists,shared_firms,is_lobbyist_mediated,is_firm_mediated,is_any_mediated,net_lob_connected,net_firm_connected,net_any_connected
3M,ABBVIE,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,ABBVIE,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,AECOM,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,AECOM,1,S.2302,,,4,4,0,False,0,0,,,False,False,False,False,False,False
3M,AECOM,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,AECOM,1,S.2474,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,AECOM,1,S.2470,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,AMAZON,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,AMEREN,0,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,AMEREN,0,S.2302,3M,AMEREN,4,5,1,True,0,0,,,False,False,False,False,False,False
3M,AMGEN,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,BALL,0,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,BALL,0,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,BALL,0,S.2474,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,BALL,0,H.R.7617,BALL,3M,6,7,1,True,0,0,,,False,False,False,False,False,False
3M,BECTON DICKINSON,0,S.4264,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,BECTON DICKINSON,0,S.692,,,1,1,0,False,0,0,,,False,False,False,False,False,False
3M,BECTON DICKINSON,0,H.R.2207,BECTON DICKINSON,3M,1,2,1,True,0,0,,,False,False,False,False,False,False
3M,BERKSHIRE HATHAWAY,0,S.2302,BERKSHIRE HATHAWAY,3M,3,4,1,True,0,0,,,False,False,False,False,False,False
3M,BIOGEN,0,S.1895,3M,BIOGEN,2,7,5,True,0,0,,,False,False,False,False,False,False
3M,BLACKSTONE GROUP,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,BLACKSTONE GROUP,1,S.317,,,1,1,0,False,0,0,,,False,False,False,False,False,False
3M,BOEING,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,BOSTON SCIENTIFIC,0,S.692,,,1,1,0,False,0,0,,,False,False,False,False,False,False
3M,BOSTON SCIENTIFIC,0,H.R.2207,BOSTON SCIENTIFIC,3M,1,2,1,True,0,0,,,False,False,False,False,False,False
3M,CARDINAL HEALTH,0,S.692,,,1,1,0,False,0,0,,,False,False,False,False,False,False
3M,CARDINAL HEALTH,0,H.R.2207,CARDINAL HEALTH,3M,1,2,1,True,0,0,,,False,False,False,False,False,False
3M,CATERPILLAR,0,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,CATERPILLAR,0,H.R.3052,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,CATERPILLAR,0,S.2580,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,CATERPILLAR,0,S.2302,CATERPILLAR,3M,3,4,1,True,0,0,,,False,False,False,False,False,False
3M,CENTENE,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,CENTENE,1,H.R.1226,,,1,1,0,False,0,0,,,False,False,False,False,False,False
3M,CHEMOURS,0,S.4264,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,CHEMOURS,0,H.R.535,3M,CHEMOURS,1,5,4,True,0,0,,,False,False,False,False,False,False
3M,CHEMOURS,0,S.2302,3M,CHEMOURS,4,6,2,True,0,0,,,False,False,False,False,False,False
3M,CHEVRON,0,H.R.535,3M,CHEVRON,1,4,3,True,0,0,,,False,False,False,False,False,False
3M,CHEVRON,0,S.2580,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,CIGNA,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,CORNING,0,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,CORNING,0,H.R.2207,CORNING,3M,1,2,1,True,0,0,,,False,False,False,False,False,False
3M,CORNING,0,H.R.3052,3M,CORNING,2,4,2,True,0,0,,,False,False,False,False,False,False
3M,CORNING,0,H.R.2968,3M,CORNING,2,4,2,True,0,0,,,False,False,False,False,False,False
3M,CORNING,0,S.692,3M,CORNING,1,2,1,True,0,0,,,False,False,False,False,False,False
3M,CORNING,0,S.2474,3M,CORNING,3,4,1,True,0,0,,,False,False,False,False,False,False
3M,CORNING,0,S.2580,3M,CORNING,3,4,1,True,0,0,,,False,False,False,False,False,False
3M,CSX,0,S.2302,3M,CSX,4,5,1,True,0,0,,,False,False,False,False,False,False
3M,CUMMINS,0,H.R.7613,CUMMINS,3M,6,7,1,True,0,0,,,False,False,False,False,False,False
3M,CUMMINS,0,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,CUMMINS,0,S.2302,CUMMINS,3M,3,4,1,True,0,0,,,False,False,False,False,False,False
3M,CUMMINS,0,H.R.3052,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,CUMMINS,0,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,CUMMINS,0,H.R.7617,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,CVS HEALTH,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,DELL TECHNOLOGIES,0,H.R.2745,3M,DELL TECHNOLOGIES,2,3,1,True,0,0,,,False,False,False,False,False,False
3M,DELTA AIR LINES,1,H.R.7613,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,DELTA AIR LINES,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,DELTA AIR LINES,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,DELTA AIR LINES,1,H.R.3052,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,DELTA AIR LINES,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,DELTA AIR LINES,1,H.R.7617,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,DUKE ENERGY,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,DUKE ENERGY,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,DUPONT DE NEMOURS,0,H.R.535,3M,DUPONT DE NEMOURS,1,2,1,True,0,0,,,False,False,False,False,False,False
3M,DUPONT DE NEMOURS,0,S.1507,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,DUPONT DE NEMOURS,0,S.638,3M,DUPONT DE NEMOURS,1,2,1,True,0,0,,,False,False,False,False,False,False
3M,DUPONT DE NEMOURS,0,S.1473,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,ECOLAB,0,H.R.3052,3M,ECOLAB,2,3,1,True,0,0,,,False,False,False,False,False,False
3M,ECOLAB,0,S.2580,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,ECOLAB,0,S.692,,,1,1,0,False,0,0,,,False,False,False,False,False,False
3M,ECOLAB,0,H.R.2207,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,EDISON INTERNATIONAL,1,S.2302,,,4,4,0,False,0,0,,,False,False,False,False,False,False
3M,ELI LILLY,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,ENTERGY,0,S.1895,3M,ENTERGY,2,3,1,True,0,0,,,False,False,False,False,False,False
3M,ENTERGY,0,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,EVERSOURCE ENERGY,0,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,EVERSOURCE ENERGY,0,S.2302,3M,EVERSOURCE ENERGY,4,8,4,True,0,0,,,False,False,False,False,False,False
3M,EXXONMOBIL,1,S.1507,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,EXXONMOBIL,1,S.638,,,1,1,0,False,0,0,,,False,False,False,False,False,False
3M,EXXONMOBIL,1,S.1473,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,FIRSTENERGY,0,S.2302,3M,FIRSTENERGY,4,5,1,True,0,0,,,False,False,False,False,False,False
3M,FLUOR,0,S.2470,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,FLUOR,0,H.R.2960,3M,FLUOR,2,3,1,True,0,0,,,False,False,False,False,False,False
3M,FLUOR,0,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,FLUOR,0,H.R.7617,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,FORD,0,S.2302,FORD,3M,3,4,1,True,0,0,,,False,False,False,False,False,False
3M,GENERAL DYNAMICS,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,GENERAL DYNAMICS,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,GENERAL DYNAMICS,1,S.2474,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,GENERAL DYNAMICS,1,H.R.7617,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,GENERAL ELECTRIC,0,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,GENERAL ELECTRIC,0,S.692,,,1,1,0,False,0,0,,,False,False,False,False,False,False
3M,GENERAL ELECTRIC,0,S.2302,GENERAL ELECTRIC,3M,3,4,1,True,0,0,,,False,False,False,False,False,False
3M,GENERAL ELECTRIC,0,H.R.2207,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,GILEAD SCIENCES,0,S.1895,3M,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
3M,GILEAD SCIENCES,0,H.R.2740,3M,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
3M,GRAPHIC PACKAGING HOLDING,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,GRAPHIC PACKAGING HOLDING,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,GUARDIAN LIFE INS. CO. OF AMERICA,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,HCA HEALTHCARE,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,HEWLETT PACKARD ENTERPRISE,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,HEWLETT PACKARD ENTERPRISE,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,HOME DEPOT,0,S.2302,3M,HOME DEPOT,4,5,1,True,0,0,,,False,False,False,False,False,False
3M,HONEYWELL INTERNATIONAL,0,S.3372,,,5,5,0,False,0,0,,,False,False,False,False,False,False
3M,HONEYWELL INTERNATIONAL,0,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,HONEYWELL INTERNATIONAL,0,H.R.7617,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,HONEYWELL INTERNATIONAL,0,H.R.4982,3M,HONEYWELL INTERNATIONAL,4,5,1,True,0,0,,,False,False,False,False,False,False
3M,HUMANA,0,S.1895,3M,HUMANA,2,8,6,True,0,0,,,False,False,False,False,False,False
3M,IBM,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,LABORATORY CORP. OF AMERICA,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,LABORATORY CORP. OF AMERICA,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,LEIDOS HOLDINGS,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,LEIDOS HOLDINGS,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,LEIDOS HOLDINGS,1,H.R.2745,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,LEIDOS HOLDINGS,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,LEIDOS HOLDINGS,1,S.2474,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,LEIDOS HOLDINGS,1,S.2470,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,LIBERTY MUTUAL INSURANCE GROUP,0,S.2302,3M,LIBERTY MUTUAL INSURANCE GROUP,4,7,3,True,0,0,,,False,False,False,False,False,False
3M,LOCKHEED MARTIN,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,LOCKHEED MARTIN,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,LOCKHEED MARTIN,1,S.2474,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,MAGELLAN HEALTH,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,MERCK,0,S.1895,3M,MERCK,2,5,3,True,0,0,,,False,False,False,False,False,False
3M,MICRON TECHNOLOGY,1,H.R.7613,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,MICRON TECHNOLOGY,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,MICRON TECHNOLOGY,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,MICRON TECHNOLOGY,1,H.R.7617,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,MICRON TECHNOLOGY,1,S.2470,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,MOLINA HEALTHCARE,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,MOTOROLA SOLUTIONS,1,H.R.2745,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,MOTOROLA SOLUTIONS,1,H.R.7617,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,MUTUAL OF OMAHA INSURANCE,0,S.1895,3M,MUTUAL OF OMAHA INSURANCE,2,5,3,True,0,0,,,False,False,False,False,False,False
3M,NAVISTAR INTERNATIONAL,0,S.1895,3M,NAVISTAR INTERNATIONAL,2,3,1,True,0,0,,,False,False,False,False,False,False
3M,NORTHROP GRUMMAN,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,NORTHROP GRUMMAN,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,NORTHROP GRUMMAN,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,NORTHROP GRUMMAN,1,S.2474,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,NORTHROP GRUMMAN,1,H.R.7617,NORTHROP GRUMMAN,3M,6,7,1,True,0,0,,,False,False,False,False,False,False
3M,NORTHROP GRUMMAN,1,S.2470,3M,NORTHROP GRUMMAN,3,4,1,True,0,0,,,False,False,False,False,False,False
3M,ORACLE,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,ORACLE,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,OWENS CORNING,0,S.2302,OWENS CORNING,3M,3,4,1,True,0,0,,,False,False,False,False,False,False
3M,PG&E,0,S.2302,PG&E,3M,3,4,1,True,0,0,,,False,False,False,False,False,False
3M,PHILLIPS 66,0,H.R.535,3M,PHILLIPS 66,1,2,1,True,0,0,,,False,False,False,False,False,False
3M,PPG INDUSTRIES,0,H.R.7613,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,PPG INDUSTRIES,0,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,PPG INDUSTRIES,0,H.R.535,3M,PPG INDUSTRIES,1,5,4,True,0,0,,,False,False,False,False,False,False
3M,PPG INDUSTRIES,0,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,PPG INDUSTRIES,0,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,PPG INDUSTRIES,0,S.2474,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,PPG INDUSTRIES,0,H.R.7617,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,PUBLIC SERVICE ENTERPRISE GROUP,1,S.2470,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,PUBLIC SERVICE ENTERPRISE GROUP,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,PUBLIC SERVICE ENTERPRISE GROUP,1,S.2580,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,PUBLIC SERVICE ENTERPRISE GROUP,1,H.R.7617,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,RAYTHEON,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,RAYTHEON,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,RAYTHEON,1,H.R.7617,,,7,7,0,False,0,0,,,False,False,False,False,False,False
3M,SOUTHERN,0,H.R.7613,3M,SOUTHERN,7,8,1,True,0,0,,,False,False,False,False,False,False
3M,SOUTHERN,0,S.2302,3M,SOUTHERN,4,6,2,True,0,0,,,False,False,False,False,False,False
3M,SOUTHERN,0,H.R.7617,3M,SOUTHERN,7,8,1,True,0,0,,,False,False,False,False,False,False
3M,TESLA,0,S.2302,TESLA,3M,3,4,1,True,0,0,,,False,False,False,False,False,False
3M,THERMO FISHER SCIENTIFIC,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,UNION PACIFIC,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,UNION PACIFIC,1,S.2302,,,4,4,0,False,0,0,,,False,False,False,False,False,False
3M,UNITED TECHNOLOGIES,0,S.2470,,,3,3,0,False,0,0,,,False,False,False,False,False,False
3M,UNITED TECHNOLOGIES,0,H.R.2960,3M,UNITED TECHNOLOGIES,2,3,1,True,0,0,,,False,False,False,False,False,False
3M,UNITED TECHNOLOGIES,0,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,UNITED TECHNOLOGIES,0,S.2474,3M,UNITED TECHNOLOGIES,3,4,1,True,0,0,,,False,False,False,False,False,False
3M,WALMART,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,WESTROCK,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
3M,WESTROCK,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBOTT LABORATORIES,AIG,0,H.R.6276,ABBOTT LABORATORIES,AIG,5,6,1,True,0,0,,,False,False,False,False,False,False
ABBOTT LABORATORIES,BECTON DICKINSON,0,H.R.6102,ABBOTT LABORATORIES,BECTON DICKINSON,5,6,1,True,0,0,,,False,False,False,False,False,False
ABBOTT LABORATORIES,CHS,1,H.R.6102,,,5,5,0,False,0,0,,,False,False,False,False,False,False
ABBOTT LABORATORIES,DANAHER,1,H.R.6102,,,5,5,0,False,0,0,,,False,False,False,False,False,False
ABBOTT LABORATORIES,GENERAL ELECTRIC,0,S.3468,GENERAL ELECTRIC,ABBOTT LABORATORIES,5,6,1,True,0,0,,,False,False,False,False,False,False
ABBOTT LABORATORIES,LABORATORY CORP. OF AMERICA,1,H.R.6102,,,5,5,0,False,0,0,,,False,False,False,False,False,False
ABBOTT LABORATORIES,QUEST DIAGNOSTICS,0,H.R.6102,ABBOTT LABORATORIES,QUEST DIAGNOSTICS,5,6,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,AMAZON,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,AMEREN,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,AMERISOURCEBERGEN,1,S.2543,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,AMGEN,0,S.1224,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,AMGEN,0,S.1416,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,AMGEN,0,H.R.19,,,4,4,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,AMGEN,0,H.R.1503,ABBVIE,AMGEN,1,2,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,AMGEN,0,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,AMGEN,0,S.659,ABBVIE,AMGEN,1,2,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,AMGEN,0,H.R.1520,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,AMGEN,0,H.R.1499,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,AMGEN,0,H.R.5133,,,4,4,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,AMGEN,0,H.R.3991,,,4,4,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,AMGEN,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,AMGEN,0,H.R.1344,ABBVIE,AMGEN,1,2,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,AMGEN,0,S.3129,AMGEN,ABBVIE,4,7,3,True,0,0,,,False,False,False,False,False,False
ABBVIE,APPLIED MATERIALS,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BALL,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BECTON DICKINSON,1,H.R.2113,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BEST BUY,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BIOGEN,0,H.R.1425,,,6,6,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BIOGEN,0,H.R.19,ABBVIE,BIOGEN,4,5,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,BIOGEN,0,S.1416,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BIOGEN,0,S.2543,ABBVIE,BIOGEN,3,4,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,BIOGEN,0,H.R.1520,ABBVIE,BIOGEN,1,7,6,True,0,0,,,False,False,False,False,False,False
ABBVIE,BIOGEN,0,S.1895,ABBVIE,BIOGEN,2,7,5,True,0,0,,,False,False,False,False,False,False
ABBVIE,BIOGEN,0,H.R.7647,,,7,7,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BIOGEN,0,H.R.3991,ABBVIE,BIOGEN,4,6,2,True,0,0,,,False,False,False,False,False,False
ABBVIE,BIOGEN,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BIOGEN,0,S.3129,BIOGEN,ABBVIE,6,7,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,BLACKSTONE GROUP,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BOEING,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BORGWARNER,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BRISTOL-MYERS SQUIBB,1,S.474,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BRISTOL-MYERS SQUIBB,1,S.2543,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BRISTOL-MYERS SQUIBB,1,H.R.965,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,BRISTOL-MYERS SQUIBB,1,S.475,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CATERPILLAR,0,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CATERPILLAR,0,H.R.3,ABBVIE,CATERPILLAR,3,4,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,CATERPILLAR,0,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CBS,1,S.474,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CENTENE,0,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CENTENE,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CENTENE,0,S.2543,ABBVIE,CENTENE,3,4,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,CHS,0,H.R.1,ABBVIE,CHS,1,4,3,True,0,0,,,False,False,False,False,False,False
ABBVIE,CIGNA,1,H.R.2113,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CIGNA,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CIGNA,1,H.R.1499,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CIGNA,1,S.476,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CIGNA,1,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CIGNA,1,H.R.965,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CIGNA,1,S.64,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CITIGROUP,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CORNING,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,COSTCO,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CVS HEALTH,1,H.R.2113,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CVS HEALTH,1,S.2543,ABBVIE,CVS HEALTH,3,4,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,CVS HEALTH,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CVS HEALTH,1,S.659,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CVS HEALTH,1,H.R.1499,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CVS HEALTH,1,S.476,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CVS HEALTH,1,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,CVS HEALTH,1,S.3129,CVS HEALTH,ABBVIE,5,7,2,True,0,0,,,False,False,False,False,False,False
ABBVIE,CVS HEALTH,1,S.64,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,DEERE,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,DELL TECHNOLOGIES,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,DELTA AIR LINES,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,DUKE ENERGY,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,ELI LILLY,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,ELI LILLY,1,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,ELI LILLY,1,S.2543,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,ENTERGY,0,S.1895,ABBVIE,ENTERGY,2,3,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,ENTERGY,0,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,EVERSOURCE ENERGY,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,EXXONMOBIL,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,FACEBOOK,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,FIFTH THIRD BANCORP,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,FLUOR,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,GENERAL DYNAMICS,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
