rbo_source,rbo_target,rbo_balanced,bill,leader,follower,q_leader,q_follower,lag_quarters,is_bill_directed,shared_lobbyist_count,shared_firm_count,shared_lobbyists,shared_firms,is_lobbyist_mediated,is_firm_mediated,is_any_mediated,net_lob_connected,net_firm_connected,net_any_connected
GENERAL MOTORS,HEWLETT PACKARD ENTERPRISE,0,H.R.5,GENERAL MOTORS,HEWLETT PACKARD ENTERPRISE,1,4,3,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,HUMANA,0,H.R.3,HUMANA,GENERAL MOTORS,3,4,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,IBM,1,S.788,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,IBM,1,H.R.5,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,INTEL,1,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,INTERNATIONAL PAPER,0,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,INTERNATIONAL PAPER,0,S.617,GENERAL MOTORS,INTERNATIONAL PAPER,2,3,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,JOHNSON & JOHNSON,0,H.R.3,,,4,4,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,JOHNSON & JOHNSON,0,H.R.5,GENERAL MOTORS,JOHNSON & JOHNSON,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,LABORATORY CORP. OF AMERICA,1,S.684,LABORATORY CORP. OF AMERICA,GENERAL MOTORS,2,4,2,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,LABORATORY CORP. OF AMERICA,1,H.R.3593,GENERAL MOTORS,LABORATORY CORP. OF AMERICA,2,6,4,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,LOCKHEED MARTIN,0,S.684,LOCKHEED MARTIN,GENERAL MOTORS,1,4,3,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,MARATHON PETROLEUM,0,H.R.1027,MARATHON PETROLEUM,GENERAL MOTORS,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,MARATHON PETROLEUM,0,S.1094,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,MARATHON PETROLEUM,0,S.343,MARATHON PETROLEUM,GENERAL MOTORS,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,MARATHON PETROLEUM,0,S.617,MARATHON PETROLEUM,GENERAL MOTORS,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,MERCK,0,H.R.3,MERCK,GENERAL MOTORS,3,4,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,MICRON TECHNOLOGY,0,S.788,GENERAL MOTORS,MICRON TECHNOLOGY,1,8,7,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,MICRON TECHNOLOGY,0,H.R.5,GENERAL MOTORS,MICRON TECHNOLOGY,1,8,7,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,MICROSOFT,1,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,MOTOROLA SOLUTIONS,1,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,MUTUAL OF OMAHA INSURANCE,0,H.R.3,GENERAL MOTORS,MUTUAL OF OMAHA INSURANCE,4,5,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,ORACLE,1,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,ORACLE,1,H.R.1158,,,4,4,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PG&E,0,H.R.2042,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PG&E,0,S.617,PG&E,GENERAL MOTORS,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PG&E,0,H.R.2256,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PG&E,0,S.1094,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PG&E,0,H.R.978,PG&E,GENERAL MOTORS,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PG&E,0,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PHILLIPS 66,0,H.R.2042,PHILLIPS 66,GENERAL MOTORS,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PHILLIPS 66,0,S.617,PHILLIPS 66,GENERAL MOTORS,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PHILLIPS 66,0,H.R.1027,PHILLIPS 66,GENERAL MOTORS,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PHILLIPS 66,0,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PHILLIPS 66,0,S.684,PHILLIPS 66,GENERAL MOTORS,1,4,3,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PHILLIPS 66,0,S.343,PHILLIPS 66,GENERAL MOTORS,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PNC FINANCIAL SERVICES,0,H.R.5,GENERAL MOTORS,PNC FINANCIAL SERVICES,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PPG INDUSTRIES,1,H.R.1158,,,4,4,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PPL,0,S.1094,GENERAL MOTORS,PPL,2,3,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PPL,0,H.R.2256,GENERAL MOTORS,PPL,2,3,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PPL,0,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PRINCIPAL FINANCIAL,0,H.R.5,GENERAL MOTORS,PRINCIPAL FINANCIAL,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,PUBLIC SERVICE ENTERPRISE GROUP,1,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,RAYTHEON,0,S.684,RAYTHEON,GENERAL MOTORS,2,4,2,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,SALESFORCE,0,S.788,GENERAL MOTORS,SALESFORCE,1,4,3,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,SALESFORCE,0,H.R.5,GENERAL MOTORS,SALESFORCE,1,4,3,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,STANLEY BLACK & DECKER,0,H.R.5,GENERAL MOTORS,STANLEY BLACK & DECKER,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,STATE FARM INSURANCE,0,H.R.3593,GENERAL MOTORS,STATE FARM INSURANCE,2,4,2,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,TESLA,1,S.1094,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,TESLA,1,H.R.2256,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,UNION PACIFIC,0,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,UNION PACIFIC,0,S.617,UNION PACIFIC,GENERAL MOTORS,1,2,1,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,VF,0,S.1094,GENERAL MOTORS,VF,2,6,4,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,VF,0,H.R.2256,GENERAL MOTORS,VF,2,6,4,True,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,XCEL ENERGY,1,S.1094,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,XCEL ENERGY,1,H.R.2256,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENERAL MOTORS,XCEL ENERGY,1,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,GOLDMAN SACHS GROUP,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,GUARDIAN LIFE INS. CO. OF AMERICA,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,HARTFORD FINANCIAL SERVICES,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,HUNTSMAN,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,KROGER,1,H.R.3301,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,MASSACHUSETTS MUTUAL LIFE INSURANCE,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,METLIFE,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,NATIONWIDE,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,NEXTERA ENERGY,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,PPG INDUSTRIES,1,H.R.3301,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,PPG INDUSTRIES,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,PRUDENTIAL FINANCIAL,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,RITE AID,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,S&P GLOBAL,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,UNITED TECHNOLOGIES,1,H.R.3301,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,W.R. BERKLEY,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GENWORTH FINANCIAL,WESTERN UNION,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,GUARDIAN LIFE INS. CO. OF AMERICA,0,S.1895,GUARDIAN LIFE INS. CO. OF AMERICA,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,GUARDIAN LIFE INS. CO. OF AMERICA,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,HCA HEALTHCARE,0,S.1895,HCA HEALTHCARE,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,HCA HEALTHCARE,0,H.R.6074,HCA HEALTHCARE,GILEAD SCIENCES,5,7,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,HOLLYFRONTIER,0,H.R.2740,,,3,3,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,HOLLYFRONTIER,0,H.R.3055,HOLLYFRONTIER,GILEAD SCIENCES,3,4,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,HUMANA,0,S.2543,,,3,3,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,HUMANA,0,H.R.6074,HUMANA,GILEAD SCIENCES,5,7,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,HUMANA,0,S.1895,GILEAD SCIENCES,HUMANA,3,8,5,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,HUMANA,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,HUMANA,0,S.3129,GILEAD SCIENCES,HUMANA,4,8,4,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,IBM,0,S.1895,IBM,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,JOHNSON & JOHNSON,0,H.R.3,GILEAD SCIENCES,JOHNSON & JOHNSON,3,4,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,JOHNSON & JOHNSON,0,H.R.19,,,4,4,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,JOHNSON & JOHNSON,0,S.2543,GILEAD SCIENCES,JOHNSON & JOHNSON,3,4,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,JOHNSON & JOHNSON,0,H.R.6074,JOHNSON & JOHNSON,GILEAD SCIENCES,5,7,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,JPMORGAN CHASE & CO.,0,H.R.3164,JPMORGAN CHASE & CO.,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,KROGER,0,H.R.8337,GILEAD SCIENCES,KROGER,7,8,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,LABORATORY CORP. OF AMERICA,0,S.1895,LABORATORY CORP. OF AMERICA,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,LEIDOS HOLDINGS,0,H.R.3164,LEIDOS HOLDINGS,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,LEIDOS HOLDINGS,0,H.R.2740,LEIDOS HOLDINGS,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,LEIDOS HOLDINGS,0,H.R.3055,LEIDOS HOLDINGS,GILEAD SCIENCES,2,4,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,LEIDOS HOLDINGS,0,H.R.6074,LEIDOS HOLDINGS,GILEAD SCIENCES,5,7,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,LOCKHEED MARTIN,0,H.R.2740,LOCKHEED MARTIN,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,LOCKHEED MARTIN,0,H.R.3055,LOCKHEED MARTIN,GILEAD SCIENCES,2,4,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,LOCKHEED MARTIN,0,H.R.4378,,,3,3,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,LOCKHEED MARTIN,0,H.R.6074,LOCKHEED MARTIN,GILEAD SCIENCES,5,7,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,LOCKHEED MARTIN,0,H.R.2839,LOCKHEED MARTIN,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MAGELLAN HEALTH,0,S.1895,MAGELLAN HEALTH,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MAGELLAN HEALTH,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MAGELLAN HEALTH,0,S.2543,,,3,3,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MAGELLAN HEALTH,0,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MCKESSON,0,H.R.3,GILEAD SCIENCES,MCKESSON,3,7,4,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MERCK,0,S.1895,GILEAD SCIENCES,MERCK,3,5,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MERCK,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MERCK,0,H.R.19,GILEAD SCIENCES,MERCK,4,8,4,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MERCK,0,S.2543,,,3,3,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MOLINA HEALTHCARE,0,S.1895,MOLINA HEALTHCARE,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MOLINA HEALTHCARE,0,H.R.6074,MOLINA HEALTHCARE,GILEAD SCIENCES,5,7,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MOTOROLA SOLUTIONS,0,H.R.3055,MOTOROLA SOLUTIONS,GILEAD SCIENCES,2,4,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MUTUAL OF OMAHA INSURANCE,0,S.1895,GILEAD SCIENCES,MUTUAL OF OMAHA INSURANCE,3,5,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MUTUAL OF OMAHA INSURANCE,0,H.R.3,GILEAD SCIENCES,MUTUAL OF OMAHA INSURANCE,3,5,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MUTUAL OF OMAHA INSURANCE,0,H.R.19,,,4,4,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,MUTUAL OF OMAHA INSURANCE,0,S.2543,GILEAD SCIENCES,MUTUAL OF OMAHA INSURANCE,3,5,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,NAVISTAR INTERNATIONAL,0,S.1895,,,3,3,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,NAVISTAR INTERNATIONAL,0,H.R.6074,NAVISTAR INTERNATIONAL,GILEAD SCIENCES,5,7,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,NORTHROP GRUMMAN,0,H.R.2740,NORTHROP GRUMMAN,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,NORTHROP GRUMMAN,0,H.R.3055,NORTHROP GRUMMAN,GILEAD SCIENCES,2,4,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,ORACLE,0,H.R.2740,ORACLE,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,PPG INDUSTRIES,0,H.R.6074,PPG INDUSTRIES,GILEAD SCIENCES,5,7,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,PPG INDUSTRIES,0,H.R.3055,,,4,4,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,PPG INDUSTRIES,0,H.R.2740,PPG INDUSTRIES,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,PPG INDUSTRIES,0,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,PUBLIC SERVICE ENTERPRISE GROUP,0,H.R.3055,PUBLIC SERVICE ENTERPRISE GROUP,GILEAD SCIENCES,2,4,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,PUBLIC SERVICE ENTERPRISE GROUP,0,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,RAYTHEON,0,S.1895,RAYTHEON,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,RAYTHEON,0,H.R.2839,RAYTHEON,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,RAYTHEON,0,H.R.3055,RAYTHEON,GILEAD SCIENCES,2,4,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,REGENERON PHARMACEUTICALS,0,H.R.3,GILEAD SCIENCES,REGENERON PHARMACEUTICALS,3,5,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,REGENERON PHARMACEUTICALS,0,S.2543,GILEAD SCIENCES,REGENERON PHARMACEUTICALS,3,5,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,RITE AID,1,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,RITE AID,1,S.2543,,,3,3,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,TEXTRON,0,H.R.2839,TEXTRON,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,TEXTRON,0,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,TEXTRON,0,H.R.3055,TEXTRON,GILEAD SCIENCES,2,4,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,THERMO FISHER SCIENTIFIC,0,H.R.2740,THERMO FISHER SCIENTIFIC,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,THERMO FISHER SCIENTIFIC,0,H.R.3055,THERMO FISHER SCIENTIFIC,GILEAD SCIENCES,2,4,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,UNION PACIFIC,0,H.R.2740,UNION PACIFIC,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,UNION PACIFIC,0,H.R.3055,UNION PACIFIC,GILEAD SCIENCES,2,4,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,UNITED TECHNOLOGIES,0,H.R.3055,UNITED TECHNOLOGIES,GILEAD SCIENCES,2,4,2,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,WALGREENS BOOTS ALLIANCE,0,H.R.3,GILEAD SCIENCES,WALGREENS BOOTS ALLIANCE,3,4,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,WALGREENS BOOTS ALLIANCE,0,S.2543,GILEAD SCIENCES,WALGREENS BOOTS ALLIANCE,3,6,3,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,WALMART,0,S.1895,WALMART,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
GILEAD SCIENCES,WELLS FARGO,1,H.R.4378,,,3,3,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,GUARDIAN LIFE INS. CO. OF AMERICA,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,GUARDIAN LIFE INS. CO. OF AMERICA,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,HARTFORD FINANCIAL SERVICES,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,HUNTSMAN,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,KEYCORP,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,MASSACHUSETTS MUTUAL LIFE INSURANCE,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,METLIFE,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,NATIONWIDE,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,NEXTERA ENERGY,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,NORTHERN TRUST,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,NORTHWESTERN MUTUAL,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,OWENS-ILLINOIS,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,PNC FINANCIAL SERVICES,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,PRUDENTIAL FINANCIAL,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,REGIONS FINANCIAL,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,SYNCHRONY FINANCIAL,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,U.S. BANCORP,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,W.R. BERKLEY,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GOLDMAN SACHS GROUP,WESCO INTERNATIONAL,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,HOLLYFRONTIER,0,H.R.2960,GRAPHIC PACKAGING HOLDING,HOLLYFRONTIER,2,3,1,True,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,HOLLYFRONTIER,0,H.R.2740,GRAPHIC PACKAGING HOLDING,HOLLYFRONTIER,2,3,1,True,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,HUNTSMAN,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,ILLINOIS TOOL WORKS,0,S.1982,GRAPHIC PACKAGING HOLDING,ILLINOIS TOOL WORKS,2,3,1,True,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,INTEL,0,H.R.3266,GRAPHIC PACKAGING HOLDING,INTEL,1,2,1,True,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,INTERNATIONAL PAPER,0,S.3263,,,5,5,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,INTERNATIONAL PAPER,0,S.1982,GRAPHIC PACKAGING HOLDING,INTERNATIONAL PAPER,2,3,1,True,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,INTERNATIONAL PAPER,0,H.R.5906,GRAPHIC PACKAGING HOLDING,INTERNATIONAL PAPER,5,6,1,True,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,INTERNATIONAL PAPER,0,H.R.5845,,,5,5,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,LEIDOS HOLDINGS,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,LEIDOS HOLDINGS,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,MICRON TECHNOLOGY,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,MICRON TECHNOLOGY,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,NORTHROP GRUMMAN,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,NORTHROP GRUMMAN,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,ORACLE,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,PPG INDUSTRIES,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,PPG INDUSTRIES,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,PUBLIC SERVICE ENTERPRISE GROUP,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,TEXAS INSTRUMENTS,1,H.R.5895,,,1,1,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,THERMO FISHER SCIENTIFIC,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,UNION PACIFIC,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,UNITED TECHNOLOGIES,0,H.R.2960,GRAPHIC PACKAGING HOLDING,UNITED TECHNOLOGIES,2,3,1,True,0,0,,,False,False,False,False,False,False
GRAPHIC PACKAGING HOLDING,WESTROCK,1,S.1982,,,2,2,0,False,2,1,"Colling, Terese|McPoland, Frances","Colling, Swift & Hynes",True,True,True,False,True,True
