firm,community,within_comm_eigenvector,z_score,participation_coeff,global_pagerank,katz_centrality,ga_role
MCDONALD'S,4,0.366623,1.0243,0.5016,0.009114,0.065982,peripheral
BOSTON SCIENTIFIC,4,0.366623,1.0243,0.1845,0.006918,0.050797,peripheral
DUKE ENERGY,1,0.366316,2.375,0.0596,0.010137,0.063155,peripheral
PNC FINANCIAL SERVICES,0,0.363727,2.0072,0.0685,0.00806,0.043757,peripheral
AMAZON,5,0.360293,0.9812,0.2147,0.008043,0.07789,peripheral
TEXAS INSTRUMENTS,5,0.357507,0.9504,0.3366,0.009028,0.078422,peripheral
CUMMINS,5,0.351207,0.975,0.308,0.008984,0.078172,peripheral
MOLINA HEALTHCARE,2,0.345308,1.2836,0.2517,0.005419,0.04039,peripheral
CONOCOPHILLIPS,4,0.341565,0.8118,0.5193,0.00958,0.055175,peripheral
ALPHABET,5,0.336469,0.7014,0.1737,0.006702,0.073315,peripheral
CONSTELLATION BRANDS,0,0.335055,1.2935,0.0,0.005959,0.039302,ultra_peripheral
SALESFORCE,5,0.330007,0.7601,0.2507,0.007758,0.072167,peripheral
BLACKSTONE GROUP,2,0.321722,1.7941,0.1555,0.005918,0.044623,peripheral
AMEREN,1,0.32105,1.3724,0.0943,0.00719,0.054628,peripheral
COGNIZANT TECHNOLOGY SOLUTIONS,5,0.315906,0.545,0.3562,0.007286,0.071366,peripheral
LINCOLN NATIONAL,0,0.314282,1.8973,0.4513,0.009389,0.052526,peripheral
HUMANA,2,0.296725,1.1419,0.5275,0.00659,0.044494,peripheral
CVS HEALTH,2,0.292262,1.7931,0.1964,0.006138,0.046244,peripheral
NORTHROP GRUMMAN,4,0.290298,1.4951,0.3457,0.010124,0.053712,peripheral
BERKSHIRE HATHAWAY,6,0.282142,-0.0268,0.505,0.005327,0.034491,peripheral
IBM,3,0.273933,0.8557,0.4603,0.014142,0.247002,peripheral
CARDINAL HEALTH,4,0.273059,0.2637,0.2178,0.005501,0.043628,peripheral
FACEBOOK,3,0.269203,0.7797,0.1335,0.009769,0.221598,peripheral
NORTHWESTERN MUTUAL,0,0.267254,1.5204,0.0541,0.007059,0.040974,peripheral
ABBVIE,3,0.266126,0.7039,0.2492,0.010951,0.221832,peripheral
CORNING,4,0.265601,0.3946,0.6246,0.008421,0.055559,peripheral
U.S. BANCORP,0,0.265441,0.965,0.0,0.005733,0.037325,ultra_peripheral
HONEYWELL INTERNATIONAL,3,0.265169,0.7044,0.1885,0.010076,0.219536,peripheral
CITIZENS FINANCIAL GROUP,0,0.263424,0.6214,0.0,0.004677,0.036153,ultra_peripheral
HARTFORD FINANCIAL SERVICES,3,0.263069,0.6591,0.0472,0.008576,0.214205,ultra_peripheral
NATIONWIDE,3,0.263025,0.6579,0.076,0.008819,0.21468,peripheral
PRUDENTIAL FINANCIAL,3,0.262109,0.6438,0.0944,0.009028,0.214491,peripheral
BEST BUY,3,0.25725,0.5696,0.2465,0.010211,0.21651,peripheral
CATERPILLAR,3,0.249521,0.4517,0.2277,0.010164,0.208922,peripheral
MUTUAL OF OMAHA INSURANCE,2,0.244858,1.2436,0.2,0.005546,0.038495,peripheral
HCA HEALTHCARE,2,0.236479,1.2028,0.2923,0.00555,0.040575,peripheral
GOLDMAN SACHS GROUP,3,0.225756,0.0917,0.0351,0.007524,0.18711,ultra_peripheral
MASSACHUSETTS MUTUAL LIFE INSURANCE,3,0.225756,0.0917,0.0,0.007143,0.186661,ultra_peripheral
W.R. BERKLEY,3,0.225756,0.0917,0.0,0.007143,0.186661,ultra_peripheral
CHS,3,0.225756,0.0917,0.1587,0.008569,0.18962,peripheral
NEXTERA ENERGY,3,0.225756,0.0917,0.0,0.007143,0.186661,ultra_peripheral
HOME DEPOT,0,0.215268,1.6805,0.3292,0.007628,0.048128,peripheral
LOWE'S,0,0.201512,1.7402,0.2667,0.007466,0.050099,peripheral
GENWORTH FINANCIAL,3,0.198917,-0.3328,0.0,0.006375,0.167602,ultra_peripheral
METLIFE,3,0.198917,-0.3328,0.0,0.006375,0.167602,ultra_peripheral
CIGNA,2,0.19604,0.7603,0.2725,0.004719,0.037391,peripheral
CHEVRON,1,0.190655,0.434,0.2377,0.004952,0.048803,peripheral
QUEST DIAGNOSTICS,4,0.189349,-0.327,0.0,0.003322,0.037003,ultra_peripheral
BANK OF NEW YORK MELLON,0,0.180725,-0.066,0.0,0.003333,0.03294,ultra_peripheral
BRISTOL-MYERS SQUIBB,2,0.15745,0.3632,0.2654,0.003693,0.040158,peripheral
STATE FARM INSURANCE,0,0.156311,-0.1294,0.4682,0.004333,0.036809,peripheral
COSTCO,3,0.144622,-1.1971,0.0,0.004824,0.129127,ultra_peripheral
APPLIED MATERIALS,3,0.144622,-1.1971,0.0,0.004824,0.129127,ultra_peripheral
PEPSICO,0,0.144148,1.1993,0.0,0.006389,0.038585,ultra_peripheral
ORACLE,5,0.142125,-0.5002,0.6663,0.006628,0.057383,non_hub_connector
WEYERHAEUSER,0,0.13746,0.6685,0.095,0.004833,0.03742,peripheral
3M,2,0.136049,0.401,0.4712,0.005016,0.041418,peripheral
YUM BRANDS,0,0.134949,0.8738,0.3734,0.006388,0.046765,peripheral
PUBLIX SUPER MARKETS,0,0.133516,-0.0581,0.0765,0.003085,0.035574,peripheral
COCA-COLA,0,0.132541,1.3424,0.0968,0.006521,0.039984,peripheral
JOHNSON & JOHNSON,2,0.131053,1.6722,0.4635,0.008267,0.044975,peripheral
LIBERTY MUTUAL INSURANCE GROUP,4,0.12989,-0.673,0.5702,0.004364,0.041311,peripheral
PG&E,1,0.128877,0.757,0.5726,0.009055,0.052922,peripheral
KROGER,0,0.125827,0.6551,0.4074,0.006262,0.04668,peripheral
MERCK,2,0.100569,-0.1612,0.4418,0.003112,0.04027,peripheral
AMERIPRISE FINANCIAL,0,0.097537,0.244,0.1693,0.003997,0.038195,peripheral
BIOGEN,2,0.095714,0.3735,0.4662,0.004959,0.037017,peripheral
FIRSTENERGY,1,0.095033,0.5765,0.1632,0.006351,0.042136,peripheral
SYSCO,0,0.093839,-0.0323,0.0,0.00331,0.033453,ultra_peripheral
DELL TECHNOLOGIES,2,0.090978,0.4873,0.6303,0.007438,0.043923,non_hub_connector
AMERICAN ELECTRIC POWER,1,0.087384,1.2329,0.1269,0.007875,0.045637,peripheral
DUPONT DE NEMOURS,4,0.079923,-0.7845,0.3885,0.003021,0.034277,peripheral
CENTERPOINT ENERGY,1,0.076065,0.1098,0.4956,0.007124,0.0417,peripheral
EXELON,1,0.07478,0.1051,0.225,0.005116,0.03857,peripheral
AMERISOURCEBERGEN,2,0.07007,-0.2841,0.122,0.002547,0.031626,peripheral
AMGEN,2,0.06843,-0.4917,0.2782,0.002164,0.032982,peripheral
HP,4,0.068266,-0.6768,0.2347,0.003084,0.036921,peripheral
PPL,1,0.066105,0.7307,0.0962,0.006047,0.041082,peripheral
WALMART,2,0.065927,-0.3586,0.5193,0.003117,0.033594,peripheral
JPMORGAN CHASE & CO.,0,0.061453,-0.5567,0.0,0.003337,0.030436,ultra_peripheral
PPG INDUSTRIES,2,0.058611,-0.1174,0.4527,0.004992,0.033986,peripheral
GRAPHIC PACKAGING HOLDING,4,0.057781,-0.3735,0.191,0.004131,0.034476,peripheral
DANAHER,2,0.056325,1.3362,0.2883,0.007844,0.039189,peripheral
UNITED AIRLINES HOLDINGS,0,0.055242,-0.0771,0.3946,0.005114,0.034656,peripheral
INTEL,5,0.054254,-1.0999,0.415,0.002173,0.033712,peripheral
HERSHEY,2,0.054033,-0.2732,0.4539,0.003187,0.033184,peripheral
LEIDOS HOLDINGS,2,0.054033,-0.2732,0.5582,0.003599,0.034121,peripheral
CAPITAL ONE FINANCIAL,0,0.053019,-0.0947,0.0819,0.005195,0.032585,peripheral
FORD,0,0.052612,0.0961,0.4494,0.005298,0.036947,peripheral
TARGET,0,0.050911,-0.0803,0.0933,0.004351,0.033181,peripheral
RITE AID,2,0.05083,-0.4661,0.1938,0.002463,0.030974,peripheral
WESTROCK,4,0.05058,-0.4309,0.1347,0.003844,0.033719,peripheral
SOUTHERN,1,0.04931,0.1687,0.0,0.003996,0.036438,ultra_peripheral
AES,1,0.049057,0.493,0.0,0.005032,0.038326,ultra_peripheral
MARATHON OIL,4,0.048312,-0.8681,0.0,0.002359,0.031232,ultra_peripheral
BECTON DICKINSON,2,0.047507,-0.6235,0.0,0.002246,0.029302,ultra_peripheral
VALERO ENERGY,6,0.046617,-1.0767,0.0,0.001508,0.027928,ultra_peripheral
HILTON WORLDWIDE HOLDINGS,2,0.046317,-0.4131,0.477,0.003584,0.032419,peripheral
ILLINOIS TOOL WORKS,0,0.043836,-0.233,0.6575,0.005878,0.039639,non_hub_connector
NUCOR,0,0.043044,-0.2508,0.0,0.003055,0.032081,ultra_peripheral
DAVITA,0,0.042732,-1.0295,0.0,0.001485,0.028651,ultra_peripheral
GENERAL MOTORS,1,0.040836,-0.1321,0.5246,0.004601,0.03916,peripheral
PUBLIC SERVICE ENTERPRISE GROUP,1,0.03926,-0.3358,0.0,0.003128,0.032371,ultra_peripheral
EXXONMOBIL,1,0.038883,0.2093,0.4463,0.00605,0.044823,peripheral
CITIGROUP,0,0.038784,-0.296,0.0,0.004372,0.031023,ultra_peripheral
AMERICAN FAMILY INSURANCE GROUP,0,0.03753,-0.2063,0.2424,0.003354,0.034816,peripheral
TESLA,1,0.036868,-0.4831,0.447,0.00305,0.033919,peripheral
ALLSTATE,0,0.035854,0.4587,0.208,0.005053,0.038642,peripheral
ECOLAB,1,0.033144,0.0276,0.3935,0.005474,0.041942,peripheral
VERIZON,1,0.032511,-0.4607,0.6645,0.004184,0.041167,non_hub_connector
GENERAL ELECTRIC,2,0.032394,-0.7123,0.616,0.002359,0.033213,peripheral
EBAY,4,0.031853,-1.1756,0.0,0.002786,0.029251,ultra_peripheral
NAVISTAR INTERNATIONAL,5,0.029633,-1.2423,0.5602,0.001664,0.031325,peripheral
AT&T,1,0.026962,-0.5641,0.5575,0.003483,0.034359,peripheral
BANK OF AMERICA,4,0.026483,-1.2539,0.2594,0.002212,0.028974,peripheral
TIAA,0,0.025704,-0.0798,0.3191,0.00437,0.039557,peripheral
EVERSOURCE ENERGY,2,0.025277,0.1979,0.1521,0.005035,0.032534,peripheral
PROCTER & GAMBLE,2,0.025276,0.1979,0.1521,0.005074,0.032524,peripheral
LOCKHEED MARTIN,1,0.023366,-0.5197,0.6482,0.003822,0.035559,non_hub_connector
REGENERON PHARMACEUTICALS,2,0.022475,-0.8911,0.0,0.001488,0.028253,ultra_peripheral
PHILLIPS 66,1,0.021289,-0.0856,0.2093,0.004431,0.034876,peripheral
FIFTH THIRD BANCORP,0,0.019641,-0.4568,0.0,0.003891,0.030265,ultra_peripheral
STANLEY BLACK & DECKER,5,0.019566,-1.2421,0.3668,0.001633,0.029838,peripheral
ELI LILLY,2,0.018381,-0.9785,0.0,0.001289,0.028137,ultra_peripheral
CHARTER COMMUNICATIONS,1,0.017816,-0.6698,0.119,0.002512,0.030012,peripheral
LUMEN TECHNOLOGIES,1,0.01769,-0.7814,0.7543,0.002892,0.036794,non_hub_connector
MOLSON COORS BEVERAGE,0,0.017638,-0.3839,0.0,0.004385,0.030481,ultra_peripheral
S&P GLOBAL,0,0.015179,-0.9306,0.0,0.002129,0.028738,ultra_peripheral
AMERICAN EXPRESS,0,0.014723,-0.9355,0.6621,0.00336,0.034632,non_hub_connector
REGIONS FINANCIAL,0,0.014695,-1.0051,0.3951,0.002036,0.030147,peripheral
GENERAL DYNAMICS,2,0.014444,-0.3426,0.0,0.003073,0.030038,ultra_peripheral
DISCOVER FINANCIAL SERVICES,2,0.012927,-0.9621,0.3927,0.001742,0.028611,peripheral
DOMINION ENERGY,1,0.012716,-0.5759,0.0529,0.002314,0.030096,peripheral
AECOM,6,0.011227,-1.3477,0.0,0.000911,0.027136,ultra_peripheral
IHEARTMEDIA,0,0.009951,-1.0433,0.5276,0.002328,0.03023,peripheral
GENERAL MILLS,5,0.009429,-1.3072,0.4444,0.001401,0.028757,peripheral
LABORATORY CORP. OF AMERICA,2,0.009419,-0.4786,0.1566,0.003162,0.030792,peripheral
KEYCORP,0,0.009168,-0.5465,0.0,0.003969,0.029846,ultra_peripheral
NORTHERN TRUST,0,0.007518,-0.8004,0.0,0.002797,0.029007,ultra_peripheral
BOEING,1,0.007264,-0.9196,0.7429,0.001435,0.03298,non_hub_connector
LOEWS,1,0.007222,-0.5547,0.1632,0.00283,0.030139,peripheral
USAA,0,0.006895,-1.1441,0.0,0.001613,0.027805,ultra_peripheral
OWENS CORNING,2,0.006495,-0.9594,0.0,0.001864,0.027926,ultra_peripheral
BALL,1,0.006415,-0.4022,0.726,0.005015,0.042242,non_hub_connector
PEABODY ENERGY,1,0.006399,-0.9139,0.501,0.001448,0.02819,peripheral
KIMBERLY-CLARK,0,0.006001,-1.2991,0.0,0.000943,0.027485,ultra_peripheral
FOX CORP,0,0.005623,-1.1782,0.6945,0.001908,0.032189,non_hub_connector
ALASKA AIR GROUP,3,0.005509,-3.4247,0.6412,0.001193,0.031702,non_hub_connector
THERMO FISHER SCIENTIFIC,2,0.005391,-1.0867,0.5625,0.0015,0.028151,peripheral
ABBOTT LABORATORIES,2,0.005049,-0.7083,0.0,0.002369,0.028716,ultra_peripheral
SEMPRA ENERGY,1,0.004888,-0.8534,0.0,0.001292,0.028051,ultra_peripheral
EDISON INTERNATIONAL,1,0.004851,-0.8998,0.5641,0.001332,0.028892,peripheral
ALTRIA GROUP,0,0.00481,-0.8769,0.0,0.002632,0.02874,ultra_peripheral
CISCO SYSTEMS,1,0.004709,-0.6846,0.0,0.00181,0.029509,ultra_peripheral
OLIN,2,0.004535,-1.1144,0.2026,0.001192,0.027593,peripheral
MOTOROLA SOLUTIONS,1,0.004225,-0.4849,0.1151,0.003056,0.030384,peripheral
WESTERN UNION,0,0.004194,-0.8348,0.1813,0.003181,0.029063,peripheral
WINDSTREAM HOLDINGS,5,0.003834,-1.3648,0.0,0.000899,0.027622,ultra_peripheral
MARATHON PETROLEUM,1,0.003183,-0.7456,0.0,0.00185,0.028619,ultra_peripheral
ONEOK,1,0.002945,-0.6635,0.0,0.002422,0.029004,ultra_peripheral
FEDEX,1,0.002902,-0.1685,0.4606,0.006281,0.036529,peripheral
ENERGY TRANSFER,1,0.002725,-0.4948,0.0,0.003443,0.029852,ultra_peripheral
CONSOLIDATED EDISON,1,0.002725,-0.4948,0.0,0.003443,0.029852,ultra_peripheral
ABM INDUSTRIES,1,0.002697,-0.4386,0.0,0.003192,0.030174,ultra_peripheral
MARRIOTT INTERNATIONAL,2,0.002468,-1.1711,0.0,0.001009,0.027271,ultra_peripheral
LIBERTY MEDIA,0,0.002438,-1.0865,0.0,0.002917,0.027974,ultra_peripheral
RAYTHEON,1,0.001701,-0.5403,0.5987,0.003757,0.032883,peripheral
DISH NETWORK,2,0.001571,-1.2559,0.6286,0.000912,0.027263,non_hub_connector
WALGREENS BOOTS ALLIANCE,2,0.001479,-0.8434,0.0,0.003431,0.028142,ultra_peripheral
CLOROX,2,0.001452,-1.1614,0.0,0.001079,0.027303,ultra_peripheral
BLACKROCK,0,0.001226,-1.2991,0.0,0.000979,0.027393,ultra_peripheral
SYNCHRONY FINANCIAL,0,0.001047,-1.316,0.0,0.001011,0.027258,ultra_peripheral
HOLLYFRONTIER,1,0.000921,-0.9504,0.0,0.000965,0.027424,ultra_peripheral
CBS,1,0.00074,-0.916,0.3248,0.001445,0.027612,peripheral
LIVE NATION ENTERTAINMENT,4,0.00068,-1.4705,0.0,0.001052,0.027098,ultra_peripheral
UNITED PARCEL SERVICE,1,0.000362,-0.7004,0.0,0.002164,0.028991,ultra_peripheral
WHIRLPOOL,2,0.000211,-1.2199,0.5,0.001218,0.027377,peripheral
TENET HEALTHCARE,2,0.0002,-0.9785,0.0,0.002767,0.027736,ultra_peripheral
AMERICAN AIRLINES GROUP,1,0.000187,-0.8236,0.4331,0.001896,0.028646,peripheral
NAVIENT,0,0.000182,-1.2342,0.0,0.002081,0.027448,ultra_peripheral
SOUTHWEST AIRLINES,1,8.1e-05,-0.9504,0.0,0.001043,0.027354,ultra_peripheral
