source,target,weight,source_firsts,target_firsts,tie_count,shared_bills,net_temporal,balanced,directed_bills,lobbyist_mediated,firm_mediated,any_mediated,mean_lag_quarters,net_lob_connected,net_firm_connected,net_any_connected,lobbyist_mediation_rate,firm_mediation_rate,any_mediation_rate
GILEAD SCIENCES,HUMANA,0.108266,2,1,2,5,1,0,3.0,0.0,0.0,0.0,3.6666666666666665,False,False,False,0.0,0.0,0.0
IBM,GILEAD SCIENCES,0.001605,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GILEAD SCIENCES,JOHNSON & JOHNSON,0.000424,2,1,1,4,1,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
JPMORGAN CHASE & CO.,GILEAD SCIENCES,0.004747,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GILEAD SCIENCES,KROGER,0.002937,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
LABORATORY CORP. OF AMERICA,GILEAD SCIENCES,0.002424,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
LEIDOS HOLDINGS,GILEAD SCIENCES,0.01781,4,0,0,4,4,0,4.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
LOCKHEED MARTIN,GILEAD SCIENCES,0.000949,4,0,1,5,4,0,4.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
MAGELLAN HEALTH,GILEAD SCIENCES,0.02492,1,0,3,4,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GILEAD SCIENCES,MCKESSON,0.004747,1,0,0,1,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
GILEAD SCIENCES,MERCK,0.304534,2,0,2,4,2,0,2.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
MOLINA HEALTHCARE,GILEAD SCIENCES,0.006418,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
MOTOROLA SOLUTIONS,GILEAD SCIENCES,0.024241,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
GILEAD SCIENCES,MUTUAL OF OMAHA INSURANCE,0.120051,3,0,1,4,3,0,3.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
NAVISTAR INTERNATIONAL,GILEAD SCIENCES,0.006418,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
NORTHROP GRUMMAN,GILEAD SCIENCES,0.015588,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
ORACLE,GILEAD SCIENCES,0.000949,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
PPG INDUSTRIES,GILEAD SCIENCES,0.002424,2,0,2,4,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
PUBLIC SERVICE ENTERPRISE GROUP,GILEAD SCIENCES,0.003451,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
RAYTHEON,GILEAD SCIENCES,0.002424,3,0,0,3,3,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
GILEAD SCIENCES,REGENERON PHARMACEUTICALS,0.21375,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
GILEAD SCIENCES,RITE AID,0.429782,0,0,2,2,0,1,,,,,,,,,,,
TEXTRON,GILEAD SCIENCES,0.006011,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
THERMO FISHER SCIENTIFIC,GILEAD SCIENCES,0.005438,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
UNION PACIFIC,GILEAD SCIENCES,0.005696,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
UNITED TECHNOLOGIES,GILEAD SCIENCES,0.025191,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
GILEAD SCIENCES,WALGREENS BOOTS ALLIANCE,0.054938,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
WALMART,GILEAD SCIENCES,0.002424,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GILEAD SCIENCES,WELLS FARGO,0.008082,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,HARTFORD FINANCIAL SERVICES,0.249875,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,HUNTSMAN,0.099875,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,KEYCORP,0.036125,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.249875,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,METLIFE,0.099875,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,NATIONWIDE,0.249875,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,NEXTERA ENERGY,0.249875,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,NORTHERN TRUST,0.036125,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,NORTHWESTERN MUTUAL,0.036125,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,OWENS-ILLINOIS,0.15,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,PNC FINANCIAL SERVICES,0.036125,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,PRUDENTIAL FINANCIAL,0.249875,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,REGIONS FINANCIAL,0.036125,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,SYNCHRONY FINANCIAL,0.036125,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,U.S. BANCORP,0.036125,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,W.R. BERKLEY,0.249875,0,0,1,1,0,1,,,,,,,,,,,
GOLDMAN SACHS GROUP,WESCO INTERNATIONAL,0.15,0,0,1,1,0,1,,,,,,,,,,,
GRAPHIC PACKAGING HOLDING,HOLLYFRONTIER,0.082062,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GRAPHIC PACKAGING HOLDING,HUNTSMAN,0.040845,0,0,1,1,0,1,,,,,,,,,,,
GRAPHIC PACKAGING HOLDING,ILLINOIS TOOL WORKS,0.179479,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GRAPHIC PACKAGING HOLDING,INTEL,0.004783,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GRAPHIC PACKAGING HOLDING,INTERNATIONAL PAPER,0.076771,2,0,2,4,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GRAPHIC PACKAGING HOLDING,LEIDOS HOLDINGS,0.058421,0,0,2,2,0,1,,,,,,,,,,,
GRAPHIC PACKAGING HOLDING,MICRON TECHNOLOGY,0.097488,0,0,2,2,0,1,,,,,,,,,,,
GRAPHIC PACKAGING HOLDING,NORTHROP GRUMMAN,0.101182,0,0,2,2,0,1,,,,,,,,,,,
GRAPHIC PACKAGING HOLDING,ORACLE,0.058421,0,0,1,1,0,1,,,,,,,,,,,
GRAPHIC PACKAGING HOLDING,PPG INDUSTRIES,0.017576,0,0,2,2,0,1,,,,,,,,,,,
GRAPHIC PACKAGING HOLDING,PUBLIC SERVICE ENTERPRISE GROUP,0.000819,0,0,1,1,0,1,,,,,,,,,,,
GRAPHIC PACKAGING HOLDING,TEXAS INSTRUMENTS,0.003142,0,0,1,1,0,1,,,,,,,,,,,
GRAPHIC PACKAGING HOLDING,THERMO FISHER SCIENTIFIC,0.023586,0,0,1,1,0,1,,,,,,,,,,,
GRAPHIC PACKAGING HOLDING,UNION PACIFIC,0.004783,0,0,1,1,0,1,,,,,,,,,,,
GRAPHIC PACKAGING HOLDING,UNITED TECHNOLOGIES,0.013034,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GRAPHIC PACKAGING HOLDING,WESTROCK,0.80545,0,0,14,14,0,1,,,,,,,,,,,
GRAPHIC PACKAGING HOLDING,WHIRLPOOL,0.122905,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
HARLEY-DAVIDSON,INTUIT,0.122905,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,HEWLETT PACKARD ENTERPRISE,0.127255,0,0,2,2,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,HONEYWELL INTERNATIONAL,0.026834,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,HUNTSMAN,0.16375,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,IBM,0.07032,0,0,3,3,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,INTERNATIONAL PAPER,0.007563,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,JPMORGAN CHASE & CO.,0.005688,1,0,2,3,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,LINCOLN NATIONAL,0.001707,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,LOCKHEED MARTIN,0.120823,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.272905,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,MCKESSON,0.006388,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,METLIFE,0.122905,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,MICROSOFT,0.105521,0,0,2,2,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,MUTUAL OF OMAHA INSURANCE,0.002592,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,NATIONWIDE,0.419987,0,0,4,4,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,NEXTERA ENERGY,0.272905,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,NORTHWESTERN MUTUAL,0.003661,1,1,1,3,0,1,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,ORACLE,0.007986,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,OWENS-ILLINOIS,0.15,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,PNC FINANCIAL SERVICES,0.00278,1,0,2,3,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,PPG INDUSTRIES,0.084698,0,0,1,1,0,1,,,,,,,,,,,
PRINCIPAL FINANCIAL,HARTFORD FINANCIAL SERVICES,0.036331,1,0,3,4,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,PRUDENTIAL FINANCIAL,0.33651,1,1,2,4,0,1,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,RAYTHEON,0.000468,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,RITE AID,0.071891,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,S&P GLOBAL,0.057864,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,SEMPRA ENERGY,0.093989,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,STATE FARM INSURANCE,0.005417,4,0,0,4,4,0,4.0,0.0,0.0,0.0,2.75,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,SYNCHRONY FINANCIAL,0.008251,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,TESLA,0.011783,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,TIAA,0.009207,3,0,1,4,3,0,3.0,0.0,0.0,0.0,1.6666666666666667,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,UNITED TECHNOLOGIES,0.002426,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,VERIZON,0.120823,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,W.R. BERKLEY,0.288565,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,WESCO INTERNATIONAL,0.15,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,WESTERN UNION,0.03869,0,0,1,1,0,1,,,,,,,,,,,
HCA HEALTHCARE,HILTON WORLDWIDE HOLDINGS,0.000833,0,0,1,1,0,1,,,,,,,,,,,
HCA HEALTHCARE,HOME DEPOT,0.001175,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
HCA HEALTHCARE,HUMANA,0.08946,1,1,1,3,0,1,2.0,0.0,0.0,0.0,3.5,False,False,False,0.0,0.0,0.0
HCA HEALTHCARE,IBM,0.00278,0,0,1,1,0,1,,,,,,,,,,,
HCA HEALTHCARE,IHEARTMEDIA,0.000619,0,0,1,1,0,1,,,,,,,,,,,
HCA HEALTHCARE,JOHNSON & JOHNSON,0.000149,0,0,1,1,0,1,,,,,,,,,,,
HCA HEALTHCARE,JPMORGAN CHASE & CO.,0.000331,0,0,1,1,0,1,,,,,,,,,,,
LABORATORY CORP. OF AMERICA,HCA HEALTHCARE,0.069515,2,0,2,4,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HCA HEALTHCARE,LEIDOS HOLDINGS,0.026366,0,0,1,1,0,1,,,,,,,,,,,
HCA HEALTHCARE,LOCKHEED MARTIN,0.000556,0,0,1,1,0,1,,,,,,,,,,,
HCA HEALTHCARE,MAGELLAN HEALTH,0.180507,0,0,1,1,0,1,,,,,,,,,,,
HCA HEALTHCARE,MARRIOTT INTERNATIONAL,0.014639,0,0,1,1,0,1,,,,,,,,,,,
HCA HEALTHCARE,MERCK,0.013253,2,0,0,2,2,0,2.0,0.0,0.0,0.0,3.5,False,False,False,0.0,0.0,0.0
MICROSOFT,HCA HEALTHCARE,0.001175,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HCA HEALTHCARE,MOLINA HEALTHCARE,0.101315,0,0,3,3,0,1,,,,,,,,,,,
HCA HEALTHCARE,MUTUAL OF OMAHA INSURANCE,0.001036,6,0,0,6,6,0,6.0,0.0,0.0,0.0,2.8333333333333335,False,False,False,0.0,0.0,0.0
HCA HEALTHCARE,NAVISTAR INTERNATIONAL,0.163042,2,0,2,4,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HCA HEALTHCARE,NORTHERN TRUST,0.003474,0,0,1,1,0,1,,,,,,,,,,,
HCA HEALTHCARE,ORACLE,0.001175,0,0,1,1,0,1,,,,,,,,,,,
HCA HEALTHCARE,PPG INDUSTRIES,0.000833,0,0,1,1,0,1,,,,,,,,,,,
HCA HEALTHCARE,RAYTHEON,0.015814,0,0,1,1,0,1,,,,,,,,,,,
VERIZON,HCA HEALTHCARE,0.001731,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
WALMART,HCA HEALTHCARE,0.120911,1,0,1,2,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
HERSHEY,NAVISTAR INTERNATIONAL,0.03869,0,0,1,1,0,1,,,,,,,,,,,
HERSHEY,PROCTER & GAMBLE,0.02303,0,0,1,1,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,HOME DEPOT,0.007231,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,HONEYWELL INTERNATIONAL,0.006434,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,HP,0.024044,0,0,4,4,0,1,,,,,,,,,,,
IBM,HEWLETT PACKARD ENTERPRISE,0.118138,2,0,5,7,2,0,2.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,INTEL,0.333998,1,0,1,2,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,INTERNATIONAL PAPER,0.001267,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,INTUIT,0.087431,2,0,0,2,2,0,2.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,KROGER,0.015729,0,0,1,1,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,LABORATORY CORP. OF AMERICA,0.000843,0,0,1,1,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,LEIDOS HOLDINGS,0.00157,0,0,3,3,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,LOCKHEED MARTIN,0.121369,0,0,3,3,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,MCKESSON,0.044365,0,0,1,1,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,MICRON TECHNOLOGY,0.136178,2,0,3,5,2,0,2.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,MICROSOFT,0.351571,0,0,3,3,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,MOTOROLA SOLUTIONS,0.005438,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,NORTHROP GRUMMAN,0.00157,0,0,3,3,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,NORTHWESTERN MUTUAL,0.020024,0,0,1,1,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,ORACLE,0.211997,2,0,2,4,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,OWENS CORNING,0.016711,0,0,1,1,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,PHILLIPS 66,0.020024,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
PNC FINANCIAL SERVICES,HEWLETT PACKARD ENTERPRISE,0.003267,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,PPG INDUSTRIES,0.001068,1,0,3,4,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
PRINCIPAL FINANCIAL,HEWLETT PACKARD ENTERPRISE,0.03255,1,0,4,5,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,PUBLIC SERVICE ENTERPRISE GROUP,0.000726,0,0,2,2,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,SALESFORCE,0.327255,0,0,4,4,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,SEMPRA ENERGY,0.093989,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,STATE FARM INSURANCE,0.002448,1,0,0,1,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,SYNCHRONY FINANCIAL,0.008251,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,TESLA,0.019799,0,0,1,1,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,TEXAS INSTRUMENTS,0.414087,0,0,2,2,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,UNION PACIFIC,0.004796,0,0,2,2,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,UNITED PARCEL SERVICE,0.029727,1,0,0,1,1,0,1.0,0.0,0.0,0.0,7.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,UNITED TECHNOLOGIES,0.021593,1,0,3,4,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,VERIZON,0.127255,0,0,2,2,0,1,,,,,,,,,,,
HILTON WORLDWIDE HOLDINGS,HUMANA,0.005561,0,0,3,3,0,1,,,,,,,,,,,
HILTON WORLDWIDE HOLDINGS,JOHNSON & JOHNSON,0.000369,0,0,1,1,0,1,,,,,,,,,,,
HILTON WORLDWIDE HOLDINGS,JPMORGAN CHASE & CO.,0.003,0,0,1,1,0,1,,,,,,,,,,,
HILTON WORLDWIDE HOLDINGS,LABORATORY CORP. OF AMERICA,0.01256,0,0,1,1,0,1,,,,,,,,,,,
HILTON WORLDWIDE HOLDINGS,LEIDOS HOLDINGS,0.001054,0,0,1,1,0,1,,,,,,,,,,,
HILTON WORLDWIDE HOLDINGS,LOCKHEED MARTIN,0.000777,0,0,1,1,0,1,,,,,,,,,,,
HILTON WORLDWIDE HOLDINGS,LOEWS,0.051495,4,0,6,10,4,0,4.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HILTON WORLDWIDE HOLDINGS,MARRIOTT INTERNATIONAL,0.448473,1,0,9,10,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
HILTON WORLDWIDE HOLDINGS,MUTUAL OF OMAHA INSURANCE,0.002345,0,0,1,1,0,1,,,,,,,,,,,
HILTON WORLDWIDE HOLDINGS,PPG INDUSTRIES,0.001054,0,0,2,2,0,1,,,,,,,,,,,
HILTON WORLDWIDE HOLDINGS,QUEST DIAGNOSTICS,0.002685,0,0,1,1,0,1,,,,,,,,,,,
HILTON WORLDWIDE HOLDINGS,UNION PACIFIC,0.000369,0,0,2,2,0,1,,,,,,,,,,,
HUNTSMAN,HOLLYFRONTIER,0.063875,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HOLLYFRONTIER,JACOBS ENGINEERING GROUP,0.045387,0,0,1,1,0,1,,,,,,,,,,,
LEIDOS HOLDINGS,HOLLYFRONTIER,0.079907,3,0,1,4,3,0,3.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
MICRON TECHNOLOGY,HOLLYFRONTIER,0.124226,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
MOTOROLA SOLUTIONS,HOLLYFRONTIER,0.014027,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
NORTHROP GRUMMAN,HOLLYFRONTIER,0.141727,5,0,0,5,5,0,5.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ORACLE,HOLLYFRONTIER,0.071891,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
PHILLIPS 66,HOLLYFRONTIER,0.071891,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
PPG INDUSTRIES,HOLLYFRONTIER,0.008016,2,1,1,4,1,0,3.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
TEXTRON,HOLLYFRONTIER,0.014093,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
THERMO FISHER SCIENTIFIC,HOLLYFRONTIER,0.014027,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
UNITED TECHNOLOGIES,HOLLYFRONTIER,0.025583,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
WESTROCK,HOLLYFRONTIER,0.01149,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HOLLYFRONTIER,WEYERHAEUSER,0.329782,0,0,2,2,0,1,,,,,,,,,,,
HOME DEPOT,HP,0.010215,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
IBM,HOME DEPOT,0.001742,1,0,1,2,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
HOME DEPOT,IHEARTMEDIA,0.003042,1,1,0,2,0,1,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
HOME DEPOT,KROGER,0.026768,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
LINCOLN NATIONAL,HOME DEPOT,0.008056,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
LOWE'S,HOME DEPOT,0.438935,3,1,1,5,2,0,4.0,0.0,0.0,0.0,1.25,False,False,False,0.0,0.0,0.0
HOME DEPOT,MCDONALD'S,0.104721,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
MICRON TECHNOLOGY,HOME DEPOT,0.002937,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
MICROSOFT,HOME DEPOT,0.01442,2,0,0,2,2,0,2.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
HOME DEPOT,MUTUAL OF OMAHA INSURANCE,0.070245,3,1,0,4,2,0,4.0,0.0,0.0,0.0,1.75,False,False,False,0.0,0.0,0.0
HOME DEPOT,NEW YORK LIFE INSURANCE,0.029727,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
HOME DEPOT,NORTHWESTERN MUTUAL,0.012807,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ORACLE,HOME DEPOT,0.01433,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
PEPSICO,HOME DEPOT,0.454163,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
PG&E,HOME DEPOT,0.004111,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
