source,target,weight,source_firsts,target_firsts,tie_count,shared_bills,net_temporal,balanced,directed_bills,lobbyist_mediated,firm_mediated,any_mediated,mean_lag_quarters,net_lob_connected,net_firm_connected,net_any_connected,lobbyist_mediation_rate,firm_mediation_rate,any_mediation_rate
AT&T,SEMPRA ENERGY,0.008082,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
AT&T,SYNCHRONY FINANCIAL,0.008251,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
AT&T,TEXAS INSTRUMENTS,0.064515,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
AT&T,VERIZON,0.23587,4,0,11,15,4,0,4.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
BALL,BERKSHIRE HATHAWAY,0.006399,0,0,2,2,0,1,,,,,,,,,,,
BALL,BLACKSTONE GROUP,0.000887,0,0,2,2,0,1,,,,,,,,,,,
BALL,BOEING,0.008188,0,0,2,2,0,1,,,,,,,,,,,
BALL,CATERPILLAR,0.012769,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BALL,CENTENE,0.000312,0,0,3,3,0,1,,,,,,,,,,,
BALL,CIGNA,0.001598,0,0,1,1,0,1,,,,,,,,,,,
BALL,CISCO SYSTEMS,0.011783,0,0,2,2,0,1,,,,,,,,,,,
BALL,COCA-COLA,0.006804,2,0,2,4,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,CORNING,0.031742,4,0,2,6,4,0,4.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
BALL,CUMMINS,0.002223,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,DAVITA,0.064021,0,0,2,2,0,1,,,,,,,,,,,
BALL,DELL TECHNOLOGIES,0.008697,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,DELTA AIR LINES,0.08141,2,0,4,6,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,DUKE ENERGY,0.000979,0,0,1,1,0,1,,,,,,,,,,,
BALL,ECOLAB,0.011783,0,0,1,1,0,1,,,,,,,,,,,
BALL,ENTERGY,0.035625,0,0,2,2,0,1,,,,,,,,,,,
BALL,EVERSOURCE ENERGY,0.001291,0,0,1,1,0,1,,,,,,,,,,,
BALL,EXXONMOBIL,0.052308,0,0,2,2,0,1,,,,,,,,,,,
BALL,FACEBOOK,0.004374,2,0,1,3,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BALL,FEDEX,0.028999,0,0,2,2,0,1,,,,,,,,,,,
BALL,FLUOR,0.031668,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,GENERAL DYNAMICS,0.275426,1,1,6,8,0,1,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,GENERAL ELECTRIC,0.002235,0,0,2,2,0,1,,,,,,,,,,,
BALL,GENERAL MOTORS,5.5e-05,0,0,2,2,0,1,,,,,,,,,,,
BALL,GILEAD SCIENCES,0.02614,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
BALL,GRAPHIC PACKAGING HOLDING,0.082354,1,0,4,5,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,HARTFORD FINANCIAL SERVICES,0.000754,0,0,1,1,0,1,,,,,,,,,,,
BALL,HCA HEALTHCARE,0.003598,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BALL,HEWLETT PACKARD ENTERPRISE,0.001345,0,0,2,2,0,1,,,,,,,,,,,
BALL,HOLLYFRONTIER,0.044217,4,0,0,4,4,0,4.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,HONEYWELL INTERNATIONAL,0.005804,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,HUNTSMAN,0.014093,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,ILLINOIS TOOL WORKS,0.047238,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,INTERNATIONAL PAPER,0.071364,1,0,3,4,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,JACOBS ENGINEERING GROUP,0.018634,1,0,3,4,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,LABORATORY CORP. OF AMERICA,0.002345,0,0,1,1,0,1,,,,,,,,,,,
BALL,LEIDOS HOLDINGS,0.048812,0,0,6,6,0,1,,,,,,,,,,,
BALL,LIBERTY MUTUAL INSURANCE GROUP,0.001295,0,0,1,1,0,1,,,,,,,,,,,
BALL,LOCKHEED MARTIN,0.050246,1,0,7,8,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,MICRON TECHNOLOGY,0.029821,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,MOTOROLA SOLUTIONS,0.024241,3,0,1,4,3,0,3.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
NAVISTAR INTERNATIONAL,BALL,0.006418,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BALL,NORTHROP GRUMMAN,0.130716,1,0,13,14,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,ORACLE,0.043574,0,0,6,6,0,1,,,,,,,,,,,
BALL,PHILLIPS 66,0.010078,0,0,1,1,0,1,,,,,,,,,,,
BALL,POLARIS INC,0.288565,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
BALL,PPG INDUSTRIES,0.031088,2,0,5,7,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
BALL,PUBLIC SERVICE ENTERPRISE GROUP,0.005801,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,RAYTHEON,0.014154,2,0,4,6,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,SOUTHERN,0.000183,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BALL,SOUTHWEST AIRLINES,0.000633,0,0,2,2,0,1,,,,,,,,,,,
BALL,TEXAS INSTRUMENTS,0.009236,0,0,2,2,0,1,,,,,,,,,,,
BALL,TEXTRON,0.039278,0,0,4,4,0,1,,,,,,,,,,,
BALL,THERMO FISHER SCIENTIFIC,0.02968,0,0,2,2,0,1,,,,,,,,,,,
BALL,UNION PACIFIC,0.014632,0,0,3,3,0,1,,,,,,,,,,,
BALL,UNITED TECHNOLOGIES,0.159735,1,1,5,7,0,1,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BALL,WALMART,0.002303,0,0,3,3,0,1,,,,,,,,,,,
BALL,WESTROCK,0.061021,1,0,3,4,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BANK OF AMERICA,BLACKROCK,0.029727,0,0,1,1,0,1,,,,,,,,,,,
CAPITAL ONE FINANCIAL,BANK OF AMERICA,0.040833,1,0,3,4,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BANK OF AMERICA,CATERPILLAR,0.011164,0,0,1,1,0,1,,,,,,,,,,,
BANK OF AMERICA,CHARLES SCHWAB,0.004783,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CITIGROUP,BANK OF AMERICA,0.239747,2,0,3,5,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BANK OF AMERICA,EBAY,0.014093,0,0,1,1,0,1,,,,,,,,,,,
BANK OF AMERICA,FIFTH THIRD BANCORP,0.19944,1,1,1,3,0,1,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
FORD,BANK OF AMERICA,0.014093,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BANK OF AMERICA,FOX CORP,0.000247,0,0,1,1,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,BANK OF AMERICA,0.002493,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BANK OF AMERICA,HILTON WORLDWIDE HOLDINGS,0.000369,0,0,1,1,0,1,,,,,,,,,,,
BANK OF AMERICA,HOME DEPOT,0.001967,0,0,1,1,0,1,,,,,,,,,,,
BANK OF AMERICA,IHEARTMEDIA,0.001042,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BANK OF AMERICA,INTERNATIONAL PAPER,0.000331,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
JPMORGAN CHASE & CO.,BANK OF AMERICA,0.21349,3,0,5,8,3,0,3.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BANK OF AMERICA,KEYCORP,0.180415,0,0,4,4,0,1,,,,,,,,,,,
BANK OF AMERICA,LINCOLN NATIONAL,0.002,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BANK OF AMERICA,LOCKHEED MARTIN,0.001967,0,0,1,1,0,1,,,,,,,,,,,
BANK OF AMERICA,MUTUAL OF OMAHA INSURANCE,0.018666,1,0,2,3,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
NEW YORK LIFE INSURANCE,BANK OF AMERICA,0.029727,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BANK OF AMERICA,NORTHERN TRUST,0.138293,2,1,1,4,1,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
BANK OF AMERICA,NORTHWESTERN MUTUAL,0.001543,0,0,1,1,0,1,,,,,,,,,,,
PNC FINANCIAL SERVICES,BANK OF AMERICA,0.283823,2,0,4,6,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
PRINCIPAL FINANCIAL,BANK OF AMERICA,0.001201,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BANK OF AMERICA,PRUDENTIAL FINANCIAL,0.003793,0,0,1,1,0,1,,,,,,,,,,,
BANK OF AMERICA,RAYTHEON,0.000368,0,0,1,1,0,1,,,,,,,,,,,
BANK OF AMERICA,STATE FARM INSURANCE,0.00544,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
BANK OF AMERICA,SYNCHRONY FINANCIAL,0.004776,0,0,1,1,0,1,,,,,,,,,,,
TIAA,BANK OF AMERICA,0.031382,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BANK OF AMERICA,UNITED AIRLINES HOLDINGS,0.00351,0,0,2,2,0,1,,,,,,,,,,,
BANK OF AMERICA,UNITED TECHNOLOGIES,0.045842,0,0,1,1,0,1,,,,,,,,,,,
WELLS FARGO,BANK OF AMERICA,0.309593,2,0,2,4,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
WESTERN UNION,BANK OF AMERICA,0.14963,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CITIGROUP,BANK OF NEW YORK MELLON,0.059155,1,0,0,1,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
CITIZENS FINANCIAL GROUP,BANK OF NEW YORK MELLON,0.122905,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CONSTELLATION BRANDS,BANK OF NEW YORK MELLON,0.122905,1,0,0,1,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
BANK OF NEW YORK MELLON,DEAN FOODS,0.272905,0,0,2,2,0,1,,,,,,,,,,,
FIFTH THIRD BANCORP,BANK OF NEW YORK MELLON,0.02303,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
BANK OF NEW YORK MELLON,KELLOGG,0.272905,0,0,2,2,0,1,,,,,,,,,,,
KEYCORP,BANK OF NEW YORK MELLON,0.046059,2,0,0,2,2,0,2.0,0.0,0.0,0.0,4.5,False,False,False,0.0,0.0,0.0
NORTHERN TRUST,BANK OF NEW YORK MELLON,0.02303,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
NORTHWESTERN MUTUAL,BANK OF NEW YORK MELLON,0.02303,2,0,0,2,2,0,2.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
PNC FINANCIAL SERVICES,BANK OF NEW YORK MELLON,0.02303,2,0,0,2,2,0,2.0,0.0,0.0,0.0,3.5,False,False,False,0.0,0.0,0.0
SYNCHRONY FINANCIAL,BANK OF NEW YORK MELLON,0.02303,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
U.S. BANCORP,BANK OF NEW YORK MELLON,0.145934,2,0,0,2,2,0,2.0,0.0,0.0,0.0,3.5,False,False,False,0.0,0.0,0.0
WELLS FARGO,BANK OF NEW YORK MELLON,0.122905,1,0,0,1,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
BAXTER INTERNATIONAL,CARDINAL HEALTH,0.025185,0,0,1,1,0,1,,,,,,,,,,,
BAXTER INTERNATIONAL,ECOLAB,0.025185,0,0,1,1,0,1,,,,,,,,,,,
HONEYWELL INTERNATIONAL,BAXTER INTERNATIONAL,0.020103,2,0,0,2,2,0,2.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
TEXAS INSTRUMENTS,BAXTER INTERNATIONAL,0.020103,2,0,0,2,2,0,2.0,0.0,0.0,0.0,5.5,False,False,False,0.0,0.0,0.0
BECTON DICKINSON,BOSTON SCIENTIFIC,0.075114,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BECTON DICKINSON,CAPITAL ONE FINANCIAL,0.003733,0,0,1,1,0,1,,,,,,,,,,,
CARDINAL HEALTH,BECTON DICKINSON,0.26375,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BECTON DICKINSON,CHEMOURS,0.008082,0,0,1,1,0,1,,,,,,,,,,,
CHS,BECTON DICKINSON,0.019174,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BECTON DICKINSON,CORNING,0.233462,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CUMMINS,BECTON DICKINSON,0.003733,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
DANAHER,BECTON DICKINSON,0.031196,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
DELL TECHNOLOGIES,BECTON DICKINSON,0.003733,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BECTON DICKINSON,ECOLAB,0.192742,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
FACEBOOK,BECTON DICKINSON,0.003733,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BECTON DICKINSON,GENERAL ELECTRIC,0.116075,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GENERAL MOTORS,BECTON DICKINSON,0.003733,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BECTON DICKINSON,HUMANA,0.01631,0,0,2,2,0,1,,,,,,,,,,,
LABORATORY CORP. OF AMERICA,BECTON DICKINSON,0.088589,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BECTON DICKINSON,MAGELLAN HEALTH,0.024325,0,0,2,2,0,1,,,,,,,,,,,
BECTON DICKINSON,MERCK,0.124326,1,1,0,2,0,1,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BECTON DICKINSON,MICRON TECHNOLOGY,0.001641,1,0,0,1,1,0,1.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
BECTON DICKINSON,PNC FINANCIAL SERVICES,0.003733,0,0,1,1,0,1,,,,,,,,,,,
BECTON DICKINSON,QUEST DIAGNOSTICS,0.052597,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
THERMO FISHER SCIENTIFIC,BECTON DICKINSON,0.078309,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,CATERPILLAR,0.026796,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,CENTENE,0.000468,0,0,1,1,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,CORNING,4.5e-05,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,CSX,0.653103,6,1,10,17,5,0,7.0,0.0,0.0,0.0,1.7142857142857142,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,CUMMINS,0.02745,0,0,2,2,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,DELTA AIR LINES,0.011951,0,0,3,3,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,EDISON INTERNATIONAL,0.02581,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,EVERSOURCE ENERGY,0.002766,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
FEDEX,BERKSHIRE HATHAWAY,0.005139,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,FIRSTENERGY,0.001024,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,FORD,0.006011,0,0,1,1,0,1,,,,,,,,,,,
GENERAL DYNAMICS,BERKSHIRE HATHAWAY,0.010548,1,0,3,4,1,0,1.0,0.0,0.0,0.0,1.0,True,False,True,0.0,0.0,0.0
BERKSHIRE HATHAWAY,GENERAL ELECTRIC,0.004177,0,0,3,3,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,GILEAD SCIENCES,0.004747,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,HEWLETT PACKARD ENTERPRISE,0.000501,0,0,1,1,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,HOME DEPOT,0.001643,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
LEIDOS HOLDINGS,BERKSHIRE HATHAWAY,0.005885,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,LIBERTY MUTUAL INSURANCE GROUP,0.005028,1,0,0,1,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,LOCKHEED MARTIN,0.001643,0,0,1,1,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,MOTOROLA SOLUTIONS,0.003797,0,0,1,1,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,NORFOLK SOUTHERN,0.471901,1,0,6,7,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,NORTHROP GRUMMAN,0.00559,0,0,1,1,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,OWENS CORNING,0.002685,0,0,1,1,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,PG&E,4.5e-05,0,0,1,1,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,PPG INDUSTRIES,0.000715,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,PUBLIC SERVICE ENTERPRISE GROUP,0.004626,0,0,2,2,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,RAYTHEON,0.000799,0,0,1,1,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,SOUTHERN,0.007414,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,SOUTHWEST AIRLINES,0.005009,0,0,2,2,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,TESLA,0.02581,0,0,1,1,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,THERMO FISHER SCIENTIFIC,0.003797,0,0,1,1,0,1,,,,,,,,,,,
BERKSHIRE HATHAWAY,UNION PACIFIC,0.45193,2,2,12,16,0,1,4.0,0.0,0.0,0.0,1.25,False,False,False,0.0,0.0,0.0
UNITED AIRLINES HOLDINGS,BERKSHIRE HATHAWAY,0.005139,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BERKSHIRE HATHAWAY,UNITED TECHNOLOGIES,0.006404,1,1,1,3,0,1,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
BEST BUY,BORGWARNER,0.272905,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,CATERPILLAR,0.108016,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,CHS,0.057864,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BEST BUY,CITIGROUP,0.321766,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,COSTCO,0.15,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,DEERE,0.074815,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,DELL TECHNOLOGIES,0.071891,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,FACEBOOK,0.321766,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,FIFTH THIRD BANCORP,0.085908,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,GENERAL ELECTRIC,0.108016,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,GENWORTH FINANCIAL,0.138565,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,GOLDMAN SACHS GROUP,0.249875,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,HARTFORD FINANCIAL SERVICES,0.321766,0,0,1,1,0,1,,,,,,,,,,,
HOME DEPOT,BEST BUY,0.105092,2,0,1,3,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BEST BUY,HONEYWELL INTERNATIONAL,0.014027,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,HP,0.022108,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BEST BUY,HUNTSMAN,0.16375,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,IBM,0.003474,0,0,1,1,0,1,,,,,,,,,,,
KROGER,BEST BUY,0.014027,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
LEIDOS HOLDINGS,BEST BUY,0.003474,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
LOWE'S,BEST BUY,0.006011,2,0,0,2,2,0,2.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BEST BUY,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.272905,0,0,1,1,0,1,,,,,,,,,,,
MCDONALD'S,BEST BUY,0.131196,2,0,2,4,2,0,2.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BEST BUY,METLIFE,0.122905,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,MICROSOFT,0.008016,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,NATIONWIDE,0.321766,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,NEXTERA ENERGY,0.272905,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,OWENS-ILLINOIS,0.15,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,PPG INDUSTRIES,0.071891,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,PRUDENTIAL FINANCIAL,0.321766,0,0,1,1,0,1,,,,,,,,,,,
RITE AID,BEST BUY,0.093933,2,0,1,3,2,0,2.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BEST BUY,S&P GLOBAL,0.057864,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,TARGET,0.04181,2,0,1,3,2,0,2.0,0.0,0.0,0.0,2.5,False,False,False,0.0,0.0,0.0
BEST BUY,W.R. BERKLEY,0.288565,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,WALGREENS BOOTS ALLIANCE,0.014093,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,WESCO INTERNATIONAL,0.15,0,0,1,1,0,1,,,,,,,,,,,
BEST BUY,WESTERN UNION,0.03869,0,0,1,1,0,1,,,,,,,,,,,
YUM BRANDS,BEST BUY,0.022042,2,0,0,2,2,0,2.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,BIOGEN,0.01206,1,0,1,2,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
BOEING,BIOGEN,0.011783,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
BRISTOL-MYERS SQUIBB,BIOGEN,0.068948,3,0,0,3,3,0,3.0,0.0,0.0,0.0,3.6666666666666665,False,False,False,0.0,0.0,0.0
BIOGEN,CAPITAL ONE FINANCIAL,0.001947,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BIOGEN,CARDINAL HEALTH,0.063875,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BIOGEN,CATERPILLAR,0.011588,1,1,0,2,0,1,2.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
CENTENE,BIOGEN,0.014826,1,0,3,4,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
BIOGEN,CENTERPOINT ENERGY,0.005366,0,0,1,1,0,1,,,,,,,,,,,
CIGNA,BIOGEN,0.01206,1,0,1,2,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
BIOGEN,CSX,0.001042,0,0,1,1,0,1,,,,,,,,,,,
CVS HEALTH,BIOGEN,0.115655,2,0,4,6,2,0,2.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BIOGEN,DELL TECHNOLOGIES,0.001568,0,0,1,1,0,1,,,,,,,,,,,
