source,target,weight,rbo,source_firsts,target_firsts,tie_count,shared_bills,net_temporal
MARATHON PETROLEUM,AMEREN,0.070787,0.11326,1,0,3,4,1
AMEREN,MICRON TECHNOLOGY,0.002514,0.005028,0,0,1,1,0
MICRON TECHNOLOGY,AMEREN,0.002514,0.005028,0,0,1,1,0
AMEREN,NORTHROP GRUMMAN,0.003389,0.010167,0,1,2,3,-1
NORTHROP GRUMMAN,AMEREN,0.006778,0.010167,1,0,2,3,1
AMEREN,ORACLE,0.006585,0.013171,0,0,2,2,0
ORACLE,AMEREN,0.006585,0.013171,0,0,2,2,0
AMEREN,OWENS CORNING,0.0,0.002685,0,1,0,1,-1
OWENS CORNING,AMEREN,0.002685,0.002685,1,0,0,1,1
AMEREN,PEABODY ENERGY,0.000263,0.000526,0,0,1,1,0
PEABODY ENERGY,AMEREN,0.000263,0.000526,0,0,1,1,0
AMEREN,PG&E,0.004236,0.033884,0,3,1,4,-3
PG&E,AMEREN,0.029649,0.033884,3,0,1,4,3
AMEREN,PHILLIPS 66,0.184474,0.368947,0,0,2,2,0
PHILLIPS 66,AMEREN,0.184474,0.368947,0,0,2,2,0
AMEREN,PPG INDUSTRIES,0.000157,0.000314,0,0,2,2,0
PPG INDUSTRIES,AMEREN,0.000157,0.000314,0,0,2,2,0
AMEREN,PPL,0.005605,0.009341,2,1,2,5,1
PPL,AMEREN,0.003737,0.009341,1,2,2,5,-1
AMEREN,PUBLIC SERVICE ENTERPRISE GROUP,0.011285,0.030094,0,1,3,4,-1
PUBLIC SERVICE ENTERPRISE GROUP,AMEREN,0.018809,0.030094,1,0,3,4,1
AMEREN,SOUTHERN,0.007414,0.014828,1,1,0,2,0
SOUTHERN,AMEREN,0.007414,0.014828,1,1,0,2,0
AMEREN,SOUTHWEST AIRLINES,0.004652,0.009305,0,0,2,2,0
SOUTHWEST AIRLINES,AMEREN,0.004652,0.009305,0,0,2,2,0
AMEREN,TESLA,0.012761,0.076566,0,2,1,3,-2
TESLA,AMEREN,0.063805,0.076566,2,0,1,3,2
AMEREN,THERMO FISHER SCIENTIFIC,0.003765,0.00753,0,0,1,1,0
THERMO FISHER SCIENTIFIC,AMEREN,0.003765,0.00753,0,0,1,1,0
AMEREN,UNION PACIFIC,0.002369,0.009474,0,1,1,2,-1
UNION PACIFIC,AMEREN,0.007106,0.009474,1,0,1,2,1
AMEREN,UNITED TECHNOLOGIES,0.000429,0.000858,0,0,1,1,0
UNITED TECHNOLOGIES,AMEREN,0.000429,0.000858,0,0,1,1,0
AMEREN,VF,0.008016,0.008016,1,0,0,1,1
VF,AMEREN,0.0,0.008016,0,1,0,1,-1
AMEREN,WALGREENS BOOTS ALLIANCE,0.003005,0.006011,0,0,1,1,0
WALGREENS BOOTS ALLIANCE,AMEREN,0.003005,0.006011,0,0,1,1,0
AMEREN,WESTROCK,0.003028,0.006056,0,0,1,1,0
WESTROCK,AMEREN,0.003028,0.006056,0,0,1,1,0
AMEREN,XCEL ENERGY,0.000878,0.00351,0,1,1,2,-1
XCEL ENERGY,AMEREN,0.002633,0.00351,1,0,1,2,1
AMERICAN AIRLINES GROUP,ARAMARK,0.002271,0.004542,0,0,1,1,0
ARAMARK,AMERICAN AIRLINES GROUP,0.002271,0.004542,0,0,1,1,0
AMERICAN AIRLINES GROUP,BALL,0.000101,0.000202,0,0,1,1,0
BALL,AMERICAN AIRLINES GROUP,0.000101,0.000202,0,0,1,1,0
AMERICAN AIRLINES GROUP,BANK OF AMERICA,0.002493,0.002493,1,0,0,1,1
BANK OF AMERICA,AMERICAN AIRLINES GROUP,0.0,0.002493,0,1,0,1,-1
AMERICAN AIRLINES GROUP,BERKSHIRE HATHAWAY,0.002469,0.003292,1,0,1,2,1
BERKSHIRE HATHAWAY,AMERICAN AIRLINES GROUP,0.000823,0.003292,0,1,1,2,-1
AMERICAN AIRLINES GROUP,CENTENE,0.000512,0.001024,0,0,1,1,0
CENTENE,AMERICAN AIRLINES GROUP,0.000512,0.001024,0,0,1,1,0
AMERICAN AIRLINES GROUP,CHEVRON,0.0,0.000347,0,1,0,1,-1
CHEVRON,AMERICAN AIRLINES GROUP,0.000347,0.000347,1,0,0,1,1
AMERICAN AIRLINES GROUP,CUMMINS,0.000308,0.000617,0,0,1,1,0
CUMMINS,AMERICAN AIRLINES GROUP,0.000308,0.000617,0,0,1,1,0
AMERICAN AIRLINES GROUP,DELTA AIR LINES,0.006685,0.01337,0,0,2,2,0
DELTA AIR LINES,AMERICAN AIRLINES GROUP,0.006685,0.01337,0,0,2,2,0
AMERICAN AIRLINES GROUP,EDISON INTERNATIONAL,0.002223,0.002223,1,0,0,1,1
EDISON INTERNATIONAL,AMERICAN AIRLINES GROUP,0.0,0.002223,0,1,0,1,-1
AMERICAN AIRLINES GROUP,FEDEX,0.037175,0.066915,3,2,4,9,1
FEDEX,AMERICAN AIRLINES GROUP,0.02974,0.066915,2,3,4,9,-1
AMERICAN AIRLINES GROUP,GENERAL DYNAMICS,0.00139,0.00278,0,0,2,2,0
GENERAL DYNAMICS,AMERICAN AIRLINES GROUP,0.00139,0.00278,0,0,2,2,0
AMERICAN AIRLINES GROUP,GUARDIAN LIFE INS. CO. OF AMERICA,0.000173,0.000347,0,0,1,1,0
GUARDIAN LIFE INS. CO. OF AMERICA,AMERICAN AIRLINES GROUP,0.000173,0.000347,0,0,1,1,0
AMERICAN AIRLINES GROUP,HILTON WORLDWIDE HOLDINGS,0.0,9.9e-05,0,1,0,1,-1
HILTON WORLDWIDE HOLDINGS,AMERICAN AIRLINES GROUP,9.9e-05,9.9e-05,1,0,0,1,1
AMERICAN AIRLINES GROUP,IBM,0.0004,0.000799,0,0,1,1,0
IBM,AMERICAN AIRLINES GROUP,0.0004,0.000799,0,0,1,1,0
AMERICAN AIRLINES GROUP,JONES FINANCIAL (EDWARD JONES),0.002162,0.004323,0,0,1,1,0
JONES FINANCIAL (EDWARD JONES),AMERICAN AIRLINES GROUP,0.002162,0.004323,0,0,1,1,0
AMERICAN AIRLINES GROUP,LABORATORY CORP. OF AMERICA,0.0,9.9e-05,0,1,0,1,-1
LABORATORY CORP. OF AMERICA,AMERICAN AIRLINES GROUP,9.9e-05,9.9e-05,1,0,0,1,1
AMERICAN AIRLINES GROUP,LEIDOS HOLDINGS,0.006735,0.013469,0,0,3,3,0
LEIDOS HOLDINGS,AMERICAN AIRLINES GROUP,0.006735,0.013469,0,0,3,3,0
AMERICAN AIRLINES GROUP,LOCKHEED MARTIN,0.004015,0.008031,0,0,1,1,0
LOCKHEED MARTIN,AMERICAN AIRLINES GROUP,0.004015,0.008031,0,0,1,1,0
AMERICAN AIRLINES GROUP,LUMEN TECHNOLOGIES,0.001982,0.003964,0,0,1,1,0
LUMEN TECHNOLOGIES,AMERICAN AIRLINES GROUP,0.001982,0.003964,0,0,1,1,0
AMERICAN AIRLINES GROUP,QUEST DIAGNOSTICS,0.002675,0.0107,0,1,1,2,-1
QUEST DIAGNOSTICS,AMERICAN AIRLINES GROUP,0.008025,0.0107,1,0,1,2,1
AMERICAN AIRLINES GROUP,RAYTHEON,0.0004,0.000799,0,0,1,1,0
RAYTHEON,AMERICAN AIRLINES GROUP,0.0004,0.000799,0,0,1,1,0
AMERICAN AIRLINES GROUP,SOUTHWEST AIRLINES,0.064167,0.114074,2,1,5,8,1
SOUTHWEST AIRLINES,AMERICAN AIRLINES GROUP,0.049907,0.114074,1,2,5,8,-1
AMERICAN AIRLINES GROUP,UNITED AIRLINES HOLDINGS,0.053303,0.115489,2,3,8,13,-1
UNITED AIRLINES HOLDINGS,AMERICAN AIRLINES GROUP,0.062187,0.115489,3,2,8,13,1
AMERICAN AIRLINES GROUP,UNITED PARCEL SERVICE,0.014863,0.029727,0,0,1,1,0
UNITED PARCEL SERVICE,AMERICAN AIRLINES GROUP,0.014863,0.029727,0,0,1,1,0
AMERICAN AIRLINES GROUP,UNITED TECHNOLOGIES,0.000131,0.000262,1,1,1,3,0
UNITED TECHNOLOGIES,AMERICAN AIRLINES GROUP,0.000131,0.000262,1,1,1,3,0
AMERICAN AIRLINES GROUP,WEYERHAEUSER,0.001046,0.002092,0,0,1,1,0
WEYERHAEUSER,AMERICAN AIRLINES GROUP,0.001046,0.002092,0,0,1,1,0
AMERICAN ELECTRIC POWER,CALPINE,0.007935,0.047612,0,6,3,9,-6
CALPINE,AMERICAN ELECTRIC POWER,0.039677,0.047612,6,0,3,9,6
AMERICAN ELECTRIC POWER,CENTERPOINT ENERGY,0.016298,0.017074,10,0,1,11,10
CENTERPOINT ENERGY,AMERICAN ELECTRIC POWER,0.000776,0.017074,0,10,1,11,-10
AMERICAN ELECTRIC POWER,CHEVRON,0.0,0.000347,0,1,0,1,-1
CHEVRON,AMERICAN ELECTRIC POWER,0.000347,0.000347,1,0,0,1,1
AMERICAN ELECTRIC POWER,CMS ENERGY,0.070562,0.246968,0,3,4,7,-3
CMS ENERGY,AMERICAN ELECTRIC POWER,0.176406,0.246968,3,0,4,7,3
AMERICAN ELECTRIC POWER,CORNING,0.0004,0.000799,0,0,1,1,0
CORNING,AMERICAN ELECTRIC POWER,0.0004,0.000799,0,0,1,1,0
AMERICAN ELECTRIC POWER,CUMMINS,0.0017,0.003401,1,1,1,3,0
CUMMINS,AMERICAN ELECTRIC POWER,0.0017,0.003401,1,1,1,3,0
AMERICAN ELECTRIC POWER,DELL TECHNOLOGIES,0.002066,0.002066,1,0,0,1,1
DELL TECHNOLOGIES,AMERICAN ELECTRIC POWER,0.0,0.002066,0,1,0,1,-1
AMERICAN ELECTRIC POWER,DOMINION ENERGY,0.009587,0.019174,0,0,1,1,0
DOMINION ENERGY,AMERICAN ELECTRIC POWER,0.009587,0.019174,0,0,1,1,0
AMERICAN ELECTRIC POWER,DTE ENERGY,0.055862,0.245791,0,6,5,11,-6
DTE ENERGY,AMERICAN ELECTRIC POWER,0.189929,0.245791,6,0,5,11,6
AMERICAN ELECTRIC POWER,DUKE ENERGY,0.006037,0.032199,0,5,3,8,-5
DUKE ENERGY,AMERICAN ELECTRIC POWER,0.026162,0.032199,5,0,3,8,5
AMERICAN ELECTRIC POWER,DUPONT DE NEMOURS,0.028131,0.037508,1,0,1,2,1
DUPONT DE NEMOURS,AMERICAN ELECTRIC POWER,0.009377,0.037508,0,1,1,2,-1
AMERICAN ELECTRIC POWER,ECOLAB,0.001521,0.003042,0,0,1,1,0
ECOLAB,AMERICAN ELECTRIC POWER,0.001521,0.003042,0,0,1,1,0
AMERICAN ELECTRIC POWER,EDISON INTERNATIONAL,0.005967,0.023869,0,1,1,2,-1
EDISON INTERNATIONAL,AMERICAN ELECTRIC POWER,0.017902,0.023869,1,0,1,2,1
AMERICAN ELECTRIC POWER,ENTERGY,0.029345,0.083841,1,4,5,10,-3
ENTERGY,AMERICAN ELECTRIC POWER,0.054497,0.083841,4,1,5,10,3
AMERICAN ELECTRIC POWER,EVERSOURCE ENERGY,0.098517,0.197034,2,2,2,6,0
EVERSOURCE ENERGY,AMERICAN ELECTRIC POWER,0.098517,0.197034,2,2,2,6,0
AMERICAN ELECTRIC POWER,EXELON,0.021461,0.10015,0,4,3,7,-4
EXELON,AMERICAN ELECTRIC POWER,0.07869,0.10015,4,0,3,7,4
AMERICAN ELECTRIC POWER,EXXONMOBIL,0.001028,0.004111,0,1,1,2,-1
EXXONMOBIL,AMERICAN ELECTRIC POWER,0.003083,0.004111,1,0,1,2,1
AMERICAN ELECTRIC POWER,FEDEX,0.000912,0.001823,0,0,2,2,0
FEDEX,AMERICAN ELECTRIC POWER,0.000912,0.001823,0,0,2,2,0
AMERICAN ELECTRIC POWER,FIRSTENERGY,0.106447,0.399175,1,8,6,15,-7
FIRSTENERGY,AMERICAN ELECTRIC POWER,0.292728,0.399175,8,1,6,15,7
AMERICAN ELECTRIC POWER,GENERAL MOTORS,0.005077,0.03046,0,2,1,3,-2
GENERAL MOTORS,AMERICAN ELECTRIC POWER,0.025383,0.03046,2,0,1,3,2
AMERICAN ELECTRIC POWER,INTEL,0.022855,0.04571,0,0,2,2,0
INTEL,AMERICAN ELECTRIC POWER,0.022855,0.04571,0,0,2,2,0
AMERICAN ELECTRIC POWER,KROGER,0.001295,0.001295,1,0,0,1,1
KROGER,AMERICAN ELECTRIC POWER,0.0,0.001295,0,1,0,1,-1
AMERICAN ELECTRIC POWER,LOEWS,0.008141,0.016281,0,0,1,1,0
LOEWS,AMERICAN ELECTRIC POWER,0.008141,0.016281,0,0,1,1,0
AMERICAN ELECTRIC POWER,MARATHON PETROLEUM,0.0,0.010215,0,2,0,2,-2
MARATHON PETROLEUM,AMERICAN ELECTRIC POWER,0.010215,0.010215,2,0,0,2,2
AMERICAN ELECTRIC POWER,MICROSOFT,0.013417,0.026834,0,0,1,1,0
MICROSOFT,AMERICAN ELECTRIC POWER,0.013417,0.026834,0,0,1,1,0
AMERICAN ELECTRIC POWER,MOTOROLA SOLUTIONS,0.059115,0.118231,0,0,1,1,0
MOTOROLA SOLUTIONS,AMERICAN ELECTRIC POWER,0.059115,0.118231,0,0,1,1,0
AMERICAN ELECTRIC POWER,PEABODY ENERGY,0.0005,0.002,0,1,1,2,-1
PEABODY ENERGY,AMERICAN ELECTRIC POWER,0.0015,0.002,1,0,1,2,1
AMERICAN ELECTRIC POWER,PG&E,0.010455,0.048789,1,5,1,7,-4
PG&E,AMERICAN ELECTRIC POWER,0.038334,0.048789,5,1,1,7,4
AMERICAN ELECTRIC POWER,PHILLIPS 66,2.2e-05,4.5e-05,0,0,1,1,0
PHILLIPS 66,AMERICAN ELECTRIC POWER,2.2e-05,4.5e-05,0,0,1,1,0
AMERICAN ELECTRIC POWER,PPL,0.163506,0.312148,6,5,10,21,1
PPL,AMERICAN ELECTRIC POWER,0.148642,0.312148,5,6,10,21,-1
AMERICAN ELECTRIC POWER,PUBLIC SERVICE ENTERPRISE GROUP,0.092164,0.184329,1,1,2,4,0
PUBLIC SERVICE ENTERPRISE GROUP,AMERICAN ELECTRIC POWER,0.092164,0.184329,1,1,2,4,0
AMERICAN ELECTRIC POWER,SOUTHERN,0.031342,0.125368,0,2,2,4,-2
SOUTHERN,AMERICAN ELECTRIC POWER,0.094026,0.125368,2,0,2,4,2
AMERICAN ELECTRIC POWER,TESLA,0.0,0.035374,0,4,0,4,-4
TESLA,AMERICAN ELECTRIC POWER,0.035374,0.035374,4,0,0,4,4
AMERICAN ELECTRIC POWER,VF,0.008016,0.008016,2,0,0,2,2
VF,AMERICAN ELECTRIC POWER,0.0,0.008016,0,2,0,2,-2
AMERICAN ELECTRIC POWER,XCEL ENERGY,0.061764,0.288232,1,9,4,14,-8
XCEL ENERGY,AMERICAN ELECTRIC POWER,0.226468,0.288232,9,1,4,14,8
AMERICAN EXPRESS,AT&T,0.0,0.029821,0,1,0,1,-1
AT&T,AMERICAN EXPRESS,0.029821,0.029821,1,0,0,1,1
AMERICAN EXPRESS,BANK OF NEW YORK MELLON,0.02303,0.02303,1,0,0,1,1
BANK OF NEW YORK MELLON,AMERICAN EXPRESS,0.0,0.02303,0,1,0,1,-1
AMERICAN EXPRESS,CATERPILLAR,0.020457,0.040914,0,0,1,1,0
CATERPILLAR,AMERICAN EXPRESS,0.020457,0.040914,0,0,1,1,0
AMERICAN EXPRESS,CBS,0.0,0.029821,0,1,0,1,-1
CBS,AMERICAN EXPRESS,0.029821,0.029821,1,0,0,1,1
AMERICAN EXPRESS,CITIGROUP,0.001468,0.002937,0,0,1,1,0
CITIGROUP,AMERICAN EXPRESS,0.001468,0.002937,0,0,1,1,0
AMERICAN EXPRESS,DISCOVER FINANCIAL SERVICES,0.004041,0.008082,0,0,1,1,0
DISCOVER FINANCIAL SERVICES,AMERICAN EXPRESS,0.004041,0.008082,0,0,1,1,0
AMERICAN EXPRESS,FIFTH THIRD BANCORP,0.149829,0.299658,0,0,1,1,0
FIFTH THIRD BANCORP,AMERICAN EXPRESS,0.149829,0.299658,0,0,1,1,0
AMERICAN EXPRESS,FOX CORP,0.005028,0.005028,1,0,0,1,1
FOX CORP,AMERICAN EXPRESS,0.0,0.005028,0,1,0,1,-1
AMERICAN EXPRESS,GOLDMAN SACHS GROUP,0.018062,0.036125,0,0,1,1,0
GOLDMAN SACHS GROUP,AMERICAN EXPRESS,0.018062,0.036125,0,0,1,1,0
AMERICAN EXPRESS,GUARDIAN LIFE INS. CO. OF AMERICA,0.028287,0.056574,0,0,1,1,0
GUARDIAN LIFE INS. CO. OF AMERICA,AMERICAN EXPRESS,0.028287,0.056574,0,0,1,1,0
AMERICAN EXPRESS,HARTFORD FINANCIAL SERVICES,0.0,0.056574,0,1,0,1,-1
HARTFORD FINANCIAL SERVICES,AMERICAN EXPRESS,0.056574,0.056574,1,0,0,1,1
AMERICAN EXPRESS,HEWLETT PACKARD ENTERPRISE,0.0,0.056574,0,1,0,1,-1
HEWLETT PACKARD ENTERPRISE,AMERICAN EXPRESS,0.056574,0.056574,1,0,0,1,1
AMERICAN EXPRESS,HILTON WORLDWIDE HOLDINGS,0.001468,0.002937,0,0,1,1,0
HILTON WORLDWIDE HOLDINGS,AMERICAN EXPRESS,0.001468,0.002937,0,0,1,1,0
AMERICAN EXPRESS,IBM,0.010229,0.040914,0,1,1,2,-1
IBM,AMERICAN EXPRESS,0.030686,0.040914,1,0,1,2,1
AMERICAN EXPRESS,KEYCORP,0.089739,0.179479,0,0,1,1,0
KEYCORP,AMERICAN EXPRESS,0.089739,0.179479,0,0,1,1,0
AMERICAN EXPRESS,LABORATORY CORP. OF AMERICA,0.001468,0.002937,0,0,1,1,0
LABORATORY CORP. OF AMERICA,AMERICAN EXPRESS,0.001468,0.002937,0,0,1,1,0
AMERICAN EXPRESS,LOCKHEED MARTIN,0.0,0.056574,0,1,0,1,-1
LOCKHEED MARTIN,AMERICAN EXPRESS,0.056574,0.056574,1,0,0,1,1
AMERICAN EXPRESS,LUMEN TECHNOLOGIES,0.005594,0.011187,0,0,1,1,0
LUMEN TECHNOLOGIES,AMERICAN EXPRESS,0.005594,0.011187,0,0,1,1,0
AMERICAN EXPRESS,MCDONALD'S,0.031938,0.063875,0,0,1,1,0
MCDONALD'S,AMERICAN EXPRESS,0.031938,0.063875,0,0,1,1,0
AMERICAN EXPRESS,MICROSOFT,0.0,0.056574,0,1,0,1,-1
MICROSOFT,AMERICAN EXPRESS,0.056574,0.056574,1,0,0,1,1
AMERICAN EXPRESS,NORTHERN TRUST,0.160883,0.321766,0,0,1,1,0
NORTHERN TRUST,AMERICAN EXPRESS,0.160883,0.321766,0,0,1,1,0
AMERICAN EXPRESS,NORTHWESTERN MUTUAL,0.164739,0.329479,0,0,1,1,0
NORTHWESTERN MUTUAL,AMERICAN EXPRESS,0.164739,0.329479,0,0,1,1,0
AMERICAN EXPRESS,PNC FINANCIAL SERVICES,0.164739,0.329479,0,0,1,1,0
PNC FINANCIAL SERVICES,AMERICAN EXPRESS,0.164739,0.329479,0,0,1,1,0
AMERICAN EXPRESS,PRINCIPAL FINANCIAL,0.001468,0.002937,0,0,1,1,0
PRINCIPAL FINANCIAL,AMERICAN EXPRESS,0.001468,0.002937,0,0,1,1,0
AMERICAN EXPRESS,REGIONS FINANCIAL,0.124938,0.249875,0,0,1,1,0
REGIONS FINANCIAL,AMERICAN EXPRESS,0.124938,0.249875,0,0,1,1,0
AMERICAN EXPRESS,SEMPRA ENERGY,0.0,0.034835,0,1,0,1,-1
SEMPRA ENERGY,AMERICAN EXPRESS,0.034835,0.034835,1,0,0,1,1
AMERICAN EXPRESS,STATE FARM INSURANCE,0.005435,0.02174,0,1,1,2,-1
STATE FARM INSURANCE,AMERICAN EXPRESS,0.016305,0.02174,1,0,1,2,1
AMERICAN EXPRESS,STATE STREET CORP.,0.15,0.15,1,0,0,1,1
STATE STREET CORP.,AMERICAN EXPRESS,0.0,0.15,0,1,0,1,-1
AMERICAN EXPRESS,SYNCHRONY FINANCIAL,0.083698,0.334793,0,1,1,2,-1
SYNCHRONY FINANCIAL,AMERICAN EXPRESS,0.251095,0.334793,1,0,1,2,1
AMERICAN EXPRESS,U.S. BANCORP,0.144282,0.288565,0,0,1,1,0
U.S. BANCORP,AMERICAN EXPRESS,0.144282,0.288565,0,0,1,1,0
AMERICAN EXPRESS,VERIZON,0.0,0.056574,0,2,0,2,-2
VERIZON,AMERICAN EXPRESS,0.056574,0.056574,2,0,0,2,2
AMERICAN EXPRESS,VISA,0.075,0.15,0,0,1,1,0
VISA,AMERICAN EXPRESS,0.075,0.15,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,AMERIPRISE FINANCIAL,0.000821,0.001643,0,0,1,1,0
AMERIPRISE FINANCIAL,AMERICAN FAMILY INSURANCE GROUP,0.000821,0.001643,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,ASSURANT,0.064844,0.129687,0,0,8,8,0
ASSURANT,AMERICAN FAMILY INSURANCE GROUP,0.064844,0.129687,0,0,8,8,0
AMERICAN FAMILY INSURANCE GROUP,AT&T,0.004015,0.008031,0,0,1,1,0
AT&T,AMERICAN FAMILY INSURANCE GROUP,0.004015,0.008031,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,BANK OF AMERICA,0.000983,0.001967,0,0,1,1,0
BANK OF AMERICA,AMERICAN FAMILY INSURANCE GROUP,0.000983,0.001967,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,CATERPILLAR,0.000475,0.000949,0,0,1,1,0
CATERPILLAR,AMERICAN FAMILY INSURANCE GROUP,0.000475,0.000949,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,CBS,0.010419,0.020838,0,0,2,2,0
CBS,AMERICAN FAMILY INSURANCE GROUP,0.010419,0.020838,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,CENTENE,0.00292,0.00584,0,0,2,2,0
CENTENE,AMERICAN FAMILY INSURANCE GROUP,0.00292,0.00584,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,CHARLES SCHWAB,0.00956,0.00956,2,0,0,2,2
CHARLES SCHWAB,AMERICAN FAMILY INSURANCE GROUP,0.0,0.00956,0,2,0,2,-2
AMERICAN FAMILY INSURANCE GROUP,CIGNA,0.001296,0.002592,0,0,1,1,0
CIGNA,AMERICAN FAMILY INSURANCE GROUP,0.001296,0.002592,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,CITIGROUP,0.00478,0.00956,0,0,1,1,0
CITIGROUP,AMERICAN FAMILY INSURANCE GROUP,0.00478,0.00956,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,CVS HEALTH,0.000512,0.001024,0,0,1,1,0
CVS HEALTH,AMERICAN FAMILY INSURANCE GROUP,0.000512,0.001024,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,FOX CORP,0.056681,0.064778,3,0,1,4,3
FOX CORP,AMERICAN FAMILY INSURANCE GROUP,0.008097,0.064778,0,3,1,4,-3
AMERICAN FAMILY INSURANCE GROUP,GENERAL MOTORS,0.001301,0.001301,1,0,0,1,1
GENERAL MOTORS,AMERICAN FAMILY INSURANCE GROUP,0.0,0.001301,0,1,0,1,-1
AMERICAN FAMILY INSURANCE GROUP,GUARDIAN LIFE INS. CO. OF AMERICA,0.001624,0.003247,0,0,1,1,0
GUARDIAN LIFE INS. CO. OF AMERICA,AMERICAN FAMILY INSURANCE GROUP,0.001624,0.003247,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,HARTFORD FINANCIAL SERVICES,0.011007,0.016934,3,0,7,10,3
HARTFORD FINANCIAL SERVICES,AMERICAN FAMILY INSURANCE GROUP,0.005927,0.016934,0,3,7,10,-3
AMERICAN FAMILY INSURANCE GROUP,HONEYWELL INTERNATIONAL,0.004066,0.004066,1,0,0,1,1
HONEYWELL INTERNATIONAL,AMERICAN FAMILY INSURANCE GROUP,0.0,0.004066,0,1,0,1,-1
AMERICAN FAMILY INSURANCE GROUP,HUMANA,0.001224,0.002448,0,0,1,1,0
HUMANA,AMERICAN FAMILY INSURANCE GROUP,0.001224,0.002448,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,IBM,0.002547,0.005094,0,0,1,1,0
IBM,AMERICAN FAMILY INSURANCE GROUP,0.002547,0.005094,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,JPMORGAN CHASE & CO.,0.010332,0.013776,1,0,1,2,1
JPMORGAN CHASE & CO.,AMERICAN FAMILY INSURANCE GROUP,0.003444,0.013776,0,1,1,2,-1
AMERICAN FAMILY INSURANCE GROUP,KEYCORP,0.00437,0.008741,0,0,1,1,0
KEYCORP,AMERICAN FAMILY INSURANCE GROUP,0.00437,0.008741,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,KROGER,0.029821,0.029821,1,0,0,1,1
KROGER,AMERICAN FAMILY INSURANCE GROUP,0.0,0.029821,0,1,0,1,-1
AMERICAN FAMILY INSURANCE GROUP,LABORATORY CORP. OF AMERICA,0.002345,0.002345,1,0,0,1,1
LABORATORY CORP. OF AMERICA,AMERICAN FAMILY INSURANCE GROUP,0.0,0.002345,0,1,0,1,-1
AMERICAN FAMILY INSURANCE GROUP,LIBERTY MUTUAL INSURANCE GROUP,0.000648,0.001295,0,0,1,1,0
LIBERTY MUTUAL INSURANCE GROUP,AMERICAN FAMILY INSURANCE GROUP,0.000648,0.001295,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,LINCOLN NATIONAL,0.010741,0.010741,1,0,0,1,1
LINCOLN NATIONAL,AMERICAN FAMILY INSURANCE GROUP,0.0,0.010741,0,1,0,1,-1
AMERICAN FAMILY INSURANCE GROUP,LOCKHEED MARTIN,0.001296,0.002592,0,0,1,1,0
LOCKHEED MARTIN,AMERICAN FAMILY INSURANCE GROUP,0.001296,0.002592,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,MUTUAL OF OMAHA INSURANCE,0.031885,0.038262,2,0,1,3,2
MUTUAL OF OMAHA INSURANCE,AMERICAN FAMILY INSURANCE GROUP,0.006377,0.038262,0,2,1,3,-2
AMERICAN FAMILY INSURANCE GROUP,NATIONWIDE,0.000642,0.000963,1,0,2,3,1
NATIONWIDE,AMERICAN FAMILY INSURANCE GROUP,0.000321,0.000963,0,1,2,3,-1
AMERICAN FAMILY INSURANCE GROUP,NORTHWESTERN MUTUAL,0.041491,0.049789,2,0,1,3,2
NORTHWESTERN MUTUAL,AMERICAN FAMILY INSURANCE GROUP,0.008298,0.049789,0,2,1,3,-2
AMERICAN FAMILY INSURANCE GROUP,PHILLIPS 66,0.000308,0.000617,0,0,1,1,0
PHILLIPS 66,AMERICAN FAMILY INSURANCE GROUP,0.000308,0.000617,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,PNC FINANCIAL SERVICES,0.006663,0.009994,1,0,2,3,1
PNC FINANCIAL SERVICES,AMERICAN FAMILY INSURANCE GROUP,0.003331,0.009994,0,1,2,3,-1
AMERICAN FAMILY INSURANCE GROUP,PRINCIPAL FINANCIAL,0.005144,0.010289,0,0,2,2,0
PRINCIPAL FINANCIAL,AMERICAN FAMILY INSURANCE GROUP,0.005144,0.010289,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,PRUDENTIAL FINANCIAL,0.007136,0.014272,0,0,2,2,0
PRUDENTIAL FINANCIAL,AMERICAN FAMILY INSURANCE GROUP,0.007136,0.014272,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,RAYTHEON,0.002592,0.002592,1,0,0,1,1
RAYTHEON,AMERICAN FAMILY INSURANCE GROUP,0.0,0.002592,0,1,0,1,-1
AMERICAN FAMILY INSURANCE GROUP,STATE FARM INSURANCE,0.019181,0.019181,4,0,0,4,4
