bill_number,bill_idx
H.J.RES.1,0
H.J.RES.28,1
H.J.RES.31,2
H.R.1,3
H.R.10,4
H.R.1006,5
H.R.1007,6
H.R.1008,7
H.R.1018,8
H.R.1027,9
H.R.1034,10
H.R.1035,11
H.R.1043,12
H.R.1044,13
H.R.1046,14
H.R.1062,15
H.R.107,16
H.R.1084,17
H.R.1096,18
H.R.1101,19
H.R.1108,20
H.R.1158,21
H.R.1159,22
H.R.1166,23
H.R.1171,24
H.R.1175,25
H.R.1185,26
H.R.1220,27
H.R.1224,28
H.R.1225,29
H.R.1226,30
H.R.1282,31
H.R.1301,32
H.R.1315,33
H.R.1332,34
H.R.1344,35
H.R.1374,36
H.R.1375,37
H.R.1384,38
H.R.1398,39
H.R.1406,40
H.R.1420,41
H.R.1423,42
H.R.1426,43
H.R.1427,44
H.R.1439,45
H.R.1485,46
H.R.1499,47
H.R.1500,48
H.R.1502,49
H.R.1503,50
H.R.1506,51
H.R.1516,52
H.R.1520,53
H.R.1549,54
H.R.1592,55
H.R.1595,56
H.R.1602,57
H.R.1614,58
H.R.1618,59
H.R.1625,60
H.R.1642,61
H.R.1644,62
H.R.1666,63
H.R.1668,64
H.R.1685,65
H.R.1686,66
H.R.1693,67
H.R.1707,68
H.R.172,69
H.R.1725,70
H.R.1731,71
H.R.1742,72
H.R.1743,73
H.R.1744,74
H.R.1748,75
H.R.1756,76
H.R.1760,77
H.R.1766,78
H.R.1768,79
H.R.1781,80
H.R.1815,81
H.R.1832,82
H.R.1834,83
H.R.1839,84
H.R.1860,85
H.R.1862,86
H.R.1865,87
H.R.1869,88
H.R.1876,89
H.R.19,90
H.R.1922,91
H.R.1938,92
H.R.1940,93
H.R.1954,94
H.R.1957,95
H.R.1960,96
H.R.1961,97
H.R.1976,98
H.R.1993,99
H.R.1994,100
H.R.2,101
H.R.2009,102
H.R.2013,103
H.R.2015,104
H.R.2028,105
H.R.2042,106
H.R.2043,107
H.R.2054,108
H.R.2062,109
H.R.2064,110
H.R.2074,111
H.R.2087,112
H.R.2093,113
H.R.2096,114
H.R.21,115
H.R.2113,116
H.R.2114,117
H.R.2115,118
H.R.2119,119
H.R.2139,120
H.R.2144,121
H.R.2157,122
H.R.2163,123
H.R.2164,124
H.R.2170,125
H.R.2181,126
H.R.2202,127
H.R.2207,128
H.R.2208,129
H.R.2213,130
H.R.2227,131
H.R.2256,132
H.R.2296,133
H.R.2318,134
H.R.2328,135
H.R.2337,136
H.R.2339,137
H.R.2353,138
H.R.2355,139
H.R.2367,140
H.R.2374,141
H.R.2375,142
H.R.2376,143
H.R.2377,144
H.R.2381,145
H.R.2382,146
H.R.2411,147
H.R.2416,148
H.R.2426,149
H.R.2447,150
H.R.2449,151
H.R.2452,152
H.R.2453,153
H.R.2474,154
H.R.2479,155
H.R.2500,156
H.R.251,157
H.R.2513,158
H.R.2514,159
H.R.2533,160
H.R.2575,161
H.R.2577,162
H.R.2578,163
H.R.259,164
H.R.2591,165
H.R.2592,166
H.R.2597,167
H.R.2608,168
H.R.2616,169
H.R.2626,170
H.R.2636,171
H.R.2638,172
H.R.264,173
H.R.265,174
H.R.2664,175
H.R.267,176
H.R.2682,177
H.R.2684,178
H.R.269,179
H.R.2699,180
H.R.2704,181
H.R.2711,182
H.R.2723,183
H.R.2740,184
H.R.2741,185
H.R.2745,186
H.R.275,187
H.R.2771,188
H.R.2820,189
H.R.2839,190
H.R.2881,191
H.R.2906,192
H.R.2923,193
H.R.2960,194
H.R.2968,195
H.R.2986,196
H.R.2995,197
H.R.3,198
H.R.3002,199
H.R.3006,200
H.R.302,201
H.R.3031,202
H.R.3052,203
H.R.3055,204
H.R.3079,205
H.R.3107,206
H.R.3111,207
H.R.3136,208
H.R.3151,209
H.R.3162,210
H.R.3163,211
H.R.3164,212
H.R.3167,213
H.R.3182,214
H.R.3240,215
H.R.3248,216
H.R.3256,217
H.R.3266,218
H.R.3279,219
H.R.3300,220
H.R.3301,221
H.R.3306,222
H.R.3318,223
H.R.3327,224
H.R.3351,225
H.R.3361,226
H.R.3375,227
H.R.3388,228
H.R.34,229
H.R.3401,230
H.R.3407,231
H.R.3409,232
H.R.342,233
H.R.3432,234
H.R.3459,235
H.R.3475,236
H.R.3481,237
H.R.3494,238
H.R.3502,239
H.R.3561,240
H.R.358,241
H.R.3584,242
H.R.359,243
H.R.3593,244
H.R.360,245
H.R.3609,246
H.R.3614,247
H.R.362,248
H.R.3622,249
H.R.3623,250
H.R.3630,251
H.R.3632,252
H.R.3666,253
H.R.3693,254
H.R.3699,255
H.R.370,256
H.R.3773,257
H.R.3791,258
H.R.380,259
H.R.3811,260
H.R.3828,261
H.R.3851,262
H.R.3877,263
H.R.3888,264
H.R.3890,265
H.R.3896,266
H.R.3915,267
H.R.3931,268
H.R.3941,269
H.R.3956,270
H.R.3957,271
H.R.3961,272
H.R.3969,273
H.R.397,274
H.R.3991,275
H.R.3994,276
H.R.4004,277
H.R.4035,278
H.R.4051,279
H.R.4074,280
H.R.4100,281
H.R.4127,282
H.R.4171,283
H.R.4173,284
H.R.4227,285
H.R.4229,286
H.R.4232,287
H.R.4306,288
H.R.4329,289
H.R.4378,290
H.R.4455,291
H.R.4459,292
H.R.4461,293
H.R.4462,294
H.R.4492,295
H.R.4509,296
H.R.4549,297
H.R.4592,298
H.R.4597,299
H.R.4610,300
H.R.4634,301
H.R.4674,302
