bill_number,bill_idx
H.R.469,303
H.R.4692,304
H.R.4695,305
H.R.470,306
H.R.471,307
H.R.472,308
H.R.4796,309
H.R.4813,310
H.R.4855,311
H.R.4863,312
H.R.4884,313
H.R.4895,314
H.R.4978,315
H.R.4998,316
H.R.5,317
H.R.5035,318
H.R.5055,319
H.R.510,320
H.R.5119,321
H.R.5120,322
H.R.5133,323
H.R.5139,324
H.R.5140,325
H.R.5170,326
H.R.5175,327
H.R.5195,328
H.R.5240,329
H.R.5256,330
H.R.5270,331
H.R.530,332
H.R.535,333
H.R.5376,334
H.R.5409,335
H.R.5427,336
H.R.5428,337
H.R.543,338
H.R.5430,339
H.R.5515,340
H.R.5518,341
H.R.5527,342
H.R.5530,343
H.R.5544,344
H.R.582,345
H.R.5841,346
H.R.5895,347
H.R.6,348
H.R.6157,349
H.R.624,350
H.R.648,351
H.R.6776,352
H.R.680,353
H.R.690,354
H.R.705,355
H.R.748,356
H.R.761,357
H.R.763,358
H.R.803,359
H.R.811,360
H.R.85,361
H.R.851,362
H.R.861,363
H.R.896,364
H.R.9,365
H.R.911,366
H.R.938,367
H.R.940,368
H.R.946,369
H.R.965,370
H.R.978,371
H.R.982,372
H.R.985,373
H.R.987,374
H.RES.109,375
H.RES.153,376
S.1,377
S.1005,378
S.1011,379
S.1012,380
S.1018,381
S.1019,382
S.102,383
S.1020,384
S.1023,385
S.1028,386
S.1060,387
S.1084,388
S.1089,389
S.1094,390
S.1097,391
S.1112,392
S.1116,393
S.1128,394
S.1142,395
S.1144,396
S.1169,397
S.1178,398
S.1200,399
S.1201,400
S.1206,401
S.1209,402
S.1214,403
S.1215,404
S.1224,405
S.1227,406
S.1228,407
S.1234,408
S.1245,409
S.1253,410
S.1258,411
S.1266,412
S.1273,413
S.1298,414
S.1300,415
S.1306,416
S.1356,417
S.1359,418
S.1363,419
S.1372,420
S.1391,421
S.1396,422
S.1398,423
S.1405,424
S.1416,425
S.142,426
S.1428,427
S.1431,428
S.1437,429
S.1441,430
S.1457,431
S.1460,432
S.1473,433
S.1479,434
S.1487,435
S.150,436
S.1507,437
S.1509,438
S.151,439
S.1522,440
S.1531,441
S.1533,442
S.1541,443
S.1558,444
S.1564,445
S.1574,446
S.1586,447
S.1587,448
S.1589,449
S.1593,450
S.1602,451
S.1617,452
S.1625,453
S.1628,454
S.1655,455
S.1664,456
S.1676,457
S.1685,458
S.1699,459
S.1700,460
S.1706,461
S.171,462
S.1712,463
S.172,464
S.174,465
S.1750,466
S.1760,467
S.1790,468
S.1822,469
S.1839,470
S.1850,471
S.1857,472
S.1885,473
S.189,474
S.1895,475
S.1900,476
S.1939,477
S.1953,478
S.1955,479
S.1965,480
S.1968,481
S.1970,482
S.1979,483
S.1982,484
S.1989,485
S.203,486
S.2033,487
S.2038,488
S.2039,489
S.2040,490
S.2041,491
S.2056,492
S.2082,493
S.2095,494
S.2098,495
S.2137,496
S.2155,497
S.2178,498
S.2187,499
S.2201,500
S.2203,501
S.2223,502
S.2229,503
S.2246,504
S.2249,505
S.2254,506
S.2284,507
S.2289,508
S.2293,509
S.2299,510
S.2300,511
S.2302,512
S.2313,513
S.2332,514
S.2333,515
S.2352,516
S.2370,517
S.2371,518
S.2391,519
S.2418,520
S.245,521
S.2454,522
S.2470,523
S.2474,524
S.2506,525
S.2520,526
S.2522,527
S.2524,528
S.2526,529
S.2543,530
S.2546,531
S.2556,532
S.2563,533
S.2580,534
S.2582,535
S.2583,536
S.2584,537
S.2589,538
S.2641,539
S.2644,540
S.2652,541
S.2662,542
S.2677,543
S.2751,544
S.2754,545
S.2789,546
S.2800,547
S.2839,548
S.287,549
S.2877,550
S.2881,551
S.29,552
S.2908,553
S.2921,554
S.2922,555
S.2941,556
S.2956,557
S.2968,558
S.2975,559
S.2976,560
S.2979,561
S.2987,562
S.300,563
S.3013,564
S.3043,565
S.3045,566
S.3052,567
S.3108,568
S.3109,569
S.3129,570
S.3159,571
S.317,572
S.321,573
S.322,574
S.3336,575
S.340,576
S.343,577
S.354,578
S.362,579
S.365,580
S.3676,581
S.370,582
S.3744,583
S.383,584
S.386,585
S.403,586
S.448,587
S.460,588
S.463,589
S.47,590
S.470,591
S.471,592
S.474,593
S.475,594
S.476,595
S.482,596
S.500,597
S.510,598
S.551,599
S.563,600
S.569,601
S.583,602
S.592,603
S.603,604
S.604,605
S.607,606
S.617,607
S.62,608
S.630,609
S.637,610
S.638,611
S.64,612
S.640,613
S.647,614
S.649,615
S.657,616
S.658,617
S.659,618
S.660,619
S.669,620
S.670,621
S.674,622
S.682,623
S.684,624
S.692,625
S.700,626
S.713,627
S.724,628
S.726,629
S.73,630
S.733,631
S.734,632
S.747,633
S.748,634
S.762,635
S.764,636
S.765,637
S.788,638
S.80,639
S.803,640
S.806,641
S.826,642
S.833,643
S.839,644
S.842,645
S.847,646
S.859,647
S.874,648
S.893,649
S.903,650
S.911,651
S.918,652
S.919,653
S.920,654
S.926,655
S.940,656
S.950,657
S.952,658
S.972,659
S.976,660
S.977,661
S.978,662
S.981,663
S.988,664
S.993,665
S.J.RES.8,666
S.RES.59,667
