bill_number,bill_idx
H.R.2040,213
H.R.2042,214
H.R.2043,215
H.R.2044,216
H.R.205,217
H.R.2054,218
H.R.2062,219
H.R.2063,220
H.R.2064,221
H.R.2070,222
H.R.2074,223
H.R.2084,224
H.R.2087,225
H.R.2093,226
H.R.2096,227
H.R.21,228
H.R.2102,229
H.R.2111,230
H.R.2113,231
H.R.2114,232
H.R.2115,233
H.R.2119,234
H.R.2120,235
H.R.2135,236
H.R.2139,237
H.R.2143,238
H.R.2144,239
H.R.2157,240
H.R.2163,241
H.R.2164,242
H.R.2170,243
H.R.2181,244
H.R.2187,245
H.R.2193,246
H.R.2195,247
H.R.22,248
H.R.2202,249
H.R.2204,250
H.R.2207,251
H.R.2208,252
H.R.2209,253
H.R.2213,254
H.R.2218,255
H.R.2220,256
H.R.2227,257
H.R.223,258
H.R.224,259
H.R.2250,260
H.R.2256,261
H.R.2266,262
H.R.2267,263
H.R.2279,264
H.R.2296,265
H.R.2314,266
H.R.2318,267
H.R.2328,268
H.R.2337,269
H.R.2339,270
H.R.2353,271
H.R.2355,272
H.R.2367,273
H.R.2369,274
H.R.2374,275
H.R.2375,276
H.R.2376,277
H.R.2377,278
H.R.2381,279
H.R.2382,280
H.R.2386,281
H.R.2387,282
H.R.2397,283
H.R.2411,284
H.R.2416,285
H.R.2426,286
H.R.2440,287
H.R.2445,288
H.R.2447,289
H.R.2449,290
H.R.2452,291
H.R.2453,292
H.R.2463,293
H.R.2472,294
H.R.2474,295
H.R.2477,296
H.R.2479,297
H.R.2500,298
H.R.251,299
H.R.2513,300
H.R.2514,301
H.R.2533,302
H.R.2534,303
H.R.2539,304
H.R.2540,305
H.R.2556,306
H.R.2566,307
H.R.2570,308
H.R.2572,309
H.R.2575,310
H.R.2577,311
H.R.2578,312
H.R.2584,313
H.R.2587,314
H.R.2588,315
H.R.259,316
H.R.2591,317
H.R.2592,318
H.R.2596,319
H.R.2597,320
H.R.2600,321
H.R.2605,322
H.R.2608,323
H.R.2610,324
H.R.2616,325
H.R.2626,326
H.R.2636,327
H.R.2638,328
H.R.264,329
H.R.2644,330
H.R.265,331
H.R.266,332
H.R.2664,333
H.R.267,334
H.R.268,335
H.R.2682,336
H.R.2683,337
H.R.2684,338
H.R.269,339
H.R.2693,340
H.R.2698,341
H.R.2699,342
H.R.2700,343
H.R.2704,344
H.R.2710,345
H.R.2711,346
H.R.2712,347
H.R.2722,348
H.R.2723,349
H.R.2739,350
H.R.2740,351
H.R.2741,352
H.R.2745,353
H.R.275,354
H.R.2760,355
H.R.2771,356
H.R.2800,357
H.R.2820,358
H.R.2827,359
H.R.2839,360
H.R.2868,361
H.R.287,362
H.R.2874,363
H.R.2875,364
H.R.2881,365
H.R.2896,366
H.R.2906,367
H.R.292,368
H.R.2923,369
H.R.293,370
H.R.2946,371
H.R.2956,372
H.R.2957,373
H.R.2960,374
H.R.2968,375
H.R.2985,376
H.R.2986,377
H.R.2995,378
H.R.2997,379
H.R.3,380
H.R.3002,381
H.R.3006,382
H.R.3011,383
H.R.302,384
H.R.3031,385
H.R.3052,386
H.R.3055,387
H.R.3062,388
H.R.3077,389
H.R.3078,390
H.R.3079,391
H.R.3100,392
H.R.3107,393
H.R.3111,394
H.R.3125,395
H.R.3127,396
H.R.3128,397
H.R.3129,398
H.R.3136,399
H.R.3145,400
H.R.3146,401
H.R.3151,402
H.R.3156,403
H.R.3162,404
H.R.3163,405
H.R.3164,406
H.R.3167,407
H.R.3180,408
H.R.3182,409
H.R.3195,410
H.R.3197,411
H.R.3199,412
H.R.3223,413
H.R.3225,414
H.R.3226,415
H.R.3235,416
H.R.3240,417
H.R.3248,418
H.R.3249,419
H.R.3253,420
H.R.3255,421
H.R.3256,422
H.R.3258,423
H.R.3264,424
H.R.3266,425
H.R.3279,426
H.R.330,427
H.R.3300,428
H.R.3301,429
H.R.3306,430
H.R.331,431
H.R.3318,432
H.R.3325,433
H.R.3327,434
H.R.3351,435
H.R.3352,436
H.R.3353,437
H.R.3355,438
H.R.3361,439
H.R.3371,440
H.R.3375,441
H.R.3388,442
H.R.34,443
H.R.3401,444
H.R.3407,445
H.R.3408,446
H.R.3409,447
H.R.3417,448
H.R.342,449
H.R.3432,450
H.R.3436,451
H.R.3459,452
H.R.3461,453
H.R.3475,454
H.R.3480,455
H.R.3481,456
H.R.3494,457
H.R.3497,458
H.R.3500,459
H.R.3502,460
H.R.3515,461
H.R.3523,462
H.R.3528,463
H.R.3548,464
H.R.3551,465
H.R.3556,466
H.R.3561,467
H.R.3564,468
H.R.358,469
H.R.3584,470
H.R.359,471
H.R.3590,472
H.R.3593,473
H.R.3597,474
H.R.360,475
H.R.3607,476
H.R.3609,477
H.R.3614,478
H.R.3616,479
H.R.362,480
H.R.3622,481
H.R.3623,482
H.R.3624,483
H.R.3629,484
H.R.3630,485
H.R.3632,486
H.R.3633,487
H.R.3635,488
H.R.3642,489
H.R.366,490
H.R.3666,491
H.R.367,492
H.R.3693,493
H.R.3694,494
H.R.3699,495
H.R.370,496
H.R.3705,497
H.R.3708,498
H.R.3710,499
H.R.3719,500
H.R.3742,501
H.R.3746,502
H.R.3763,503
H.R.3772,504
H.R.3773,505
H.R.3781,506
H.R.3791,507
H.R.3794,508
H.R.380,509
H.R.3806,510
H.R.3811,511
H.R.3828,512
H.R.3851,513
H.R.3857,514
H.R.3861,515
H.R.3872,516
H.R.3877,517
H.R.3884,518
H.R.3888,519
H.R.3890,520
H.R.3896,521
H.R.3900,522
H.R.3915,523
H.R.392,524
H.R.3931,525
H.R.3941,526
H.R.3942,527
H.R.3943,528
H.R.3951,529
H.R.3956,530
H.R.3957,531
H.R.3960,532
H.R.3961,533
H.R.3966,534
H.R.3969,535
H.R.397,536
H.R.3978,537
H.R.3991,538
H.R.3994,539
H.R.3999,540
H.R.4,541
H.R.4002,542
H.R.4004,543
H.R.4007,544
H.R.4015,545
H.R.4024,546
H.R.4035,547
H.R.4037,548
H.R.4048,549
H.R.4051,550
H.R.4054,551
H.R.4058,552
H.R.4074,553
H.R.4075,554
H.R.4100,555
H.R.4106,556
H.R.4111,557
H.R.4119,558
H.R.4127,559
H.R.4128,560
H.R.4142,561
H.R.4149,562
H.R.4164,563
H.R.4170,564
H.R.4171,565
H.R.4173,566
H.R.4179,567
H.R.4194,568
H.R.4217,569
H.R.4223,570
H.R.4225,571
H.R.4227,572
H.R.4229,573
H.R.4230,574
H.R.4232,575
H.R.4234,576
H.R.4242,577
H.R.427,578
H.R.4299,579
H.R.4306,580
H.R.431,581
H.R.4311,582
H.R.4320,583
H.R.4322,584
H.R.4329,585
H.R.4335,586
H.R.4344,587
H.R.4347,588
H.R.4354,589
H.R.4374,590
H.R.4378,591
H.R.4385,592
H.R.4393,593
H.R.4398,594
H.R.4421,595
H.R.4425,596
H.R.4455,597
H.R.4459,598
H.R.4461,599
H.R.4462,600
H.R.4463,601
H.R.447,602
H.R.4476,603
H.R.4486,604
H.R.4487,605
H.R.4489,606
H.R.4492,607
H.R.4498,608
H.R.4500,609
H.R.4501,610
H.R.4508,611
H.R.4509,612
H.R.4520,613
H.R.4521,614
H.R.4523,615
H.R.4524,616
H.R.4537,617
H.R.454,618
H.R.4547,619
H.R.4549,620
H.R.4592,621
H.R.4597,622
H.R.4604,623
H.R.4605,624
H.R.4610,625
H.R.4629,626
H.R.4634,627
H.R.4637,628
H.R.4641,629
H.R.4642,630
H.R.4649,631
H.R.4674,632
H.R.469,633
H.R.4690,634
H.R.4692,635
H.R.4695,636
H.R.4697,637
H.R.470,638
H.R.4700,639
H.R.4708,640
H.R.4709,641
H.R.471,642
H.R.472,643
H.R.4742,644
H.R.4745,645
H.R.4779,646
H.R.4790,647
H.R.4796,648
H.R.4813,649
H.R.4841,650
H.R.4855,651
H.R.4863,652
H.R.4871,653
H.R.4872,654
H.R.4881,655
H.R.4884,656
H.R.4895,657
H.R.490,658
H.R.4910,659
H.R.4945,660
H.R.4953,661
H.R.4978,662
H.R.4982,663
H.R.4996,664
H.R.4998,665
H.R.5,666
H.R.5035,667
H.R.5050,668
H.R.5055,669
H.R.5057,670
H.R.5091,671
H.R.510,672
H.R.511,673
H.R.5115,674
H.R.5116,675
H.R.5118,676
H.R.5119,677
H.R.5120,678
H.R.5133,679
H.R.5138,680
H.R.5139,681
H.R.514,682
H.R.5140,683
H.R.5161,684
H.R.5170,685
H.R.5175,686
H.R.518,687
H.R.5180,688
H.R.5195,689
H.R.5197,690
H.R.5199,691
H.R.520,692
H.R.5219,693
H.R.5221,694
H.R.5234,695
H.R.5240,696
H.R.5256,697
H.R.5258,698
H.R.5270,699
H.R.5273,700
H.R.5292,701
H.R.5296,702
H.R.530,703
H.R.5314,704
H.R.5318,705
H.R.5322,706
H.R.5331,707
H.R.5332,708
H.R.5333,709
H.R.5336,710
H.R.535,711
H.R.5374,712
H.R.5376,713
H.R.5393,714
H.R.5409,715
H.R.5415,716
H.R.5427,717
H.R.5428,718
H.R.543,719
H.R.5430,720
H.R.5447,721
H.R.5450,722
H.R.547,723
H.R.5470,724
H.R.5480,725
H.R.55,726
H.R.5515,727
H.R.5518,728
H.R.5523,729
H.R.5527,730
H.R.5530,731
H.R.5544,732
H.R.5564,733
H.R.5567,734
H.R.56,735
H.R.5607,736
H.R.5701,737
H.R.5776,738
H.R.5783,739
H.R.5815,740
H.R.582,741
H.R.583,742
H.R.584,743
H.R.5841,744
H.R.5877,745
H.R.5881,746
H.R.5895,747
H.R.592,748
H.R.5952,749
H.R.596,750
H.R.5983,751
H.R.6,752
H.R.6072,753
H.R.6128,754
H.R.6136,755
H.R.6142,756
H.R.6157,757
H.R.618,758
H.R.6199,759
H.R.6226,760
H.R.6227,761
H.R.6237,762
H.R.624,763
H.R.6274,764
H.R.6378,765
H.R.6385,766
H.R.641,767
H.R.648,768
H.R.6505,769
H.R.6600,770
H.R.6688,771
H.R.6743,772
H.R.6757,773
H.R.6776,774
H.R.680,775
H.R.690,776
H.R.6910,777
H.R.695,778
H.R.705,779
H.R.721,780
H.R.7328,781
H.R.739,782
H.R.748,783
H.R.756,784
H.R.761,785
H.R.763,786
H.R.764,787
H.R.8,788
H.R.803,789
H.R.806,790
H.R.811,791
H.R.824,792
H.R.830,793
H.R.832,794
H.R.838,795
H.R.85,796
H.R.851,797
H.R.854,798
H.R.861,799
H.R.863,800
H.R.873,801
H.R.896,802
H.R.9,803
H.R.907,804
H.R.911,805
H.R.938,806
H.R.940,807
H.R.946,808
H.R.947,809
H.R.948,810
H.R.965,811
H.R.969,812
H.R.976,813
H.R.978,814
H.R.982,815
H.R.985,816
H.R.986,817
H.R.987,818
H.R.990,819
H.R.991,820
H.RES.109,821
H.RES.153,822
H.RES.328,823
H.RES.431,824
H.RES.478,825
H.RES.549,826
H.RES.575,827
H.RES.757,828
H1,829
H4,830
S.0000,831
S.052,832
S.1,833
S.1005,834
S.1010,835
S.1011,836
S.1012,837
S.1018,838
S.1019,839
S.102,840
S.1020,841
S.1022,842
S.1023,843
S.1028,844
S.1032,845
S.1048,846
S.1053,847
S.1060,848
S.1081,849
S.1084,850
S.1085,851
S.1087,852
S.1089,853
S.1094,854
S.1097,855
S.1102,856
S.1105,857
S.1108,858
S.1111,859
S.1112,860
S.1116,861
S.1128,862
S.1129,863
S.1134,864
S.1139,865
S.1140,866
S.1142,867
S.1144,868
S.1151,869
S.1152,870
S.1167,871
S.1169,872
S.1177,873
S.1178,874
S.1185,875
S.1200,876
S.1201,877
S.1206,878
S.1209,879
S.1214,880
S.1215,881
S.1224,882
S.1225,883
S.1227,884
S.1228,885
S.1234,886
S.124,887
S.1242,888
S.1245,889
S.1250,890
S.1253,891
S.1254,892
S.1258,893
S.1261,894
S.1266,895
S.1273,896
S.1280,897
S.1282,898
S.1288,899
S.1289,900
S.1291,901
S.1294,902
S.1298,903
S.13,904
S.1300,905
S.1302,906
S.1306,907
S.1313,908
S.1323,909
S.1324,910
S.1328,911
S.1330,912
S.1343,913
S.1356,914
S.1359,915
S.136,916
S.1360,917
S.1361,918
S.1363,919
S.1368,920
S.1371,921
S.1372,922
S.1375,923
S.1379,924
S.1384,925
S.1391,926
S.1396,927
S.1398,928
S.1405,929
S.1416,930
S.1419,931
S.142,932
S.1427,933
S.1428,934
S.1431,935
S.1435,936
S.1437,937
S.1441,938
S.145,939
S.1457,940
S.1460,941
S.1463,942
S.1473,943
S.1479,944
S.1484,945
S.1487,946
S.149,947
S.1497,948
S.1498,949
S.15,950
S.150,951
S.1507,952
S.1509,953
S.151,954
S.1520,955
S.1522,956
S.1531,957
S.1532,958
S.1533,959
S.1534,960
S.1541,961
S.1558,962
S.1564,963
S.1571,964
S.1574,965
S.1578,966
S.1586,967
S.1587,968
S.1589,969
S.1593,970
S.1601,971
S.1602,972
S.1611,973
S.1617,974
S.1625,975
S.1628,976
S.1629,977
S.1631,978
S.1636,979
S.1655,980
S.1664,981
S.1665,982
S.1669,983
S.1676,984
S.1685,985
S.1691,986
S.1693,987
S.1696,988
S.1699,989
S.1700,990
S.1703,991
S.1706,992
S.171,993
S.1712,994
S.1716,995
S.172,996
S.174,997
S.1748,998
S.175,999
S.1750,1000
S.1760,1001
S.1761,1002
S.1763,1003
S.1789,1004
S.1790,1005
S.1801,1006
S.1810,1007
S.1822,1008
S.1830,1009
S.1832,1010
S.1839,1011
S.1840,1012
S.1841,1013
S.1850,1014
S.1857,1015
S.1868,1016
S.1885,1017
S.189,1018
S.1890,1019
S.1895,1020
S.1897,1021
S.19,1022
S.190,1023
S.1900,1024
S.1914,1025
S.1926,1026
S.1939,1027
S.1948,1028
S.1950,1029
S.1953,1030
S.1955,1031
S.1957,1032
S.1958,1033
S.1965,1034
S.1968,1035
S.1970,1036
S.1976,1037
S.1978,1038
S.1979,1039
S.1981,1040
S.1982,1041
S.1988,1042
S.1989,1043
S.1992,1044
S.2,1045
S.2004,1046
S.2012,1047
S.2015,1048
S.203,1049
S.2033,1050
S.2038,1051
S.2039,1052
S.2040,1053
S.2041,1054
S.205,1055
S.2056,1056
S.207,1057
S.2075,1058
S.2081,1059
S.2082,1060
S.2088,1061
S.2093,1062
S.2094,1063
S.2095,1064
S.2098,1065
S.2137,1066
S.2153,1067
S.2154,1068
S.2155,1069
S.2160,1070
S.2178,1071
S.2186,1072
S.2187,1073
S.22,1074
S.2200,1075
S.2201,1076
S.2203,1077
S.2220,1078
S.2223,1079
S.2229,1080
S.2241,1081
S.2243,1082
S.2246,1083
S.2249,1084
S.2254,1085
S.2263,1086
S.2270,1087
S.2284,1088
S.2289,1089
S.2293,1090
S.2297,1091
S.2299,1092
S.2300,1093
S.2302,1094
S.2303,1095
S.2312,1096
S.2313,1097
S.2332,1098
S.2333,1099
S.2338,1100
S.234,1101
S.2341,1102
S.2342,1103
S.2344,1104
S.2346,1105
S.2352,1106
S.2364,1107
S.2368,1108
S.2370,1109
S.2371,1110
S.2372,1111
S.2383,1112
S.2391,1113
S.2393,1114
S.2400,1115
S.2402,1116
S.2415,1117
S.2418,1118
S.2431,1119
S.2433,1120
S.2437,1121
S.2438,1122
S.2439,1123
S.2447,1124
S.245,1125
S.2453,1126
S.2454,1127
S.2463,1128
S.2469,1129
S.2470,1130
S.2474,1131
S.2502,1132
S.2506,1133
S.2517,1134
S.2519,1135
S.2520,1136
S.2522,1137
S.2524,1138
S.2526,1139
S.2532,1140
S.2542,1141
S.2543,1142
S.2546,1143
S.2548,1144
S.2556,1145
S.2557,1146
S.2561,1147
S.2563,1148
S.2568,1149
S.2577,1150
S.2580,1151
S.2582,1152
S.2583,1153
S.2584,1154
S.2589,1155
S.260,1156
S.2602,1157
S.2604,1158
S.2605,1159
S.2606,1160
S.2611,1161
S.2637,1162
S.2639,1163
S.2641,1164
S.2644,1165
S.265,1166
S.2652,1167
S.2657,1168
S.2660,1169
S.2661,1170
S.2662,1171
S.2677,1172
S.2681,1173
S.270,1174
S.2700,1175
S.2728,1176
S.273,1177
S.2731,1178
S.2740,1179
S.2751,1180
S.2754,1181
S.2760,1182
S.2761,1183
S.2771,1184
S.2775,1185
S.2789,1186
S.2800,1187
S.281,1188
S.2816,1189
S.2823,1190
S.283,1191
S.2837,1192
S.2839,1193
S.2840,1194
S.2844,1195
S.2848,1196
S.2852,1197
S.2858,1198
S.287,1199
S.2877,1200
S.2878,1201
S.2881,1202
S.2882,1203
S.29,1204
S.2903,1205
S.2908,1206
S.2911,1207
S.2921,1208
S.2922,1209
S.2932,1210
S.2941,1211
S.2947,1212
S.2956,1213
S.2960,1214
S.2961,1215
S.2968,1216
S.2975,1217
S.2976,1218
S.2979,1219
S.2986,1220
S.2987,1221
S.300,1222
S.3007,1223
S.3013,1224
S.3016,1225
S.3023,1226
S.3040,1227
S.3042,1228
S.3043,1229
S.3045,1230
S.3049,1231
S.3052,1232
S.306,1233
S.3072,1234
S.3084,1235
S.3085,1236
S.3108,1237
S.3109,1238
S.3111,1239
S.3129,1240
S.3143,1241
S.3158,1242
S.3159,1243
S.317,1244
S.321,1245
S.322,1246
S.3277,1247
S.328,1248
S.3282,1249
S.329,1250
S.333,1251
S.3336,1252
S.337,1253
S.340,1254
S.3412,1255
S.343,1256
S.344,1257
S.3449,1258
S.345,1259
S.350,1260
S.352,1261
S.354,1262
S.362,1263
S.365,1264
S.3655,1265
S.366,1266
S.3676,1267
S.3677,1268
S.370,1269
S.3744,1270
S.377,1271
S.378,1272
S.3781,1273
S.383,1274
S.384,1275
S.385,1276
S.386,1277
S.398,1278
S.403,1279
S.407,1280
S.411,1281
S.418,1282
S.419,1283
S.425,1284
S.435,1285
S.440,1286
S.448,1287
S.460,1288
S.463,1289
S.469,1290
S.47,1291
S.470,1292
S.471,1293
S.472,1294
S.474,1295
S.475,1296
S.476,1297
S.482,1298
S.483,1299
S.488,1300
S.500,1301
S.510,1302
S.511,1303
S.518,1304
S.540,1305
S.543,1306
S.546,1307
S.551,1308
S.558,1309
S.563,1310
S.569,1311
S.571,1312
S.583,1313
S.584,1314
S.59,1315
S.592,1316
S.603,1317
S.604,1318
S.607,1319
S.61,1320
S.610,1321
S.611,1322
S.612,1323
S.616,1324
S.617,1325
S.62,1326
S.626,1327
S.630,1328
S.635,1329
S.637,1330
S.638,1331
S.64,1332
S.640,1333
S.647,1334
S.649,1335
S.650,1336
S.655,1337
S.657,1338
S.658,1339
S.659,1340
S.660,1341
S.664,1342
S.665,1343
S.666,1344
S.669,1345
S.670,1346
S.671,1347
S.674,1348
S.675,1349
S.680,1350
S.682,1351
S.684,1352
S.691,1353
S.692,1354
S.693,1355
S.700,1356
S.709,1357
S.713,1358
S.715,1359
S.717,1360
S.724,1361
S.726,1362
S.73,1363
S.733,1364
S.734,1365
S.738,1366
S.741,1367
S.743,1368
S.747,1369
S.748,1370
S.750,1371
S.755,1372
S.757,1373
S.760,1374
S.762,1375
S.764,1376
S.765,1377
S.766,1378
S.768,1379
S.773,1380
S.779,1381
S.780,1382
S.783,1383
S.788,1384
S.790,1385
S.792,1386
S.794,1387
S.80,1388
S.800,1389
S.801,1390
S.803,1391
S.806,1392
S.812,1393
S.816,1394
S.822,1395
S.826,1396
S.833,1397
S.839,1398
S.842,1399
S.844,1400
S.846,1401
S.847,1402
S.852,1403
S.858,1404
S.859,1405
S.874,1406
S.876,1407
S.881,1408
S.887,1409
S.893,1410
S.9,1411
S.903,1412
S.904,1413
S.911,1414
S.915,1415
S.916,1416
S.918,1417
S.919,1418
S.920,1419
S.926,1420
S.940,1421
S.946,1422
S.950,1423
S.952,1424
S.954,1425
S.97,1426
S.972,1427
S.974,1428
S.975,1429
S.976,1430
S.977,1431
S.978,1432
S.979,1433
S.981,1434
S.988,1435
S.989,1436
S.99,1437
S.990,1438
S.993,1439
S.CON.RES.12,1440
S.CON.RES.2,1441
S.CON.RES.5,1442
S.J.RES.2,1443
S.J.RES.36,1444
S.J.RES.42,1445
S.J.RES.59,1446
S.J.RES.8,1447
S.RES.205,1448
S.RES.27,1449
S.RES.34,1450
S.RES.47,1451
S.RES.59,1452
SJ.8,1453
SJ.9,1454
