company,rank,bill_number,total_amount,budget_fraction
ALLSTATE,28,S.1027,103107.04,0.016314
ALLSTATE,29,H.R.2918,103107.04,0.016314
ALLSTATE,30,H.J.RES.88,80460.83,0.012731
ALLY FINANCIAL,1,H.R.601,804444.44,0.231828
ALLY FINANCIAL,2,S.423,549444.44,0.158341
ALLY FINANCIAL,3,H.R.1262,427777.78,0.123279
ALLY FINANCIAL,4,H.R.1309,266111.11,0.076689
ALLY FINANCIAL,5,S.456,266111.11,0.076689
ALLY FINANCIAL,6,S.1484,104444.44,0.030099
ALLY FINANCIAL,7,S.1491,104444.44,0.030099
ALLY FINANCIAL,8,H.R.234,40000.0,0.011527
ALLY FINANCIAL,9,H.R.555,40000.0,0.011527
ALLY FINANCIAL,10,H.RES.212,40000.0,0.011527
ALPHABET,1,H.R.1174,2203026.03,0.081624
ALPHABET,2,S.356,2203026.03,0.081624
ALPHABET,3,H.R.283,2203026.03,0.081624
ALPHABET,4,H.R.699,2203026.03,0.081624
ALPHABET,5,S.512,1845026.03,0.06836
ALPHABET,6,H.R.2092,1625526.03,0.060227
ALPHABET,7,S.1137,1527526.03,0.056596
ALPHABET,8,S.1600,950026.03,0.035199
ALPHABET,9,H.R.1428,950026.03,0.035199
ALPHABET,10,S.1314,950026.03,0.035199
ALPHABET,11,S.2372,833653.85,0.030888
ALPHABET,12,H.R.4889,675500.0,0.025028
ALPHABET,13,S.2733,675500.0,0.025028
ALPHABET,14,S.2770,675500.0,0.025028
ALPHABET,15,S.2952,675500.0,0.025028
ALPHABET,16,S.2986,675500.0,0.025028
ALPHABET,17,H.R.1890,623872.18,0.023115
ALPHABET,18,S.766,623872.18,0.023115
ALPHABET,19,S.995,623872.18,0.023115
ALPHABET,20,H.R.2048,577500.0,0.021397
ALPHABET,21,H.R.644,363157.89,0.013455
ALTRIA GROUP,1,H.R.478,962030.52,0.048859
ALTRIA GROUP,2,S.413,962030.52,0.048859
ALTRIA GROUP,3,S.450,962030.52,0.048859
ALTRIA GROUP,4,H.R.1517,962030.52,0.048859
ALTRIA GROUP,5,S.169,962030.52,0.048859
ALTRIA GROUP,6,S.441,962030.52,0.048859
ALTRIA GROUP,7,H.R.662,962030.52,0.048859
ALTRIA GROUP,8,S.430,962030.52,0.048859
ALTRIA GROUP,9,S.1562,779530.52,0.03959
ALTRIA GROUP,10,H.R.2903,779530.52,0.03959
ALTRIA GROUP,11,H.R.2058,779530.52,0.03959
ALTRIA GROUP,12,H.R.1749,779530.52,0.03959
ALTRIA GROUP,13,S.2100,660530.52,0.033546
ALTRIA GROUP,14,H.R.1375,616413.64,0.031306
ALTRIA GROUP,15,S.142,616413.64,0.031306
ALTRIA GROUP,16,S.1129,559416.88,0.028411
ALTRIA GROUP,17,H.R.3840,549166.88,0.027891
ALTRIA GROUP,18,H.R.3042,440416.88,0.022368
ALTRIA GROUP,19,H.R.3656,440416.88,0.022368
ALTRIA GROUP,20,H.R.4710,440416.88,0.022368
ALTRIA GROUP,21,S.CON.RES.11,412863.64,0.020968
ALTRIA GROUP,22,H.CON.RES.27,412863.64,0.020968
ALTRIA GROUP,23,H.R.2578,339113.64,0.017223
ALTRIA GROUP,24,H.R.3049,339113.64,0.017223
ALTRIA GROUP,25,H.R.4955,335178.79,0.017023
ALTRIA GROUP,26,H.R.4934,335178.79,0.017023
ALTRIA GROUP,27,H.R.5054,335178.79,0.017023
ALTRIA GROUP,28,S.2956,335178.79,0.017023
ALTRIA GROUP,29,S.1800,220113.64,0.011179
ALTRIA GROUP,30,S.974,213988.1,0.010868
AMAZON,1,H.R.104,999855.12,0.049769
AMAZON,2,H.R.1704,999855.12,0.049769
AMAZON,3,H.R.1770,999855.12,0.049769
AMAZON,4,S.177,999855.12,0.049769
AMAZON,5,H.R.2092,787632.9,0.039205
AMAZON,6,H.R.2205,787632.9,0.039205
AMAZON,7,S.1656,787632.9,0.039205
AMAZON,8,H.R.2775,787632.9,0.039205
AMAZON,9,H.R.2883,787632.9,0.039205
AMAZON,10,S.1314,787632.9,0.039205
AMAZON,11,S.1158,787632.9,0.039205
AMAZON,12,S.632,661162.31,0.03291
AMAZON,13,H.R.234,593295.99,0.029532
AMAZON,14,S.456,593295.99,0.029532
AMAZON,15,S.2044,548940.09,0.027324
AMAZON,16,H.R.4829,406559.14,0.020237
AMAZON,17,S.2733,406559.14,0.020237
AMAZON,18,H.R.4441,406559.14,0.020237
AMAZON,19,S.2607,406559.14,0.020237
AMAZON,20,S.2555,406559.14,0.020237
AMAZON,21,H.R.2577,381073.76,0.018968
AMAZON,22,S.3040,280368.66,0.013956
AMAZON,23,S.2844,280368.66,0.013956
AMAZON,24,H.R.5054,280368.66,0.013956
AMAZON,25,H.R.5394,280368.66,0.013956
AMAZON,26,H.R.4651,280368.66,0.013956
AMAZON,27,H.R.5465,280368.66,0.013956
AMAZON,28,H.R.5587,280368.66,0.013956
AMAZON,29,S.1788,173225.81,0.008622
AMAZON,30,H.R.5938,173225.81,0.008622
AMEREN,1,S.1803,473181.82,0.198816
AMEREN,2,H.R.4016,228737.37,0.096108
AMEREN,3,H.R.1734,225861.56,0.0949
AMEREN,4,S.1140,72679.74,0.030538
AMEREN,5,H.R.1558,72679.74,0.030538
AMEREN,6,S.848,72679.74,0.030538
AMEREN,7,H.R.2315,58888.89,0.024743
AMEREN,8,S.2848,40000.0,0.016807
AMEREN,9,S.3040,40000.0,0.016807
AMEREN,10,H.R.5926,40000.0,0.016807
AMEREN,11,H.R.5879,40000.0,0.016807
AMEREN,12,S.1213,37124.18,0.015598
AMEREN,13,H.R.2042,37124.18,0.015598
AMEREN,14,H.R.1732,37124.18,0.015598
AMEREN,15,H.R.4775,28181.82,0.011841
AMEREN,16,H.R.4441,28181.82,0.011841
AMEREN,17,S.697,28181.82,0.011841
AMEREN,18,H.R.2576,28181.82,0.011841
AMEREN,19,S.2795,28181.82,0.011841
AMEREN,20,S.3018,28181.82,0.011841
AMEREN,21,S.2804,28181.82,0.011841
AMEREN,22,S.751,18888.89,0.007937
AMEREN,23,S.386,18888.89,0.007937
AMEREN,24,H.R.1388,18888.89,0.007937
AMEREN,25,S.280,18888.89,0.007937
AMEREN,26,S.1222,18888.89,0.007937
AMEREN,27,S.1017,18888.89,0.007937
AMEREN,28,S.2089,18235.29,0.007662
AMEREN,29,S.1068,18235.29,0.007662
AMEREN,30,H.R.3020,18235.29,0.007662
AMERICAN AIRLINES GROUP,1,S.571,274780.51,0.019122
AMERICAN AIRLINES GROUP,2,S.712,274780.51,0.019122
AMERICAN AIRLINES GROUP,3,H.R.399,274780.51,0.019122
AMERICAN AIRLINES GROUP,4,H.R.911,274780.51,0.019122
AMERICAN AIRLINES GROUP,5,H.R.229,274780.51,0.019122
AMERICAN AIRLINES GROUP,6,H.R.82,274780.51,0.019122
AMERICAN AIRLINES GROUP,7,S.208,274780.51,0.019122
AMERICAN AIRLINES GROUP,8,H.R.998,274780.51,0.019122
AMERICAN AIRLINES GROUP,9,H.R.158,274780.51,0.019122
AMERICAN AIRLINES GROUP,10,H.R.772,274780.51,0.019122
AMERICAN AIRLINES GROUP,11,H.R.1074,274780.51,0.019122
AMERICAN AIRLINES GROUP,12,H.R.753,274780.51,0.019122
AMERICAN AIRLINES GROUP,13,H.R.234,246261.99,0.017137
AMERICAN AIRLINES GROUP,14,H.R.79,235852.36,0.016413
AMERICAN AIRLINES GROUP,15,H.R.81,175256.7,0.012196
AMERICAN AIRLINES GROUP,16,H.R.2770,175256.7,0.012196
AMERICAN AIRLINES GROUP,17,H.R.877,175256.7,0.012196
AMERICAN AIRLINES GROUP,18,H.R.720,175256.7,0.012196
AMERICAN AIRLINES GROUP,19,H.R.2843,175256.7,0.012196
AMERICAN AIRLINES GROUP,20,H.R.2577,175256.7,0.012196
AMERICAN AIRLINES GROUP,21,H.R.2530,175256.7,0.012196
AMERICAN AIRLINES GROUP,22,S.1376,175256.7,0.012196
AMERICAN AIRLINES GROUP,23,H.R.2750,175256.7,0.012196
AMERICAN AIRLINES GROUP,24,S.1594,175256.7,0.012196
AMERICAN AIRLINES GROUP,25,H.R.710,175256.7,0.012196
AMERICAN AIRLINES GROUP,26,S.1619,175256.7,0.012196
AMERICAN AIRLINES GROUP,27,H.R.2127,175256.7,0.012196
AMERICAN AIRLINES GROUP,28,H.R.1835,175256.7,0.012196
AMERICAN AIRLINES GROUP,29,H.R.1735,175256.7,0.012196
AMERICAN AIRLINES GROUP,30,H.R.115,175256.7,0.012196
AMERICAN ELECTRIC POWER,1,H.R.1734,571066.72,0.056262
AMERICAN ELECTRIC POWER,2,H.R.4775,566517.69,0.055813
AMERICAN ELECTRIC POWER,3,S.2446,465885.89,0.045899
AMERICAN ELECTRIC POWER,4,S.3068,465885.89,0.045899
AMERICAN ELECTRIC POWER,5,H.R.5485,354915.8,0.034966
AMERICAN ELECTRIC POWER,6,S.1803,332013.38,0.03271
AMERICAN ELECTRIC POWER,7,H.R.5538,289283.89,0.0285
AMERICAN ELECTRIC POWER,8,H.RES.784,289283.89,0.0285
AMERICAN ELECTRIC POWER,9,S.386,281782.83,0.027761
AMERICAN ELECTRIC POWER,10,S.2045,205257.67,0.020222
AMERICAN ELECTRIC POWER,11,S.2075,205257.67,0.020222
AMERICAN ELECTRIC POWER,12,H.R.879,205257.67,0.020222
AMERICAN ELECTRIC POWER,13,H.R.2050,205257.67,0.020222
AMERICAN ELECTRIC POWER,14,S.1264,181151.03,0.017847
AMERICAN ELECTRIC POWER,15,H.R.1558,181151.03,0.017847
AMERICAN ELECTRIC POWER,16,S.848,181151.03,0.017847
AMERICAN ELECTRIC POWER,17,S.3040,178313.8,0.017568
AMERICAN ELECTRIC POWER,18,S.373,178313.8,0.017568
AMERICAN ELECTRIC POWER,19,H.R.5926,176602.0,0.017399
AMERICAN ELECTRIC POWER,20,S.612,176602.0,0.017399
AMERICAN ELECTRIC POWER,21,H.R.2289,131304.73,0.012936
AMERICAN ELECTRIC POWER,22,S.1219,126371.45,0.01245
AMERICAN ELECTRIC POWER,23,H.R.2315,126371.45,0.01245
AMERICAN ELECTRIC POWER,24,S.1222,126371.45,0.01245
AMERICAN ELECTRIC POWER,25,S.1221,126371.45,0.01245
AMERICAN ELECTRIC POWER,26,S.1220,126371.45,0.01245
AMERICAN ELECTRIC POWER,27,S.1217,126371.45,0.01245
AMERICAN ELECTRIC POWER,28,S.1017,126371.45,0.01245
AMERICAN ELECTRIC POWER,29,H.R.1327,126371.45,0.01245
AMERICAN ELECTRIC POWER,30,H.R.2510,126371.45,0.01245
AMERICAN EXPRESS,1,H.R.1309,227799.6,0.074202
AMERICAN EXPRESS,2,H.R.1195,227799.6,0.074202
AMERICAN EXPRESS,3,S.386,227799.6,0.074202
AMERICAN EXPRESS,4,S.1484,178632.94,0.058187
AMERICAN EXPRESS,5,S.1137,178632.94,0.058187
AMERICAN EXPRESS,6,H.CON.RES.27,124166.67,0.040445
AMERICAN EXPRESS,7,S.CON.RES.11,124166.67,0.040445
AMERICAN EXPRESS,8,H.R.961,124166.67,0.040445
AMERICAN EXPRESS,9,H.R.601,124166.67,0.040445
AMERICAN EXPRESS,10,H.R.1585,124166.67,0.040445
AMERICAN EXPRESS,11,H.R.1430,124166.67,0.040445
AMERICAN EXPRESS,12,H.R.4377,103632.94,0.033757
AMERICAN EXPRESS,13,S.1890,103632.94,0.033757
AMERICAN EXPRESS,14,S.2607,103632.94,0.033757
AMERICAN EXPRESS,15,S.2733,103632.94,0.033757
AMERICAN EXPRESS,16,H.R.5714,64632.94,0.021053
AMERICAN EXPRESS,17,H.R.5453,64632.94,0.021053
AMERICAN EXPRESS,18,S.2943,64632.94,0.021053
AMERICAN EXPRESS,19,S.3017,64632.94,0.021053
AMERICAN EXPRESS,20,H.RES.886,40347.22,0.013142
AMERICAN EXPRESS,21,S.RES.569,40347.22,0.013142
AMERICAN EXPRESS,22,S.3183,27222.22,0.008867
AMERICAN EXPRESS,23,H.R.5983,27222.22,0.008867
AMERICAN FAMILY INSURANCE GROUP,1,H.R.1057,30189.47,0.033544
AMERICAN FAMILY INSURANCE GROUP,2,H.R.580,30189.47,0.033544
AMERICAN FAMILY INSURANCE GROUP,3,H.R.1704,30189.47,0.033544
AMERICAN FAMILY INSURANCE GROUP,4,S.560,30189.47,0.033544
AMERICAN FAMILY INSURANCE GROUP,5,S.423,28238.25,0.031376
AMERICAN FAMILY INSURANCE GROUP,6,H.R.601,28238.25,0.031376
AMERICAN FAMILY INSURANCE GROUP,7,H.R.1478,23174.37,0.025749
AMERICAN FAMILY INSURANCE GROUP,8,S.798,23174.37,0.025749
AMERICAN FAMILY INSURANCE GROUP,9,S.1484,20814.47,0.023127
AMERICAN FAMILY INSURANCE GROUP,10,S.1314,20814.47,0.023127
AMERICAN FAMILY INSURANCE GROUP,11,S.1086,20814.47,0.023127
AMERICAN FAMILY INSURANCE GROUP,12,S.961,20814.47,0.023127
AMERICAN FAMILY INSURANCE GROUP,13,H.R.2141,20814.47,0.023127
AMERICAN FAMILY INSURANCE GROUP,14,H.R.1770,20814.47,0.023127
AMERICAN FAMILY INSURANCE GROUP,15,H.R.1550,20814.47,0.023127
AMERICAN FAMILY INSURANCE GROUP,16,H.R.234,19841.04,0.022046
AMERICAN FAMILY INSURANCE GROUP,17,S.177,19841.04,0.022046
AMERICAN FAMILY INSURANCE GROUP,18,S.456,19841.04,0.022046
AMERICAN FAMILY INSURANCE GROUP,19,H.R.2649,16052.57,0.017836
AMERICAN FAMILY INSURANCE GROUP,20,H.R.2205,16052.57,0.017836
AMERICAN FAMILY INSURANCE GROUP,21,H.R.879,16052.57,0.017836
AMERICAN FAMILY INSURANCE GROUP,22,S.1514,16052.57,0.017836
AMERICAN FAMILY INSURANCE GROUP,23,H.R.1748,16052.57,0.017836
AMERICAN FAMILY INSURANCE GROUP,24,S.1158,16052.57,0.017836
AMERICAN FAMILY INSURANCE GROUP,25,S.1679,16052.57,0.017836
AMERICAN FAMILY INSURANCE GROUP,26,H.R.3557,16052.57,0.017836
AMERICAN FAMILY INSURANCE GROUP,27,H.R.3340,16052.57,0.017836
AMERICAN FAMILY INSURANCE GROUP,28,H.R.3305,16052.57,0.017836
AMERICAN FAMILY INSURANCE GROUP,29,H.R.2977,16052.57,0.017836
AMERICAN FAMILY INSURANCE GROUP,30,H.R.4107,12441.46,0.013824
AMERICAN TOWER,1,S.2555,590000.0,0.634409
AMERICAN TOWER,2,H.R.636,340000.0,0.365591
AMERIPRISE FINANCIAL,1,H.R.506,124951.51,0.024841
AMERIPRISE FINANCIAL,2,H.R.529,124951.51,0.024841
AMERIPRISE FINANCIAL,3,H.R.557,124951.51,0.024841
AMERIPRISE FINANCIAL,4,S.266,124951.51,0.024841
AMERIPRISE FINANCIAL,5,S.335,124951.51,0.024841
AMERIPRISE FINANCIAL,6,H.R.554,124951.51,0.024841
AMERIPRISE FINANCIAL,7,H.R.1098,124951.51,0.024841
AMERIPRISE FINANCIAL,8,H.R.1550,124951.51,0.024841
AMERIPRISE FINANCIAL,9,S.245,124951.51,0.024841
AMERIPRISE FINANCIAL,10,S.177,124951.51,0.024841
AMERIPRISE FINANCIAL,11,H.R.1090,96856.27,0.019256
AMERIPRISE FINANCIAL,12,H.R.601,96856.27,0.019256
AMERIPRISE FINANCIAL,13,H.R.1770,93898.88,0.018668
AMERIPRISE FINANCIAL,14,H.R.879,93898.88,0.018668
AMERIPRISE FINANCIAL,15,H.R.2656,93898.88,0.018668
AMERIPRISE FINANCIAL,16,H.R.2483,93898.88,0.018668
AMERIPRISE FINANCIAL,17,S.1317,93898.88,0.018668
AMERIPRISE FINANCIAL,18,S.1086,93898.88,0.018668
AMERIPRISE FINANCIAL,19,S.1158,93898.88,0.018668
AMERIPRISE FINANCIAL,20,H.R.2289,93898.88,0.018668
AMERIPRISE FINANCIAL,21,H.R.2205,93898.88,0.018668
AMERIPRISE FINANCIAL,22,H.R.2141,93898.88,0.018668
AMERIPRISE FINANCIAL,23,H.R.2317,93898.88,0.018668
AMERIPRISE FINANCIAL,24,S.456,86056.27,0.017109
AMERIPRISE FINANCIAL,25,S.423,86056.27,0.017109
AMERIPRISE FINANCIAL,26,H.R.3524,80740.99,0.016052
AMERIPRISE FINANCIAL,27,S.1484,80740.99,0.016052
AMERIPRISE FINANCIAL,28,H.R.2356,80740.99,0.016052
AMERIPRISE FINANCIAL,29,S.1722,80740.99,0.016052
AMERIPRISE FINANCIAL,30,S.1137,65803.64,0.013082
AMERISOURCEBERGEN,1,H.R.1416,413968.25,0.12069
AMERISOURCEBERGEN,2,H.R.471,413968.25,0.12069
AMERISOURCEBERGEN,3,H.R.592,413968.25,0.12069
AMERISOURCEBERGEN,4,H.R.696,413968.25,0.12069
AMERISOURCEBERGEN,5,S.314,413968.25,0.12069
AMERISOURCEBERGEN,6,S.483,413968.25,0.12069
AMERISOURCEBERGEN,7,S.506,413968.25,0.12069
AMERISOURCEBERGEN,8,H.R.1934,151111.11,0.044056
AMERISOURCEBERGEN,9,S.776,151111.11,0.044056
AMERISOURCEBERGEN,10,H.R.5122,76666.67,0.022352
AMERISOURCEBERGEN,11,H.R.5951,76666.67,0.022352
AMERISOURCEBERGEN,12,S.3308,76666.67,0.022352
AMGEN,1,S.632,2873087.3,0.140941
AMGEN,2,H.R.6,2442253.97,0.119806
AMGEN,3,H.R.3678,2214539.68,0.108636
AMGEN,4,S.2019,2214539.68,0.108636
AMGEN,5,H.R.4900,1833111.11,0.089925
AMGEN,6,S.1137,1385587.3,0.067971
AMGEN,7,S.1946,797142.86,0.039104
