source,target,weight,rbo,source_firsts,target_firsts,tie_count,shared_bills,net_temporal
AMEREN,HARTFORD FINANCIAL SERVICES,0.000611,0.002442,0,1,1,2,-1
HARTFORD FINANCIAL SERVICES,AMEREN,0.001832,0.002442,1,0,1,2,1
AMEREN,HEWLETT PACKARD ENTERPRISE,0.00095,0.001267,1,0,1,2,1
HEWLETT PACKARD ENTERPRISE,AMEREN,0.000317,0.001267,0,1,1,2,-1
AMEREN,HOLLYFRONTIER,0.000225,0.000225,2,0,0,2,2
HOLLYFRONTIER,AMEREN,0.0,0.000225,0,2,0,2,-2
AMEREN,HOME DEPOT,0.001205,0.012051,0,4,1,5,-4
HOME DEPOT,AMEREN,0.010846,0.012051,4,0,1,5,4
AMEREN,HONEYWELL INTERNATIONAL,0.0,0.004606,0,2,0,2,-2
HONEYWELL INTERNATIONAL,AMEREN,0.004606,0.004606,2,0,0,2,2
AMEREN,HP,0.0,0.000799,0,1,0,1,-1
HP,AMEREN,0.000799,0.000799,1,0,0,1,1
AMEREN,IBM,0.017857,0.035715,0,0,2,2,0
IBM,AMEREN,0.017857,0.035715,0,0,2,2,0
AMEREN,INTEL,0.0,0.002592,0,1,0,1,-1
INTEL,AMEREN,0.002592,0.002592,1,0,0,1,1
AMEREN,JOHNSON & JOHNSON,0.0,0.003247,0,1,0,1,-1
JOHNSON & JOHNSON,AMEREN,0.003247,0.003247,1,0,0,1,1
AMEREN,LAND O'LAKES,0.030435,0.060869,0,0,1,1,0
LAND O'LAKES,AMEREN,0.030435,0.060869,0,0,1,1,0
AMEREN,LEIDOS HOLDINGS,0.00743,0.02229,0,1,2,3,-1
LEIDOS HOLDINGS,AMEREN,0.01486,0.02229,1,0,2,3,1
AMEREN,LINCOLN NATIONAL,0.003594,0.007189,0,0,2,2,0
LINCOLN NATIONAL,AMEREN,0.003594,0.007189,0,0,2,2,0
AMEREN,LOCKHEED MARTIN,0.010389,0.041555,1,3,0,4,-2
LOCKHEED MARTIN,AMEREN,0.031166,0.041555,3,1,0,4,2
AMEREN,MARATHON PETROLEUM,0.0,0.007515,0,4,0,4,-4
MARATHON PETROLEUM,AMEREN,0.007515,0.007515,4,0,0,4,4
AMEREN,METLIFE,2.2e-05,4.5e-05,0,0,1,1,0
METLIFE,AMEREN,2.2e-05,4.5e-05,0,0,1,1,0
AMEREN,MICRON TECHNOLOGY,0.0,0.003792,0,2,0,2,-2
MICRON TECHNOLOGY,AMEREN,0.003792,0.003792,2,0,0,2,2
AMEREN,MICROSOFT,0.00427,0.017081,0,1,1,2,-1
MICROSOFT,AMEREN,0.012811,0.017081,1,0,1,2,1
AMEREN,NATIONWIDE,0.0,0.000391,0,2,0,2,-2
NATIONWIDE,AMEREN,0.000391,0.000391,2,0,0,2,2
AMEREN,NAVIENT,0.005544,0.022176,0,1,1,2,-1
NAVIENT,AMEREN,0.016632,0.022176,1,0,1,2,1
AMEREN,NORFOLK SOUTHERN,0.004102,0.010255,1,2,2,5,-1
NORFOLK SOUTHERN,AMEREN,0.006153,0.010255,2,1,2,5,1
AMEREN,NORTHROP GRUMMAN,0.00065,0.001301,0,0,1,1,0
NORTHROP GRUMMAN,AMEREN,0.00065,0.001301,0,0,1,1,0
AMEREN,NORTHWESTERN MUTUAL,0.000317,0.001267,0,1,1,2,-1
NORTHWESTERN MUTUAL,AMEREN,0.00095,0.001267,1,0,1,2,1
AMEREN,NUCOR,0.0,0.020024,0,1,0,1,-1
NUCOR,AMEREN,0.020024,0.020024,1,0,0,1,1
AMEREN,OLIN,0.0,0.005737,0,3,0,3,-3
OLIN,AMEREN,0.005737,0.005737,3,0,0,3,3
AMEREN,PEABODY ENERGY,0.002564,0.008547,0,2,3,5,-2
PEABODY ENERGY,AMEREN,0.005983,0.008547,2,0,3,5,2
AMEREN,PG&E,0.004015,0.008031,0,0,1,1,0
PG&E,AMEREN,0.004015,0.008031,0,0,1,1,0
AMEREN,PHILLIPS 66,0.0,0.026246,0,6,0,6,-6
PHILLIPS 66,AMEREN,0.026246,0.026246,6,0,0,6,6
AMEREN,PPG INDUSTRIES,0.0005,0.002,0,1,1,2,-1
PPG INDUSTRIES,AMEREN,0.0015,0.002,1,0,1,2,1
AMEREN,PPL,0.041739,0.146085,1,7,6,14,-6
PPL,AMEREN,0.104346,0.146085,7,1,6,14,6
AMEREN,PRINCIPAL FINANCIAL,0.001823,0.001823,2,0,0,2,2
PRINCIPAL FINANCIAL,AMEREN,0.0,0.001823,0,2,0,2,-2
AMEREN,PROCTER & GAMBLE,0.0,0.003792,0,2,0,2,-2
PROCTER & GAMBLE,AMEREN,0.003792,0.003792,2,0,0,2,2
AMEREN,PRUDENTIAL FINANCIAL,0.002024,0.002699,1,0,1,2,1
PRUDENTIAL FINANCIAL,AMEREN,0.000675,0.002699,0,1,1,2,-1
AMEREN,PUBLIC SERVICE ENTERPRISE GROUP,0.025589,0.068237,1,3,4,8,-2
PUBLIC SERVICE ENTERPRISE GROUP,AMEREN,0.042648,0.068237,3,1,4,8,2
AMEREN,QUALCOMM,0.0,0.00278,0,1,0,1,-1
QUALCOMM,AMEREN,0.00278,0.00278,1,0,0,1,1
AMEREN,RITE AID,0.003552,0.003552,2,0,0,2,2
RITE AID,AMEREN,0.0,0.003552,0,2,0,2,-2
AMEREN,ROCKWELL COLLINS,0.0,0.004066,0,1,0,1,-1
ROCKWELL COLLINS,AMEREN,0.004066,0.004066,1,0,0,1,1
AMEREN,SEMPRA ENERGY,0.003757,0.015028,0,2,2,4,-2
SEMPRA ENERGY,AMEREN,0.011271,0.015028,2,0,2,4,2
AMEREN,SOUTHERN,0.006926,0.015831,3,4,1,8,-1
SOUTHERN,AMEREN,0.008905,0.015831,4,3,1,8,1
AMEREN,SOUTHWEST AIRLINES,0.0,0.003967,0,1,0,1,-1
SOUTHWEST AIRLINES,AMEREN,0.003967,0.003967,1,0,0,1,1
AMEREN,STATE FARM INSURANCE,0.009327,0.02798,0,1,2,3,-1
STATE FARM INSURANCE,AMEREN,0.018653,0.02798,1,0,2,3,1
AMEREN,SYNCHRONY FINANCIAL,0.022108,0.022108,2,0,0,2,2
SYNCHRONY FINANCIAL,AMEREN,0.0,0.022108,0,2,0,2,-2
AMEREN,SYSCO,0.0,0.002424,0,1,0,1,-1
SYSCO,AMEREN,0.002424,0.002424,1,0,0,1,1
AMEREN,TARGET,0.000328,0.000655,0,0,2,2,0
TARGET,AMEREN,0.000328,0.000655,0,0,2,2,0
AMEREN,THERMO FISHER SCIENTIFIC,0.015412,0.023118,2,1,0,3,1
THERMO FISHER SCIENTIFIC,AMEREN,0.007706,0.023118,1,2,0,3,-1
AMEREN,UNION PACIFIC,0.007639,0.022918,0,1,2,3,-1
UNION PACIFIC,AMEREN,0.015279,0.022918,1,0,2,3,1
AMEREN,UNITED AIRLINES HOLDINGS,0.0,0.004066,0,1,0,1,-1
UNITED AIRLINES HOLDINGS,AMEREN,0.004066,0.004066,1,0,0,1,1
AMEREN,UNITED TECHNOLOGIES,0.0,0.0001,0,1,0,1,-1
UNITED TECHNOLOGIES,AMEREN,0.0001,0.0001,1,0,0,1,1
AMEREN,USAA,0.0,0.002766,0,1,0,1,-1
USAA,AMEREN,0.002766,0.002766,1,0,0,1,1
AMEREN,VERIZON,0.0,0.000799,0,1,0,1,-1
VERIZON,AMEREN,0.000799,0.000799,1,0,0,1,1
AMEREN,VISTRA ENERGY,0.059155,0.059155,2,0,0,2,2
VISTRA ENERGY,AMEREN,0.0,0.059155,0,2,0,2,-2
AMEREN,WASTE MANAGEMENT,0.042954,0.085908,0,0,2,2,0
WASTE MANAGEMENT,AMEREN,0.042954,0.085908,0,0,2,2,0
AMEREN,WEC ENERGY GROUP,0.085908,0.085908,2,0,0,2,2
WEC ENERGY GROUP,AMEREN,0.0,0.085908,0,2,0,2,-2
AMEREN,WELLS FARGO,0.00273,0.010922,0,1,1,2,-1
WELLS FARGO,AMEREN,0.008191,0.010922,1,0,1,2,1
AMEREN,WESTROCK,0.012277,0.042969,2,5,0,7,-3
WESTROCK,AMEREN,0.030692,0.042969,5,2,0,7,3
AMEREN,WEYERHAEUSER,0.00433,0.025979,0,2,1,3,-2
WEYERHAEUSER,AMEREN,0.021649,0.025979,2,0,1,3,2
AMEREN,WILLIAMS,0.008082,0.008082,1,0,0,1,1
WILLIAMS,AMEREN,0.0,0.008082,0,1,0,1,-1
AMEREN,XCEL ENERGY,0.009342,0.03737,0,5,5,10,-5
XCEL ENERGY,AMEREN,0.028027,0.03737,5,0,5,10,5
AMERICAN AIRLINES GROUP,AMERICAN FAMILY INSURANCE GROUP,0.002033,0.004066,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,AMERICAN AIRLINES GROUP,0.002033,0.004066,0,0,1,1,0
AMERICAN AIRLINES GROUP,BALL,0.000562,0.001123,0,0,2,2,0
BALL,AMERICAN AIRLINES GROUP,0.000562,0.001123,0,0,2,2,0
AMERICAN AIRLINES GROUP,BERKSHIRE HATHAWAY,0.000512,0.001024,0,0,1,1,0
BERKSHIRE HATHAWAY,AMERICAN AIRLINES GROUP,0.000512,0.001024,0,0,1,1,0
AMERICAN AIRLINES GROUP,BOEING,0.001353,0.002705,0,0,4,4,0
BOEING,AMERICAN AIRLINES GROUP,0.001353,0.002705,0,0,4,4,0
AMERICAN AIRLINES GROUP,BOSTON SCIENTIFIC,0.000738,0.001477,0,0,1,1,0
BOSTON SCIENTIFIC,AMERICAN AIRLINES GROUP,0.000738,0.001477,0,0,1,1,0
AMERICAN AIRLINES GROUP,CAPITAL ONE FINANCIAL,5.5e-05,5.5e-05,1,0,0,1,1
CAPITAL ONE FINANCIAL,AMERICAN AIRLINES GROUP,0.0,5.5e-05,0,1,0,1,-1
AMERICAN AIRLINES GROUP,CATERPILLAR,0.004015,0.008031,0,0,1,1,0
CATERPILLAR,AMERICAN AIRLINES GROUP,0.004015,0.008031,0,0,1,1,0
AMERICAN AIRLINES GROUP,CISCO SYSTEMS,0.000562,0.001123,0,0,2,2,0
CISCO SYSTEMS,AMERICAN AIRLINES GROUP,0.000562,0.001123,0,0,2,2,0
AMERICAN AIRLINES GROUP,CMS ENERGY,0.004015,0.008031,0,0,1,1,0
CMS ENERGY,AMERICAN AIRLINES GROUP,0.004015,0.008031,0,0,1,1,0
AMERICAN AIRLINES GROUP,COGNIZANT TECHNOLOGY SOLUTIONS,0.077838,0.116757,1,0,2,3,1
COGNIZANT TECHNOLOGY SOLUTIONS,AMERICAN AIRLINES GROUP,0.038919,0.116757,0,1,2,3,-1
AMERICAN AIRLINES GROUP,CONSOLIDATED EDISON,0.004015,0.008031,0,0,1,1,0
CONSOLIDATED EDISON,AMERICAN AIRLINES GROUP,0.004015,0.008031,0,0,1,1,0
AMERICAN AIRLINES GROUP,CSX,0.000799,0.001598,0,0,1,1,0
CSX,AMERICAN AIRLINES GROUP,0.000799,0.001598,0,0,1,1,0
AMERICAN AIRLINES GROUP,CUMMINS,0.000173,0.000347,0,0,2,2,0
CUMMINS,AMERICAN AIRLINES GROUP,0.000173,0.000347,0,0,2,2,0
AMERICAN AIRLINES GROUP,CVS HEALTH,0.0001,0.0001,1,0,0,1,1
CVS HEALTH,AMERICAN AIRLINES GROUP,0.0,0.0001,0,1,0,1,-1
AMERICAN AIRLINES GROUP,DELL TECHNOLOGIES,0.000562,0.001123,0,0,2,2,0
DELL TECHNOLOGIES,AMERICAN AIRLINES GROUP,0.000562,0.001123,0,0,2,2,0
AMERICAN AIRLINES GROUP,DELTA AIR LINES,0.035017,0.035017,10,0,0,10,10
DELTA AIR LINES,AMERICAN AIRLINES GROUP,0.0,0.035017,0,10,0,10,-10
AMERICAN AIRLINES GROUP,DISCOVER FINANCIAL SERVICES,0.003616,0.007231,0,0,1,1,0
DISCOVER FINANCIAL SERVICES,AMERICAN AIRLINES GROUP,0.003616,0.007231,0,0,1,1,0
AMERICAN AIRLINES GROUP,DTE ENERGY,0.000173,0.000347,0,0,1,1,0
DTE ENERGY,AMERICAN AIRLINES GROUP,0.000173,0.000347,0,0,1,1,0
AMERICAN AIRLINES GROUP,EDISON INTERNATIONAL,0.004015,0.008031,0,0,1,1,0
EDISON INTERNATIONAL,AMERICAN AIRLINES GROUP,0.004015,0.008031,0,0,1,1,0
AMERICAN AIRLINES GROUP,EVERSOURCE ENERGY,0.004015,0.008031,0,0,1,1,0
EVERSOURCE ENERGY,AMERICAN AIRLINES GROUP,0.004015,0.008031,0,0,1,1,0
AMERICAN AIRLINES GROUP,FIRSTENERGY,0.000124,0.000247,0,0,1,1,0
FIRSTENERGY,AMERICAN AIRLINES GROUP,0.000124,0.000247,0,0,1,1,0
AMERICAN AIRLINES GROUP,FLUOR,0.000284,0.000567,0,0,2,2,0
FLUOR,AMERICAN AIRLINES GROUP,0.000284,0.000567,0,0,2,2,0
AMERICAN AIRLINES GROUP,FORD,0.001024,0.001024,1,0,0,1,1
FORD,AMERICAN AIRLINES GROUP,0.0,0.001024,0,1,0,1,-1
AMERICAN AIRLINES GROUP,GENERAL DYNAMICS,0.000987,0.001974,0,0,4,4,0
GENERAL DYNAMICS,AMERICAN AIRLINES GROUP,0.000987,0.001974,0,0,4,4,0
AMERICAN AIRLINES GROUP,GENERAL ELECTRIC,5e-05,0.0001,0,0,1,1,0
GENERAL ELECTRIC,AMERICAN AIRLINES GROUP,5e-05,0.0001,0,0,1,1,0
AMERICAN AIRLINES GROUP,HARTFORD FINANCIAL SERVICES,0.004015,0.008031,0,0,1,1,0
HARTFORD FINANCIAL SERVICES,AMERICAN AIRLINES GROUP,0.004015,0.008031,0,0,1,1,0
AMERICAN AIRLINES GROUP,HCA HEALTHCARE,5e-05,0.0001,0,0,1,1,0
HCA HEALTHCARE,AMERICAN AIRLINES GROUP,5e-05,0.0001,0,0,1,1,0
AMERICAN AIRLINES GROUP,HILTON WORLDWIDE HOLDINGS,0.018757,0.018757,2,0,0,2,2
HILTON WORLDWIDE HOLDINGS,AMERICAN AIRLINES GROUP,0.0,0.018757,0,2,0,2,-2
AMERICAN AIRLINES GROUP,HOLLYFRONTIER,0.000225,0.000225,2,0,0,2,2
HOLLYFRONTIER,AMERICAN AIRLINES GROUP,0.0,0.000225,0,2,0,2,-2
AMERICAN AIRLINES GROUP,HOME DEPOT,5e-05,0.0001,0,0,1,1,0
HOME DEPOT,AMERICAN AIRLINES GROUP,5e-05,0.0001,0,0,1,1,0
AMERICAN AIRLINES GROUP,HONEYWELL INTERNATIONAL,0.001026,0.001026,2,0,0,2,2
HONEYWELL INTERNATIONAL,AMERICAN AIRLINES GROUP,0.0,0.001026,0,2,0,2,-2
AMERICAN AIRLINES GROUP,HUMANA,0.000562,0.001123,0,0,2,2,0
HUMANA,AMERICAN AIRLINES GROUP,0.000562,0.001123,0,0,2,2,0
AMERICAN AIRLINES GROUP,IBM,0.000562,0.001123,0,0,2,2,0
IBM,AMERICAN AIRLINES GROUP,0.000562,0.001123,0,0,2,2,0
AMERICAN AIRLINES GROUP,IHEARTMEDIA,0.000512,0.001024,0,0,1,1,0
IHEARTMEDIA,AMERICAN AIRLINES GROUP,0.000512,0.001024,0,0,1,1,0
AMERICAN AIRLINES GROUP,INTEL,0.000223,0.000446,0,0,2,2,0
INTEL,AMERICAN AIRLINES GROUP,0.000223,0.000446,0,0,2,2,0
AMERICAN AIRLINES GROUP,INTUIT,0.002982,0.005964,0,0,1,1,0
INTUIT,AMERICAN AIRLINES GROUP,0.002982,0.005964,0,0,1,1,0
AMERICAN AIRLINES GROUP,JPMORGAN CHASE & CO.,2.2e-05,4.5e-05,0,0,1,1,0
JPMORGAN CHASE & CO.,AMERICAN AIRLINES GROUP,2.2e-05,4.5e-05,0,0,1,1,0
AMERICAN AIRLINES GROUP,LEIDOS HOLDINGS,0.001556,0.003113,1,1,2,4,0
LEIDOS HOLDINGS,AMERICAN AIRLINES GROUP,0.001556,0.003113,1,1,2,4,0
AMERICAN AIRLINES GROUP,LOCKHEED MARTIN,0.000281,0.001123,0,1,1,2,-1
LOCKHEED MARTIN,AMERICAN AIRLINES GROUP,0.000843,0.001123,1,0,1,2,1
AMERICAN AIRLINES GROUP,MARRIOTT INTERNATIONAL,0.001945,0.003113,1,0,3,4,1
MARRIOTT INTERNATIONAL,AMERICAN AIRLINES GROUP,0.001167,0.003113,0,1,3,4,-1
AMERICAN AIRLINES GROUP,MICROSOFT,0.000821,0.001643,0,0,1,1,0
MICROSOFT,AMERICAN AIRLINES GROUP,0.000821,0.001643,0,0,1,1,0
AMERICAN AIRLINES GROUP,NORFOLK SOUTHERN,0.000821,0.001643,0,0,1,1,0
NORFOLK SOUTHERN,AMERICAN AIRLINES GROUP,0.000821,0.001643,0,0,1,1,0
AMERICAN AIRLINES GROUP,NORTHROP GRUMMAN,0.00049,0.00147,0,1,2,3,-1
NORTHROP GRUMMAN,AMERICAN AIRLINES GROUP,0.00098,0.00147,1,0,2,3,1
AMERICAN AIRLINES GROUP,ORACLE,5e-05,0.0001,0,0,1,1,0
ORACLE,AMERICAN AIRLINES GROUP,5e-05,0.0001,0,0,1,1,0
AMERICAN AIRLINES GROUP,PPL,0.004015,0.008031,0,0,1,1,0
PPL,AMERICAN AIRLINES GROUP,0.004015,0.008031,0,0,1,1,0
AMERICAN AIRLINES GROUP,PUBLIC SERVICE ENTERPRISE GROUP,0.004015,0.008031,0,0,1,1,0
PUBLIC SERVICE ENTERPRISE GROUP,AMERICAN AIRLINES GROUP,0.004015,0.008031,0,0,1,1,0
AMERICAN AIRLINES GROUP,RAYTHEON,0.001556,0.003113,0,0,4,4,0
RAYTHEON,AMERICAN AIRLINES GROUP,0.001556,0.003113,0,0,4,4,0
AMERICAN AIRLINES GROUP,ROCKWELL COLLINS,0.000562,0.001123,0,0,2,2,0
ROCKWELL COLLINS,AMERICAN AIRLINES GROUP,0.000562,0.001123,0,0,2,2,0
AMERICAN AIRLINES GROUP,SOUTHERN,0.0004,0.000799,0,0,1,1,0
SOUTHERN,AMERICAN AIRLINES GROUP,0.0004,0.000799,0,0,1,1,0
AMERICAN AIRLINES GROUP,SOUTHWEST AIRLINES,0.060757,0.091135,1,0,2,3,1
SOUTHWEST AIRLINES,AMERICAN AIRLINES GROUP,0.030378,0.091135,0,1,2,3,-1
AMERICAN AIRLINES GROUP,STATE FARM INSURANCE,0.004015,0.008031,0,0,1,1,0
STATE FARM INSURANCE,AMERICAN AIRLINES GROUP,0.004015,0.008031,0,0,1,1,0
AMERICAN AIRLINES GROUP,UNITED AIRLINES HOLDINGS,0.067904,0.125361,1,0,11,12,1
UNITED AIRLINES HOLDINGS,AMERICAN AIRLINES GROUP,0.057457,0.125361,0,1,11,12,-1
AMERICAN AIRLINES GROUP,UNITED TECHNOLOGIES,5e-05,0.0001,0,0,1,1,0
UNITED TECHNOLOGIES,AMERICAN AIRLINES GROUP,5e-05,0.0001,0,0,1,1,0
AMERICAN AIRLINES GROUP,USAA,0.003365,0.00673,0,0,3,3,0
USAA,AMERICAN AIRLINES GROUP,0.003365,0.00673,0,0,3,3,0
AMERICAN ELECTRIC POWER,AMERICAN EXPRESS,0.0,0.020206,0,1,0,1,-1
AMERICAN EXPRESS,AMERICAN ELECTRIC POWER,0.020206,0.020206,1,0,0,1,1
AMERICAN ELECTRIC POWER,AMERICAN FAMILY INSURANCE GROUP,0.00065,0.001301,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,AMERICAN ELECTRIC POWER,0.00065,0.001301,0,0,1,1,0
AMERICAN ELECTRIC POWER,AMERIPRISE FINANCIAL,0.001923,0.00769,0,1,1,2,-1
AMERIPRISE FINANCIAL,AMERICAN ELECTRIC POWER,0.005768,0.00769,1,0,1,2,1
AMERICAN ELECTRIC POWER,APPLE,0.004394,0.017576,0,1,1,2,-1
APPLE,AMERICAN ELECTRIC POWER,0.013182,0.017576,1,0,1,2,1
AMERICAN ELECTRIC POWER,AT&T,0.0,0.020823,0,1,0,1,-1
AT&T,AMERICAN ELECTRIC POWER,0.020823,0.020823,1,0,0,1,1
AMERICAN ELECTRIC POWER,BANK OF AMERICA,0.007987,0.010649,1,0,1,2,1
BANK OF AMERICA,AMERICAN ELECTRIC POWER,0.002662,0.010649,0,1,1,2,-1
AMERICAN ELECTRIC POWER,BAXTER INTERNATIONAL,4.5e-05,4.5e-05,1,0,0,1,1
BAXTER INTERNATIONAL,AMERICAN ELECTRIC POWER,0.0,4.5e-05,0,1,0,1,-1
AMERICAN ELECTRIC POWER,BERKSHIRE HATHAWAY,8.3e-05,0.000166,0,0,1,1,0
BERKSHIRE HATHAWAY,AMERICAN ELECTRIC POWER,8.3e-05,0.000166,0,0,1,1,0
AMERICAN ELECTRIC POWER,BEST BUY,0.002502,0.002502,2,0,0,2,2
BEST BUY,AMERICAN ELECTRIC POWER,0.0,0.002502,0,2,0,2,-2
AMERICAN ELECTRIC POWER,CALPINE,0.161222,0.184254,3,0,1,4,3
CALPINE,AMERICAN ELECTRIC POWER,0.023032,0.184254,0,3,1,4,-3
AMERICAN ELECTRIC POWER,CAPITAL ONE FINANCIAL,0.002152,0.002582,2,0,1,3,2
CAPITAL ONE FINANCIAL,AMERICAN ELECTRIC POWER,0.00043,0.002582,0,2,1,3,-2
AMERICAN ELECTRIC POWER,CATERPILLAR,0.007599,0.020264,1,2,1,4,-1
CATERPILLAR,AMERICAN ELECTRIC POWER,0.012665,0.020264,2,1,1,4,1
AMERICAN ELECTRIC POWER,CHARTER COMMUNICATIONS,0.013439,0.026879,0,0,2,2,0
CHARTER COMMUNICATIONS,AMERICAN ELECTRIC POWER,0.013439,0.026879,0,0,2,2,0
AMERICAN ELECTRIC POWER,CHS,0.003527,0.007054,0,0,3,3,0
CHS,AMERICAN ELECTRIC POWER,0.003527,0.007054,0,0,3,3,0
AMERICAN ELECTRIC POWER,CIGNA,0.01181,0.047242,0,2,2,4,-2
CIGNA,AMERICAN ELECTRIC POWER,0.035431,0.047242,2,0,2,4,2
AMERICAN ELECTRIC POWER,CMS ENERGY,0.009107,0.032785,0,4,5,9,-4
CMS ENERGY,AMERICAN ELECTRIC POWER,0.023678,0.032785,4,0,5,9,4
AMERICAN ELECTRIC POWER,COCA-COLA,0.007295,0.021884,0,1,2,3,-1
COCA-COLA,AMERICAN ELECTRIC POWER,0.014589,0.021884,1,0,2,3,1
AMERICAN ELECTRIC POWER,CONSOLIDATED EDISON,0.004298,0.014325,1,3,1,5,-2
CONSOLIDATED EDISON,AMERICAN ELECTRIC POWER,0.010028,0.014325,3,1,1,5,2
AMERICAN ELECTRIC POWER,CORNING,0.017424,0.046465,0,1,3,4,-1
CORNING,AMERICAN ELECTRIC POWER,0.029041,0.046465,1,0,3,4,1
AMERICAN ELECTRIC POWER,CSX,0.000979,0.000979,1,0,0,1,1
CSX,AMERICAN ELECTRIC POWER,0.0,0.000979,0,1,0,1,-1
AMERICAN ELECTRIC POWER,CUMMINS,0.012619,0.025238,1,1,2,4,0
CUMMINS,AMERICAN ELECTRIC POWER,0.012619,0.025238,1,1,2,4,0
AMERICAN ELECTRIC POWER,DELTA AIR LINES,0.001301,0.001301,1,0,0,1,1
DELTA AIR LINES,AMERICAN ELECTRIC POWER,0.0,0.001301,0,1,0,1,-1
AMERICAN ELECTRIC POWER,DTE ENERGY,0.046313,0.154376,0,4,6,10,-4
DTE ENERGY,AMERICAN ELECTRIC POWER,0.108063,0.154376,4,0,6,10,4
AMERICAN ELECTRIC POWER,DUKE ENERGY,0.007621,0.026674,0,3,4,7,-3
DUKE ENERGY,AMERICAN ELECTRIC POWER,0.019053,0.026674,3,0,4,7,3
AMERICAN ELECTRIC POWER,EDISON INTERNATIONAL,0.000904,0.001809,0,0,2,2,0
EDISON INTERNATIONAL,AMERICAN ELECTRIC POWER,0.000904,0.001809,0,0,2,2,0
AMERICAN ELECTRIC POWER,EMERSON ELECTRIC,0.010825,0.014433,1,0,1,2,1
EMERSON ELECTRIC,AMERICAN ELECTRIC POWER,0.003608,0.014433,0,1,1,2,-1
AMERICAN ELECTRIC POWER,ENTERGY,0.028522,0.06223,1,2,9,12,-1
ENTERGY,AMERICAN ELECTRIC POWER,0.033708,0.06223,2,1,9,12,1
AMERICAN ELECTRIC POWER,EVERSOURCE ENERGY,0.016983,0.047552,1,3,3,7,-2
EVERSOURCE ENERGY,AMERICAN ELECTRIC POWER,0.030569,0.047552,3,1,3,7,2
AMERICAN ELECTRIC POWER,EXELON,0.016213,0.02653,5,3,1,9,2
EXELON,AMERICAN ELECTRIC POWER,0.010317,0.02653,3,5,1,9,-2
AMERICAN ELECTRIC POWER,FIRSTENERGY,0.010204,0.028571,1,3,3,7,-2
FIRSTENERGY,AMERICAN ELECTRIC POWER,0.018367,0.028571,3,1,3,7,2
AMERICAN ELECTRIC POWER,FLUOR,5e-05,0.0001,0,0,1,1,0
FLUOR,AMERICAN ELECTRIC POWER,5e-05,0.0001,0,0,1,1,0
AMERICAN ELECTRIC POWER,FORD,0.00065,0.001301,0,0,1,1,0
FORD,AMERICAN ELECTRIC POWER,0.00065,0.001301,0,0,1,1,0
AMERICAN ELECTRIC POWER,GENERAL DYNAMICS,0.00145,0.002901,0,0,1,1,0
GENERAL DYNAMICS,AMERICAN ELECTRIC POWER,0.00145,0.002901,0,0,1,1,0
AMERICAN ELECTRIC POWER,GOODYEAR TIRE & RUBBER,0.005067,0.00608,2,0,1,3,2
GOODYEAR TIRE & RUBBER,AMERICAN ELECTRIC POWER,0.001013,0.00608,0,2,1,3,-2
AMERICAN ELECTRIC POWER,HARTFORD FINANCIAL SERVICES,0.005406,0.021622,0,1,1,2,-1
HARTFORD FINANCIAL SERVICES,AMERICAN ELECTRIC POWER,0.016217,0.021622,1,0,1,2,1
AMERICAN ELECTRIC POWER,HEWLETT PACKARD ENTERPRISE,0.001327,0.001769,1,0,1,2,1
HEWLETT PACKARD ENTERPRISE,AMERICAN ELECTRIC POWER,0.000442,0.001769,0,1,1,2,-1
AMERICAN ELECTRIC POWER,HOLLYFRONTIER,0.021331,0.021331,2,0,0,2,2
HOLLYFRONTIER,AMERICAN ELECTRIC POWER,0.0,0.021331,0,2,0,2,-2
AMERICAN ELECTRIC POWER,HOME DEPOT,0.005291,0.031745,0,2,1,3,-2
HOME DEPOT,AMERICAN ELECTRIC POWER,0.026454,0.031745,2,0,1,3,2
AMERICAN ELECTRIC POWER,HP,0.0,0.008031,0,1,0,1,-1
HP,AMERICAN ELECTRIC POWER,0.008031,0.008031,1,0,0,1,1
AMERICAN ELECTRIC POWER,IBM,0.010811,0.021622,0,0,2,2,0
IBM,AMERICAN ELECTRIC POWER,0.010811,0.021622,0,0,2,2,0
AMERICAN ELECTRIC POWER,IHEARTMEDIA,0.001624,0.003247,0,0,1,1,0
IHEARTMEDIA,AMERICAN ELECTRIC POWER,0.001624,0.003247,0,0,1,1,0
AMERICAN ELECTRIC POWER,INTUIT,0.016425,0.032849,0,0,1,1,0
INTUIT,AMERICAN ELECTRIC POWER,0.016425,0.032849,0,0,1,1,0
AMERICAN ELECTRIC POWER,JPMORGAN CHASE & CO.,0.00065,0.001301,0,0,1,1,0
JPMORGAN CHASE & CO.,AMERICAN ELECTRIC POWER,0.00065,0.001301,0,0,1,1,0
AMERICAN ELECTRIC POWER,KELLOGG,0.03588,0.03588,4,0,0,4,4
KELLOGG,AMERICAN ELECTRIC POWER,0.0,0.03588,0,4,0,4,-4
AMERICAN ELECTRIC POWER,LAND O'LAKES,0.000112,0.000225,0,0,1,1,0
LAND O'LAKES,AMERICAN ELECTRIC POWER,0.000112,0.000225,0,0,1,1,0
AMERICAN ELECTRIC POWER,LEIDOS HOLDINGS,0.000853,0.003413,0,1,1,2,-1
LEIDOS HOLDINGS,AMERICAN ELECTRIC POWER,0.00256,0.003413,1,0,1,2,1
