company,rank,bill_number,total_amount,budget_fraction
ALTRIA GROUP,24,H.J.RES.117,180625.0,0.008374
ALTRIA GROUP,25,H.R.6654,178000.0,0.008252
ALTRIA GROUP,26,H.R.4216,178000.0,0.008252
ALTRIA GROUP,27,H.1999,175000.0,0.008113
ALTRIA GROUP,28,H.R.4281,169230.77,0.007846
ALTRIA GROUP,29,H.R.3765,158125.0,0.007331
AMAZON,1,H.R.2701,577142.86,0.122276
AMAZON,2,S.1452,577142.86,0.122276
AMAZON,3,H.R.3179,502142.86,0.106386
AMAZON,4,S.1832,502142.86,0.106386
AMAZON,5,S.968,465238.1,0.098567
AMAZON,6,S.978,465238.1,0.098567
AMAZON,7,H.R.3261,315238.1,0.066788
AMAZON,8,H.R.1081,232500.0,0.049258
AMAZON,9,S.575,232500.0,0.049258
AMAZON,10,S.3414,78571.43,0.016646
AMEREN,1,S.3512,281179.33,0.077172
AMEREN,2,S.3412,214512.67,0.058875
AMEREN,3,H.R.2273,139895.1,0.038395
AMEREN,4,H.R.4273,132470.86,0.036358
AMEREN,5,S.2151,132470.86,0.036358
AMEREN,6,S.275,100757.58,0.027654
AMEREN,7,S.2013,99393.94,0.02728
AMEREN,8,S.1751,96915.31,0.026599
AMEREN,9,H.R.2682,88076.92,0.024173
AMEREN,10,H.R.674,74090.91,0.020335
AMEREN,11,S.164,69646.46,0.019115
AMEREN,12,S.89,69646.46,0.019115
AMEREN,13,S.609,69646.46,0.019115
AMEREN,14,S.228,69646.46,0.019115
AMEREN,15,H.R.3409,66666.67,0.018297
AMEREN,16,H.R.2845,55000.0,0.015095
AMEREN,17,H.R.2937,55000.0,0.015095
AMEREN,18,H.R.2354,55000.0,0.015095
AMEREN,19,S.413,52167.83,0.014318
AMEREN,20,S.493,45757.58,0.012559
AMEREN,21,H.R.199,45757.58,0.012559
AMEREN,22,S.231,45757.58,0.012559
AMEREN,23,H.R.910,45757.58,0.012559
AMEREN,24,H.R.97,45757.58,0.012559
AMEREN,25,S.482,45757.58,0.012559
AMEREN,26,H.R.1573,42979.8,0.011796
AMEREN,27,H.R.1705,42979.8,0.011796
AMEREN,28,H.R.3587,33076.92,0.009078
AMEREN,29,H.R.7,33076.92,0.009078
AMEREN,30,S.21,33076.92,0.009078
AMERICAN ELECTRIC POWER,1,S.400,1022173.3,0.057125
AMERICAN ELECTRIC POWER,2,S.21,1022173.3,0.057125
AMERICAN ELECTRIC POWER,3,S.609,891405.25,0.049817
AMERICAN ELECTRIC POWER,4,H.R.2273,867926.38,0.048505
AMERICAN ELECTRIC POWER,5,S.28,645593.75,0.036079
AMERICAN ELECTRIC POWER,6,H.R.607,645593.75,0.036079
AMERICAN ELECTRIC POWER,7,H.R.674,631378.56,0.035285
AMERICAN ELECTRIC POWER,8,S.1833,610561.7,0.034122
AMERICAN ELECTRIC POWER,9,S.911,549898.42,0.030731
AMERICAN ELECTRIC POWER,10,H.R.3091,479793.64,0.026814
AMERICAN ELECTRIC POWER,11,H.R.1705,477131.63,0.026665
AMERICAN ELECTRIC POWER,12,S.89,411611.61,0.023003
AMERICAN ELECTRIC POWER,13,S.482,411611.61,0.023003
AMERICAN ELECTRIC POWER,14,S.1647,397892.52,0.022236
AMERICAN ELECTRIC POWER,15,S.2146,390794.75,0.02184
AMERICAN ELECTRIC POWER,16,S.1751,390794.75,0.02184
AMERICAN ELECTRIC POWER,17,H.R.4342,390794.75,0.02184
AMERICAN ELECTRIC POWER,18,H.R.2401,390794.75,0.02184
AMERICAN ELECTRIC POWER,19,H.R.910,315916.28,0.017655
AMERICAN ELECTRIC POWER,20,S.164,315916.28,0.017655
AMERICAN ELECTRIC POWER,21,H.R.668,308893.63,0.017263
AMERICAN ELECTRIC POWER,22,S.3342,308893.63,0.017263
AMERICAN ELECTRIC POWER,23,S.49,257364.69,0.014383
AMERICAN ELECTRIC POWER,24,S.158,257364.69,0.014383
AMERICAN ELECTRIC POWER,25,S.3512,222332.63,0.012425
AMERICAN ELECTRIC POWER,26,S.3412,222332.63,0.012425
AMERICAN ELECTRIC POWER,27,H.R.1573,219766.95,0.012282
AMERICAN ELECTRIC POWER,28,H.R.3765,219766.95,0.012282
AMERICAN ELECTRIC POWER,29,H.R.3257,219766.95,0.012282
AMERICAN ELECTRIC POWER,30,H.R.2682,219766.95,0.012282
AMERICAN EXPRESS,1,H.R.1262,127412.0,0.026379
AMERICAN EXPRESS,2,H.R.1351,127412.0,0.026379
AMERICAN EXPRESS,3,S.727,127412.0,0.026379
AMERICAN EXPRESS,4,H.R.749,127412.0,0.026379
AMERICAN EXPRESS,5,S.353,111221.53,0.023027
AMERICAN EXPRESS,6,H.R.654,106540.67,0.022058
AMERICAN EXPRESS,7,S.1346,97866.55,0.020262
AMERICAN EXPRESS,8,S.913,97866.55,0.020262
AMERICAN EXPRESS,9,H.R.2309,97866.55,0.020262
AMERICAN EXPRESS,10,S.1010,97866.55,0.020262
AMERICAN EXPRESS,11,S.1625,82225.52,0.017024
AMERICAN EXPRESS,12,H.R.2557,82225.52,0.017024
AMERICAN EXPRESS,13,S.1434,82225.52,0.017024
AMERICAN EXPRESS,14,H.R.1864,82225.52,0.017024
AMERICAN EXPRESS,15,H.R.2967,82225.52,0.017024
AMERICAN EXPRESS,16,S.1535,82225.52,0.017024
AMERICAN EXPRESS,17,H.R.2884,82225.52,0.017024
AMERICAN EXPRESS,18,S.1151,81676.07,0.01691
AMERICAN EXPRESS,19,S.799,81676.07,0.01691
AMERICAN EXPRESS,20,S.1207,81676.07,0.01691
AMERICAN EXPRESS,21,H.R.653,74777.39,0.015482
AMERICAN EXPRESS,22,H.R.611,74777.39,0.015482
AMERICAN EXPRESS,23,S.413,74777.39,0.015482
AMERICAN EXPRESS,24,H.RES.137,73134.61,0.015142
AMERICAN EXPRESS,25,S.1789,73134.61,0.015142
AMERICAN EXPRESS,26,S.2030,73134.61,0.015142
AMERICAN EXPRESS,27,S.1408,66035.05,0.013672
AMERICAN EXPRESS,28,H.R.2735,66035.05,0.013672
AMERICAN EXPRESS,29,S.968,65884.11,0.013641
AMERICAN EXPRESS,30,S.1223,61422.41,0.012717
AMERICAN FAMILY INSURANCE GROUP,1,H.R.1112,23274.93,0.052898
AMERICAN FAMILY INSURANCE GROUP,2,H.R.1063,23274.93,0.052898
AMERICAN FAMILY INSURANCE GROUP,3,H.R.1309,21274.93,0.048352
AMERICAN FAMILY INSURANCE GROUP,4,S.528,21274.93,0.048352
AMERICAN FAMILY INSURANCE GROUP,5,H.R.2069,17121.09,0.038912
AMERICAN FAMILY INSURANCE GROUP,6,S.1091,15121.09,0.034366
AMERICAN FAMILY INSURANCE GROUP,7,H.R.435,15121.09,0.034366
AMERICAN FAMILY INSURANCE GROUP,8,H.R.1515,15121.09,0.034366
AMERICAN FAMILY INSURANCE GROUP,9,S.637,13122.1,0.029823
AMERICAN FAMILY INSURANCE GROUP,10,H.R.1026,12873.93,0.029259
AMERICAN FAMILY INSURANCE GROUP,11,S.1548,12343.31,0.028053
AMERICAN FAMILY INSURANCE GROUP,12,S.1718,11009.98,0.025023
AMERICAN FAMILY INSURANCE GROUP,13,H.R.3559,11009.98,0.025023
AMERICAN FAMILY INSURANCE GROUP,14,H.R.2582,11009.98,0.025023
AMERICAN FAMILY INSURANCE GROUP,15,S.1940,9009.98,0.020477
AMERICAN FAMILY INSURANCE GROUP,16,S.1864,9009.98,0.020477
AMERICAN FAMILY INSURANCE GROUP,17,S.72,8931.62,0.020299
AMERICAN FAMILY INSURANCE GROUP,18,S.18,8931.62,0.020299
AMERICAN FAMILY INSURANCE GROUP,19,H.R.4,8931.62,0.020299
AMERICAN FAMILY INSURANCE GROUP,20,H.R.144,8931.62,0.020299
AMERICAN FAMILY INSURANCE GROUP,21,H.R.584,8931.62,0.020299
AMERICAN FAMILY INSURANCE GROUP,22,H.R.60,8931.62,0.020299
AMERICAN FAMILY INSURANCE GROUP,23,H.R.705,8931.62,0.020299
AMERICAN FAMILY INSURANCE GROUP,24,H.R.2101,8132.78,0.018484
AMERICAN FAMILY INSURANCE GROUP,25,H.R.1453,8132.78,0.018484
AMERICAN FAMILY INSURANCE GROUP,26,S.30,7460.53,0.016956
AMERICAN FAMILY INSURANCE GROUP,27,H.R.3889,7460.53,0.016956
AMERICAN FAMILY INSURANCE GROUP,28,H.R.2608,6882.78,0.015643
AMERICAN FAMILY INSURANCE GROUP,29,H.R.1943,6111.11,0.013889
AMERICAN FAMILY INSURANCE GROUP,30,S.2344,5460.53,0.01241
AMERIPRISE FINANCIAL,1,H.R.1112,114681.55,0.033435
AMERIPRISE FINANCIAL,2,H.R.677,114681.55,0.033435
AMERIPRISE FINANCIAL,3,S.267,114681.55,0.033435
AMERIPRISE FINANCIAL,4,H.R.1026,107373.86,0.031304
AMERIPRISE FINANCIAL,5,H.R.1062,94089.28,0.027431
AMERIPRISE FINANCIAL,6,S.913,87680.99,0.025563
AMERIPRISE FINANCIAL,7,H.R.1004,73827.84,0.021524
AMERIPRISE FINANCIAL,8,H.R.1151,73827.84,0.021524
AMERIPRISE FINANCIAL,9,H.R.749,73827.84,0.021524
AMERIPRISE FINANCIAL,10,H.R.1173,66110.13,0.019274
AMERIPRISE FINANCIAL,11,S.1020,66110.13,0.019274
AMERIPRISE FINANCIAL,12,H.R.940,66110.13,0.019274
AMERIPRISE FINANCIAL,13,H.R.1534,66110.13,0.019274
AMERIPRISE FINANCIAL,14,S.359,63571.43,0.018534
AMERIPRISE FINANCIAL,15,H.R.705,63571.43,0.018534
AMERIPRISE FINANCIAL,16,H.R.4,63571.43,0.018534
AMERIPRISE FINANCIAL,17,S.72,63571.43,0.018534
AMERIPRISE FINANCIAL,18,S.1091,58802.43,0.017144
AMERIPRISE FINANCIAL,19,H.R.1309,58802.43,0.017144
AMERIPRISE FINANCIAL,20,H.R.2577,51110.13,0.014901
AMERIPRISE FINANCIAL,21,H.R.2827,51110.13,0.014901
AMERIPRISE FINANCIAL,22,S.1207,51110.13,0.014901
AMERIPRISE FINANCIAL,23,S.1434,51110.13,0.014901
AMERIPRISE FINANCIAL,24,S.1477,51110.13,0.014901
AMERIPRISE FINANCIAL,25,S.1557,51110.13,0.014901
AMERIPRISE FINANCIAL,26,S.1606,51110.13,0.014901
AMERIPRISE FINANCIAL,27,S.1615,51110.13,0.014901
AMERIPRISE FINANCIAL,28,S.1151,51110.13,0.014901
AMERIPRISE FINANCIAL,29,H.R.435,48571.43,0.014161
AMERIPRISE FINANCIAL,30,S.799,45517.85,0.013271
AMERISOURCEBERGEN,1,H.R.905,444385.71,0.202823
AMERISOURCEBERGEN,2,S.733,444385.71,0.202823
AMERISOURCEBERGEN,3,H.R.1483,231885.71,0.105836
AMERISOURCEBERGEN,4,H.R.2245,231885.71,0.105836
AMERISOURCEBERGEN,5,H.R.3026,231885.71,0.105836
AMERISOURCEBERGEN,6,S.1584,231885.71,0.105836
AMERISOURCEBERGEN,7,S.296,231885.71,0.105836
AMERISOURCEBERGEN,8,H.R.674,47600.0,0.021725
AMERISOURCEBERGEN,9,S.164,47600.0,0.021725
AMERISOURCEBERGEN,10,S.89,47600.0,0.021725
AMGEN,1,H.R.942,2618984.13,0.135628
AMGEN,2,S.2091,1680095.24,0.087006
AMGEN,3,H.R.5651,1318428.57,0.068277
AMGEN,4,S.1387,1318428.57,0.068277
AMGEN,5,H.R.2630,856666.67,0.044364
AMGEN,6,S.3521,823428.57,0.042643
AMGEN,7,H.R.1834,651388.89,0.033733
AMGEN,8,H.R.2495,651388.89,0.033733
AMGEN,9,S.1577,651388.89,0.033733
AMGEN,10,S.1671,651388.89,0.033733
AMGEN,11,S.365,651388.89,0.033733
AMGEN,12,S.627,651388.89,0.033733
AMGEN,13,S.1096,495000.0,0.025634
AMGEN,14,H.R.6621,321428.57,0.016646
AMGEN,15,H.R.3765,298888.89,0.015478
ANADARKO PETROLEUM,1,S.258,194681.53,0.028672
ANADARKO PETROLEUM,2,S.338,194681.53,0.028672
ANADARKO PETROLEUM,3,H.R.993,194681.53,0.028672
ANADARKO PETROLEUM,4,H.R.939,194681.53,0.028672
ANADARKO PETROLEUM,5,H.R.910,194681.53,0.028672
ANADARKO PETROLEUM,6,H.R.62,194681.53,0.028672
ANADARKO PETROLEUM,7,H.R.601,194681.53,0.028672
ANADARKO PETROLEUM,8,H.R.56,194681.53,0.028672
ANADARKO PETROLEUM,9,H.R.503,194681.53,0.028672
ANADARKO PETROLEUM,10,H.R.501,194681.53,0.028672
ANADARKO PETROLEUM,11,S.228,194681.53,0.028672
ANADARKO PETROLEUM,12,S.214,194681.53,0.028672
ANADARKO PETROLEUM,13,H.R.1084,194681.53,0.028672
ANADARKO PETROLEUM,14,S.45,194681.53,0.028672
ANADARKO PETROLEUM,15,S.493,194681.53,0.028672
ANADARKO PETROLEUM,16,H.R.1231,194681.53,0.028672
ANADARKO PETROLEUM,17,H.R.1229,194681.53,0.028672
ANADARKO PETROLEUM,18,S.587,178892.06,0.026346
ANADARKO PETROLEUM,19,S.482,174110.1,0.025642
ANADARKO PETROLEUM,20,H.R.494,174110.1,0.025642
ANADARKO PETROLEUM,21,S.215,174110.1,0.025642
ANADARKO PETROLEUM,22,H.R.750,174110.1,0.025642
ANADARKO PETROLEUM,23,H.R.2021,150835.38,0.022214
ANADARKO PETROLEUM,24,S.600,150835.38,0.022214
ANADARKO PETROLEUM,25,S.916,150835.38,0.022214
ANADARKO PETROLEUM,26,S.940,150835.38,0.022214
ANADARKO PETROLEUM,27,S.953,150835.38,0.022214
ANADARKO PETROLEUM,28,S.1400,129446.49,0.019064
ANADARKO PETROLEUM,29,S.1549,129446.49,0.019064
ANADARKO PETROLEUM,30,H.R.1352,129446.49,0.019064
APACHE,1,H.R.1712,363000.0,0.257447
APACHE,2,H.R.3429,228000.0,0.161702
APACHE,3,H.R.6208,228000.0,0.161702
APACHE,4,S.1555,228000.0,0.161702
APACHE,5,S.3525,228000.0,0.161702
APACHE,6,H.R.1713,135000.0,0.095745
APPLE,1,H.R.654,193662.92,0.045783
APPLE,2,S.575,193662.92,0.045783
APPLE,3,H.R.942,193662.92,0.045783
APPLE,4,H.R.658,193662.92,0.045783
APPLE,5,H.R.1081,193662.92,0.045783
APPLE,6,S.28,161868.56,0.038267
APPLE,7,H.R.611,123662.92,0.029235
APPLE,8,S.913,123662.92,0.029235
APPLE,9,S.799,123662.92,0.029235
APPLE,10,S.1223,123662.92,0.029235
APPLE,11,S.1212,123662.92,0.029235
APPLE,12,S.1207,123662.92,0.029235
APPLE,13,S.1011,123662.92,0.029235
APPLE,14,H.R.1036,123662.92,0.029235
APPLE,15,S.971,123662.92,0.029235
APPLE,16,H.R.1841,123662.92,0.029235
APPLE,17,H.R.1528,123662.92,0.029235
APPLE,18,H.R.1707,123662.92,0.029235
APPLE,19,H.R.2168,123662.92,0.029235
APPLE,20,H.R.1834,123662.92,0.029235
APPLE,21,H.R.1895,123662.92,0.029235
APPLE,22,H.R.1860,123662.92,0.029235
APPLE,23,H.R.2553,92062.92,0.021764
APPLE,24,S.911,91868.56,0.021718
APPLE,25,S.365,60268.56,0.014248
APPLE,26,H.R.4263,59508.64,0.014068
APPLE,27,H.R.5026,59508.64,0.014068
APPLE,28,H.R.2096,59508.64,0.014068
APPLE,29,H.R.3834,59508.64,0.014068
APPLE,30,H.R.4257,59508.64,0.014068
APPLIED MATERIALS,1,S.48,999166.67,0.293873
APPLIED MATERIALS,2,H.R.2004,860833.33,0.253186
APPLIED MATERIALS,3,H.R.2122,860833.33,0.253186
APPLIED MATERIALS,4,H.R.6429,244166.67,0.071814
APPLIED MATERIALS,5,H.R.3080,62500.0,0.018382
ARCHER DANIELS MIDLAND,1,H.R.2419,2060000.0,1.0
ASSURANT,1,H.R.1309,342718.25,0.185755
ASSURANT,2,H.R.3590,275111.11,0.149112
ASSURANT,3,H.R.1206,224218.25,0.121528
ASSURANT,4,H.R.4173,165000.0,0.089431
ASSURANT,5,H.R.2126,159801.59,0.086613
ASSURANT,6,S.1940,159801.59,0.086613
ASSURANT,7,H.R.5817,84444.44,0.045769
ASSURANT,8,S.1958,55218.25,0.029929
ASSURANT,9,H.R.2069,55218.25,0.029929
ASSURANT,10,H.R.1355,30773.81,0.01668
