source,target,weight,rbo,source_firsts,target_firsts,tie_count,shared_bills,net_temporal
MUTUAL OF OMAHA INSURANCE,AMEREN,0.0,0.016281,0,1,0,1,-1
AMEREN,NATIONWIDE,0.000173,0.000347,0,0,1,1,0
NATIONWIDE,AMEREN,0.000173,0.000347,0,0,1,1,0
AMEREN,NAVIENT,0.0,0.033201,0,1,0,1,-1
NAVIENT,AMEREN,0.033201,0.033201,1,0,0,1,1
AMEREN,NEXTERA ENERGY,0.001831,0.005493,0,2,4,6,-2
NEXTERA ENERGY,AMEREN,0.003662,0.005493,2,0,4,6,2
AMEREN,NORFOLK SOUTHERN,0.006228,0.012456,1,1,3,5,0
NORFOLK SOUTHERN,AMEREN,0.006228,0.012456,1,1,3,5,0
AMEREN,NORTHROP GRUMMAN,0.020805,0.052012,1,2,2,5,-1
NORTHROP GRUMMAN,AMEREN,0.031207,0.052012,2,1,2,5,1
AMEREN,NORTHWESTERN MUTUAL,0.000234,0.000468,0,0,1,1,0
NORTHWESTERN MUTUAL,AMEREN,0.000234,0.000468,0,0,1,1,0
AMEREN,NRG ENERGY,0.074952,0.131165,1,0,6,7,1
NRG ENERGY,AMEREN,0.056214,0.131165,0,1,6,7,-1
AMEREN,OCCIDENTAL PETROLEUM,0.00785,0.009158,5,0,2,7,5
OCCIDENTAL PETROLEUM,AMEREN,0.001308,0.009158,0,5,2,7,-5
AMEREN,OMNICOM GROUP,0.0,0.003186,0,3,0,3,-3
OMNICOM GROUP,AMEREN,0.003186,0.003186,3,0,0,3,3
AMEREN,ORACLE,0.0,0.00284,0,2,0,2,-2
ORACLE,AMEREN,0.00284,0.00284,2,0,0,2,2
AMEREN,PEABODY ENERGY,0.004398,0.00733,1,0,4,5,1
PEABODY ENERGY,AMEREN,0.002932,0.00733,0,1,4,5,-1
AMEREN,PEPSICO,0.000828,0.001104,1,0,1,2,1
PEPSICO,AMEREN,0.000276,0.001104,0,1,1,2,-1
AMEREN,PG&E,0.035197,0.070393,0,0,4,4,0
PG&E,AMEREN,0.035197,0.070393,0,0,4,4,0
AMEREN,PPG INDUSTRIES,0.00123,0.001641,1,0,1,2,1
PPG INDUSTRIES,AMEREN,0.00041,0.001641,0,1,1,2,-1
AMEREN,PPL,0.01665,0.036075,0,1,12,13,-1
PPL,AMEREN,0.019425,0.036075,1,0,12,13,1
AMEREN,PRINCIPAL FINANCIAL,0.000234,0.000468,0,0,1,1,0
PRINCIPAL FINANCIAL,AMEREN,0.000234,0.000468,0,0,1,1,0
AMEREN,PRUDENTIAL FINANCIAL,0.000234,0.000468,0,0,1,1,0
PRUDENTIAL FINANCIAL,AMEREN,0.000234,0.000468,0,0,1,1,0
AMEREN,PUBLIC SERVICE ENTERPRISE GROUP,0.033933,0.090488,0,3,9,12,-3
PUBLIC SERVICE ENTERPRISE GROUP,AMEREN,0.056555,0.090488,3,0,9,12,3
AMEREN,QUALCOMM,0.002592,0.002592,1,0,0,1,1
QUALCOMM,AMEREN,0.0,0.002592,0,1,0,1,-1
AMEREN,RAYTHEON,0.018005,0.021606,2,0,1,3,2
RAYTHEON,AMEREN,0.003601,0.021606,0,2,1,3,-2
AMEREN,ROCKWELL COLLINS,0.003841,0.005761,1,0,2,3,1
ROCKWELL COLLINS,AMEREN,0.00192,0.005761,0,1,2,3,-1
AMEREN,RYDER SYSTEM,0.010552,0.010552,1,0,0,1,1
RYDER SYSTEM,AMEREN,0.0,0.010552,0,1,0,1,-1
AMEREN,SEMPRA ENERGY,0.036078,0.072156,1,1,5,7,0
SEMPRA ENERGY,AMEREN,0.036078,0.072156,1,1,5,7,0
AMEREN,SOUTHERN,0.004536,0.01134,0,1,4,5,-1
SOUTHERN,AMEREN,0.006804,0.01134,1,0,4,5,1
AMEREN,UNION PACIFIC,0.004817,0.009634,1,1,4,6,0
UNION PACIFIC,AMEREN,0.004817,0.009634,1,1,4,6,0
AMEREN,UNITED STATES STEEL,0.00113,0.002259,0,0,2,2,0
UNITED STATES STEEL,AMEREN,0.00113,0.002259,0,0,2,2,0
AMEREN,UNITED TECHNOLOGIES,0.001728,0.005184,1,2,0,3,-1
UNITED TECHNOLOGIES,AMEREN,0.003456,0.005184,2,1,0,3,1
AMEREN,USAA,0.0,0.00284,0,2,0,2,-2
USAA,AMEREN,0.00284,0.00284,2,0,0,2,2
AMEREN,VERIZON,0.012109,0.024217,2,2,2,6,0
VERIZON,AMEREN,0.012109,0.024217,2,2,2,6,0
AMEREN,VISA,0.000765,0.003059,0,1,1,2,-1
VISA,AMEREN,0.002295,0.003059,1,0,1,2,1
AMEREN,WALT DISNEY,0.0,0.000247,0,1,0,1,-1
WALT DISNEY,AMEREN,0.000247,0.000247,1,0,0,1,1
AMEREN,WASTE MANAGEMENT,0.274584,0.439335,1,0,3,4,1
WASTE MANAGEMENT,AMEREN,0.16475,0.439335,0,1,3,4,-1
AMEREN,WEC ENERGY GROUP,0.099235,0.162384,2,0,7,9,2
WEC ENERGY GROUP,AMEREN,0.063149,0.162384,0,2,7,9,-2
AMEREN,WELLS FARGO,0.012807,0.012807,1,0,0,1,1
WELLS FARGO,AMEREN,0.0,0.012807,0,1,0,1,-1
AMEREN,WEYERHAEUSER,0.002576,0.005152,0,0,6,6,0
WEYERHAEUSER,AMEREN,0.002576,0.005152,0,0,6,6,0
AMEREN,WILLIAMS,0.014911,0.029821,0,0,4,4,0
WILLIAMS,AMEREN,0.014911,0.029821,0,0,4,4,0
AMEREN,WINDSTREAM HOLDINGS,0.000627,0.002507,0,1,1,2,-1
WINDSTREAM HOLDINGS,AMEREN,0.001881,0.002507,1,0,1,2,1
AMEREN,XCEL ENERGY,0.006736,0.015396,0,1,7,8,-1
XCEL ENERGY,AMEREN,0.00866,0.015396,1,0,7,8,1
AMEREN,XEROX,0.020576,0.020576,1,0,0,1,1
XEROX,AMEREN,0.0,0.020576,0,1,0,1,-1
AMEREN,YUM BRANDS,0.000247,0.000247,1,0,0,1,1
YUM BRANDS,AMEREN,0.0,0.000247,0,1,0,1,-1
AMERICAN ELECTRIC POWER,AMERISOURCEBERGEN,0.014027,0.014027,3,0,0,3,3
AMERISOURCEBERGEN,AMERICAN ELECTRIC POWER,0.0,0.014027,0,3,0,3,-3
AMERICAN ELECTRIC POWER,ANADARKO PETROLEUM,0.002066,0.004133,0,0,2,2,0
ANADARKO PETROLEUM,AMERICAN ELECTRIC POWER,0.002066,0.004133,0,0,2,2,0
AMERICAN ELECTRIC POWER,APPLE,0.011656,0.046625,0,1,1,2,-1
APPLE,AMERICAN ELECTRIC POWER,0.034969,0.046625,1,0,1,2,1
AMERICAN ELECTRIC POWER,AT&T,0.001529,0.006118,0,1,1,2,-1
AT&T,AMERICAN ELECTRIC POWER,0.004588,0.006118,1,0,1,2,1
AMERICAN ELECTRIC POWER,BANK OF AMERICA,0.000639,0.000639,3,0,0,3,3
BANK OF AMERICA,AMERICAN ELECTRIC POWER,0.0,0.000639,0,3,0,3,-3
AMERICAN ELECTRIC POWER,BERKSHIRE HATHAWAY,0.009272,0.032453,0,3,4,7,-3
BERKSHIRE HATHAWAY,AMERICAN ELECTRIC POWER,0.023181,0.032453,3,0,4,7,3
AMERICAN ELECTRIC POWER,BOEING,0.0,4.5e-05,0,1,0,1,-1
BOEING,AMERICAN ELECTRIC POWER,4.5e-05,4.5e-05,1,0,0,1,1
AMERICAN ELECTRIC POWER,CALPINE,0.013676,0.031911,0,1,6,7,-1
CALPINE,AMERICAN ELECTRIC POWER,0.018235,0.031911,1,0,6,7,1
AMERICAN ELECTRIC POWER,CATERPILLAR,0.013871,0.022194,1,0,3,4,1
CATERPILLAR,AMERICAN ELECTRIC POWER,0.008323,0.022194,0,1,3,4,-1
AMERICAN ELECTRIC POWER,CBS,0.0,0.046255,0,2,0,2,-2
CBS,AMERICAN ELECTRIC POWER,0.046255,0.046255,2,0,0,2,2
AMERICAN ELECTRIC POWER,CENTERPOINT ENERGY,0.025956,0.046144,2,1,5,8,1
CENTERPOINT ENERGY,AMERICAN ELECTRIC POWER,0.020188,0.046144,1,2,5,8,-1
AMERICAN ELECTRIC POWER,CHARLES SCHWAB,0.011847,0.023695,0,0,3,3,0
CHARLES SCHWAB,AMERICAN ELECTRIC POWER,0.011847,0.023695,0,0,3,3,0
AMERICAN ELECTRIC POWER,CHEVRON,0.001033,0.002066,0,0,1,1,0
CHEVRON,AMERICAN ELECTRIC POWER,0.001033,0.002066,0,0,1,1,0
AMERICAN ELECTRIC POWER,CISCO SYSTEMS,0.019253,0.077014,0,1,1,2,-1
CISCO SYSTEMS,AMERICAN ELECTRIC POWER,0.05776,0.077014,1,0,1,2,1
AMERICAN ELECTRIC POWER,CITIGROUP,0.0,0.000247,0,1,0,1,-1
CITIGROUP,AMERICAN ELECTRIC POWER,0.000247,0.000247,1,0,0,1,1
AMERICAN ELECTRIC POWER,CMS ENERGY,0.046063,0.131608,0,3,7,10,-3
CMS ENERGY,AMERICAN ELECTRIC POWER,0.085545,0.131608,3,0,7,10,3
AMERICAN ELECTRIC POWER,COMCAST,0.013915,0.041745,0,1,2,3,-1
COMCAST,AMERICAN ELECTRIC POWER,0.02783,0.041745,1,0,2,3,1
AMERICAN ELECTRIC POWER,CONSOLIDATED EDISON,0.051733,0.063671,6,1,1,8,5
CONSOLIDATED EDISON,AMERICAN ELECTRIC POWER,0.011938,0.063671,1,6,1,8,-5
AMERICAN ELECTRIC POWER,CORNING,0.003198,0.012792,0,1,1,2,-1
CORNING,AMERICAN ELECTRIC POWER,0.009594,0.012792,1,0,1,2,1
AMERICAN ELECTRIC POWER,CSX,0.006582,0.032908,0,3,2,5,-3
CSX,AMERICAN ELECTRIC POWER,0.026327,0.032908,3,0,2,5,3
AMERICAN ELECTRIC POWER,CUMMINS,0.005049,0.010097,0,0,2,2,0
CUMMINS,AMERICAN ELECTRIC POWER,0.005049,0.010097,0,0,2,2,0
AMERICAN ELECTRIC POWER,CVS HEALTH,0.002676,0.005352,0,0,3,3,0
CVS HEALTH,AMERICAN ELECTRIC POWER,0.002676,0.005352,0,0,3,3,0
AMERICAN ELECTRIC POWER,DOMINION ENERGY,0.077973,0.138618,2,1,5,8,1
DOMINION ENERGY,AMERICAN ELECTRIC POWER,0.060645,0.138618,1,2,5,8,-1
AMERICAN ELECTRIC POWER,DTE ENERGY,0.053385,0.133463,1,4,10,15,-3
DTE ENERGY,AMERICAN ELECTRIC POWER,0.080078,0.133463,4,1,10,15,3
AMERICAN ELECTRIC POWER,DUKE ENERGY,0.12214,0.352848,0,4,9,13,-4
DUKE ENERGY,AMERICAN ELECTRIC POWER,0.230709,0.352848,4,0,9,13,4
AMERICAN ELECTRIC POWER,DUPONT DE NEMOURS,0.000182,0.001091,0,2,1,3,-2
DUPONT DE NEMOURS,AMERICAN ELECTRIC POWER,0.00091,0.001091,2,0,1,3,2
AMERICAN ELECTRIC POWER,DXC TECHNOLOGY,0.02583,0.041328,1,0,3,4,1
DXC TECHNOLOGY,AMERICAN ELECTRIC POWER,0.015498,0.041328,0,1,3,4,-1
AMERICAN ELECTRIC POWER,EASTMAN CHEMICAL,0.028932,0.057864,0,0,2,2,0
EASTMAN CHEMICAL,AMERICAN ELECTRIC POWER,0.028932,0.057864,0,0,2,2,0
AMERICAN ELECTRIC POWER,EDISON INTERNATIONAL,0.165735,0.386715,1,2,4,7,-1
EDISON INTERNATIONAL,AMERICAN ELECTRIC POWER,0.22098,0.386715,2,1,4,7,1
AMERICAN ELECTRIC POWER,ENTERGY,0.055578,0.222311,0,6,6,12,-6
ENTERGY,AMERICAN ELECTRIC POWER,0.166733,0.222311,6,0,6,12,6
AMERICAN ELECTRIC POWER,EXELON,0.121735,0.30987,0,3,11,14,-3
EXELON,AMERICAN ELECTRIC POWER,0.188135,0.30987,3,0,11,14,3
AMERICAN ELECTRIC POWER,EXXONMOBIL,0.003057,0.008153,0,1,3,4,-1
EXXONMOBIL,AMERICAN ELECTRIC POWER,0.005096,0.008153,1,0,3,4,1
AMERICAN ELECTRIC POWER,FEDEX,0.0004,0.000799,0,0,1,1,0
FEDEX,AMERICAN ELECTRIC POWER,0.0004,0.000799,0,0,1,1,0
AMERICAN ELECTRIC POWER,FIFTH THIRD BANCORP,2.2e-05,4.5e-05,0,0,1,1,0
FIFTH THIRD BANCORP,AMERICAN ELECTRIC POWER,2.2e-05,4.5e-05,0,0,1,1,0
AMERICAN ELECTRIC POWER,FIRSTENERGY,0.101706,0.220363,2,3,8,13,-1
FIRSTENERGY,AMERICAN ELECTRIC POWER,0.118657,0.220363,3,2,8,13,1
AMERICAN ELECTRIC POWER,FLUOR,0.026834,0.026834,1,0,0,1,1
FLUOR,AMERICAN ELECTRIC POWER,0.0,0.026834,0,1,0,1,-1
AMERICAN ELECTRIC POWER,FORD,0.003571,0.010714,0,1,2,3,-1
FORD,AMERICAN ELECTRIC POWER,0.007142,0.010714,1,0,2,3,1
AMERICAN ELECTRIC POWER,GENERAL DYNAMICS,0.000512,0.001024,0,0,1,1,0
GENERAL DYNAMICS,AMERICAN ELECTRIC POWER,0.000512,0.001024,0,0,1,1,0
AMERICAN ELECTRIC POWER,GENERAL ELECTRIC,0.000432,0.000864,1,1,0,2,0
GENERAL ELECTRIC,AMERICAN ELECTRIC POWER,0.000432,0.000864,1,1,0,2,0
AMERICAN ELECTRIC POWER,GENERAL MOTORS,0.005049,0.010097,0,0,2,2,0
GENERAL MOTORS,AMERICAN ELECTRIC POWER,0.005049,0.010097,0,0,2,2,0
AMERICAN ELECTRIC POWER,HALLIBURTON,0.001033,0.002066,0,0,1,1,0
HALLIBURTON,AMERICAN ELECTRIC POWER,0.001033,0.002066,0,0,1,1,0
AMERICAN ELECTRIC POWER,HCA HEALTHCARE,0.022141,0.044283,0,0,4,4,0
HCA HEALTHCARE,AMERICAN ELECTRIC POWER,0.022141,0.044283,0,0,4,4,0
AMERICAN ELECTRIC POWER,IBM,0.004111,0.004111,2,0,0,2,2
IBM,AMERICAN ELECTRIC POWER,0.0,0.004111,0,2,0,2,-2
AMERICAN ELECTRIC POWER,INTEL,0.001919,0.005756,0,1,2,3,-1
INTEL,AMERICAN ELECTRIC POWER,0.003837,0.005756,1,0,2,3,1
AMERICAN ELECTRIC POWER,INTUIT,0.006159,0.006159,1,0,0,1,1
INTUIT,AMERICAN ELECTRIC POWER,0.0,0.006159,0,1,0,1,-1
AMERICAN ELECTRIC POWER,L3HARRIS TECHNOLOGIES,0.032616,0.065232,0,0,2,2,0
L3HARRIS TECHNOLOGIES,AMERICAN ELECTRIC POWER,0.032616,0.065232,0,0,2,2,0
AMERICAN ELECTRIC POWER,LINCOLN NATIONAL,0.0,0.000148,0,1,0,1,-1
LINCOLN NATIONAL,AMERICAN ELECTRIC POWER,0.000148,0.000148,1,0,0,1,1
AMERICAN ELECTRIC POWER,LOCKHEED MARTIN,0.002528,0.005056,0,0,3,3,0
LOCKHEED MARTIN,AMERICAN ELECTRIC POWER,0.002528,0.005056,0,0,3,3,0
AMERICAN ELECTRIC POWER,LOEWS,0.001033,0.002066,0,0,1,1,0
LOEWS,AMERICAN ELECTRIC POWER,0.001033,0.002066,0,0,1,1,0
AMERICAN ELECTRIC POWER,LUMEN TECHNOLOGIES,0.006287,0.006287,3,0,0,3,3
LUMEN TECHNOLOGIES,AMERICAN ELECTRIC POWER,0.0,0.006287,0,3,0,3,-3
AMERICAN ELECTRIC POWER,MARATHON OIL,0.001033,0.004133,0,1,1,2,-1
MARATHON OIL,AMERICAN ELECTRIC POWER,0.003099,0.004133,1,0,1,2,1
AMERICAN ELECTRIC POWER,MARATHON PETROLEUM,0.001206,0.002413,1,1,0,2,0
MARATHON PETROLEUM,AMERICAN ELECTRIC POWER,0.001206,0.002413,1,1,0,2,0
AMERICAN ELECTRIC POWER,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.007572,0.022716,1,2,0,3,-1
MASSACHUSETTS MUTUAL LIFE INSURANCE,AMERICAN ELECTRIC POWER,0.015144,0.022716,2,1,0,3,1
AMERICAN ELECTRIC POWER,MICROSOFT,0.001296,0.002592,0,0,1,1,0
MICROSOFT,AMERICAN ELECTRIC POWER,0.001296,0.002592,0,0,1,1,0
AMERICAN ELECTRIC POWER,MOTOROLA SOLUTIONS,0.019793,0.118757,0,2,1,3,-2
MOTOROLA SOLUTIONS,AMERICAN ELECTRIC POWER,0.098964,0.118757,2,0,1,3,2
AMERICAN ELECTRIC POWER,MUTUAL OF OMAHA INSURANCE,4.5e-05,4.5e-05,1,0,0,1,1
MUTUAL OF OMAHA INSURANCE,AMERICAN ELECTRIC POWER,0.0,4.5e-05,0,1,0,1,-1
AMERICAN ELECTRIC POWER,NATIONWIDE,0.0,0.000247,0,1,0,1,-1
NATIONWIDE,AMERICAN ELECTRIC POWER,0.000247,0.000247,1,0,0,1,1
AMERICAN ELECTRIC POWER,NEWS CORP.,0.008048,0.048285,0,2,1,3,-2
NEWS CORP.,AMERICAN ELECTRIC POWER,0.040238,0.048285,2,0,1,3,2
AMERICAN ELECTRIC POWER,NEXTERA ENERGY,0.020325,0.108398,0,5,3,8,-5
NEXTERA ENERGY,AMERICAN ELECTRIC POWER,0.088073,0.108398,5,0,3,8,5
AMERICAN ELECTRIC POWER,NORFOLK SOUTHERN,0.007817,0.019544,1,2,2,5,-1
NORFOLK SOUTHERN,AMERICAN ELECTRIC POWER,0.011726,0.019544,2,1,2,5,1
AMERICAN ELECTRIC POWER,NORTHROP GRUMMAN,0.02334,0.046681,0,0,3,3,0
NORTHROP GRUMMAN,AMERICAN ELECTRIC POWER,0.02334,0.046681,0,0,3,3,0
AMERICAN ELECTRIC POWER,NORTHWESTERN MUTUAL,0.0,0.000247,0,1,0,1,-1
NORTHWESTERN MUTUAL,AMERICAN ELECTRIC POWER,0.000247,0.000247,1,0,0,1,1
AMERICAN ELECTRIC POWER,NRG ENERGY,0.021448,0.037535,2,1,4,7,1
NRG ENERGY,AMERICAN ELECTRIC POWER,0.016086,0.037535,1,2,4,7,-1
AMERICAN ELECTRIC POWER,NUCOR,0.002982,0.005964,0,0,2,2,0
NUCOR,AMERICAN ELECTRIC POWER,0.002982,0.005964,0,0,2,2,0
AMERICAN ELECTRIC POWER,OCCIDENTAL PETROLEUM,0.002601,0.005203,2,2,2,6,0
OCCIDENTAL PETROLEUM,AMERICAN ELECTRIC POWER,0.002601,0.005203,2,2,2,6,0
AMERICAN ELECTRIC POWER,OMNICOM GROUP,0.042349,0.084698,0,0,1,1,0
OMNICOM GROUP,AMERICAN ELECTRIC POWER,0.042349,0.084698,0,0,1,1,0
AMERICAN ELECTRIC POWER,ORACLE,0.001301,0.001301,1,0,0,1,1
ORACLE,AMERICAN ELECTRIC POWER,0.0,0.001301,0,1,0,1,-1
AMERICAN ELECTRIC POWER,PEABODY ENERGY,0.005976,0.015937,0,1,3,4,-1
PEABODY ENERGY,AMERICAN ELECTRIC POWER,0.00996,0.015937,1,0,3,4,1
AMERICAN ELECTRIC POWER,PPG INDUSTRIES,0.0,0.002215,0,3,0,3,-3
PPG INDUSTRIES,AMERICAN ELECTRIC POWER,0.002215,0.002215,3,0,0,3,3
AMERICAN ELECTRIC POWER,PPL,0.060998,0.162662,0,3,9,12,-3
PPL,AMERICAN ELECTRIC POWER,0.101663,0.162662,3,0,9,12,3
AMERICAN ELECTRIC POWER,PRINCIPAL FINANCIAL,0.0,0.000247,0,1,0,1,-1
PRINCIPAL FINANCIAL,AMERICAN ELECTRIC POWER,0.000247,0.000247,1,0,0,1,1
AMERICAN ELECTRIC POWER,PRUDENTIAL FINANCIAL,0.0,0.000247,0,1,0,1,-1
PRUDENTIAL FINANCIAL,AMERICAN ELECTRIC POWER,0.000247,0.000247,1,0,0,1,1
AMERICAN ELECTRIC POWER,PUBLIC SERVICE ENTERPRISE GROUP,0.194837,0.428642,1,2,8,11,-1
PUBLIC SERVICE ENTERPRISE GROUP,AMERICAN ELECTRIC POWER,0.233805,0.428642,2,1,8,11,1
AMERICAN ELECTRIC POWER,QUALCOMM,0.003195,0.006389,0,0,1,1,0
QUALCOMM,AMERICAN ELECTRIC POWER,0.003195,0.006389,0,0,1,1,0
AMERICAN ELECTRIC POWER,RAYTHEON,0.013126,0.013126,3,0,0,3,3
RAYTHEON,AMERICAN ELECTRIC POWER,0.0,0.013126,0,3,0,3,-3
AMERICAN ELECTRIC POWER,ROCKWELL COLLINS,0.005061,0.005061,2,0,0,2,2
ROCKWELL COLLINS,AMERICAN ELECTRIC POWER,0.0,0.005061,0,2,0,2,-2
AMERICAN ELECTRIC POWER,SEMPRA ENERGY,0.013942,0.037178,0,1,3,4,-1
SEMPRA ENERGY,AMERICAN ELECTRIC POWER,0.023236,0.037178,1,0,3,4,1
AMERICAN ELECTRIC POWER,SOUTHERN,0.048723,0.178651,0,5,6,11,-5
SOUTHERN,AMERICAN ELECTRIC POWER,0.129928,0.178651,5,0,6,11,5
AMERICAN ELECTRIC POWER,UNION PACIFIC,0.005627,0.01688,1,3,2,6,-2
UNION PACIFIC,AMERICAN ELECTRIC POWER,0.011253,0.01688,3,1,2,6,2
AMERICAN ELECTRIC POWER,UNITED STATES STEEL,0.00423,0.012689,0,1,2,3,-1
UNITED STATES STEEL,AMERICAN ELECTRIC POWER,0.00846,0.012689,1,0,2,3,1
AMERICAN ELECTRIC POWER,UNITED TECHNOLOGIES,0.018759,0.022511,2,0,1,3,2
UNITED TECHNOLOGIES,AMERICAN ELECTRIC POWER,0.003752,0.022511,0,2,1,3,-2
AMERICAN ELECTRIC POWER,USAA,0.005061,0.010123,0,0,1,1,0
USAA,AMERICAN ELECTRIC POWER,0.005061,0.010123,0,0,1,1,0
AMERICAN ELECTRIC POWER,VERIZON,0.030239,0.051839,3,2,1,6,1
VERIZON,AMERICAN ELECTRIC POWER,0.0216,0.051839,2,3,1,6,-1
AMERICAN ELECTRIC POWER,VISA,0.000225,0.000451,0,0,1,1,0
VISA,AMERICAN ELECTRIC POWER,0.000225,0.000451,0,0,1,1,0
AMERICAN ELECTRIC POWER,WALT DISNEY,0.031867,0.063735,1,1,0,2,0
WALT DISNEY,AMERICAN ELECTRIC POWER,0.031867,0.063735,1,1,0,2,0
AMERICAN ELECTRIC POWER,WASTE MANAGEMENT,0.063889,0.076667,2,0,1,3,2
WASTE MANAGEMENT,AMERICAN ELECTRIC POWER,0.012778,0.076667,0,2,1,3,-2
AMERICAN ELECTRIC POWER,WEC ENERGY GROUP,0.046386,0.12756,2,5,4,11,-3
WEC ENERGY GROUP,AMERICAN ELECTRIC POWER,0.081175,0.12756,5,2,4,11,3
AMERICAN ELECTRIC POWER,WELLS FARGO,0.000802,0.001069,1,0,1,2,1
WELLS FARGO,AMERICAN ELECTRIC POWER,0.000267,0.001069,0,1,1,2,-1
AMERICAN ELECTRIC POWER,WEYERHAEUSER,0.003448,0.010344,0,1,2,3,-1
WEYERHAEUSER,AMERICAN ELECTRIC POWER,0.006896,0.010344,1,0,2,3,1
AMERICAN ELECTRIC POWER,WINDSTREAM HOLDINGS,0.144736,0.192981,2,0,2,4,2
WINDSTREAM HOLDINGS,AMERICAN ELECTRIC POWER,0.048245,0.192981,0,2,2,4,-2
AMERICAN ELECTRIC POWER,XCEL ENERGY,0.056235,0.196823,0,3,4,7,-3
XCEL ENERGY,AMERICAN ELECTRIC POWER,0.140588,0.196823,3,0,4,7,3
AMERICAN EXPRESS,AMERIPRISE FINANCIAL,0.028986,0.049691,2,1,3,6,1
AMERIPRISE FINANCIAL,AMERICAN EXPRESS,0.020705,0.049691,1,2,3,6,-1
AMERICAN EXPRESS,APPLE,0.04544,0.077897,1,0,5,6,1
APPLE,AMERICAN EXPRESS,0.032457,0.077897,0,1,5,6,-1
AMERICAN EXPRESS,AT&T,0.014775,0.029551,0,0,4,4,0
AT&T,AMERICAN EXPRESS,0.014775,0.029551,0,0,4,4,0
AMERICAN EXPRESS,BANK OF AMERICA,0.126472,0.210786,2,0,8,10,2
BANK OF AMERICA,AMERICAN EXPRESS,0.084314,0.210786,0,2,8,10,-2
AMERICAN EXPRESS,BANK OF NEW YORK MELLON,0.06375,0.06375,1,0,0,1,1
BANK OF NEW YORK MELLON,AMERICAN EXPRESS,0.0,0.06375,0,1,0,1,-1
AMERICAN EXPRESS,BEST BUY,0.002422,0.003875,1,0,3,4,1
BEST BUY,AMERICAN EXPRESS,0.001453,0.003875,0,1,3,4,-1
AMERICAN EXPRESS,CAPITAL ONE FINANCIAL,0.035234,0.058724,2,0,8,10,2
CAPITAL ONE FINANCIAL,AMERICAN EXPRESS,0.023489,0.058724,0,2,8,10,-2
AMERICAN EXPRESS,CBS,0.026034,0.052067,0,0,5,5,0
CBS,AMERICAN EXPRESS,0.026034,0.052067,0,0,5,5,0
AMERICAN EXPRESS,CHARLES SCHWAB,0.003842,0.005763,2,0,4,6,2
CHARLES SCHWAB,AMERICAN EXPRESS,0.001921,0.005763,0,2,4,6,-2
AMERICAN EXPRESS,CHARTER COMMUNICATIONS,0.03714,0.05571,2,0,4,6,2
CHARTER COMMUNICATIONS,AMERICAN EXPRESS,0.01857,0.05571,0,2,4,6,-2
AMERICAN EXPRESS,CHEVRON,0.000247,0.000247,1,0,0,1,1
CHEVRON,AMERICAN EXPRESS,0.0,0.000247,0,1,0,1,-1
AMERICAN EXPRESS,CISCO SYSTEMS,0.000278,0.000556,0,0,1,1,0
CISCO SYSTEMS,AMERICAN EXPRESS,0.000278,0.000556,0,0,1,1,0
AMERICAN EXPRESS,CITIGROUP,0.117432,0.195719,2,0,8,10,2
CITIGROUP,AMERICAN EXPRESS,0.078288,0.195719,0,2,8,10,-2
AMERICAN EXPRESS,COMCAST,0.025895,0.05179,0,0,5,5,0
COMCAST,AMERICAN EXPRESS,0.025895,0.05179,0,0,5,5,0
AMERICAN EXPRESS,CONSOLIDATED EDISON,0.001024,0.001024,1,0,0,1,1
CONSOLIDATED EDISON,AMERICAN EXPRESS,0.0,0.001024,0,1,0,1,-1
AMERICAN EXPRESS,CVS HEALTH,0.005643,0.009674,1,0,5,6,1
CVS HEALTH,AMERICAN EXPRESS,0.004031,0.009674,0,1,5,6,-1
AMERICAN EXPRESS,DEERE,0.000655,0.000655,1,0,0,1,1
DEERE,AMERICAN EXPRESS,0.0,0.000655,0,1,0,1,-1
AMERICAN EXPRESS,DUPONT DE NEMOURS,0.004309,0.006156,3,1,1,5,2
DUPONT DE NEMOURS,AMERICAN EXPRESS,0.001847,0.006156,1,3,1,5,-2
AMERICAN EXPRESS,EBAY,0.040096,0.065157,3,0,10,13,3
EBAY,AMERICAN EXPRESS,0.02506,0.065157,0,3,10,13,-3
AMERICAN EXPRESS,ELI LILLY,0.058378,0.116757,0,0,1,1,0
ELI LILLY,AMERICAN EXPRESS,0.058378,0.116757,0,0,1,1,0
AMERICAN EXPRESS,EMERSON ELECTRIC,0.0,0.001028,0,1,0,1,-1
EMERSON ELECTRIC,AMERICAN EXPRESS,0.001028,0.001028,1,0,0,1,1
AMERICAN EXPRESS,ENTERGY,0.000512,0.001024,0,0,1,1,0
ENTERGY,AMERICAN EXPRESS,0.000512,0.001024,0,0,1,1,0
AMERICAN EXPRESS,FACEBOOK,0.019112,0.033446,1,0,6,7,1
FACEBOOK,AMERICAN EXPRESS,0.014334,0.033446,0,1,6,7,-1
AMERICAN EXPRESS,FEDEX,0.007006,0.007006,2,0,0,2,2
FEDEX,AMERICAN EXPRESS,0.0,0.007006,0,2,0,2,-2
AMERICAN EXPRESS,FIFTH THIRD BANCORP,0.014165,0.016998,2,0,1,3,2
FIFTH THIRD BANCORP,AMERICAN EXPRESS,0.002833,0.016998,0,2,1,3,-2
AMERICAN EXPRESS,FISERV,0.008245,0.009894,6,0,3,9,6
FISERV,AMERICAN EXPRESS,0.001649,0.009894,0,6,3,9,-6
