source,target,weight,rbo,source_firsts,target_firsts,tie_count,shared_bills,net_temporal
HARTFORD FINANCIAL SERVICES,BERKSHIRE HATHAWAY,0.0,0.000799,0,1,0,1,-1
BERKSHIRE HATHAWAY,HOME DEPOT,0.001379,0.002758,0,0,2,2,0
HOME DEPOT,BERKSHIRE HATHAWAY,0.001379,0.002758,0,0,2,2,0
BERKSHIRE HATHAWAY,HUMANA,0.003194,0.006388,0,0,1,1,0
HUMANA,BERKSHIRE HATHAWAY,0.003194,0.006388,0,0,1,1,0
BERKSHIRE HATHAWAY,IHEARTMEDIA,0.001737,0.003474,0,0,1,1,0
IHEARTMEDIA,BERKSHIRE HATHAWAY,0.001737,0.003474,0,0,1,1,0
BERKSHIRE HATHAWAY,INTERNATIONAL PAPER,8.3e-05,0.000166,0,0,1,1,0
INTERNATIONAL PAPER,BERKSHIRE HATHAWAY,8.3e-05,0.000166,0,0,1,1,0
BERKSHIRE HATHAWAY,JETBLUE AIRWAYS,0.009761,0.019522,0,0,1,1,0
JETBLUE AIRWAYS,BERKSHIRE HATHAWAY,0.009761,0.019522,0,0,1,1,0
BERKSHIRE HATHAWAY,JPMORGAN CHASE & CO.,0.000309,0.000619,0,0,1,1,0
JPMORGAN CHASE & CO.,BERKSHIRE HATHAWAY,0.000309,0.000619,0,0,1,1,0
BERKSHIRE HATHAWAY,L3HARRIS TECHNOLOGIES,0.00437,0.008741,0,0,1,1,0
L3HARRIS TECHNOLOGIES,BERKSHIRE HATHAWAY,0.00437,0.008741,0,0,1,1,0
BERKSHIRE HATHAWAY,LOEWS,0.003765,0.00753,0,0,1,1,0
LOEWS,BERKSHIRE HATHAWAY,0.003765,0.00753,0,0,1,1,0
BERKSHIRE HATHAWAY,MCKESSON,0.0004,0.000799,0,0,1,1,0
MCKESSON,BERKSHIRE HATHAWAY,0.0004,0.000799,0,0,1,1,0
BERKSHIRE HATHAWAY,NORFOLK SOUTHERN,0.030438,0.060875,0,0,2,2,0
NORFOLK SOUTHERN,BERKSHIRE HATHAWAY,0.030438,0.060875,0,0,2,2,0
BERKSHIRE HATHAWAY,NORTHROP GRUMMAN,0.000698,0.001395,0,0,1,1,0
NORTHROP GRUMMAN,BERKSHIRE HATHAWAY,0.000698,0.001395,0,0,1,1,0
BERKSHIRE HATHAWAY,PPG INDUSTRIES,0.000171,0.000342,0,0,1,1,0
PPG INDUSTRIES,BERKSHIRE HATHAWAY,0.000171,0.000342,0,0,1,1,0
BERKSHIRE HATHAWAY,PPL,2.2e-05,4.5e-05,0,0,1,1,0
PPL,BERKSHIRE HATHAWAY,2.2e-05,4.5e-05,0,0,1,1,0
BERKSHIRE HATHAWAY,PUBLIC SERVICE ENTERPRISE GROUP,0.000121,0.000121,1,0,0,1,1
PUBLIC SERVICE ENTERPRISE GROUP,BERKSHIRE HATHAWAY,0.0,0.000121,0,1,0,1,-1
BERKSHIRE HATHAWAY,QUALCOMM,0.016909,0.033819,0,0,2,2,0
QUALCOMM,BERKSHIRE HATHAWAY,0.016909,0.033819,0,0,2,2,0
BERKSHIRE HATHAWAY,SHERWIN-WILLIAMS,0.001799,0.003598,0,0,1,1,0
SHERWIN-WILLIAMS,BERKSHIRE HATHAWAY,0.001799,0.003598,0,0,1,1,0
BERKSHIRE HATHAWAY,SOUTHERN,0.000144,0.000144,2,0,0,2,2
SOUTHERN,BERKSHIRE HATHAWAY,0.0,0.000144,0,2,0,2,-2
BERKSHIRE HATHAWAY,TEXAS INSTRUMENTS,0.000475,0.000949,0,0,1,1,0
TEXAS INSTRUMENTS,BERKSHIRE HATHAWAY,0.000475,0.000949,0,0,1,1,0
BERKSHIRE HATHAWAY,UNION PACIFIC,0.049066,0.098131,0,0,8,8,0
UNION PACIFIC,BERKSHIRE HATHAWAY,0.049066,0.098131,0,0,8,8,0
BERKSHIRE HATHAWAY,USAA,0.000802,0.001605,0,0,1,1,0
USAA,BERKSHIRE HATHAWAY,0.000802,0.001605,0,0,1,1,0
BERKSHIRE HATHAWAY,WALMART,0.000719,0.001437,0,0,3,3,0
WALMART,BERKSHIRE HATHAWAY,0.000719,0.001437,0,0,3,3,0
BERKSHIRE HATHAWAY,XCEL ENERGY,7.2e-05,0.000144,0,0,2,2,0
XCEL ENERGY,BERKSHIRE HATHAWAY,7.2e-05,0.000144,0,0,2,2,0
BEST BUY,BOEING,0.019809,0.039619,0,0,1,1,0
BOEING,BEST BUY,0.019809,0.039619,0,0,1,1,0
BEST BUY,CARDINAL HEALTH,0.010219,0.013625,1,0,1,2,1
CARDINAL HEALTH,BEST BUY,0.003406,0.013625,0,1,1,2,-1
BEST BUY,CBS,0.0,0.006418,0,1,0,1,-1
CBS,BEST BUY,0.006418,0.006418,1,0,0,1,1
BEST BUY,CVS HEALTH,0.007217,0.014433,1,1,0,2,0
CVS HEALTH,BEST BUY,0.007217,0.014433,1,1,0,2,0
BEST BUY,DELL TECHNOLOGIES,0.0,0.020444,0,1,0,1,-1
DELL TECHNOLOGIES,BEST BUY,0.020444,0.020444,1,0,0,1,1
BEST BUY,EBAY,0.010567,0.063404,0,2,1,3,-2
EBAY,BEST BUY,0.052836,0.063404,2,0,1,3,2
BEST BUY,FEDEX,0.009905,0.039619,0,1,1,2,-1
FEDEX,BEST BUY,0.029714,0.039619,1,0,1,2,1
BEST BUY,FREEPORT-MCMORAN,0.036125,0.036125,1,0,0,1,1
FREEPORT-MCMORAN,BEST BUY,0.0,0.036125,0,1,0,1,-1
BEST BUY,GENERAL MILLS,0.006418,0.006418,1,0,0,1,1
GENERAL MILLS,BEST BUY,0.0,0.006418,0,1,0,1,-1
BEST BUY,GENERAL MOTORS,0.00922,0.055322,0,2,1,3,-2
GENERAL MOTORS,BEST BUY,0.046102,0.055322,2,0,1,3,2
BEST BUY,GUARDIAN LIFE INS. CO. OF AMERICA,0.007217,0.014433,0,0,1,1,0
GUARDIAN LIFE INS. CO. OF AMERICA,BEST BUY,0.007217,0.014433,0,0,1,1,0
BEST BUY,HOME DEPOT,0.086969,0.135285,3,1,3,7,2
HOME DEPOT,BEST BUY,0.048316,0.135285,1,3,3,7,-2
BEST BUY,HP,0.001604,0.006418,0,1,1,2,-1
HP,BEST BUY,0.004813,0.006418,1,0,1,2,1
BEST BUY,JOHNSON & JOHNSON,0.003028,0.018166,0,2,1,3,-2
JOHNSON & JOHNSON,BEST BUY,0.015139,0.018166,2,0,1,3,2
BEST BUY,KELLOGG,0.019174,0.019174,1,0,0,1,1
KELLOGG,BEST BUY,0.0,0.019174,0,1,0,1,-1
BEST BUY,KROGER,0.057024,0.065171,3,0,1,4,3
KROGER,BEST BUY,0.008146,0.065171,0,3,1,4,-3
BEST BUY,LINCOLN NATIONAL,0.020444,0.020444,1,0,0,1,1
LINCOLN NATIONAL,BEST BUY,0.0,0.020444,0,1,0,1,-1
BEST BUY,LOEWS,0.000821,0.001641,0,0,1,1,0
LOEWS,BEST BUY,0.000821,0.001641,0,0,1,1,0
BEST BUY,MASTERCARD,0.008082,0.008082,4,0,0,4,4
MASTERCARD,BEST BUY,0.0,0.008082,0,4,0,4,-4
BEST BUY,NEW YORK LIFE INSURANCE,0.05,0.1,0,0,1,1,0
NEW YORK LIFE INSURANCE,BEST BUY,0.05,0.1,0,0,1,1,0
BEST BUY,NORTHWESTERN MUTUAL,0.019809,0.039619,0,0,1,1,0
NORTHWESTERN MUTUAL,BEST BUY,0.019809,0.039619,0,0,1,1,0
BEST BUY,REPUBLIC SERVICES,0.21375,0.21375,1,0,0,1,1
REPUBLIC SERVICES,BEST BUY,0.0,0.21375,0,1,0,1,-1
BEST BUY,SOUTHWEST AIRLINES,0.002687,0.005374,0,0,2,2,0
SOUTHWEST AIRLINES,BEST BUY,0.002687,0.005374,0,0,2,2,0
BEST BUY,STATE FARM INSURANCE,0.019809,0.039619,0,0,1,1,0
STATE FARM INSURANCE,BEST BUY,0.019809,0.039619,0,0,1,1,0
BEST BUY,SYSCO,0.124938,0.249875,0,0,1,1,0
SYSCO,BEST BUY,0.124938,0.249875,0,0,1,1,0
BEST BUY,TARGET,0.041789,0.100294,0,1,5,6,-1
TARGET,BEST BUY,0.058505,0.100294,1,0,5,6,1
BEST BUY,TENET HEALTHCARE,0.136452,0.272905,0,0,1,1,0
TENET HEALTHCARE,BEST BUY,0.136452,0.272905,0,0,1,1,0
BEST BUY,UNITED AIRLINES HOLDINGS,0.002687,0.005374,0,0,2,2,0
UNITED AIRLINES HOLDINGS,BEST BUY,0.002687,0.005374,0,0,2,2,0
BEST BUY,USAA,0.000821,0.001641,0,0,2,2,0
USAA,BEST BUY,0.000821,0.001641,0,0,2,2,0
BEST BUY,WALGREENS BOOTS ALLIANCE,0.006701,0.020103,0,1,2,3,-1
WALGREENS BOOTS ALLIANCE,BEST BUY,0.013402,0.020103,1,0,2,3,1
BEST BUY,WALMART,0.026018,0.065045,1,2,2,5,-1
WALMART,BEST BUY,0.039027,0.065045,2,1,2,5,1
BEST BUY,WALT DISNEY,0.04747,0.094941,0,0,4,4,0
WALT DISNEY,BEST BUY,0.04747,0.094941,0,0,4,4,0
BEST BUY,YUM BRANDS,0.089092,0.178184,0,0,3,3,0
YUM BRANDS,BEST BUY,0.089092,0.178184,0,0,3,3,0
BIOGEN,BOSTON SCIENTIFIC,0.003005,0.006011,0,0,1,1,0
BOSTON SCIENTIFIC,BIOGEN,0.003005,0.006011,0,0,1,1,0
BIOGEN,BRISTOL-MYERS SQUIBB,0.051043,0.08167,2,1,1,4,1
BRISTOL-MYERS SQUIBB,BIOGEN,0.030626,0.08167,1,2,1,4,-1
BIOGEN,CENTENE,0.032972,0.032972,2,0,0,2,2
CENTENE,BIOGEN,0.0,0.032972,0,2,0,2,-2
BIOGEN,CIGNA,0.118757,0.118757,2,0,0,2,2
CIGNA,BIOGEN,0.0,0.118757,0,2,0,2,-2
BIOGEN,CISCO SYSTEMS,0.0,0.008056,0,1,0,1,-1
CISCO SYSTEMS,BIOGEN,0.008056,0.008056,1,0,0,1,1
BIOGEN,DELL TECHNOLOGIES,0.0,0.005964,0,1,0,1,-1
DELL TECHNOLOGIES,BIOGEN,0.005964,0.005964,1,0,0,1,1
BIOGEN,ELI LILLY,0.007531,0.022594,0,1,2,3,-1
ELI LILLY,BIOGEN,0.015063,0.022594,1,0,2,3,1
BIOGEN,GENERAL DYNAMICS,0.0,0.032849,0,1,0,1,-1
GENERAL DYNAMICS,BIOGEN,0.032849,0.032849,1,0,0,1,1
BIOGEN,GENERAL ELECTRIC,0.009378,0.018757,0,0,2,2,0
GENERAL ELECTRIC,BIOGEN,0.009378,0.018757,0,0,2,2,0
BIOGEN,GENERAL MOTORS,0.046384,0.185534,0,1,1,2,-1
GENERAL MOTORS,BIOGEN,0.139151,0.185534,1,0,1,2,1
BIOGEN,HUMANA,0.111741,0.223482,0,0,4,4,0
HUMANA,BIOGEN,0.111741,0.223482,0,0,4,4,0
BIOGEN,INTEL,0.0,0.008056,0,1,0,1,-1
INTEL,BIOGEN,0.008056,0.008056,1,0,0,1,1
BIOGEN,INTERPUBLIC GROUP,0.0,0.008082,0,1,0,1,-1
INTERPUBLIC GROUP,BIOGEN,0.008082,0.008082,1,0,0,1,1
BIOGEN,JOHNSON & JOHNSON,0.016486,0.032972,1,1,0,2,0
JOHNSON & JOHNSON,BIOGEN,0.016486,0.032972,1,1,0,2,0
BIOGEN,LOCKHEED MARTIN,0.118757,0.118757,1,0,0,1,1
LOCKHEED MARTIN,BIOGEN,0.0,0.118757,0,1,0,1,-1
BIOGEN,MCKESSON,0.103135,0.137513,1,0,1,2,1
MCKESSON,BIOGEN,0.034378,0.137513,0,1,1,2,-1
BIOGEN,MERCK,0.168875,0.472849,0,2,5,7,-2
MERCK,BIOGEN,0.303974,0.472849,2,0,5,7,2
BIOGEN,MICRON TECHNOLOGY,0.0,0.008056,0,1,0,1,-1
MICRON TECHNOLOGY,BIOGEN,0.008056,0.008056,1,0,0,1,1
BIOGEN,MUTUAL OF OMAHA INSURANCE,0.188063,0.282095,1,0,2,3,1
MUTUAL OF OMAHA INSURANCE,BIOGEN,0.094032,0.282095,0,1,2,3,-1
BIOGEN,ORACLE,0.0,0.008056,0,1,0,1,-1
ORACLE,BIOGEN,0.008056,0.008056,1,0,0,1,1
BIOGEN,PFIZER,0.02303,0.02303,1,0,0,1,1
PFIZER,BIOGEN,0.0,0.02303,0,1,0,1,-1
BIOGEN,PPG INDUSTRIES,0.000263,0.000526,0,0,1,1,0
PPG INDUSTRIES,BIOGEN,0.000263,0.000526,0,0,1,1,0
BIOGEN,SHERWIN-WILLIAMS,0.000263,0.000526,0,0,1,1,0
SHERWIN-WILLIAMS,BIOGEN,0.000263,0.000526,0,0,1,1,0
BIOGEN,SOUTHWEST AIRLINES,0.004028,0.008056,0,0,1,1,0
SOUTHWEST AIRLINES,BIOGEN,0.004028,0.008056,0,0,1,1,0
BIOGEN,UNITED AIRLINES HOLDINGS,0.000591,0.001181,0,0,1,1,0
UNITED AIRLINES HOLDINGS,BIOGEN,0.000591,0.001181,0,0,1,1,0
BLACKROCK,BRIGHTHOUSE FINANCIAL,0.15,0.15,1,0,0,1,1
BRIGHTHOUSE FINANCIAL,BLACKROCK,0.0,0.15,0,1,0,1,-1
BLACKROCK,CHARLES SCHWAB,0.024891,0.049783,0,0,1,1,0
CHARLES SCHWAB,BLACKROCK,0.024891,0.049783,0,0,1,1,0
BLACKROCK,FIDELITY NATIONAL FINANCIAL,0.106875,0.21375,0,0,1,1,0
FIDELITY NATIONAL FINANCIAL,BLACKROCK,0.106875,0.21375,0,0,1,1,0
BLACKROCK,GUARDIAN LIFE INS. CO. OF AMERICA,0.042954,0.085908,0,0,1,1,0
GUARDIAN LIFE INS. CO. OF AMERICA,BLACKROCK,0.042954,0.085908,0,0,1,1,0
BLACKROCK,JONES FINANCIAL (EDWARD JONES),0.138565,0.138565,1,0,0,1,1
JONES FINANCIAL (EDWARD JONES),BLACKROCK,0.0,0.138565,0,1,0,1,-1
BLACKROCK,METLIFE,0.288565,0.288565,1,0,0,1,1
METLIFE,BLACKROCK,0.0,0.288565,0,1,0,1,-1
BLACKROCK,MUTUAL OF OMAHA INSURANCE,0.299658,0.299658,1,0,0,1,1
MUTUAL OF OMAHA INSURANCE,BLACKROCK,0.0,0.299658,0,1,0,1,-1
BLACKROCK,NEW YORK LIFE INSURANCE,0.149829,0.299658,0,0,1,1,0
NEW YORK LIFE INSURANCE,BLACKROCK,0.149829,0.299658,0,0,1,1,0
BLACKROCK,NORTHERN TRUST,0.299658,0.299658,1,0,0,1,1
NORTHERN TRUST,BLACKROCK,0.0,0.299658,0,1,0,1,-1
BLACKROCK,PRINCIPAL FINANCIAL,0.074829,0.149658,0,0,1,1,0
PRINCIPAL FINANCIAL,BLACKROCK,0.074829,0.149658,0,0,1,1,0
BLACKROCK,TIAA,0.006688,0.026753,0,1,1,2,-1
TIAA,BLACKROCK,0.020065,0.026753,1,0,1,2,1
BLACKROCK,USAA,0.149658,0.149658,1,0,0,1,1
USAA,BLACKROCK,0.0,0.149658,0,1,0,1,-1
BLACKROCK,WELLS FARGO,0.149658,0.149658,1,0,0,1,1
WELLS FARGO,BLACKROCK,0.0,0.149658,0,1,0,1,-1
BLACKSTONE GROUP,CSX,0.0,0.02303,0,1,0,1,-1
CSX,BLACKSTONE GROUP,0.02303,0.02303,1,0,0,1,1
BLACKSTONE GROUP,ECOLAB,0.0,0.02303,0,1,0,1,-1
ECOLAB,BLACKSTONE GROUP,0.02303,0.02303,1,0,0,1,1
BLACKSTONE GROUP,HERSHEY,0.147967,0.295934,1,1,0,2,0
HERSHEY,BLACKSTONE GROUP,0.147967,0.295934,1,1,0,2,0
BLACKSTONE GROUP,OWENS & MINOR,0.02303,0.02303,1,0,0,1,1
OWENS & MINOR,BLACKSTONE GROUP,0.0,0.02303,0,1,0,1,-1
BLACKSTONE GROUP,QURATE RETAIL,0.044366,0.059155,1,0,1,2,1
QURATE RETAIL,BLACKSTONE GROUP,0.014789,0.059155,0,1,1,2,-1
BLACKSTONE GROUP,SEABOARD,0.160313,0.21375,1,0,1,2,1
SEABOARD,BLACKSTONE GROUP,0.053438,0.21375,0,1,1,2,-1
BOEING,CHEVRON,0.000821,0.001643,0,0,1,1,0
CHEVRON,BOEING,0.000821,0.001643,0,0,1,1,0
BOEING,CHS,0.027469,0.054938,0,0,2,2,0
CHS,BOEING,0.027469,0.054938,0,0,2,2,0
BOEING,CORNING,0.000819,0.000819,2,0,0,2,2
CORNING,BOEING,0.0,0.000819,0,2,0,2,-2
BOEING,CUMMINS,0.001301,0.001301,1,0,0,1,1
CUMMINS,BOEING,0.0,0.001301,0,1,0,1,-1
BOEING,CVS HEALTH,0.00172,0.00172,1,0,0,1,1
CVS HEALTH,BOEING,0.0,0.00172,0,1,0,1,-1
BOEING,DELTA AIR LINES,0.005053,0.006737,1,0,1,2,1
DELTA AIR LINES,BOEING,0.001684,0.006737,0,1,1,2,-1
BOEING,ENTERGY,0.000124,0.000247,0,0,1,1,0
ENTERGY,BOEING,0.000124,0.000247,0,0,1,1,0
BOEING,EXELON,8.3e-05,0.000166,0,0,1,1,0
EXELON,BOEING,8.3e-05,0.000166,0,0,1,1,0
BOEING,EXXONMOBIL,0.000513,0.001026,0,0,1,1,0
EXXONMOBIL,BOEING,0.000513,0.001026,0,0,1,1,0
BOEING,FEDEX,0.053838,0.107677,0,0,2,2,0
FEDEX,BOEING,0.053838,0.107677,0,0,2,2,0
BOEING,FLUOR,0.001162,0.002323,0,0,1,1,0
FLUOR,BOEING,0.001162,0.002323,0,0,1,1,0
BOEING,FOX CORP,0.004015,0.008031,0,0,1,1,0
FOX CORP,BOEING,0.004015,0.008031,0,0,1,1,0
BOEING,GENERAL DYNAMICS,0.00947,0.01894,0,0,3,3,0
GENERAL DYNAMICS,BOEING,0.00947,0.01894,0,0,3,3,0
BOEING,GENERAL ELECTRIC,0.004171,0.005005,2,0,1,3,2
GENERAL ELECTRIC,BOEING,0.000834,0.005005,0,2,1,3,-2
BOEING,GENERAL MOTORS,0.019803,0.026404,1,0,1,2,1
GENERAL MOTORS,BOEING,0.006601,0.026404,0,1,1,2,-1
BOEING,GENWORTH FINANCIAL,0.024891,0.049783,0,0,1,1,0
GENWORTH FINANCIAL,BOEING,0.024891,0.049783,0,0,1,1,0
BOEING,GUARDIAN LIFE INS. CO. OF AMERICA,0.021822,0.043644,0,0,4,4,0
GUARDIAN LIFE INS. CO. OF AMERICA,BOEING,0.021822,0.043644,0,0,4,4,0
BOEING,HARTFORD FINANCIAL SERVICES,8.3e-05,0.000166,0,0,1,1,0
HARTFORD FINANCIAL SERVICES,BOEING,8.3e-05,0.000166,0,0,1,1,0
BOEING,HILTON WORLDWIDE HOLDINGS,0.001982,0.003964,0,0,1,1,0
HILTON WORLDWIDE HOLDINGS,BOEING,0.001982,0.003964,0,0,1,1,0
BOEING,HOLLYFRONTIER,0.024891,0.049783,0,0,1,1,0
HOLLYFRONTIER,BOEING,0.024891,0.049783,0,0,1,1,0
BOEING,HOME DEPOT,0.115291,0.230581,0,0,2,2,0
HOME DEPOT,BOEING,0.115291,0.230581,0,0,2,2,0
BOEING,HONEYWELL INTERNATIONAL,0.024312,0.024312,2,0,0,2,2
HONEYWELL INTERNATIONAL,BOEING,0.0,0.024312,0,2,0,2,-2
BOEING,HP,0.002066,0.002066,1,0,0,1,1
HP,BOEING,0.0,0.002066,0,1,0,1,-1
BOEING,INTEL,0.003066,0.006133,0,0,2,2,0
INTEL,BOEING,0.003066,0.006133,0,0,2,2,0
BOEING,INTERNATIONAL PAPER,0.101406,0.121687,2,0,1,3,2
INTERNATIONAL PAPER,BOEING,0.020281,0.121687,0,2,1,3,-2
BOEING,JETBLUE AIRWAYS,0.003101,0.004135,1,0,1,2,1
JETBLUE AIRWAYS,BOEING,0.001034,0.004135,0,1,1,2,-1
BOEING,JOHNSON & JOHNSON,0.002033,0.004066,0,0,1,1,0
JOHNSON & JOHNSON,BOEING,0.002033,0.004066,0,0,1,1,0
BOEING,KROGER,0.09612,0.19224,0,0,3,3,0
KROGER,BOEING,0.09612,0.19224,0,0,3,3,0
BOEING,LINCOLN NATIONAL,0.042527,0.056703,2,0,2,4,2
LINCOLN NATIONAL,BOEING,0.014176,0.056703,0,2,2,4,-2
BOEING,LOCKHEED MARTIN,0.001155,0.006932,0,2,1,3,-2
LOCKHEED MARTIN,BOEING,0.005777,0.006932,2,0,1,3,2
BOEING,LOEWS,0.00397,0.00794,0,0,2,2,0
LOEWS,BOEING,0.00397,0.00794,0,0,2,2,0
BOEING,MCKESSON,0.003195,0.006389,0,0,1,1,0
MCKESSON,BOEING,0.003195,0.006389,0,0,1,1,0
BOEING,MICRON TECHNOLOGY,0.005074,0.005074,3,0,0,3,3
MICRON TECHNOLOGY,BOEING,0.0,0.005074,0,3,0,3,-3
BOEING,MICROSOFT,0.0,0.006133,0,2,0,2,-2
MICROSOFT,BOEING,0.006133,0.006133,2,0,0,2,2
BOEING,NATIONWIDE,0.005712,0.011423,0,0,2,2,0
NATIONWIDE,BOEING,0.005712,0.011423,0,0,2,2,0
BOEING,NEW YORK LIFE INSURANCE,0.04453,0.08906,0,0,4,4,0
NEW YORK LIFE INSURANCE,BOEING,0.04453,0.08906,0,0,4,4,0
BOEING,NEXTERA ENERGY,0.019345,0.03869,0,0,1,1,0
NEXTERA ENERGY,BOEING,0.019345,0.03869,0,0,1,1,0
BOEING,NIKE,0.038268,0.076535,0,0,2,2,0
NIKE,BOEING,0.038268,0.076535,0,0,2,2,0
BOEING,NORTHERN TRUST,0.007419,0.009892,1,0,1,2,1
NORTHERN TRUST,BOEING,0.002473,0.009892,0,1,1,2,-1
BOEING,NORTHROP GRUMMAN,0.005576,0.006692,2,0,1,3,2
NORTHROP GRUMMAN,BOEING,0.001115,0.006692,0,2,1,3,-2
BOEING,NORTHWESTERN MUTUAL,0.145295,0.232471,1,0,3,4,1
NORTHWESTERN MUTUAL,BOEING,0.087177,0.232471,0,1,3,4,-1
BOEING,PEPSICO,0.017576,0.017576,1,0,0,1,1
PEPSICO,BOEING,0.0,0.017576,0,1,0,1,-1
BOEING,PHILLIPS 66,0.043126,0.086251,0,0,2,2,0
PHILLIPS 66,BOEING,0.043126,0.086251,0,0,2,2,0
BOEING,PPL,0.016281,0.016281,1,0,0,1,1
PPL,BOEING,0.0,0.016281,0,1,0,1,-1
BOEING,PRINCIPAL FINANCIAL,0.006108,0.012215,0,0,3,3,0
PRINCIPAL FINANCIAL,BOEING,0.006108,0.012215,0,0,3,3,0
BOEING,PUBLIC SERVICE ENTERPRISE GROUP,0.010238,0.020476,0,0,1,1,0
PUBLIC SERVICE ENTERPRISE GROUP,BOEING,0.010238,0.020476,0,0,1,1,0
BOEING,QUALCOMM,0.002847,0.002847,2,0,0,2,2
QUALCOMM,BOEING,0.0,0.002847,0,2,0,2,-2
BOEING,QUEST DIAGNOSTICS,0.039802,0.079604,0,0,1,1,0
QUEST DIAGNOSTICS,BOEING,0.039802,0.079604,0,0,1,1,0
BOEING,RAYTHEON,0.001239,0.007433,0,2,1,3,-2
RAYTHEON,BOEING,0.006195,0.007433,2,0,1,3,2
BOEING,REPUBLIC SERVICES,0.06375,0.06375,2,0,0,2,2
REPUBLIC SERVICES,BOEING,0.0,0.06375,0,2,0,2,-2
BOEING,SALESFORCE,0.00345,0.00345,1,0,0,1,1
SALESFORCE,BOEING,0.0,0.00345,0,1,0,1,-1
BOEING,SHERWIN-WILLIAMS,0.000799,0.001598,0,0,1,1,0
SHERWIN-WILLIAMS,BOEING,0.000799,0.001598,0,0,1,1,0
BOEING,SPIRIT AEROSYSTEMS HOLDINGS,0.028526,0.028526,1,0,0,1,1
SPIRIT AEROSYSTEMS HOLDINGS,BOEING,0.0,0.028526,0,1,0,1,-1
BOEING,STATE FARM INSURANCE,0.057736,0.138566,1,2,3,6,-1
STATE FARM INSURANCE,BOEING,0.08083,0.138566,2,1,3,6,1
BOEING,SYSCO,0.049938,0.099875,0,0,2,2,0
SYSCO,BOEING,0.049938,0.099875,0,0,2,2,0
BOEING,TEXAS INSTRUMENTS,0.0,0.002847,0,2,0,2,-2
TEXAS INSTRUMENTS,BOEING,0.002847,0.002847,2,0,0,2,2
BOEING,TIAA,0.007745,0.020652,0,1,3,4,-1
TIAA,BOEING,0.012908,0.020652,1,0,3,4,1
BOEING,UNITED AIRLINES HOLDINGS,0.002752,0.005503,0,0,2,2,0
UNITED AIRLINES HOLDINGS,BOEING,0.002752,0.005503,0,0,2,2,0
BOEING,UNITED PARCEL SERVICE,0.001807,0.001807,3,0,0,3,3
UNITED PARCEL SERVICE,BOEING,0.0,0.001807,0,3,0,3,-3
BOEING,USAA,0.073046,0.116874,1,0,3,4,1
USAA,BOEING,0.043828,0.116874,0,1,3,4,-1
BOEING,VERIZON,0.004066,0.004066,1,0,0,1,1
VERIZON,BOEING,0.0,0.004066,0,1,0,1,-1
BOEING,YUM BRANDS,0.114491,0.228983,0,0,2,2,0
YUM BRANDS,BOEING,0.114491,0.228983,0,0,2,2,0
BOSTON SCIENTIFIC,CAPITAL ONE FINANCIAL,0.05,0.1,0,0,1,1,0
CAPITAL ONE FINANCIAL,BOSTON SCIENTIFIC,0.05,0.1,0,0,1,1,0
BOSTON SCIENTIFIC,CARDINAL HEALTH,0.075,0.1,1,0,1,2,1
CARDINAL HEALTH,BOSTON SCIENTIFIC,0.025,0.1,0,1,1,2,-1
BOSTON SCIENTIFIC,CISCO SYSTEMS,0.025185,0.025185,1,0,0,1,1
CISCO SYSTEMS,BOSTON SCIENTIFIC,0.0,0.025185,0,1,0,1,-1
BOSTON SCIENTIFIC,COCA-COLA,0.025185,0.025185,1,0,0,1,1
COCA-COLA,BOSTON SCIENTIFIC,0.0,0.025185,0,1,0,1,-1
BOSTON SCIENTIFIC,CUMMINS,0.1,0.1,2,0,0,2,2
CUMMINS,BOSTON SCIENTIFIC,0.0,0.1,0,2,0,2,-2
BOSTON SCIENTIFIC,DAVITA,0.003005,0.006011,0,0,1,1,0
DAVITA,BOSTON SCIENTIFIC,0.003005,0.006011,0,0,1,1,0
BOSTON SCIENTIFIC,DELL TECHNOLOGIES,0.05,0.1,0,0,1,1,0
DELL TECHNOLOGIES,BOSTON SCIENTIFIC,0.05,0.1,0,0,1,1,0
BOSTON SCIENTIFIC,GENERAL MILLS,0.1,0.1,1,0,0,1,1
GENERAL MILLS,BOSTON SCIENTIFIC,0.0,0.1,0,1,0,1,-1
BOSTON SCIENTIFIC,HCA HEALTHCARE,0.007046,0.014093,0,0,1,1,0
HCA HEALTHCARE,BOSTON SCIENTIFIC,0.007046,0.014093,0,0,1,1,0
BOSTON SCIENTIFIC,HEWLETT PACKARD ENTERPRISE,0.025,0.1,0,1,1,2,-1
HEWLETT PACKARD ENTERPRISE,BOSTON SCIENTIFIC,0.075,0.1,1,0,1,2,1
BOSTON SCIENTIFIC,HOME DEPOT,0.007046,0.014093,0,0,1,1,0
HOME DEPOT,BOSTON SCIENTIFIC,0.007046,0.014093,0,0,1,1,0
BOSTON SCIENTIFIC,HP,0.031938,0.063875,1,1,1,3,0
HP,BOSTON SCIENTIFIC,0.031938,0.063875,1,1,1,3,0
BOSTON SCIENTIFIC,JOHNSON & JOHNSON,0.075,0.1,1,0,1,2,1
JOHNSON & JOHNSON,BOSTON SCIENTIFIC,0.025,0.1,0,1,1,2,-1
BOSTON SCIENTIFIC,LABORATORY CORP. OF AMERICA,0.007046,0.014093,0,0,2,2,0
LABORATORY CORP. OF AMERICA,BOSTON SCIENTIFIC,0.007046,0.014093,0,0,2,2,0
BOSTON SCIENTIFIC,MARRIOTT INTERNATIONAL,0.003005,0.006011,0,0,1,1,0
