company,rank,bill_number,total_amount,budget_fraction
AECOM,13,S.4660,6000.0,0.003333
AES,1,S.627,134219.78,0.104046
AES,2,H.R.1684,127719.78,0.099008
AES,3,H.R.848,127719.78,0.099008
AES,4,H.R.512,88553.11,0.068646
AES,5,S.2188,85886.45,0.066579
AES,6,S.CON.RES.5,64743.59,0.050189
AES,7,S.2337,62243.59,0.048251
AES,8,H.R.5305,58076.92,0.045021
AES,9,S.1017,45666.67,0.035401
AES,10,H.R.1485,39166.67,0.030362
AES,11,S.2377,2500.0,0.001938
AFLAC,1,H.R.804,2822000.0,0.234191
AFLAC,2,S.248,2822000.0,0.234191
AFLAC,3,H.R.842,1062000.0,0.088133
AFLAC,4,S.322,1062000.0,0.088133
AFLAC,5,S.420,1062000.0,0.088133
AFLAC,6,S.1002,630000.0,0.052282
AIG,1,H.R.2954,438134.92,0.149534
AIG,2,S.1870,373134.92,0.12735
AIG,3,S.1770,350833.33,0.119738
AIG,4,H.R.4865,252301.59,0.08611
AIG,5,H.R.8696,205000.0,0.069966
AIG,6,S.1431,205000.0,0.069966
AIG,7,H.R.7146,187301.59,0.063925
AIG,8,S.4353,187301.59,0.063925
AIG,9,S.4808,87301.59,0.029796
AIG,10,H.R.1996,44444.44,0.015169
AIG,11,H.R.8454,44444.44,0.015169
AIR PRODUCTS & CHEMICALS,1,H.R.7064,10000.0,0.04
AIR PRODUCTS & CHEMICALS,2,H.R.7065,10000.0,0.04
AIR PRODUCTS & CHEMICALS,3,S.3111,10000.0,0.04
AIR PRODUCTS & CHEMICALS,4,S.3806,10000.0,0.04
ALASKA AIR GROUP,1,H.R.3440,324642.86,0.153133
ALASKA AIR GROUP,2,S.2263,324642.86,0.153133
ALASKA AIR GROUP,3,H.R.1813,264642.86,0.124832
ALASKA AIR GROUP,4,H.R.5,264642.86,0.124832
ALASKA AIR GROUP,5,H.R.3294,142976.19,0.067442
ALASKA AIR GROUP,6,S.1945,142976.19,0.067442
ALASKA AIR GROUP,7,S.2717,142976.19,0.067442
ALASKA AIR GROUP,8,S.2166,63333.33,0.029874
ALASKA AIR GROUP,9,S.2792,62976.19,0.029706
ALASKA AIR GROUP,10,H.R.4550,41309.52,0.019486
ALASKA AIR GROUP,11,S.3045,41309.52,0.019486
ALASKA AIR GROUP,12,H.R.4042,38809.52,0.018306
ALASKA AIR GROUP,13,S.1608,17142.86,0.008086
ALLSTATE,1,H.R.1270,310833.33,0.087559
ALLSTATE,2,H.R.1448,310833.33,0.087559
ALLSTATE,3,H.R.2537,310833.33,0.087559
ALLSTATE,4,H.R.762,310833.33,0.087559
ALLSTATE,5,H.R.842,310833.33,0.087559
ALLSTATE,6,S.195,310833.33,0.087559
ALLSTATE,7,S.420,310833.33,0.087559
ALLSTATE,8,S.588,310833.33,0.087559
ALLSTATE,9,S.613,310833.33,0.087559
ALLSTATE,10,H.R.3664,220833.33,0.062207
ALLY FINANCIAL,1,H.R.748,1010000.0,0.161085
ALLY FINANCIAL,2,H.R.8874,404166.67,0.06446
ALLY FINANCIAL,3,S.4674,404166.67,0.06446
ALPHABET,1,H.R.1735,1899096.06,0.089327
ALPHABET,2,S.673,1899096.06,0.089327
ALPHABET,3,H.R.2926,554096.06,0.026063
ALPHABET,4,H.R.3843,554096.06,0.026063
ALPHABET,5,S.225,554096.06,0.026063
ALPHABET,6,S.228,554096.06,0.026063
ALPHABET,7,S.1787,554096.06,0.026063
ALPHABET,8,H.R.3849,554096.06,0.026063
ALPHABET,9,S.633,554096.06,0.026063
ALPHABET,10,H.R.3826,554096.06,0.026063
ALPHABET,11,H.R.3825,554096.06,0.026063
ALPHABET,12,H.R.3816,554096.06,0.026063
ALPHABET,13,H.R.3460,554096.06,0.026063
ALPHABET,14,H.R.3429,393326.83,0.018501
ALPHABET,15,S.2773,393326.83,0.018501
ALPHABET,16,H.R.4681,393326.83,0.018501
ALPHABET,17,H.R.5017,393326.83,0.018501
ALPHABET,18,S.2710,393326.83,0.018501
ALPHABET,19,S.2605,393326.83,0.018501
ALPHABET,20,H.R.3648,393326.83,0.018501
ALPHABET,21,S.1843,393326.83,0.018501
ALPHABET,22,S.2774,349455.86,0.016437
ALPHABET,23,S.1298,317429.39,0.014931
ALPHABET,24,S.2992,292942.21,0.013779
ALPHABET,25,H.R.2668,292942.21,0.013779
ALPHABET,26,S.3267,292942.21,0.013779
ALPHABET,27,S.3197,292942.21,0.013779
ALPHABET,28,S.3847,219275.55,0.010314
ALPHABET,29,H.R.6566,219275.55,0.010314
ALPHABET,30,H.R.5502,219275.55,0.010314
ALTRIA GROUP,1,H.R.841,3268613.25,0.134511
ALTRIA GROUP,2,H.R.4356,2451946.58,0.100903
ALTRIA GROUP,3,S.438,2147972.22,0.088394
ALTRIA GROUP,4,H.R.1996,1889946.58,0.077776
ALTRIA GROUP,5,H.R.3617,1889946.58,0.077776
ALTRIA GROUP,6,S.599,1889946.58,0.077776
ALTRIA GROUP,7,H.R.5977,1506196.58,0.061983
ALTRIA GROUP,8,S.411,1378666.67,0.056735
ALTRIA GROUP,9,H.R.5657,1120641.03,0.046117
ALTRIA GROUP,10,S.253,1120641.03,0.046117
ALTRIA GROUP,11,H.R.8404,520641.03,0.021426
ALTRIA GROUP,12,S.4556,520641.03,0.021426
ALTRIA GROUP,13,S.4591,520641.03,0.021426
AMAZON,1,S.936,1372504.7,0.034468
AMAZON,2,S.393,1372504.7,0.034468
AMAZON,3,H.R.5,1372504.7,0.034468
AMAZON,4,S.264,1372504.7,0.034468
AMAZON,5,H.R.603,1372504.7,0.034468
AMAZON,6,H.R.1280,1372504.7,0.034468
AMAZON,7,S.53,1372504.7,0.034468
AMAZON,8,H.R.3826,712861.84,0.017902
AMAZON,9,H.R.3816,712861.84,0.017902
AMAZON,10,H.R.3849,712861.84,0.017902
AMAZON,11,H.R.3825,712861.84,0.017902
AMAZON,12,H.R.6,686790.41,0.017247
AMAZON,13,S.1512,686790.41,0.017247
AMAZON,14,S.1704,686790.41,0.017247
AMAZON,15,S.1843,686790.41,0.017247
AMAZON,16,S.1896,686790.41,0.017247
AMAZON,17,S.225,686790.41,0.017247
AMAZON,18,S.368,686790.41,0.017247
AMAZON,19,H.R.1332,686790.41,0.017247
AMAZON,20,H.R.3648,686790.41,0.017247
AMAZON,21,H.R.2903,686790.41,0.017247
AMAZON,22,H.R.3524,686790.41,0.017247
AMAZON,23,S.1159,551790.41,0.013857
AMAZON,24,H.R.5374,551790.41,0.013857
AMAZON,25,H.R.3440,508086.71,0.01276
AMAZON,26,H.R.341,508086.71,0.01276
AMAZON,27,H.R.3617,508086.71,0.01276
AMAZON,28,S.2263,508086.71,0.01276
AMAZON,29,H.R.5736,463086.71,0.01163
AMAZON,30,S.3232,450939.35,0.011324
AMEREN,1,S.1016,323727.11,0.06051
AMEREN,2,S.1017,224679.49,0.041996
AMEREN,3,H.R.4720,224679.49,0.041996
AMEREN,4,S.2291,224679.49,0.041996
AMEREN,5,S.2475,224679.49,0.041996
AMEREN,6,S.3091,224679.49,0.041996
AMEREN,7,H.R.5423,224679.49,0.041996
AMEREN,8,H.R.1684,224679.49,0.041996
AMEREN,9,H.R.6833,124679.49,0.023305
AMEREN,10,S.4763,124679.49,0.023305
AMEREN,11,H.R.4024,100000.0,0.018692
AMEREN,12,H.R.5175,100000.0,0.018692
AMEREN,13,H.R.1485,100000.0,0.018692
AMEREN,14,H.R.1636,100000.0,0.018692
AMEREN,15,S.2188,100000.0,0.018692
AMEREN,16,H.R.2482,100000.0,0.018692
AMEREN,17,S.627,100000.0,0.018692
AMEREN,18,S.2407,92222.22,0.017238
AMEREN,19,H.R.1848,75714.29,0.014152
AMEREN,20,S.2792,68888.89,0.012876
AMEREN,21,S.2875,68888.89,0.012876
AMEREN,22,H.R.6119,68888.89,0.012876
AMEREN,23,H.R.4502,68888.89,0.012876
AMEREN,24,S.1605,68888.89,0.012876
AMEREN,25,H.R.7776,63846.15,0.011934
AMEREN,26,H.R.4346,60833.33,0.011371
AMEREN,27,S.745,56666.67,0.010592
AMEREN,28,S.975,56666.67,0.010592
AMEREN,29,S.985,56666.67,0.010592
AMEREN,30,S.279,56666.67,0.010592
AMERICAN AIRLINES GROUP,1,H.R.4094,1243914.83,0.133754
AMERICAN AIRLINES GROUP,2,H.R.3440,1243914.83,0.133754
AMERICAN AIRLINES GROUP,3,H.R.3110,510581.49,0.054901
AMERICAN AIRLINES GROUP,4,S.1658,510581.49,0.054901
AMERICAN AIRLINES GROUP,5,H.R.4431,441757.96,0.047501
AMERICAN AIRLINES GROUP,6,S.3058,441757.96,0.047501
AMERICAN AIRLINES GROUP,7,S.3600,354065.66,0.038072
AMERICAN AIRLINES GROUP,8,S.4419,287434.64,0.030907
AMERICAN AIRLINES GROUP,9,S.2407,271025.64,0.029143
AMERICAN AIRLINES GROUP,10,S.2888,183333.33,0.019713
AMERICAN AIRLINES GROUP,11,S.4674,166323.53,0.017884
AMERICAN AIRLINES GROUP,12,H.R.8874,166323.53,0.017884
AMERICAN AIRLINES GROUP,13,H.R.4550,135454.55,0.014565
AMERICAN AIRLINES GROUP,14,H.R.5357,135454.55,0.014565
AMERICAN AIRLINES GROUP,15,S.3045,135454.55,0.014565
AMERICAN AIRLINES GROUP,16,S.3352,87692.31,0.009429
AMERICAN AIRLINES GROUP,17,S.1605,87692.31,0.009429
AMERICAN AIRLINES GROUP,18,H.R.6215,87692.31,0.009429
AMERICAN AIRLINES GROUP,19,H.R.5440,87692.31,0.009429
AMERICAN AIRLINES GROUP,20,H.R.8294,68823.53,0.0074
AMERICAN AIRLINES GROUP,21,H.R.8257,68823.53,0.0074
AMERICAN AIRLINES GROUP,22,H.R.7321,68823.53,0.0074
AMERICAN AIRLINES GROUP,23,H.R.5706,68823.53,0.0074
AMERICAN AIRLINES GROUP,24,S.4543,68823.53,0.0074
AMERICAN AIRLINES GROUP,25,S.4670,68823.53,0.0074
AMERICAN AIRLINES GROUP,26,S.4678,68823.53,0.0074
AMERICAN AIRLINES GROUP,27,S.4769,68823.53,0.0074
AMERICAN ELECTRIC POWER,1,H.R.8262,1750023.25,0.110784
AMERICAN ELECTRIC POWER,2,H.R.848,1315170.43,0.083256
AMERICAN ELECTRIC POWER,3,S.2118,1049739.26,0.066453
AMERICAN ELECTRIC POWER,4,S.622,878533.41,0.055615
AMERICAN ELECTRIC POWER,5,H.R.3538,454580.96,0.028777
AMERICAN ELECTRIC POWER,6,S.745,436637.01,0.027641
AMERICAN ELECTRIC POWER,7,H.R.4309,310220.38,0.019638
AMERICAN ELECTRIC POWER,8,H.R.1848,265431.17,0.016803
AMERICAN ELECTRIC POWER,9,S.398,265431.17,0.016803
AMERICAN ELECTRIC POWER,10,S.CON.RES.5,211682.08,0.0134
AMERICAN ELECTRIC POWER,11,H.R.4372,211682.08,0.0134
AMERICAN ELECTRIC POWER,12,H.R.4153,171205.85,0.010838
AMERICAN ELECTRIC POWER,13,S.73,171205.85,0.010838
AMERICAN ELECTRIC POWER,14,H.R.2931,171205.85,0.010838
AMERICAN ELECTRIC POWER,15,H.R.1783,171205.85,0.010838
AMERICAN ELECTRIC POWER,16,S.1316,171205.85,0.010838
AMERICAN ELECTRIC POWER,17,S.1350,171205.85,0.010838
AMERICAN ELECTRIC POWER,18,S.1931,171205.85,0.010838
AMERICAN ELECTRIC POWER,19,S.2071,171205.85,0.010838
AMERICAN ELECTRIC POWER,20,H.R.2928,171205.85,0.010838
AMERICAN ELECTRIC POWER,21,S.2491,139014.54,0.0088
AMERICAN ELECTRIC POWER,22,H.R.4502,139014.54,0.0088
AMERICAN ELECTRIC POWER,23,S.2875,139014.54,0.0088
AMERICAN ELECTRIC POWER,24,H.R.1374,98538.3,0.006238
AMERICAN ELECTRIC POWER,25,S.2269,98538.3,0.006238
AMERICAN ELECTRIC POWER,26,H.R.3599,98538.3,0.006238
AMERICAN ELECTRIC POWER,27,S.1097,98538.3,0.006238
AMERICAN ELECTRIC POWER,28,H.R.1992,72667.55,0.0046
AMERICAN EXPRESS,1,S.2155,474067.46,0.166925
AMERICAN EXPRESS,2,H.R.748,347500.0,0.122359
AMERICAN EXPRESS,3,H.R.5491,271567.46,0.095622
AMERICAN EXPRESS,4,S.2875,271567.46,0.095622
AMERICAN EXPRESS,5,S.4528,85138.89,0.029978
AMERICAN EXPRESS,6,H.R.5440,85000.0,0.02993
AMERICAN EXPRESS,7,H.R.1996,48888.89,0.017214
AMERICAN FAMILY INSURANCE GROUP,1,H.R.1996,39971.01,0.078375
AMERICAN FAMILY INSURANCE GROUP,2,H.R.5305,31007.43,0.060799
AMERICAN FAMILY INSURANCE GROUP,3,S.2792,29529.41,0.057901
AMERICAN FAMILY INSURANCE GROUP,4,H.R.3554,26936.81,0.052817
AMERICAN FAMILY INSURANCE GROUP,5,H.R.963,26651.1,0.052257
AMERICAN FAMILY INSURANCE GROUP,6,H.R.3076,25865.38,0.050716
AMERICAN FAMILY INSURANCE GROUP,7,H.R.1277,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,8,H.R.1289,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,9,S.879,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,10,S.862,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,11,S.684,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,12,S.425,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,13,S.374,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,14,S.280,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,15,S.195,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,16,S.941,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,17,H.R.1300,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,18,H.R.762,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,19,H.R.1814,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,20,H.R.744,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,21,H.R.2068,12627.61,0.02476
AMERICAN FAMILY INSURANCE GROUP,22,H.R.8036,6093.41,0.011948
AMERICAN FAMILY INSURANCE GROUP,23,H.R.5689,6093.41,0.011948
AMERICAN FAMILY INSURANCE GROUP,24,H.R.4505,6093.41,0.011948
AMERICAN FAMILY INSURANCE GROUP,25,H.R.8063,6093.41,0.011948
AMERICAN FAMILY INSURANCE GROUP,26,H.R.842,5568.78,0.010919
AMERICAN FAMILY INSURANCE GROUP,27,S.420,5568.78,0.010919
AMERICAN FAMILY INSURANCE GROUP,28,H.R.3164,5568.78,0.010919
AMERICAN FAMILY INSURANCE GROUP,29,H.R.3962,3664.02,0.007184
AMERICAN FAMILY INSURANCE GROUP,30,S.2789,3664.02,0.007184
AMERIPRISE FINANCIAL,1,H.R.1277,81101.26,0.03937
AMERIPRISE FINANCIAL,2,H.R.328,81101.26,0.03937
AMERIPRISE FINANCIAL,3,H.R.1584,81101.26,0.03937
AMERIPRISE FINANCIAL,4,H.R.842,81101.26,0.03937
AMERIPRISE FINANCIAL,5,S.374,81101.26,0.03937
AMERIPRISE FINANCIAL,6,H.R.2039,81101.26,0.03937
AMERIPRISE FINANCIAL,7,H.R.2288,75163.76,0.036487
AMERIPRISE FINANCIAL,8,S.248,62199.23,0.030194
AMERIPRISE FINANCIAL,9,H.R.804,62199.23,0.030194
AMERIPRISE FINANCIAL,10,S.1770,61101.26,0.029661
AMERIPRISE FINANCIAL,11,H.R.2954,61101.26,0.029661
AMERIPRISE FINANCIAL,12,S.1272,61101.26,0.029661
AMERIPRISE FINANCIAL,13,H.R.1816,61101.26,0.029661
AMERIPRISE FINANCIAL,14,S.1625,54434.59,0.026425
AMERIPRISE FINANCIAL,15,S.2452,54434.59,0.026425
AMERIPRISE FINANCIAL,16,S.2621,54434.59,0.026425
AMERIPRISE FINANCIAL,17,S.2865,54434.59,0.026425
AMERIPRISE FINANCIAL,18,H.R.3962,54434.59,0.026425
AMERIPRISE FINANCIAL,19,H.R.2620,54434.59,0.026425
AMERIPRISE FINANCIAL,20,S.1870,54434.59,0.026425
AMERIPRISE FINANCIAL,21,H.R.4616,48497.09,0.023542
AMERIPRISE FINANCIAL,22,H.R.5912,47101.26,0.022865
AMERIPRISE FINANCIAL,23,S.420,47101.26,0.022865
AMERIPRISE FINANCIAL,24,H.R.1996,42199.23,0.020485
AMERIPRISE FINANCIAL,25,H.R.5334,35532.57,0.017249
AMERIPRISE FINANCIAL,26,H.R.4289,35532.57,0.017249
AMERIPRISE FINANCIAL,27,S.2870,35532.57,0.017249
AMERIPRISE FINANCIAL,28,S.240,34000.0,0.016505
AMERIPRISE FINANCIAL,29,S.1171,27790.92,0.013491
AMERIPRISE FINANCIAL,30,H.R.5891,27790.92,0.013491
AMERISOURCEBERGEN,1,H.R.1868,1561380.95,0.358115
AMERISOURCEBERGEN,2,H.R.2815,1071380.95,0.24573
AMERISOURCEBERGEN,3,S.1388,756380.95,0.173482
AMERISOURCEBERGEN,4,H.R.7008,419714.29,0.096265
AMERISOURCEBERGEN,5,H.R.7213,419714.29,0.096265
AMERISOURCEBERGEN,6,H.R.8800,65714.29,0.015072
AMGEN,1,S.99,1331113.64,0.066924
AMGEN,2,H.R.3,1331113.64,0.066924
AMGEN,3,H.R.6930,1204750.0,0.060571
AMGEN,4,H.R.7527,1204750.0,0.060571
AMGEN,5,H.R.3517,1076233.49,0.054109
AMGEN,6,S.1943,1076233.49,0.054109
AMGEN,7,H.R.2884,757900.16,0.038105
AMGEN,8,S.1435,757900.16,0.038105
AMGEN,9,H.R.2873,757900.16,0.038105
AMGEN,10,S.2428,632017.8,0.031776
AMGEN,11,H.R.5801,594150.16,0.029872
AMGEN,12,H.R.19,450780.3,0.022664
AMGEN,13,H.R.5260,450780.3,0.022664
AMGEN,14,S.3799,433483.49,0.021794
AMGEN,15,S.2891,433483.49,0.021794
AMGEN,16,S.4783,324416.67,0.016311
AMGEN,17,H.R.6584,307601.14,0.015465
AMGEN,18,H.R.6963,307601.14,0.015465
AMGEN,19,H.R.5030,307601.14,0.015465
AMGEN,20,H.R.6000,307601.14,0.015465
AMGEN,21,H.R.7047,307601.14,0.015465
AMGEN,22,H.R.7008,307601.14,0.015465
AMGEN,23,H.R.3173,307119.85,0.015441
AMGEN,24,S.3018,307119.85,0.015441
AMGEN,25,S.4704,224319.85,0.011278
AMGEN,26,H.R.8588,224319.85,0.011278
AMGEN,27,S.4417,224319.85,0.011278
AMGEN,28,H.R.4390,224319.85,0.011278
AMGEN,29,S.2774,224319.85,0.011278
AMGEN,30,S.4430,224319.85,0.011278
APPLE,1,S.264,997642.16,0.062903
APPLE,2,H.R.6,997642.16,0.062903
APPLE,3,H.R.3648,789070.73,0.049752
APPLE,4,H.R.3816,789070.73,0.049752
APPLE,5,S.2828,679737.39,0.042859
APPLE,6,S.2710,679737.39,0.042859
APPLE,7,H.R.3460,652404.06,0.041135
APPLE,8,H.R.3843,652404.06,0.041135
APPLE,9,H.R.3849,652404.06,0.041135
APPLE,10,S.2992,583487.39,0.03679
APPLE,11,H.R.1177,414154.76,0.026113
APPLE,12,S.348,414154.76,0.026113
APPLE,13,S.3721,343487.39,0.021657
APPLE,14,H.R.7072,323095.24,0.020372
APPLE,15,H.R.7030,323095.24,0.020372
APPLE,16,S.393,323095.24,0.020372
APPLE,17,S.65,317904.76,0.020044
APPLE,18,H.R.7178,308916.67,0.019478
APPLE,19,H.R.3826,308916.67,0.019478
APPLE,20,H.R.3825,308916.67,0.019478
APPLE,21,H.R.5017,260392.16,0.016418
APPLE,22,S.228,252058.82,0.015893
APPLE,23,S.4373,228095.24,0.014382
APPLE,24,H.R.5184,228095.24,0.014382
APPLE,25,S.225,208571.43,0.013151
APPLE,26,S.797,208571.43,0.013151
APPLE,27,S.2039,205583.33,0.012962
APPLE,28,S.3880,157058.82,0.009903
APPLE,29,S.4556,136666.67,0.008617
APPLE,30,H.R.8404,136666.67,0.008617
APPLIED MATERIALS,1,S.2107,2800000.0,1.0
ARAMARK,1,H.R.4395,164166.67,0.40535
ARAMARK,2,S.4543,39166.67,0.096708
ARAMARK,3,H.R.5591,12500.0,0.030864
ARCHER DANIELS MIDLAND,1,H.R.4996,1310000.0,1.0
ASSURANT,1,H.R.8036,175200.0,0.196413
ASSURANT,2,H.R.6833,90000.0,0.100897
ASSURANT,3,H.R.1437,15200.0,0.01704
ASSURANT,4,H.R.4373,15200.0,0.01704
AT&T,1,S.3663,536642.12,0.022567
AT&T,2,H.R.1046,444793.32,0.018705
AT&T,3,H.R.1251,444793.32,0.018705
AT&T,4,S.592,444793.32,0.018705
AT&T,5,S.113,444793.32,0.018705
AT&T,6,H.R.963,444793.32,0.018705
AT&T,7,H.R.1047,444793.32,0.018705
AT&T,8,H.R.1856,444793.32,0.018705
AT&T,9,H.R.1816,444793.32,0.018705
AT&T,10,H.R.678,444793.32,0.018705
AT&T,11,H.R.1058,444793.32,0.018705
AT&T,12,H.R.1149,444793.32,0.018705
AT&T,13,H.R.1053,444793.32,0.018705
AT&T,14,H.R.1074,444793.32,0.018705
AT&T,15,H.R.1060,444793.32,0.018705
AT&T,16,H.R.1069,444793.32,0.018705
AT&T,17,H.R.1056,444793.32,0.018705
AT&T,18,S.120,401293.32,0.016875
AT&T,19,H.R.1304,344408.7,0.014483
AT&T,20,H.R.4067,344408.7,0.014483
AT&T,21,H.R.4046,344408.7,0.014483
AT&T,22,H.R.4055,344408.7,0.014483
AT&T,23,S.1494,344408.7,0.014483
AT&T,24,H.R.4029,344408.7,0.014483
AT&T,25,S.1472,344408.7,0.014483
AT&T,26,S.1077,344408.7,0.014483
AT&T,27,H.R.4045,344408.7,0.014483
AT&T,28,S.1166,344408.7,0.014483
AT&T,29,H.R.2685,344408.7,0.014483
AT&T,30,H.R.4028,344408.7,0.014483
BALL,1,S.984,99174.16,0.056997
BALL,2,H.R.2238,99174.16,0.056997
BALL,3,H.R.4432,96367.52,0.055384
BALL,4,H.R.5412,75285.27,0.043267
BALL,5,S.2645,59780.22,0.034356
BALL,6,H.R.2159,59780.22,0.034356
BALL,7,H.R.8236,51439.39,0.029563
BALL,8,S.4543,46439.39,0.026689
BALL,9,S.4503,46439.39,0.026689
BALL,10,H.R.8059,44606.06,0.025636
BALL,11,S.749,44606.06,0.025636
BALL,12,S.3743,44606.06,0.025636
BALL,13,H.R.1304,44606.06,0.025636
BALL,14,H.R.8256,44606.06,0.025636
BALL,15,H.R.4505,29650.35,0.01704
BALL,16,H.R.3648,29650.35,0.01704
BALL,17,H.R.8367,19166.67,0.011015
BALL,18,S.4663,19166.67,0.011015
BALL,19,H.R.8183,17333.33,0.009962
BALL,20,S.3742,17333.33,0.009962
BALL,21,S.2792,15505.05,0.008911
