source,target,weight,affil_norm,shared_n,cosine_weight,rbo_weight
AES,FIRSTENERGY,0.04762086292751072,0.0022644927536231,5,0.245941,0.0855057638571428
AES,GENERAL DYNAMICS,0.004856392406646999,0.0009057971014492,2,0.190155,0.0281951945357142
AES,GENERAL MOTORS,0.00020656218714332423,0.0004528985507246,1,0.02485,0.0183536945357142
AES,L3HARRIS TECHNOLOGIES,0.037410623086726935,0.0004528985507246,1,0.387463,0.2131884999999999
AES,MARATHON PETROLEUM,0.0004895565397105064,0.0004528985507246,1,0.058895,0.0183536945357142
AES,PPL,0.1476708073147021,0.0031702898550724,7,0.318854,0.1460843890714285
AES,QUEST DIAGNOSTICS,2.7073164203802095e-05,0.0004528985507246,1,0.012498,0.004782969
AES,SOUTHERN,0.01153402072187238,0.0009057971014492,2,0.139431,0.0913251635357142
AES,SOUTHWEST AIRLINES,0.01809134116804623,0.0004528985507246,1,0.303672,0.1315421945357142
AES,TESLA,0.010067522124816115,0.0009057971014492,2,0.159893,0.0695123890714285
AES,UNION PACIFIC,0.0004108154460651832,0.0009057971014492,2,0.094824,0.004782969
AES,XCEL ENERGY,0.00927755980633776,0.0031702898550724,7,0.103791,0.0281951945357142
AFLAC,HP,0.00032196551086953793,0.0004528985507246,1,0.012184,0.0583469999999999
AIG,ALLSTATE,0.05752495985053987,0.0036231884057971,8,0.141241,0.1124099158087879
AIG,ALLY FINANCIAL,0.002395454380434565,0.0009057971014492,2,0.201538,0.0131219999999999
AIG,AMERICAN EXPRESS,0.00414593224541753,0.0004528985507246,1,0.166548,0.0549644450721874
AIG,AMERICAN FAMILY INSURANCE GROUP,5.6737170539483796e-05,0.0018115942028985,4,0.024968,0.0012543623092677
AIG,AMERIPRISE FINANCIAL,0.017759729176883912,0.0045289855072463,10,0.209808,0.0186901748372609
AIG,BANK OF AMERICA,0.002438970370151865,0.0013586956521739,3,0.08244,0.0217744079625399
AIG,BLACKROCK,0.04960424380601878,0.0018115942028985,4,0.197528,0.1386210693214285
AIG,CAPITAL ONE FINANCIAL,7.436414233836738e-07,0.0004528985507246,1,0.002431,0.0006754258588364
AIG,CHARLES SCHWAB,0.004047108126625739,0.0004528985507246,1,0.117577,0.0760013841447764
AIG,CITIGROUP,3.5821654508913906e-05,0.0004528985507246,1,0.017092,0.0046275575213953
AIG,DISCOVER FINANCIAL SERVICES,0.00024896167861022494,0.0004528985507246,1,0.072406,0.0075920142857142
