source,target,weight,source_firsts,target_firsts,tie_count,shared_bills,net_temporal,balanced
AFLAC,LINCOLN NATIONAL,0.125585,1,1,2,4,0,1
AFLAC,LOCKHEED MARTIN,0.002493,0,0,1,1,0,1
AFLAC,MARATHON OIL,0.061569,0,0,1,1,0,1
AFLAC,MARSH & MCLENNAN,0.1,0,0,2,2,0,1
MASSACHUSETTS MUTUAL LIFE INSURANCE,AFLAC,0.00223,3,0,2,5,3,0
AFLAC,MERCK,0.003148,0,0,1,1,0,1
METLIFE,AFLAC,0.000947,2,0,1,3,2,0
MUTUAL OF OMAHA INSURANCE,AFLAC,0.040673,2,0,3,5,2,0
AFLAC,NATIONAL OILWELL VARCO,0.03869,0,0,1,1,0,1
AFLAC,NATIONWIDE,0.018984,1,0,2,3,1,0
AFLAC,NAVIENT,0.078309,0,0,1,1,0,1
AFLAC,NCR,0.093989,0,0,1,1,0,1
NEXTERA ENERGY,AFLAC,0.002115,1,0,1,2,1,0
AFLAC,NORFOLK SOUTHERN,0.016182,0,0,1,1,0,1
AFLAC,NORTHWESTERN MUTUAL,0.031976,1,1,1,3,0,1
AFLAC,OWENS & MINOR,0.321766,0,0,1,1,0,1
AFLAC,PEABODY ENERGY,0.026734,0,0,1,1,0,1
PRINCIPAL FINANCIAL,AFLAC,0.04725,3,1,1,5,2,0
PRUDENTIAL FINANCIAL,AFLAC,0.123586,3,0,3,6,3,0
AFLAC,PUBLIC SERVICE ENTERPRISE GROUP,0.001967,0,0,1,1,0,1
AFLAC,SOUTHERN,0.00629,0,0,1,1,0,1
SOUTHWEST AIRLINES,AFLAC,0.001819,1,0,0,1,1,0
STATE FARM INSURANCE,AFLAC,0.036463,2,1,1,4,1,0
AFLAC,TENET HEALTHCARE,0.019522,0,0,1,1,0,1
TEXAS INSTRUMENTS,AFLAC,0.002745,2,0,0,2,2,0
TRAVELERS,AFLAC,0.001641,1,0,2,3,1,0
AFLAC,UNITED AIRLINES HOLDINGS,0.120724,0,0,1,1,0,1
UNITED PARCEL SERVICE,AFLAC,0.002745,2,0,0,2,2,0
UNITED TECHNOLOGIES,AFLAC,0.001201,1,0,0,1,1,0
AFLAC,UNUM GROUP,0.023176,2,0,0,2,2,0
USAA,AFLAC,0.085545,1,0,2,3,1,0
AFLAC,VERIZON,0.000148,0,0,1,1,0,1
AFLAC,VISA,0.00171,2,2,0,4,0,1
AFLAC,WEC ENERGY GROUP,0.138565,0,0,1,1,0,1
AFLAC,WELLS FARGO,0.046056,1,1,0,2,0,1
AGCO,AMERICAN TOWER,0.15,1,0,0,1,1,0
ASSURANT,AGCO,0.288565,1,0,0,1,1,0
CAMPBELL SOUP,AGCO,0.074815,1,0,0,1,1,0
AGCO,COMCAST,0.01566,1,0,0,1,1,0
CONSOLIDATED EDISON,AGCO,0.288565,1,0,0,1,1,0
AGCO,DEAN FOODS,0.03132,1,0,1,2,1,0
AGCO,DEERE,0.01566,1,0,1,2,1,0
AGCO,ELI LILLY,0.03869,1,1,1,3,0,1
EXXONMOBIL,AGCO,0.21338,3,0,0,3,3,0
HALLIBURTON,AGCO,0.288565,1,0,0,1,1,0
AGCO,HERSHEY,0.03869,0,0,1,1,0,1
AGCO,HERTZ GLOBAL HOLDINGS,0.06375,1,0,0,1,1,0
HOLLYFRONTIER,AGCO,0.01566,2,1,1,4,1,0
AGCO,INTERNATIONAL PAPER,0.138565,1,1,0,2,0,1
MARATHON PETROLEUM,AGCO,0.21338,2,0,0,2,2,0
PHILLIPS 66,AGCO,0.21338,2,0,0,2,2,0
AIR PRODUCTS & CHEMICALS,APPLIED MATERIALS,0.172958,1,0,1,2,1,0
AIR PRODUCTS & CHEMICALS,CORNING,0.152469,1,1,1,3,0,1
AIR PRODUCTS & CHEMICALS,CUMMINS,0.002092,0,0,3,3,0,1
AIR PRODUCTS & CHEMICALS,EXXONMOBIL,0.004776,0,0,1,1,0,1
AIR PRODUCTS & CHEMICALS,FEDEX,0.037977,0,0,1,1,0,1
AIR PRODUCTS & CHEMICALS,FLUOR,0.1619,0,0,4,4,0,1
AIR PRODUCTS & CHEMICALS,GENERAL DYNAMICS,0.09547,0,0,3,3,0,1
INTEL,AIR PRODUCTS & CHEMICALS,0.15902,1,0,2,3,1,0
MOTOROLA SOLUTIONS,AIR PRODUCTS & CHEMICALS,0.002092,1,0,0,1,1,0
NAVIENT,AIR PRODUCTS & CHEMICALS,0.018803,1,0,0,1,1,0
AIR PRODUCTS & CHEMICALS,NORTHROP GRUMMAN,0.058414,1,1,1,3,0,1
AIR PRODUCTS & CHEMICALS,PHILLIPS 66,0.031595,0,0,3,3,0,1
PPG INDUSTRIES,AIR PRODUCTS & CHEMICALS,0.061557,1,0,2,3,1,0
AIR PRODUCTS & CHEMICALS,PPL,0.004776,0,0,2,2,0,1
AIR PRODUCTS & CHEMICALS,QUALCOMM,0.018803,0,0,1,1,0,1
AIR PRODUCTS & CHEMICALS,UNITED AIRLINES HOLDINGS,0.008251,0,0,1,1,0,1
AIR PRODUCTS & CHEMICALS,UNITED PARCEL SERVICE,0.008251,1,0,0,1,1,0
AK STEEL HOLDING,AMEREN,0.08906,2,0,0,2,2,0
AK STEEL HOLDING,COCA-COLA,0.025185,1,1,1,3,0,1
AK STEEL HOLDING,EDISON INTERNATIONAL,0.063875,0,0,2,2,0,1
AK STEEL HOLDING,NAVISTAR INTERNATIONAL,0.02303,0,0,1,1,0,1
AK STEEL HOLDING,NCR,0.019174,0,0,1,1,0,1
AK STEEL HOLDING,NUCOR,0.006011,1,0,1,2,1,0
AK STEEL HOLDING,OWENS-ILLINOIS,0.040845,0,0,1,1,0,1
AK STEEL HOLDING,PG&E,0.08906,0,0,2,2,0,1
UNITED STATES STEEL,AK STEEL HOLDING,0.338935,1,0,1,2,1,0
AMERICAN AIRLINES GROUP,ALASKA AIR GROUP,0.048361,2,0,1,3,2,0
BERKSHIRE HATHAWAY,ALASKA AIR GROUP,0.018634,1,0,0,1,1,0
DELTA AIR LINES,ALASKA AIR GROUP,0.029727,2,0,1,3,2,0
ALASKA AIR GROUP,EBAY,0.029727,0,0,1,1,0,1
FEDEX,ALASKA AIR GROUP,0.004542,1,0,0,1,1,0
GENERAL DYNAMICS,ALASKA AIR GROUP,0.018634,1,0,0,1,1,0
ALASKA AIR GROUP,GENERAL ELECTRIC,0.004542,0,0,1,1,0,1
ALASKA AIR GROUP,HONEYWELL INTERNATIONAL,0.045387,0,0,1,1,0,1
ALASKA AIR GROUP,ILLINOIS TOOL WORKS,0.045387,0,0,1,1,0,1
ALASKA AIR GROUP,INTERNATIONAL PAPER,0.029727,0,0,1,1,0,1
L3HARRIS TECHNOLOGIES,ALASKA AIR GROUP,0.018634,1,0,0,1,1,0
ALASKA AIR GROUP,MASCO,0.018634,0,0,1,1,0,1
ALASKA AIR GROUP,NCR,0.057864,0,0,1,1,0,1
ALASKA AIR GROUP,PACKAGING CORP. OF AMERICA,0.004542,0,0,1,1,0,1
ROCKWELL COLLINS,ALASKA AIR GROUP,0.018634,1,0,0,1,1,0
SOUTHWEST AIRLINES,ALASKA AIR GROUP,0.048361,2,0,1,3,2,0
UNION PACIFIC,ALASKA AIR GROUP,0.010552,1,0,0,1,1,0
UNITED AIRLINES HOLDINGS,ALASKA AIR GROUP,0.029727,1,0,1,2,1,0
ALLSTATE,ALLY FINANCIAL,0.015337,3,3,1,7,0,1
ALPHABET,ALLSTATE,0.015817,4,0,0,4,4,0
ALLSTATE,AMAZON,0.001491,0,0,2,2,0,1
AMERICAN ELECTRIC POWER,ALLSTATE,0.002592,1,0,0,1,1,0
AMERICAN EXPRESS,ALLSTATE,0.000981,3,0,1,4,3,0
AMERICAN FAMILY INSURANCE GROUP,ALLSTATE,0.207507,3,0,5,8,3,0
ALLSTATE,AMERIPRISE FINANCIAL,0.013743,1,1,1,3,0,1
AMGEN,ALLSTATE,0.015471,3,0,0,3,3,0
APPLE,ALLSTATE,0.011077,2,0,0,2,2,0
ALLSTATE,ASSURANT,0.036555,2,0,1,3,2,0
ALLSTATE,BANK OF AMERICA,0.016182,2,1,1,4,1,0
BAXTER INTERNATIONAL,ALLSTATE,0.005049,1,0,0,1,1,0
ALLSTATE,BERKSHIRE HATHAWAY,0.001809,1,0,1,2,1,0
ALLSTATE,BLACKSTONE GROUP,0.120614,0,0,2,2,0,1
BOSTON SCIENTIFIC,ALLSTATE,0.012189,2,0,0,2,2,0
BRISTOL-MYERS SQUIBB,ALLSTATE,0.023247,3,0,0,3,3,0
CAPITAL ONE FINANCIAL,ALLSTATE,0.003179,3,0,0,3,3,0
CBS,ALLSTATE,0.000468,1,0,0,1,1,0
CENTERPOINT ENERGY,ALLSTATE,0.000247,1,0,0,1,1,0
CHARLES SCHWAB,ALLSTATE,0.001793,3,0,0,3,3,0
CHESAPEAKE ENERGY,ALLSTATE,0.00027,1,0,0,1,1,0
CHEVRON,ALLSTATE,0.000617,1,0,0,1,1,0
CISCO SYSTEMS,ALLSTATE,0.020694,5,0,0,5,5,0
CITIGROUP,ALLSTATE,0.003076,2,0,1,3,2,0
ALLSTATE,COCA-COLA,0.001543,0,0,1,1,0,1
COMCAST,ALLSTATE,0.00407,1,0,0,1,1,0
CONSOLIDATED EDISON,ALLSTATE,0.006299,2,0,2,4,2,0
ALLSTATE,CORNING,0.003451,1,0,0,1,1,0
ALLSTATE,CUMMINS,4.5e-05,0,0,1,1,0,1
DEERE,ALLSTATE,0.004748,1,0,0,1,1,0
DISH NETWORK,ALLSTATE,0.014119,3,0,0,3,3,0
ALLSTATE,DOMINION ENERGY,0.001146,1,1,0,2,0,1
DTE ENERGY,ALLSTATE,0.000617,1,0,0,1,1,0
DUKE ENERGY,ALLSTATE,0.000617,1,0,0,1,1,0
DUPONT DE NEMOURS,ALLSTATE,0.003407,2,0,1,3,2,0
EBAY,ALLSTATE,0.010523,2,0,0,2,2,0
EDISON INTERNATIONAL,ALLSTATE,0.003677,3,0,0,3,3,0
ENTERGY,ALLSTATE,0.004625,3,0,1,4,3,0
EXELON,ALLSTATE,0.003209,2,0,0,2,2,0
ALLSTATE,EXXONMOBIL,0.001643,0,0,1,1,0,1
FACEBOOK,ALLSTATE,0.022949,3,0,0,3,3,0
ALLSTATE,FIFTH THIRD BANCORP,0.001024,0,0,1,1,0,1
ALLSTATE,FLUOR,0.000655,2,0,0,2,2,0
ALLSTATE,FORD,0.003709,0,0,2,2,0,1
ALLSTATE,GENERAL MOTORS,0.026879,0,0,2,2,0,1
ALLSTATE,GUARDIAN LIFE INS. CO. OF AMERICA,0.014027,1,0,2,3,1,0
ALLSTATE,HARTFORD FINANCIAL SERVICES,0.100786,4,2,5,11,2,0
IBM,ALLSTATE,0.017662,5,0,0,5,5,0
ALLSTATE,IHEARTMEDIA,0.024271,0,0,4,4,0,1
INTEL,ALLSTATE,0.013125,2,0,0,2,2,0
ALLSTATE,INTUIT,0.002092,1,1,2,4,0,1
JPMORGAN CHASE & CO.,ALLSTATE,0.001035,3,0,0,3,3,0
ALLSTATE,LIBERTY MUTUAL INSURANCE GROUP,0.055033,3,1,5,9,2,0
LOCKHEED MARTIN,ALLSTATE,0.003375,2,0,1,3,2,0
LOEWS,ALLSTATE,0.077638,2,1,2,5,1,0
ALLSTATE,MARRIOTT INTERNATIONAL,0.032454,2,0,1,3,2,0
ALLSTATE,MARSH & MCLENNAN,0.045289,3,0,0,3,3,0
ALLSTATE,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.0044,1,1,3,5,0,1
METLIFE,ALLSTATE,0.00916,2,0,2,4,2,0
ALLSTATE,MGM RESORTS INTERNATIONAL,0.014093,2,0,0,2,2,0
MICROSOFT,ALLSTATE,0.015191,2,0,1,3,2,0
MUTUAL OF OMAHA INSURANCE,ALLSTATE,0.001062,2,1,0,3,1,0
NATIONWIDE,ALLSTATE,0.01892,3,0,3,6,3,0
ALLSTATE,NEW YORK LIFE INSURANCE,0.00956,1,0,2,3,1,0
NORFOLK SOUTHERN,ALLSTATE,0.017063,2,1,4,7,1,0
NORTHROP GRUMMAN,ALLSTATE,0.003209,2,0,0,2,2,0
ORACLE,ALLSTATE,0.016984,5,0,0,5,5,0
PEPSICO,ALLSTATE,0.013125,2,0,0,2,2,0
PG&E,ALLSTATE,0.003677,3,0,0,3,3,0
ALLSTATE,PNC FINANCIAL SERVICES,0.009892,1,0,3,4,1,0
PPL,ALLSTATE,0.002592,1,0,0,1,1,0
ALLSTATE,PRINCIPAL FINANCIAL,0.051989,0,0,6,6,0,1
ALLSTATE,PRUDENTIAL FINANCIAL,0.01584,0,0,4,4,0,1
ALLSTATE,PUBLIC SERVICE ENTERPRISE GROUP,0.001643,0,0,1,1,0,1
QUALCOMM,ALLSTATE,0.014358,4,0,0,4,4,0
SEMPRA ENERGY,ALLSTATE,0.001085,2,0,0,2,2,0
SOUTHERN,ALLSTATE,0.000617,1,0,0,1,1,0
STATE FARM INSURANCE,ALLSTATE,0.109129,3,2,5,10,1,0
TEXAS INSTRUMENTS,ALLSTATE,0.012926,2,0,0,2,2,0
TRAVELERS,ALLSTATE,0.009892,2,0,2,4,2,0
ALLSTATE,UNITED AIRLINES HOLDINGS,0.001024,0,0,1,1,0,1
ALLSTATE,UNITED PARCEL SERVICE,4.5e-05,0,0,1,1,0,1
USAA,ALLSTATE,0.024824,2,1,3,6,1,0
VERIZON,ALLSTATE,0.005126,3,0,0,3,3,0
ALLSTATE,VISA,0.002383,1,1,2,4,0,1
ALLSTATE,VOYA FINANCIAL,0.016711,0,0,1,1,0,1
ALLSTATE,WELLS FARGO,0.000634,0,0,2,2,0,1
XCEL ENERGY,ALLSTATE,0.000617,1,0,0,1,1,0
ALPHABET,ALLY FINANCIAL,0.335325,3,0,1,4,3,0
AMAZON,ALLY FINANCIAL,0.037091,2,0,2,4,2,0
AMERICAN EXPRESS,ALLY FINANCIAL,0.035269,4,0,1,5,4,0
AMERICAN FAMILY INSURANCE GROUP,ALLY FINANCIAL,0.115061,7,0,0,7,7,0
AMERIPRISE FINANCIAL,ALLY FINANCIAL,0.024684,2,0,0,2,2,0
ALLY FINANCIAL,AMGEN,0.118231,1,0,0,1,1,0
ANADARKO PETROLEUM,ALLY FINANCIAL,0.003797,1,0,0,1,1,0
APPLE,ALLY FINANCIAL,0.083674,1,0,0,1,1,0
ASSURANT,ALLY FINANCIAL,0.021144,3,0,1,4,3,0
BANK OF AMERICA,ALLY FINANCIAL,0.072512,4,1,3,8,3,0
BLACKSTONE GROUP,ALLY FINANCIAL,0.011891,1,0,1,2,1,0
BOSTON SCIENTIFIC,ALLY FINANCIAL,0.024684,1,0,1,2,1,0
ALLY FINANCIAL,BRISTOL-MYERS SQUIBB,0.020206,1,0,0,1,1,0
CALPINE,ALLY FINANCIAL,0.040914,1,0,0,1,1,0
CAPITAL ONE FINANCIAL,ALLY FINANCIAL,0.143386,5,0,2,7,5,0
CATERPILLAR,ALLY FINANCIAL,0.009506,1,0,0,1,1,0
CBS,ALLY FINANCIAL,0.026217,1,0,0,1,1,0
CHARLES SCHWAB,ALLY FINANCIAL,0.023044,2,1,0,3,1,0
CHESAPEAKE ENERGY,ALLY FINANCIAL,0.049964,2,0,0,2,2,0
CHEVRON,ALLY FINANCIAL,0.034299,1,0,0,1,1,0
CISCO SYSTEMS,ALLY FINANCIAL,0.057528,2,1,0,3,1,0
ALLY FINANCIAL,CITIGROUP,0.019605,1,1,1,3,0,1
CONOCOPHILLIPS,ALLY FINANCIAL,0.000766,1,0,0,1,1,0
CONSOLIDATED EDISON,ALLY FINANCIAL,0.004451,2,0,1,3,2,0
ALLY FINANCIAL,CORNING,0.001605,1,0,0,1,1,0
CSX,ALLY FINANCIAL,0.078664,2,1,0,3,1,0
CUMMINS,ALLY FINANCIAL,0.009506,1,0,0,1,1,0
DEERE,ALLY FINANCIAL,0.013983,1,0,1,2,1,0
ALLY FINANCIAL,DISCOVER FINANCIAL SERVICES,0.026217,1,0,0,1,1,0
DISH NETWORK,ALLY FINANCIAL,0.122023,1,0,1,2,1,0
ALLY FINANCIAL,DOMINION ENERGY,0.034706,1,1,0,2,0,1
DTE ENERGY,ALLY FINANCIAL,0.009506,2,0,0,2,2,0
DUKE ENERGY,ALLY FINANCIAL,0.034299,1,0,0,1,1,0
DUPONT DE NEMOURS,ALLY FINANCIAL,0.000407,2,0,0,2,2,0
EBAY,ALLY FINANCIAL,0.014981,1,0,0,1,1,0
EDISON INTERNATIONAL,ALLY FINANCIAL,0.07969,2,0,0,2,2,0
ELI LILLY,ALLY FINANCIAL,0.024767,1,0,0,1,1,0
ENTERGY,ALLY FINANCIAL,0.036274,2,0,0,2,2,0
EXELON,ALLY FINANCIAL,0.020206,1,0,0,1,1,0
FACEBOOK,ALLY FINANCIAL,0.02238,2,1,0,3,1,0
FEDEX,ALLY FINANCIAL,0.004747,1,0,0,1,1,0
HARTFORD FINANCIAL SERVICES,ALLY FINANCIAL,0.007515,3,0,1,4,3,0
HOME DEPOT,ALLY FINANCIAL,0.000684,1,0,0,1,1,0
IBM,ALLY FINANCIAL,0.015693,4,1,0,5,3,0
ALLY FINANCIAL,IHEARTMEDIA,0.124684,2,0,0,2,2,0
INTEL,ALLY FINANCIAL,0.009506,1,0,0,1,1,0
ALLY FINANCIAL,INTUIT,0.040069,1,1,0,2,0,1
JPMORGAN CHASE & CO.,ALLY FINANCIAL,0.001976,1,0,1,2,1,0
LIBERTY MUTUAL INSURANCE GROUP,ALLY FINANCIAL,0.008199,3,0,1,4,3,0
LOCKHEED MARTIN,ALLY FINANCIAL,0.034299,1,0,1,2,1,0
LOEWS,ALLY FINANCIAL,0.081513,4,0,1,5,4,0
MARRIOTT INTERNATIONAL,ALLY FINANCIAL,0.009784,2,0,2,4,2,0
ALLY FINANCIAL,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.015665,1,1,0,2,0,1
METLIFE,ALLY FINANCIAL,0.107546,4,0,0,4,4,0
ALLY FINANCIAL,MICRON TECHNOLOGY,0.02303,1,0,0,1,1,0
ALLY FINANCIAL,MICROSOFT,0.065598,0,0,2,2,0,1
MOTOROLA SOLUTIONS,ALLY FINANCIAL,0.003733,1,0,0,1,1,0
ALLY FINANCIAL,MUTUAL OF OMAHA INSURANCE,0.052806,1,1,0,2,0,1
NATIONWIDE,ALLY FINANCIAL,0.007927,5,0,0,5,5,0
NORFOLK SOUTHERN,ALLY FINANCIAL,0.041814,5,0,1,6,5,0
NORTHROP GRUMMAN,ALLY FINANCIAL,0.060516,2,0,0,2,2,0
OCCIDENTAL PETROLEUM,ALLY FINANCIAL,0.036135,2,0,0,2,2,0
ORACLE,ALLY FINANCIAL,0.130738,3,0,0,3,3,0
ALLY FINANCIAL,PEPSICO,0.01219,0,0,1,1,0,1
PG&E,ALLY FINANCIAL,0.004899,2,0,0,2,2,0
ALLY FINANCIAL,PNC FINANCIAL SERVICES,0.001641,0,0,1,1,0,1
PRINCIPAL FINANCIAL,ALLY FINANCIAL,0.00686,3,0,0,3,3,0
QUALCOMM,ALLY FINANCIAL,0.090635,4,0,1,5,4,0
SEMPRA ENERGY,ALLY FINANCIAL,0.047939,3,0,0,3,3,0
SOUTHERN,ALLY FINANCIAL,0.026217,1,0,0,1,1,0
STATE FARM INSURANCE,ALLY FINANCIAL,0.107764,4,0,1,5,4,0
TARGET,ALLY FINANCIAL,0.024793,2,0,0,2,2,0
TEXAS INSTRUMENTS,ALLY FINANCIAL,0.343462,2,0,0,2,2,0
TRAVELERS,ALLY FINANCIAL,0.065045,3,0,1,4,3,0
UNION PACIFIC,ALLY FINANCIAL,0.044707,1,0,0,1,1,0
ALLY FINANCIAL,UNITED AIRLINES HOLDINGS,0.001026,0,0,1,1,0,1
UNITED STATES STEEL,ALLY FINANCIAL,0.029186,2,0,0,2,2,0
USAA,ALLY FINANCIAL,0.087769,6,0,0,6,6,0
VERIZON,ALLY FINANCIAL,0.008098,3,0,0,3,3,0
ALLY FINANCIAL,VISA,0.080374,2,1,0,3,1,0
ALLY FINANCIAL,WELLS FARGO,0.045391,1,0,1,2,1,0
WINDSTREAM HOLDINGS,ALLY FINANCIAL,0.068145,3,0,0,3,3,0
XCEL ENERGY,ALLY FINANCIAL,0.034299,1,0,0,1,1,0
ALPHABET,AMAZON,0.064117,3,0,1,4,3,0
ALPHABET,AMERICAN ELECTRIC POWER,0.004066,0,0,1,1,0,1
ALPHABET,AMERICAN EXPRESS,0.000882,0,0,3,3,0,1
ALPHABET,AMERICAN FAMILY INSURANCE GROUP,0.0001,0,0,1,1,0,1
ALPHABET,AMERIPRISE FINANCIAL,0.0001,1,0,0,1,1,0
ALPHABET,AMGEN,0.177307,2,0,0,2,2,0
APPLE,ALPHABET,0.189178,3,1,2,6,2,0
ALPHABET,APPLIED MATERIALS,0.010552,0,0,2,2,0,1
AT&T,ALPHABET,0.019529,2,0,4,6,2,0
ALPHABET,BAXTER INTERNATIONAL,0.007986,0,0,1,1,0,1
ALPHABET,BOSTON SCIENTIFIC,0.037001,0,0,3,3,0,1
ALPHABET,BRISTOL-MYERS SQUIBB,0.036222,2,0,1,3,2,0
ALPHABET,CAMPBELL SOUP,0.014027,1,0,0,1,1,0
CAPITAL ONE FINANCIAL,ALPHABET,0.088064,1,0,3,4,1,0
ALPHABET,CATERPILLAR,0.005094,0,0,1,1,0,1
CBS,ALPHABET,0.005117,2,0,3,5,2,0
ALPHABET,CHARLES SCHWAB,0.003267,0,0,2,2,0,1
CHARTER COMMUNICATIONS,ALPHABET,0.082632,1,0,1,2,1,0
ALPHABET,CISCO SYSTEMS,0.096046,5,0,3,8,5,0
ALPHABET,CITIGROUP,0.004214,0,0,2,2,0,1
ALPHABET,COCA-COLA,0.026734,0,0,1,1,0,1
ALPHABET,COMCAST,0.06601,1,1,3,5,0,1
ALPHABET,CONSOLIDATED EDISON,0.004066,0,0,1,1,0,1
ALPHABET,CORNING,0.006388,2,0,0,2,2,0
ALPHABET,CUMMINS,0.000347,0,0,1,1,0,1
ALPHABET,DEERE,0.020476,1,0,0,1,1,0
ALPHABET,DISH NETWORK,0.131859,1,0,2,3,1,0
ALPHABET,DUPONT DE NEMOURS,0.0001,0,0,1,1,0,1
ALPHABET,EBAY,0.023802,0,0,3,3,0,1
ALPHABET,EDISON INTERNATIONAL,0.004166,0,0,2,2,0,1
ALPHABET,ENTERGY,0.004066,0,0,1,1,0,1
ALPHABET,EXELON,0.004066,0,0,1,1,0,1
ALPHABET,FACEBOOK,0.198518,6,2,1,9,4,0
ALPHABET,GENERAL ELECTRIC,0.000347,0,0,1,1,0,1
ALPHABET,GENERAL MOTORS,0.001643,1,0,0,1,1,0
ALPHABET,HARTFORD FINANCIAL SERVICES,0.002066,1,0,0,1,1,0
ALPHABET,HOME DEPOT,0.010986,1,0,2,3,1,0
ALPHABET,IBM,0.075239,1,0,4,5,1,0
ALPHABET,IHEARTMEDIA,0.171847,4,0,1,5,4,0
ALPHABET,ILLINOIS TOOL WORKS,0.055939,1,0,1,2,1,0
ALPHABET,INTEL,0.036956,1,0,1,2,1,0
ALPHABET,INTERNATIONAL PAPER,0.015482,0,0,1,1,0,1
ALPHABET,INTUIT,0.114645,1,1,2,4,0,1
ALPHABET,JPMORGAN CHASE & CO.,0.000914,3,0,0,3,3,0
ALPHABET,LOCKHEED MARTIN,0.004066,0,0,1,1,0,1
ALPHABET,METLIFE,0.0001,0,0,1,1,0,1
ALPHABET,MICRON TECHNOLOGY,0.02303,2,0,0,2,2,0
ALPHABET,MICROSOFT,0.084803,2,0,4,6,2,0
ALPHABET,MUTUAL OF OMAHA INSURANCE,0.000963,0,0,3,3,0,1
ALPHABET,NATIONWIDE,0.000617,0,0,1,1,0,1
ALPHABET,NORFOLK SOUTHERN,0.0001,0,0,1,1,0,1
ALPHABET,NORTHROP GRUMMAN,0.004066,1,0,0,1,1,0
ALPHABET,NORTHWESTERN MUTUAL,0.000247,0,0,1,1,0,1
ALPHABET,NUCOR,0.020444,0,0,1,1,0,1
ORACLE,ALPHABET,0.275339,5,0,3,8,5,0
ALPHABET,PEPSICO,0.029089,1,0,1,2,1,0
ALPHABET,PG&E,0.002692,1,0,1,2,1,0
ALPHABET,PPL,0.004066,0,0,1,1,0,1
ALPHABET,PRUDENTIAL FINANCIAL,0.002021,1,0,0,1,1,0
ALPHABET,PUBLIC SERVICE ENTERPRISE GROUP,0.001643,1,0,0,1,1,0
ALPHABET,QUALCOMM,0.043133,1,1,4,6,0,1
ALPHABET,SEMPRA ENERGY,0.0001,0,0,1,1,0,1
ALPHABET,STATE FARM INSURANCE,0.004166,0,0,2,2,0,1
ALPHABET,TEXAS INSTRUMENTS,0.401284,0,0,4,4,0,1
ALPHABET,THERMO FISHER SCIENTIFIC,0.003474,1,0,0,1,1,0
ALPHABET,UNITED PARCEL SERVICE,0.006389,0,0,1,1,0,1
ALPHABET,UNITED TECHNOLOGIES,0.006389,0,0,1,1,0,1
ALPHABET,USAA,0.0001,0,0,1,1,0,1
ALPHABET,VERIZON,0.042754,2,0,7,9,2,0
ALPHABET,VISA,0.008349,3,0,1,4,3,0
ALPHABET,WALT DISNEY,0.00559,0,0,1,1,0,1
AMAZON,ALTRIA GROUP,0.001477,1,0,1,2,1,0
ALTRIA GROUP,AMEREN,0.015257,0,0,2,2,0,1
ALTRIA GROUP,AMERICAN AIRLINES GROUP,0.000166,1,0,0,1,1,0
ALTRIA GROUP,AMERICAN ELECTRIC POWER,0.001467,0,0,2,2,0,1
BALL,ALTRIA GROUP,0.016859,4,0,3,7,4,0
ALTRIA GROUP,BANK OF AMERICA,0.003247,0,0,1,1,0,1
ALTRIA GROUP,BAXTER INTERNATIONAL,0.016237,0,0,1,1,0,1
ALTRIA GROUP,BERKSHIRE HATHAWAY,0.008622,1,0,2,3,1,0
BOEING,ALTRIA GROUP,0.008729,3,0,2,5,3,0
CBS,ALTRIA GROUP,0.000347,1,0,0,1,1,0
ALTRIA GROUP,CMS ENERGY,0.000468,0,0,1,1,0,1
ALTRIA GROUP,COCA-COLA,0.000435,1,1,0,2,0,1
ALTRIA GROUP,COMCAST,0.001042,1,0,0,1,1,0
ALTRIA GROUP,CONSOLIDATED EDISON,0.016281,0,0,1,1,0,1
CORNING,ALTRIA GROUP,0.004747,1,0,0,1,1,0
CUMMINS,ALTRIA GROUP,0.001907,3,0,2,5,3,0
ALTRIA GROUP,DAVITA,0.003474,0,0,1,1,0,1
ALTRIA GROUP,DEERE,0.001841,2,0,1,3,2,0
ALTRIA GROUP,DELTA AIR LINES,0.000166,1,0,0,1,1,0
DUPONT DE NEMOURS,ALTRIA GROUP,0.004881,1,0,2,3,1,0
ELI LILLY,ALTRIA GROUP,0.005964,2,1,1,4,1,0
ALTRIA GROUP,ENTERGY,0.0001,0,0,1,1,0,1
ALTRIA GROUP,EXELON,0.018348,0,0,2,2,0,1
ALTRIA GROUP,FACEBOOK,0.004707,1,1,1,3,0,1
ALTRIA GROUP,FEDEX,0.004747,0,0,2,2,0,1
ALTRIA GROUP,FIRSTENERGY,0.001643,0,0,1,1,0,1
GENERAL DYNAMICS,ALTRIA GROUP,0.029747,5,1,3,9,4,0
GENERAL MOTORS,ALTRIA GROUP,4.5e-05,1,0,0,1,1,0
ALTRIA GROUP,HERSHEY,0.011093,0,0,2,2,0,1
ALTRIA GROUP,HOLLYFRONTIER,0.003531,0,0,2,2,0,1
ALTRIA GROUP,HUMANA,0.007314,2,0,0,2,2,0
IBM,ALTRIA GROUP,0.00119,1,0,1,2,1,0
ALTRIA GROUP,INTERNATIONAL PAPER,0.001267,1,0,0,1,1,0
ALTRIA GROUP,JOHNSON & JOHNSON,0.016281,0,0,1,1,0,1
L3HARRIS TECHNOLOGIES,ALTRIA GROUP,0.013263,5,0,2,7,5,0
