source,target,weight,affil_norm,shared_n,cosine_weight,rbo_weight
AMERICAN ELECTRIC POWER,CUMMINS,0.002814886639666579,4,4,0.058555,0.0120181309865365
AMERICAN ELECTRIC POWER,DELL TECHNOLOGIES,0.00041117115503077554,2,2,0.038216,0.0053795681786526
AMERICAN ELECTRIC POWER,DELTA AIR LINES,1.6202709681958775e-06,1,1,0.003439,0.0004711459634184
AMERICAN ELECTRIC POWER,DOMINION ENERGY,0.007236372843771393,2,2,0.207542,0.0174335142857142
AMERICAN ELECTRIC POWER,DTE ENERGY,6.3699665532858,38,38,0.56258,0.2979677535118187
AMERICAN ELECTRIC POWER,DUKE ENERGY,0.28369090127107144,18,18,0.235527,0.0669163434602854
AMERICAN ELECTRIC POWER,DUPONT DE NEMOURS,0.0027255261524990354,2,2,0.027974,0.0487153455440594
AMERICAN ELECTRIC POWER,ECOLAB,0.0003556899484998572,3,3,0.022171,0.0053476756198015
AMERICAN ELECTRIC POWER,EDISON INTERNATIONAL,0.004771543885662449,2,2,0.074148,0.032175809770071
AMERICAN ELECTRIC POWER,ENTERGY,0.9210711992281699,25,25,0.32164,0.1145468473110521
AMERICAN ELECTRIC POWER,EVERSOURCE ENERGY,0.5281054679602485,9,9,0.337362,0.1739330017278665
AMERICAN ELECTRIC POWER,EXELON,1.6372361982452706,31,31,0.395334,0.1335935459918392
AMERICAN ELECTRIC POWER,EXXONMOBIL,0.0010640337083566332,3,3,0.034986,0.0101377094490809
AMERICAN ELECTRIC POWER,FEDEX,0.00025653564748212364,3,3,0.014863,0.0057533393321699
AMERICAN ELECTRIC POWER,FIRSTENERGY,4.1017216984764655,21,21,0.524053,0.372710548131261
AMERICAN ELECTRIC POWER,GENERAL ELECTRIC,1.0096385512410931e-06,2,2,0.001141,0.0004424358243826
AMERICAN ELECTRIC POWER,GENERAL MOTORS,0.015498405194714076,4,4,0.079682,0.0486258038036008
AMERICAN ELECTRIC POWER,HARTFORD FINANCIAL SERVICES,1.0320667550784534e-07,1,1,0.002892,3.568695556979438e-05
AMERICAN ELECTRIC POWER,HOME DEPOT,2.365098451714375e-06,1,1,0.007687,0.0003076750945381
AMERICAN ELECTRIC POWER,INTEL,0.007256285197289072,2,2,0.072146,0.0502888947224314
AMERICAN ELECTRIC POWER,JOHNSON & JOHNSON,7.517451584490261e-07,1,1,0.003026,0.000248428671001
AMERICAN ELECTRIC POWER,KROGER,1.4127327150162597e-05,1,1,0.007781,0.0018156184488064
AMERICAN ELECTRIC POWER,LOCKHEED MARTIN,1.0496346835090654e-05,3,3,0.010853,0.0003223792756255
AMERICAN ELECTRIC POWER,LOEWS,0.0007984644464373951,1,1,0.034049,0.023450452184716
AMERICAN ELECTRIC POWER,MARATHON PETROLEUM,0.0009998063510432069,2,2,0.036556,0.0136749965948573
AMERICAN ELECTRIC POWER,MICROSOFT,0.00916568587276725,3,3,0.086344,0.0353843767286175
AMERICAN ELECTRIC POWER,MOTOROLA SOLUTIONS,0.010508442793860786,1,1,0.100954,0.1040913960205716
AMERICAN ELECTRIC POWER,NATIONWIDE,1.4551962091750313e-06,3,3,0.004427,0.0001095697770631
AMERICAN ELECTRIC POWER,PEABODY ENERGY,0.00015416694994307406,2,2,0.023335,0.0033033415458126
AMERICAN ELECTRIC POWER,PG&E,0.4626306922603134,19,19,0.295083,0.0825157118613217
AMERICAN ELECTRIC POWER,PHILLIPS 66,3.931354603584186e-06,1,1,0.003829,0.0010267314190609
AMERICAN ELECTRIC POWER,PPL,7.7799269891184615,33,33,0.660133,0.3571331281826845
AMERICAN ELECTRIC POWER,PUBLIC SERVICE ENTERPRISE GROUP,0.33396725996088306,6,6,0.313801,0.1773774143278081
AMERICAN ELECTRIC POWER,SOUTHERN,0.12683845118735296,4,4,0.270351,0.1172905326661941
AMERICAN ELECTRIC POWER,TESLA,0.03667546452178657,4,4,0.187194,0.0489805556291689
AMERICAN ELECTRIC POWER,UNION PACIFIC,6.421734219850362e-07,1,1,0.002422,0.0002651417927271
AMERICAN ELECTRIC POWER,VERIZON,2.486782325636505e-05,3,3,0.018465,0.00044891819219
AMERICAN ELECTRIC POWER,VF,0.0009736377187127399,2,2,0.056233,0.00865717389
AMERICAN ELECTRIC POWER,XCEL ENERGY,6.7322616225857,37,37,0.540301,0.3367623173502187
AMERICAN EXPRESS,AT&T,0.00044807723290076797,1,1,0.014002,0.0320009450721874
AMERICAN EXPRESS,BANK OF NEW YORK MELLON,0.001315389374999993,1,1,0.072175,0.0182249999999999
AMERICAN EXPRESS,CATERPILLAR,0.004137715708298468,1,1,0.098888,0.0418424450721874
AMERICAN EXPRESS,CBS,0.0003418020943160336,1,1,0.010681,0.0320009450721874
AMERICAN EXPRESS,CITIGROUP,2.8858277603074832e-05,1,1,0.007236,0.0039881533448141
AMERICAN EXPRESS,DISCOVER FINANCIAL SERVICES,0.002494735894285686,1,1,0.3286,0.0075920142857142
AMERICAN EXPRESS,FIFTH THIRD BANCORP,0.14268130696049994,1,1,0.669273,0.2131884999999999
AMERICAN EXPRESS,FOX CORP,0.00011125141524446395,1,1,0.016848,0.0066032416455641
AMERICAN EXPRESS,GOLDMAN SACHS GROUP,0.013552514999999949,1,1,0.501945,0.0269999999999999
AMERICAN EXPRESS,HARTFORD FINANCIAL SERVICES,0.004194116945678332,2,2,0.038153,0.0549644450721874
AMERICAN EXPRESS,HEWLETT PACKARD ENTERPRISE,0.0013454196864770033,1,1,0.024478,0.0549644450721874
AMERICAN EXPRESS,HILTON WORLDWIDE HOLDINGS,2.7211170271666606e-05,1,1,0.006823,0.0039881533448141
AMERICAN EXPRESS,IBM,0.007859517512579392,3,3,0.062612,0.0418424450721874
AMERICAN EXPRESS,KEYCORP,0.059634677100615034,1,1,0.410737,0.1451894450721874
AMERICAN EXPRESS,LABORATORY CORP. OF AMERICA,2.256497162495818e-05,1,1,0.005658,0.0039881533448141
AMERICAN EXPRESS,LOCKHEED MARTIN,0.002102390024011168,1,1,0.03825,0.0549644450721874
AMERICAN EXPRESS,LUMEN TECHNOLOGIES,0.0007374564772394023,1,1,0.054037,0.0136472505364732
AMERICAN EXPRESS,MCDONALD'S,0.005890176094749097,1,1,0.107565,0.0547592255357142
AMERICAN EXPRESS,MICROSOFT,0.0013450898998065702,1,1,0.024472,0.0549644450721874
AMERICAN EXPRESS,NORTHERN TRUST,0.13471962415175864,1,1,0.572261,0.2354163994257142
AMERICAN EXPRESS,NORTHWESTERN MUTUAL,0.05948197861673238,1,1,0.242596,0.2451894450721874
AMERICAN EXPRESS,PNC FINANCIAL SERVICES,0.14291553336478646,1,1,0.582878,0.2451894450721874
AMERICAN EXPRESS,PRINCIPAL FINANCIAL,3.607683515718835e-05,1,1,0.009046,0.0039881533448141
AMERICAN EXPRESS,REGIONS FINANCIAL,0.10040499999999994,1,1,0.58375,0.1719999999999999
AMERICAN EXPRESS,SEMPRA ENERGY,0.0006923879537142838,1,1,0.02266,0.0305555142857142
AMERICAN EXPRESS,STATE FARM INSURANCE,0.0028213794917468643,2,2,0.057794,0.0244089307864732
AMERICAN EXPRESS,STATE STREET CORP.,0.0869394999999999,1,1,0.869395,0.0999999999999999
AMERICAN EXPRESS,SYNCHRONY FINANCIAL,0.3207024297979802,2,2,0.639205,0.2508603889190324
AMERICAN EXPRESS,U.S. BANCORP,0.12382286862799993,1,1,0.608924,0.2033469999999999
AMERICAN EXPRESS,VERIZON,0.003922592587021726,2,2,0.035683,0.0549644450721874
AMERICAN EXPRESS,VISA,0.0869394999999999,1,1,0.869395,0.0999999999999999
AMERICAN FAMILY INSURANCE GROUP,AMERIPRISE FINANCIAL,0.004553590581111807,8,8,0.089887,0.0063323820200805
AMERICAN FAMILY INSURANCE GROUP,ASSURANT,0.49033386555462355,8,8,0.483923,0.1266559621971428
AMERICAN FAMILY INSURANCE GROUP,AT&T,0.00465756308273616,6,6,0.052761,0.0147127710579663
AMERICAN FAMILY INSURANCE GROUP,BANK OF AMERICA,0.00037399659974117125,3,3,0.028454,0.004381300809976
AMERICAN FAMILY INSURANCE GROUP,BERKSHIRE HATHAWAY,1.008013036645727e-06,3,3,0.006484,5.182053447695492e-05
AMERICAN FAMILY INSURANCE GROUP,BOEING,5.19010142356363e-05,2,2,0.022683,0.0011440509243847
AMERICAN FAMILY INSURANCE GROUP,CATERPILLAR,0.00011828963084124947,2,2,0.034457,0.0017164818591469
AMERICAN FAMILY INSURANCE GROUP,CBS,0.01019536087597268,5,5,0.057283,0.035596462741032
AMERICAN FAMILY INSURANCE GROUP,CENTENE,0.006170051393615789,5,5,0.088762,0.013902461399283
AMERICAN FAMILY INSURANCE GROUP,CHARLES SCHWAB,0.001077325031890592,2,2,0.042802,0.0125849847190621
AMERICAN FAMILY INSURANCE GROUP,CHARTER COMMUNICATIONS,2.045500049144352e-07,2,2,0.006572,1.5562234092698965e-05
AMERICAN FAMILY INSURANCE GROUP,CIGNA,0.0004969127817571492,2,2,0.037349,0.00665229031242
AMERICAN FAMILY INSURANCE GROUP,CITIGROUP,0.000804746847860426,1,1,0.063945,0.0125849847190621
AMERICAN FAMILY INSURANCE GROUP,CVS HEALTH,0.00017247853984598876,2,2,0.023289,0.0037030044193823
AMERICAN FAMILY INSURANCE GROUP,ENTERGY,1.4752317570120687e-06,3,3,0.010409,4.724218647363079e-05
AMERICAN FAMILY INSURANCE GROUP,EXELON,2.8267124331379926e-08,2,2,0.002223,6.357877717359407e-06
AMERICAN FAMILY INSURANCE GROUP,EXXONMOBIL,9.530362773301245e-09,2,2,0.0016,2.9782383666566388e-06
AMERICAN FAMILY INSURANCE GROUP,FOX CORP,0.11816142616423018,8,8,0.170922,0.0864147287682614
AMERICAN FAMILY INSURANCE GROUP,GENERAL ELECTRIC,4.247303761853794e-08,3,3,0.000247,5.731853929627253e-05
AMERICAN FAMILY INSURANCE GROUP,GENERAL MOTORS,0.0004427577544938879,4,4,0.027054,0.0040914259859345
AMERICAN FAMILY INSURANCE GROUP,HARTFORD FINANCIAL SERVICES,0.2567819533575159,20,20,0.291466,0.044050069880795
AMERICAN FAMILY INSURANCE GROUP,HONEYWELL INTERNATIONAL,0.00026335855703998136,1,1,0.031082,0.0084730248066399
AMERICAN FAMILY INSURANCE GROUP,HUMANA,0.0005279324712277198,2,2,0.05791,0.0045582150857168
AMERICAN FAMILY INSURANCE GROUP,IBM,0.003030132783550616,7,7,0.040046,0.0108094719057035
AMERICAN FAMILY INSURANCE GROUP,JPMORGAN CHASE & CO.,0.0029714488217514254,2,2,0.069157,0.0214833554213704
AMERICAN FAMILY INSURANCE GROUP,KEYCORP,0.0006349794773933347,1,1,0.056202,0.0112981651434706
AMERICAN FAMILY INSURANCE GROUP,KROGER,0.008006124441940132,4,4,0.062546,0.0320009450721874
AMERICAN FAMILY INSURANCE GROUP,LABORATORY CORP. OF AMERICA,0.00024435412231549477,2,2,0.025135,0.0048608339430176
AMERICAN FAMILY INSURANCE GROUP,LIBERTY MUTUAL INSURANCE GROUP,0.002236765672954635,7,7,0.175994,0.0018156184488064
AMERICAN FAMILY INSURANCE GROUP,LINCOLN NATIONAL,0.0015903084995565905,2,2,0.054457,0.0146015066892832
AMERICAN FAMILY INSURANCE GROUP,LOCKHEED MARTIN,0.0022216496917619303,5,5,0.064832,0.0068535590195025
AMERICAN FAMILY INSURANCE GROUP,MICROSOFT,2.3809219436187442e-07,2,2,0.002739,4.3463343257005184e-05
AMERICAN FAMILY INSURANCE GROUP,MUTUAL OF OMAHA INSURANCE,0.05556754227943995,7,7,0.160729,0.0493888490915409
AMERICAN FAMILY INSURANCE GROUP,NATIONWIDE,0.019104721625942046,23,23,0.105434,0.007878294200098
AMERICAN FAMILY INSURANCE GROUP,NORTHWESTERN MUTUAL,0.16197336529734194,12,12,0.189516,0.0712223793317987
AMERICAN FAMILY INSURANCE GROUP,PG&E,7.074488755902208e-07,3,3,0.003192,7.387728441836056e-05
AMERICAN FAMILY INSURANCE GROUP,PHILLIPS 66,2.9365457586720167e-05,1,1,0.011214,0.0026186425527662
AMERICAN FAMILY INSURANCE GROUP,PNC FINANCIAL SERVICES,0.0034306551872342406,3,3,0.06584,0.0173686471609672
AMERICAN FAMILY INSURANCE GROUP,PPL,4.881869806665242e-08,2,2,0.003099,7.876524373451503e-06
AMERICAN FAMILY INSURANCE GROUP,PRINCIPAL FINANCIAL,0.0068487959301980665,6,6,0.060556,0.0188497587087381
AMERICAN FAMILY INSURANCE GROUP,PRUDENTIAL FINANCIAL,0.010111037726473426,4,4,0.121319,0.020835643482211
AMERICAN FAMILY INSURANCE GROUP,RAYTHEON,0.0004715522452545376,2,2,0.034914,0.0067530538645606
AMERICAN FAMILY INSURANCE GROUP,STATE FARM INSURANCE,0.027279719579059142,11,11,0.082184,0.0301758798207339
AMERICAN FAMILY INSURANCE GROUP,TARGET,0.004549807460625407,3,3,0.082632,0.0183536945357142
AMERICAN FAMILY INSURANCE GROUP,UNION PACIFIC,4.325551129680382e-06,6,6,0.009909,7.275458555657118e-05
AMERICAN FAMILY INSURANCE GROUP,UNITED AIRLINES HOLDINGS,0.01417408886376415,4,4,0.083061,0.0426616849777999
AMERICAN FAMILY INSURANCE GROUP,VERIZON,9.176801006463349e-09,1,1,0.000819,1.1204885233776984e-05
AMERICAN FAMILY INSURANCE GROUP,XCEL ENERGY,1.714137605778939e-09,2,2,0.000653,1.3125096522043943e-06
AMERICAN FAMILY INSURANCE GROUP,YUM BRANDS,0.0029190824834497624,3,3,0.054647,0.017805689140909
AMERIPRISE FINANCIAL,AT&T,3.5186728452319656e-05,7,7,0.049707,0.0001011261088617
AMERIPRISE FINANCIAL,BANK OF AMERICA,0.00015042257038998214,6,6,0.120718,0.0002076776321537
AMERIPRISE FINANCIAL,BERKSHIRE HATHAWAY,1.6438227740585636e-08,2,2,0.002279,3.6064562835861417e-06
AMERIPRISE FINANCIAL,BOEING,0.00022315637151412766,4,4,0.039851,0.0013999421063093
AMERIPRISE FINANCIAL,CENTENE,8.454199530511433e-05,1,1,0.018027,0.0046897429025969
AMERIPRISE FINANCIAL,CHARLES SCHWAB,0.00963344033250742,6,6,0.140499,0.0114276499387984
AMERIPRISE FINANCIAL,CHARTER COMMUNICATIONS,4.373864737575938e-05,1,1,0.017598,0.0024854328546289
AMERIPRISE FINANCIAL,CIGNA,0.0016637950224519245,4,4,0.058528,0.0071068335773131
AMERIPRISE FINANCIAL,CMS ENERGY,7.502954081367642e-09,1,1,0.003498,2.144926838584232e-06
AMERIPRISE FINANCIAL,CORNING,0.0005030034297647469,1,1,0.060009,0.0083821331761027
AMERIPRISE FINANCIAL,DTE ENERGY,3.2790093748308945e-09,1,1,0.002005,1.6354161470478278e-06
AMERIPRISE FINANCIAL,DUKE ENERGY,3.1925991158724843e-07,1,1,0.014714,2.169769685926658e-05
AMERIPRISE FINANCIAL,ECOLAB,0.0003753640471051069,2,2,0.035096,0.0053476756198015
AMERIPRISE FINANCIAL,ENTERGY,4.933941011970842e-06,4,4,0.036666,3.364111855650223e-05
AMERIPRISE FINANCIAL,EXELON,1.9974371294254383e-07,1,1,0.004767,4.190134527848622e-05
AMERIPRISE FINANCIAL,EXXONMOBIL,5.334131755051851e-06,4,4,0.024747,5.3886650453103914e-05
AMERIPRISE FINANCIAL,FACEBOOK,0.00014200489220585167,1,1,0.041336,0.0034353805933291
AMERIPRISE FINANCIAL,FOX CORP,3.019317741689537e-05,2,2,0.010464,0.0014427168108226
AMERIPRISE FINANCIAL,GENERAL ELECTRIC,2.6270780738983255e-09,1,1,0.000542,4.8470075164175755e-06
AMERIPRISE FINANCIAL,GENERAL MOTORS,0.00015517142194255184,2,2,0.018963,0.0040914259859345
AMERIPRISE FINANCIAL,HARTFORD FINANCIAL SERVICES,0.0050669123723755686,9,9,0.106135,0.005304473204855
AMERIPRISE FINANCIAL,HEWLETT PACKARD ENTERPRISE,0.00018339965256787053,1,1,0.031377,0.0058450346613083
AMERIPRISE FINANCIAL,HOME DEPOT,0.0067266798813743365,4,4,0.078631,0.0213868572235325
AMERIPRISE FINANCIAL,IBM,3.0341916932243278e-05,2,2,0.020206,0.0007508145336099
AMERIPRISE FINANCIAL,INTERNATIONAL PAPER,9.818417446348743e-05,2,2,0.014702,0.0033391434656335
AMERIPRISE FINANCIAL,JPMORGAN CHASE & CO.,0.0024844394602646994,8,8,0.114671,0.0027082255542647
AMERIPRISE FINANCIAL,LABORATORY CORP. OF AMERICA,0.0002886420882430695,3,3,0.030599,0.0031443520838706
AMERIPRISE FINANCIAL,LINCOLN NATIONAL,1.130538477340246,12,12,0.393625,0.2393433846385617
AMERIPRISE FINANCIAL,LOCKHEED MARTIN,0.00024647611608121656,1,1,0.049022,0.0050278674081273
AMERIPRISE FINANCIAL,MICROSOFT,0.00018293848286557768,2,2,0.024642,0.0037119244149334
AMERIPRISE FINANCIAL,MUTUAL OF OMAHA INSURANCE,0.032716550546087214,9,9,0.160107,0.0227046430380844
AMERIPRISE FINANCIAL,NATIONWIDE,1.9620626304480402,35,35,0.368312,0.1522050117794572
AMERIPRISE FINANCIAL,NORTHWESTERN MUTUAL,0.2996783149741862,26,26,0.270576,0.0425983421939444
AMERIPRISE FINANCIAL,PG&E,4.197678394245396e-06,3,3,0.014647,9.552987857002336e-05
AMERIPRISE FINANCIAL,PHILLIPS 66,0.0028832373719069357,4,4,0.062622,0.0115104810286598
AMERIPRISE FINANCIAL,PPG INDUSTRIES,4.2203410252529284e-05,2,2,0.009258,0.0022792941376393
AMERIPRISE FINANCIAL,PRINCIPAL FINANCIAL,0.15208189334012548,16,16,0.202644,0.0469055009462794
AMERIPRISE FINANCIAL,PRUDENTIAL FINANCIAL,0.9015661994741833,13,13,0.426269,0.162693618615003
AMERIPRISE FINANCIAL,PUBLIX SUPER MARKETS,0.12939127077599988,4,4,0.313002,0.1033469999999999
AMERIPRISE FINANCIAL,RAYTHEON,0.00046889404879662654,2,2,0.03534,0.0066340414374169
AMERIPRISE FINANCIAL,STATE FARM INSURANCE,0.00015353213199745318,5,5,0.027502,0.0011165161224453
AMERIPRISE FINANCIAL,TESLA,0.00017888509715797998,1,1,0.033451,0.0053476756198015
AMERIPRISE FINANCIAL,TIAA,0.45058298722062834,14,14,0.297618,0.1081402975867983
AMERIPRISE FINANCIAL,UNION PACIFIC,0.0012654332695734298,3,3,0.046132,0.0091435682358842
AMERIPRISE FINANCIAL,UNITED AIRLINES HOLDINGS,0.0001529885232383189,2,2,0.031898,0.0023980895861546
AMERIPRISE FINANCIAL,UNITED TECHNOLOGIES,0.0004977864034407237,2,2,0.033288,0.007476964723635
AMERIPRISE FINANCIAL,XCEL ENERGY,4.599965310200081e-06,2,2,0.009208,0.0002497809138901
AMERISOURCEBERGEN,BIOGEN,0.0011208072137877732,1,1,0.094767,0.011826977890909
AMERISOURCEBERGEN,BRISTOL-MYERS SQUIBB,0.0023355679399409274,3,3,0.065826,0.011826977890909
AMERISOURCEBERGEN,CIGNA,0.23227585577689533,3,3,0.263359,0.2939914157441557
AMERISOURCEBERGEN,CVS HEALTH,0.021569391793655836,7,7,0.260535,0.011826977890909
AMERISOURCEBERGEN,GENERAL ELECTRIC,0.0008804830230445023,1,1,0.074447,0.011826977890909
AMERISOURCEBERGEN,GILEAD SCIENCES,0.0011221081813557732,1,1,0.094877,0.011826977890909
AMERISOURCEBERGEN,HUMANA,0.0008343105013583935,1,1,0.070543,0.011826977890909
AMERISOURCEBERGEN,MAGELLAN HEALTH,0.00012956573853715537,1,1,0.040875,0.003169804000909
AMERISOURCEBERGEN,MERCK,0.0007994563975138848,1,1,0.067596,0.011826977890909
AMERISOURCEBERGEN,MUTUAL OF OMAHA INSURANCE,0.0008580708999412299,1,1,0.072552,0.011826977890909
AMERISOURCEBERGEN,RITE AID,0.02686961956781124,4,4,0.216401,0.03104146881
AMERISOURCEBERGEN,WALGREENS BOOTS ALLIANCE,0.1096684712827396,2,2,0.241817,0.2267592255357142
AMERISOURCEBERGEN,WALMART,0.0398463269733828,3,3,0.196246,0.0676809157441558
AMGEN,BIOGEN,0.14708621494910581,12,12,0.299081,0.0409828259872481
AMGEN,BLACKSTONE GROUP,0.00606723474451244,2,2,0.139062,0.0218148550449168
AMGEN,BOEING,0.0032852292784544194,3,3,0.044679,0.0245098687560481
AMGEN,BRISTOL-MYERS SQUIBB,0.10998578428462398,33,33,0.219921,0.015154999086397
AMGEN,CATERPILLAR,0.002664588141435678,3,3,0.057707,0.0153914784540043
AMGEN,CBS,2.784226634205318e-07,1,1,0.006127,4.5441923195778e-05
AMGEN,CENTENE,0.011334290338487442,5,5,0.088924,0.0254920838884608
AMGEN,CIGNA,0.03474373960522403,5,5,0.131159,0.0529795738077052
AMGEN,CVS HEALTH,0.20291246279197503,10,10,0.234914,0.0863773392781933
AMGEN,DELL TECHNOLOGIES,2.8913069751107637e-06,2,2,0.023743,6.0887566337673496e-05
AMGEN,ENTERGY,1.9257019553786232e-05,1,1,0.013617,0.0014141895831524
AMGEN,EXXONMOBIL,4.091504729160643e-06,1,1,0.008581,0.0004768097808135
AMGEN,FACEBOOK,4.092680507901245e-06,1,1,0.025415,0.000161034055003
AMGEN,GENERAL ELECTRIC,0.003491683440974625,5,5,0.101947,0.0068499974319492
AMGEN,GENERAL MOTORS,3.8412585560264086e-05,1,1,0.010936,0.0035124895355033
AMGEN,GILEAD SCIENCES,0.01621644058603777,8,8,0.208722,0.0097117461180648
AMGEN,HARTFORD FINANCIAL SERVICES,2.895047337179076e-05,2,2,0.024495,0.000590946588524
AMGEN,HCA HEALTHCARE,0.0018006635799725677,1,1,0.082543,0.0218148550449168
AMGEN,HUMANA,0.006179166672913417,6,6,0.115922,0.0088840868183109
AMGEN,IBM,0.0019011862687793057,4,4,0.056563,0.0084029589518736
AMGEN,JOHNSON & JOHNSON,0.09394725495447513,8,8,0.201221,0.058360742016536
AMGEN,LABORATORY CORP. OF AMERICA,0.0028715322995861913,3,3,0.042712,0.022410035427875
AMGEN,MAGELLAN HEALTH,0.009773312501800153,4,4,0.161038,0.0151723700334706
AMGEN,MERCK,0.049303076793584276,10,10,0.202446,0.0243536927346474
AMGEN,MICROSOFT,6.3063723576644074e-06,1,1,0.014412,0.0004375778766073
AMGEN,MOLINA HEALTHCARE,0.0005359729335713015,1,1,0.0453,0.0118316320876667
AMGEN,MUTUAL OF OMAHA INSURANCE,0.008618520789962015,5,5,0.092877,0.0185589990847293
AMGEN,NATIONWIDE,2.2760991696913237e-05,2,2,0.023868,0.0004768097808135
AMGEN,NAVISTAR INTERNATIONAL,0.00047494537526311664,1,1,0.040142,0.0118316320876667
AMGEN,PEPSICO,2.4137977902432397e-05,1,1,0.006195,0.0038963644717405
AMGEN,PPG INDUSTRIES,3.563614579539351e-05,2,2,0.033595,0.0005303787140258
AMGEN,RAYTHEON,0.0008160706239183985,1,1,0.033623,0.0242712019724117
AMGEN,UNION PACIFIC,9.26298423487194e-08,2,2,0.003614,1.2815418144537824e-05
AMGEN,WALMART,0.05789501516636205,2,2,0.165252,0.1751719046255478
APPLE,APPLIED MATERIALS,0.011908511999999982,1,1,0.165396,0.0719999999999999
APPLE,CAMPBELL SOUP,0.01837115999999996,1,1,0.408248,0.0449999999999999
APPLE,CISCO SYSTEMS,0.0057319109999999784,1,1,0.212293,0.0269999999999999
APPLE,COGNIZANT TECHNOLOGY SOLUTIONS,0.06448761599999996,1,1,0.374928,0.1719999999999999
APPLE,CUMMINS,0.010463255999999985,1,1,0.145323,0.0719999999999999
APPLE,FACEBOOK,0.011840147999999957,2,2,0.219262,0.0269999999999999
APPLE,GAP,0.01837115999999996,1,1,0.408248,0.0449999999999999
APPLE,HEWLETT PACKARD ENTERPRISE,0.027839747999999984,1,1,0.161859,0.1719999999999999
APPLE,INTEL,0.07637298799999996,1,1,0.444029,0.1719999999999999
APPLE,MICROSOFT,0.01395352799999998,1,1,0.193799,0.0719999999999999
APPLE,NIKE,0.0028723679999999893,1,1,0.106384,0.0269999999999999
APPLE,ORACLE,0.005015789999999981,1,1,0.18577,0.0269999999999999
APPLE,SALESFORCE,0.06402854799999996,1,1,0.372259,0.1719999999999999
APPLE,TEXAS INSTRUMENTS,0.054771507999999976,1,1,0.318439,0.1719999999999999
APPLE,WALT DISNEY,0.010144088999999962,1,1,0.375707,0.0269999999999999
APPLIED MATERIALS,BALL,0.0050395820821714146,2,2,0.082466,0.0305555142857142
APPLIED MATERIALS,BEST BUY,0.18321338509691423,1,1,0.829844,0.2207805142857142
APPLIED MATERIALS,BORGWARNER,0.13393647137499992,1,1,0.704095,0.1902249999999999
APPLIED MATERIALS,CATERPILLAR,0.02392133182251426,1,1,0.315666,0.0757805142857142
APPLIED MATERIALS,CHEMOURS,0.00011892131177142723,1,1,0.015664,0.0075920142857142
APPLIED MATERIALS,CHS,0.013648446433542833,1,1,0.279793,0.0487805142857142
APPLIED MATERIALS,CISCO SYSTEMS,0.11295237215314281,3,3,0.24842,0.1515610285714285
APPLIED MATERIALS,CITIGROUP,0.08782604702182854,1,1,0.397798,0.2207805142857142
APPLIED MATERIALS,COGNIZANT TECHNOLOGY SOLUTIONS,0.1462689238011428,2,2,0.37207,0.1965610285714285
APPLIED MATERIALS,COSTCO,0.0857883999999999,1,1,0.857884,0.0999999999999999
APPLIED MATERIALS,CUMMINS,0.11876488315817138,4,4,0.196194,0.1513360285714285
APPLIED MATERIALS,DEERE,0.007900300493999986,1,1,0.135402,0.0583469999999999
APPLIED MATERIALS,DELL TECHNOLOGIES,0.022933573425257103,2,2,0.235069,0.0487805142857142
APPLIED MATERIALS,FACEBOOK,0.37155122962217124,3,3,0.417622,0.2965610285714284
APPLIED MATERIALS,FIFTH THIRD BANCORP,0.015354686429999998,1,1,0.22518,0.0681885
APPLIED MATERIALS,GENERAL DYNAMICS,0.005193276319028557,2,2,0.084981,0.0305555142857142
APPLIED MATERIALS,GENERAL ELECTRIC,0.06144223473874278,3,3,0.270264,0.0757805142857142
APPLIED MATERIALS,GENWORTH FINANCIAL,0.04081018009499996,1,1,0.394885,0.1033469999999999
APPLIED MATERIALS,GOLDMAN SACHS GROUP,0.08519159999999995,1,1,0.4953,0.1719999999999999
APPLIED MATERIALS,HARTFORD FINANCIAL SERVICES,0.03307093401537142,1,1,0.149791,0.2207805142857142
APPLIED MATERIALS,HEWLETT PACKARD ENTERPRISE,0.09163976657451425,3,3,0.180151,0.1695610285714285
APPLIED MATERIALS,HUNTSMAN,0.042063504599314266,2,2,0.152168,0.1382140285714285
APPLIED MATERIALS,INTEL,0.09086849434928566,3,3,0.23595,0.1283725285714285
APPLIED MATERIALS,INTUIT,0.01064531022994284,2,2,0.110914,0.0479890285714285
APPLIED MATERIALS,JACOBS ENGINEERING GROUP,0.000179095616999998,1,1,0.02359,0.0075920142857142
APPLIED MATERIALS,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.09401908669999995,1,1,0.494252,0.1902249999999999
APPLIED MATERIALS,METLIFE,0.05245230374999995,1,1,0.58135,0.0902249999999999
APPLIED MATERIALS,MICRON TECHNOLOGY,0.12361469901235708,5,5,0.236897,0.1043615571428571
APPLIED MATERIALS,MICROSOFT,0.2039082832583999,3,3,0.345793,0.1965610285714285
APPLIED MATERIALS,NATIONWIDE,0.05513949188182855,1,1,0.249748,0.2207805142857142
APPLIED MATERIALS,NEXTERA ENERGY,0.15463352204999992,1,1,0.812898,0.1902249999999999
APPLIED MATERIALS,NORTHROP GRUMMAN,0.005624536847657127,2,2,0.092038,0.0305555142857142
APPLIED MATERIALS,ORACLE,0.2138823172758856,4,4,0.352799,0.1515610285714285
APPLIED MATERIALS,OWENS-ILLINOIS,0.0857883999999999,1,1,0.857884,0.0999999999999999
APPLIED MATERIALS,POLARIS INC,0.0023024386079999824,1,1,0.175464,0.0131219999999999
