source,target,weight,affil_norm
AMGEN,CATERPILLAR,3,0.001358695652173913
AMGEN,CBS,1,0.0004528985507246377
AMGEN,CENTENE,5,0.0022644927536231885
AMGEN,CHEVRON,1,0.0004528985507246377
AMGEN,CHS,1,0.0004528985507246377
AMGEN,CIGNA,5,0.0022644927536231885
AMGEN,CITIGROUP,2,0.0009057971014492754
AMGEN,CITIZENS FINANCIAL GROUP,1,0.0004528985507246377
AMGEN,COSTCO,1,0.0004528985507246377
AMGEN,CUMMINS,1,0.0004528985507246377
AMGEN,CVS HEALTH,10,0.004528985507246377
AMGEN,DANAHER,1,0.0004528985507246377
AMGEN,DAVITA,1,0.0004528985507246377
AMGEN,DEERE,1,0.0004528985507246377
AMGEN,DELL TECHNOLOGIES,2,0.0009057971014492754
AMGEN,DELTA AIR LINES,1,0.0004528985507246377
AMGEN,ELI LILLY,3,0.001358695652173913
AMGEN,ENTERGY,1,0.0004528985507246377
AMGEN,EXXONMOBIL,1,0.0004528985507246377
AMGEN,FACEBOOK,1,0.0004528985507246377
AMGEN,FIFTH THIRD BANCORP,1,0.0004528985507246377
AMGEN,GENERAL ELECTRIC,5,0.0022644927536231885
AMGEN,GENERAL MOTORS,1,0.0004528985507246377
AMGEN,GENWORTH FINANCIAL,1,0.0004528985507246377
AMGEN,GILEAD SCIENCES,8,0.0036231884057971015
AMGEN,GOLDMAN SACHS GROUP,1,0.0004528985507246377
AMGEN,HARTFORD FINANCIAL SERVICES,2,0.0009057971014492754
AMGEN,HCA HEALTHCARE,1,0.0004528985507246377
AMGEN,HEWLETT PACKARD ENTERPRISE,1,0.0004528985507246377
AMGEN,HILTON WORLDWIDE HOLDINGS,1,0.0004528985507246377
AMGEN,HONEYWELL INTERNATIONAL,1,0.0004528985507246377
AMGEN,HUMANA,6,0.002717391304347826
AMGEN,HUNTSMAN,2,0.0009057971014492754
AMGEN,IBM,4,0.0018115942028985507
AMGEN,IHEARTMEDIA,1,0.0004528985507246377
AMGEN,INTERNATIONAL PAPER,1,0.0004528985507246377
AMGEN,JOHNSON & JOHNSON,8,0.0036231884057971015
AMGEN,LABORATORY CORP. OF AMERICA,3,0.001358695652173913
AMGEN,LAS VEGAS SANDS,1,0.0004528985507246377
AMGEN,MAGELLAN HEALTH,4,0.0018115942028985507
AMGEN,MASSACHUSETTS MUTUAL LIFE INSURANCE,1,0.0004528985507246377
AMGEN,MCKESSON,3,0.001358695652173913
AMGEN,MERCK,10,0.004528985507246377
AMGEN,METLIFE,1,0.0004528985507246377
AMGEN,MICROSOFT,1,0.0004528985507246377
AMGEN,MOLINA HEALTHCARE,1,0.0004528985507246377
AMGEN,MUTUAL OF OMAHA INSURANCE,5,0.0022644927536231885
AMGEN,NATIONWIDE,2,0.0009057971014492754
AMGEN,NAVISTAR INTERNATIONAL,1,0.0004528985507246377
AMGEN,NEXTERA ENERGY,1,0.0004528985507246377
AMGEN,ORACLE,1,0.0004528985507246377
AMGEN,OWENS CORNING,1,0.0004528985507246377
AMGEN,OWENS-ILLINOIS,1,0.0004528985507246377
AMGEN,PEPSICO,1,0.0004528985507246377
AMGEN,PG&E,1,0.0004528985507246377
AMGEN,PPG INDUSTRIES,2,0.0009057971014492754
AMGEN,PRINCIPAL FINANCIAL,1,0.0004528985507246377
AMGEN,PRUDENTIAL FINANCIAL,1,0.0004528985507246377
AMGEN,QUEST DIAGNOSTICS,2,0.0009057971014492754
AMGEN,RAYTHEON,1,0.0004528985507246377
AMGEN,REGENERON PHARMACEUTICALS,2,0.0009057971014492754
AMGEN,RITE AID,3,0.001358695652173913
AMGEN,S&P GLOBAL,1,0.0004528985507246377
AMGEN,SOUTHWEST AIRLINES,1,0.0004528985507246377
AMGEN,UNION PACIFIC,2,0.0009057971014492754
AMGEN,UNITED AIRLINES HOLDINGS,1,0.0004528985507246377
AMGEN,UNITED PARCEL SERVICE,1,0.0004528985507246377
AMGEN,W.R. BERKLEY,1,0.0004528985507246377
AMGEN,WALGREENS BOOTS ALLIANCE,2,0.0009057971014492754
AMGEN,WALMART,2,0.0009057971014492754
AMGEN,WESCO INTERNATIONAL,1,0.0004528985507246377
AMGEN,WESTERN UNION,1,0.0004528985507246377
APPLE,APPLIED MATERIALS,1,0.0004528985507246377
APPLE,AT&T,1,0.0004528985507246377
APPLE,CAMPBELL SOUP,1,0.0004528985507246377
APPLE,CHARTER COMMUNICATIONS,1,0.0004528985507246377
APPLE,CISCO SYSTEMS,1,0.0004528985507246377
APPLE,COCA-COLA,1,0.0004528985507246377
APPLE,COGNIZANT TECHNOLOGY SOLUTIONS,1,0.0004528985507246377
APPLE,CUMMINS,1,0.0004528985507246377
APPLE,FACEBOOK,2,0.0009057971014492754
APPLE,FOX CORP,1,0.0004528985507246377
APPLE,GAP,1,0.0004528985507246377
APPLE,HEWLETT PACKARD ENTERPRISE,1,0.0004528985507246377
APPLE,IBM,2,0.0009057971014492754
APPLE,INTEL,1,0.0004528985507246377
APPLE,INTUIT,1,0.0004528985507246377
APPLE,MICRON TECHNOLOGY,1,0.0004528985507246377
APPLE,MICROSOFT,1,0.0004528985507246377
APPLE,NIKE,1,0.0004528985507246377
APPLE,ORACLE,1,0.0004528985507246377
APPLE,PRINCIPAL FINANCIAL,1,0.0004528985507246377
APPLE,SALESFORCE,1,0.0004528985507246377
APPLE,TEXAS INSTRUMENTS,1,0.0004528985507246377
APPLE,WALT DISNEY,1,0.0004528985507246377
APPLIED MATERIALS,BALL,2,0.0009057971014492754
APPLIED MATERIALS,BERKSHIRE HATHAWAY,1,0.0004528985507246377
APPLIED MATERIALS,BEST BUY,1,0.0004528985507246377
APPLIED MATERIALS,BOEING,2,0.0009057971014492754
APPLIED MATERIALS,BORGWARNER,1,0.0004528985507246377
APPLIED MATERIALS,CATERPILLAR,1,0.0004528985507246377
APPLIED MATERIALS,CHEMOURS,1,0.0004528985507246377
APPLIED MATERIALS,CHS,1,0.0004528985507246377
APPLIED MATERIALS,CISCO SYSTEMS,3,0.001358695652173913
APPLIED MATERIALS,CITIGROUP,1,0.0004528985507246377
APPLIED MATERIALS,CMS ENERGY,1,0.0004528985507246377
APPLIED MATERIALS,COGNIZANT TECHNOLOGY SOLUTIONS,2,0.0009057971014492754
APPLIED MATERIALS,CONOCOPHILLIPS,1,0.0004528985507246377
APPLIED MATERIALS,CORNING,3,0.001358695652173913
APPLIED MATERIALS,COSTCO,1,0.0004528985507246377
APPLIED MATERIALS,CUMMINS,4,0.0018115942028985507
APPLIED MATERIALS,DEERE,1,0.0004528985507246377
APPLIED MATERIALS,DELL TECHNOLOGIES,2,0.0009057971014492754
APPLIED MATERIALS,DELTA AIR LINES,2,0.0009057971014492754
APPLIED MATERIALS,DTE ENERGY,1,0.0004528985507246377
APPLIED MATERIALS,DUKE ENERGY,1,0.0004528985507246377
APPLIED MATERIALS,DUPONT DE NEMOURS,1,0.0004528985507246377
APPLIED MATERIALS,ENTERGY,1,0.0004528985507246377
APPLIED MATERIALS,EXELON,1,0.0004528985507246377
APPLIED MATERIALS,EXXONMOBIL,1,0.0004528985507246377
APPLIED MATERIALS,FACEBOOK,3,0.001358695652173913
APPLIED MATERIALS,FIFTH THIRD BANCORP,1,0.0004528985507246377
APPLIED MATERIALS,FLUOR,1,0.0004528985507246377
APPLIED MATERIALS,GENERAL DYNAMICS,2,0.0009057971014492754
APPLIED MATERIALS,GENERAL ELECTRIC,3,0.001358695652173913
APPLIED MATERIALS,GENWORTH FINANCIAL,1,0.0004528985507246377
APPLIED MATERIALS,GOLDMAN SACHS GROUP,1,0.0004528985507246377
APPLIED MATERIALS,GOODYEAR TIRE & RUBBER,1,0.0004528985507246377
APPLIED MATERIALS,HARTFORD FINANCIAL SERVICES,1,0.0004528985507246377
APPLIED MATERIALS,HEWLETT PACKARD ENTERPRISE,3,0.001358695652173913
APPLIED MATERIALS,HOLLYFRONTIER,1,0.0004528985507246377
APPLIED MATERIALS,HOME DEPOT,1,0.0004528985507246377
APPLIED MATERIALS,HONEYWELL INTERNATIONAL,3,0.001358695652173913
APPLIED MATERIALS,HUNTSMAN,2,0.0009057971014492754
APPLIED MATERIALS,IBM,7,0.003170289855072464
APPLIED MATERIALS,INTEL,3,0.001358695652173913
APPLIED MATERIALS,INTERNATIONAL PAPER,1,0.0004528985507246377
APPLIED MATERIALS,INTUIT,2,0.0009057971014492754
APPLIED MATERIALS,JACOBS ENGINEERING GROUP,1,0.0004528985507246377
APPLIED MATERIALS,LABORATORY CORP. OF AMERICA,1,0.0004528985507246377
APPLIED MATERIALS,LEIDOS HOLDINGS,1,0.0004528985507246377
APPLIED MATERIALS,LOCKHEED MARTIN,2,0.0009057971014492754
APPLIED MATERIALS,MASSACHUSETTS MUTUAL LIFE INSURANCE,1,0.0004528985507246377
APPLIED MATERIALS,METLIFE,1,0.0004528985507246377
APPLIED MATERIALS,MICRON TECHNOLOGY,5,0.0022644927536231885
APPLIED MATERIALS,MICROSOFT,3,0.001358695652173913
APPLIED MATERIALS,MOTOROLA SOLUTIONS,1,0.0004528985507246377
APPLIED MATERIALS,NATIONWIDE,1,0.0004528985507246377
APPLIED MATERIALS,NEXTERA ENERGY,1,0.0004528985507246377
APPLIED MATERIALS,NORTHROP GRUMMAN,2,0.0009057971014492754
APPLIED MATERIALS,ORACLE,4,0.0018115942028985507
APPLIED MATERIALS,OSHKOSH,1,0.0004528985507246377
APPLIED MATERIALS,OWENS-ILLINOIS,1,0.0004528985507246377
APPLIED MATERIALS,POLARIS INC,1,0.0004528985507246377
APPLIED MATERIALS,PPG INDUSTRIES,3,0.001358695652173913
APPLIED MATERIALS,PPL,1,0.0004528985507246377
APPLIED MATERIALS,PRINCIPAL FINANCIAL,2,0.0009057971014492754
APPLIED MATERIALS,PRUDENTIAL FINANCIAL,1,0.0004528985507246377
APPLIED MATERIALS,PUBLIC SERVICE ENTERPRISE GROUP,1,0.0004528985507246377
APPLIED MATERIALS,QUALCOMM,1,0.0004528985507246377
APPLIED MATERIALS,RAYTHEON,2,0.0009057971014492754
APPLIED MATERIALS,RITE AID,1,0.0004528985507246377
APPLIED MATERIALS,S&P GLOBAL,1,0.0004528985507246377
APPLIED MATERIALS,SALESFORCE,2,0.0009057971014492754
APPLIED MATERIALS,SOUTHERN,1,0.0004528985507246377
APPLIED MATERIALS,TEXAS INSTRUMENTS,4,0.0018115942028985507
APPLIED MATERIALS,TEXTRON,1,0.0004528985507246377
APPLIED MATERIALS,UNION PACIFIC,1,0.0004528985507246377
APPLIED MATERIALS,UNITED TECHNOLOGIES,1,0.0004528985507246377
APPLIED MATERIALS,W.R. BERKLEY,1,0.0004528985507246377
APPLIED MATERIALS,WESCO INTERNATIONAL,1,0.0004528985507246377
APPLIED MATERIALS,WESTERN DIGITAL,2,0.0009057971014492754
APPLIED MATERIALS,WESTERN UNION,1,0.0004528985507246377
ARAMARK,AT&T,1,0.0004528985507246377
ARAMARK,BALL,1,0.0004528985507246377
ARAMARK,BECTON DICKINSON,1,0.0004528985507246377
ARAMARK,BERKSHIRE HATHAWAY,1,0.0004528985507246377
ARAMARK,CENTENE,1,0.0004528985507246377
ARAMARK,CHEMOURS,1,0.0004528985507246377
ARAMARK,CHEVRON,1,0.0004528985507246377
ARAMARK,CIGNA,1,0.0004528985507246377
ARAMARK,CMS ENERGY,1,0.0004528985507246377
ARAMARK,COCA-COLA,1,0.0004528985507246377
ARAMARK,CONSTELLATION BRANDS,1,0.0004528985507246377
ARAMARK,DELL TECHNOLOGIES,1,0.0004528985507246377
ARAMARK,DELTA AIR LINES,1,0.0004528985507246377
ARAMARK,DTE ENERGY,1,0.0004528985507246377
ARAMARK,ELI LILLY,1,0.0004528985507246377
ARAMARK,ENTERGY,1,0.0004528985507246377
ARAMARK,EXELON,1,0.0004528985507246377
ARAMARK,EXXONMOBIL,1,0.0004528985507246377
ARAMARK,FACEBOOK,1,0.0004528985507246377
ARAMARK,GENERAL ELECTRIC,1,0.0004528985507246377
ARAMARK,IBM,1,0.0004528985507246377
ARAMARK,IHEARTMEDIA,1,0.0004528985507246377
ARAMARK,INTUIT,1,0.0004528985507246377
ARAMARK,JACOBS ENGINEERING GROUP,3,0.001358695652173913
ARAMARK,LABORATORY CORP. OF AMERICA,1,0.0004528985507246377
ARAMARK,LIVE NATION ENTERTAINMENT,1,0.0004528985507246377
ARAMARK,LOCKHEED MARTIN,1,0.0004528985507246377
ARAMARK,LUMEN TECHNOLOGIES,1,0.0004528985507246377
ARAMARK,MCKESSON,1,0.0004528985507246377
ARAMARK,MICROSOFT,1,0.0004528985507246377
ARAMARK,NATIONWIDE,1,0.0004528985507246377
ARAMARK,OWENS & MINOR,1,0.0004528985507246377
ARAMARK,PG&E,1,0.0004528985507246377
ARAMARK,POLARIS INC,1,0.0004528985507246377
ARAMARK,PPL,1,0.0004528985507246377
ARAMARK,QUEST DIAGNOSTICS,2,0.0009057971014492754
ARAMARK,SOUTHWEST AIRLINES,1,0.0004528985507246377
ARAMARK,UNION PACIFIC,1,0.0004528985507246377
ARAMARK,UNITED AIRLINES HOLDINGS,1,0.0004528985507246377
ARAMARK,VF,3,0.001358695652173913
ARAMARK,WALGREENS BOOTS ALLIANCE,1,0.0004528985507246377
ARAMARK,WEYERHAEUSER,1,0.0004528985507246377
ARAMARK,XCEL ENERGY,1,0.0004528985507246377
ARCONIC,BOEING,1,0.0004528985507246377
ARCONIC,INTERNATIONAL PAPER,2,0.0009057971014492754
ARTHUR J. GALLAGHER,BOEING,1,0.0004528985507246377
ARTHUR J. GALLAGHER,BOSTON SCIENTIFIC,1,0.0004528985507246377
ARTHUR J. GALLAGHER,DUKE ENERGY,2,0.0009057971014492754
ARTHUR J. GALLAGHER,TENNECO,1,0.0004528985507246377
ARTHUR J. GALLAGHER,XCEL ENERGY,2,0.0009057971014492754
ASSURANT,HARTFORD FINANCIAL SERVICES,3,0.001358695652173913
ASSURANT,MARSH & MCLENNAN,1,0.0004528985507246377
ASSURANT,NATIONWIDE,1,0.0004528985507246377
ASSURANT,NORTHWESTERN MUTUAL,1,0.0004528985507246377
ASSURANT,PRINCIPAL FINANCIAL,1,0.0004528985507246377
ASSURANT,PRUDENTIAL FINANCIAL,1,0.0004528985507246377
ASSURANT,VERIZON,1,0.0004528985507246377
AT&T,BANK OF AMERICA,2,0.0009057971014492754
AT&T,BAXTER INTERNATIONAL,2,0.0009057971014492754
AT&T,BERKSHIRE HATHAWAY,6,0.002717391304347826
AT&T,BEST BUY,2,0.0009057971014492754
AT&T,BLACKROCK,1,0.0004528985507246377
AT&T,BOEING,1,0.0004528985507246377
AT&T,CATERPILLAR,2,0.0009057971014492754
AT&T,CBS,6,0.002717391304347826
AT&T,CELANESE,1,0.0004528985507246377
AT&T,CENTENE,1,0.0004528985507246377
AT&T,CENTERPOINT ENERGY,1,0.0004528985507246377
AT&T,CHARTER COMMUNICATIONS,54,0.024456521739130436
AT&T,CHS,1,0.0004528985507246377
AT&T,CIGNA,3,0.001358695652173913
AT&T,CISCO SYSTEMS,7,0.003170289855072464
AT&T,CITIGROUP,1,0.0004528985507246377
AT&T,CMS ENERGY,6,0.002717391304347826
AT&T,COCA-COLA,5,0.0022644927536231885
AT&T,COMCAST,2,0.0009057971014492754
AT&T,CONOCOPHILLIPS,1,0.0004528985507246377
AT&T,CORNING,10,0.004528985507246377
AT&T,CSX,1,0.0004528985507246377
AT&T,CUMMINS,6,0.002717391304347826
AT&T,CVS HEALTH,1,0.0004528985507246377
AT&T,DELL TECHNOLOGIES,9,0.004076086956521739
AT&T,DELTA AIR LINES,1,0.0004528985507246377
AT&T,DISH NETWORK,9,0.004076086956521739
AT&T,DTE ENERGY,4,0.0018115942028985507
AT&T,DUKE ENERGY,3,0.001358695652173913
AT&T,DUPONT DE NEMOURS,1,0.0004528985507246377
AT&T,ECOLAB,2,0.0009057971014492754
AT&T,ENTERGY,6,0.002717391304347826
AT&T,EVERSOURCE ENERGY,1,0.0004528985507246377
AT&T,EXELON,5,0.0022644927536231885
AT&T,EXXONMOBIL,5,0.0022644927536231885
AT&T,FACEBOOK,4,0.0018115942028985507
AT&T,FEDEX,2,0.0009057971014492754
AT&T,FIRSTENERGY,2,0.0009057971014492754
AT&T,FOX CORP,10,0.004528985507246377
AT&T,GENERAL ELECTRIC,3,0.001358695652173913
AT&T,GENERAL MOTORS,5,0.0022644927536231885
AT&T,GENWORTH FINANCIAL,1,0.0004528985507246377
AT&T,HARTFORD FINANCIAL SERVICES,1,0.0004528985507246377
AT&T,HCA HEALTHCARE,1,0.0004528985507246377
AT&T,HEWLETT PACKARD ENTERPRISE,2,0.0009057971014492754
AT&T,HOME DEPOT,3,0.001358695652173913
AT&T,HONEYWELL INTERNATIONAL,4,0.0018115942028985507
AT&T,HP,3,0.001358695652173913
AT&T,IBM,13,0.00588768115942029
AT&T,IHEARTMEDIA,9,0.004076086956521739
AT&T,INTEL,3,0.001358695652173913
AT&T,INTERNATIONAL PAPER,2,0.0009057971014492754
AT&T,INTUIT,1,0.0004528985507246377
AT&T,JETBLUE AIRWAYS,1,0.0004528985507246377
AT&T,JPMORGAN CHASE & CO.,1,0.0004528985507246377
AT&T,KELLOGG,1,0.0004528985507246377
AT&T,KRAFT HEINZ,1,0.0004528985507246377
AT&T,KROGER,3,0.001358695652173913
AT&T,LABORATORY CORP. OF AMERICA,2,0.0009057971014492754
AT&T,LIBERTY MEDIA,2,0.0009057971014492754
AT&T,LOCKHEED MARTIN,4,0.0018115942028985507
AT&T,LOWE'S,2,0.0009057971014492754
AT&T,LUMEN TECHNOLOGIES,7,0.003170289855072464
AT&T,MARATHON PETROLEUM,1,0.0004528985507246377
AT&T,MARSH & MCLENNAN,1,0.0004528985507246377
AT&T,MCDONALD'S,2,0.0009057971014492754
AT&T,MICRON TECHNOLOGY,1,0.0004528985507246377
AT&T,MICROSOFT,19,0.008605072463768116
AT&T,MOTOROLA SOLUTIONS,3,0.001358695652173913
AT&T,MUTUAL OF OMAHA INSURANCE,2,0.0009057971014492754
AT&T,NATIONWIDE,7,0.003170289855072464
AT&T,NAVIENT,1,0.0004528985507246377
AT&T,NORTHERN TRUST,1,0.0004528985507246377
AT&T,NORTHWESTERN MUTUAL,3,0.001358695652173913
AT&T,ORACLE,8,0.0036231884057971015
AT&T,PG&E,5,0.0022644927536231885
AT&T,PHILLIPS 66,4,0.0018115942028985507
AT&T,PPG INDUSTRIES,1,0.0004528985507246377
AT&T,PPL,3,0.001358695652173913
AT&T,PRINCIPAL FINANCIAL,3,0.001358695652173913
AT&T,PUBLIC SERVICE ENTERPRISE GROUP,1,0.0004528985507246377
AT&T,QUALCOMM,1,0.0004528985507246377
AT&T,QUEST DIAGNOSTICS,1,0.0004528985507246377
AT&T,QURATE RETAIL,2,0.0009057971014492754
AT&T,RAYTHEON,2,0.0009057971014492754
AT&T,REGIONS FINANCIAL,1,0.0004528985507246377
AT&T,RITE AID,2,0.0009057971014492754
AT&T,SEMPRA ENERGY,2,0.0009057971014492754
AT&T,SOUTHERN,1,0.0004528985507246377
AT&T,SOUTHWEST AIRLINES,2,0.0009057971014492754
AT&T,STANLEY BLACK & DECKER,1,0.0004528985507246377
AT&T,SYNCHRONY FINANCIAL,2,0.0009057971014492754
AT&T,TARGET,1,0.0004528985507246377
AT&T,TESLA,1,0.0004528985507246377
AT&T,TEXAS INSTRUMENTS,2,0.0009057971014492754
AT&T,U.S. BANCORP,1,0.0004528985507246377
AT&T,UNION PACIFIC,3,0.001358695652173913
AT&T,UNITED AIRLINES HOLDINGS,3,0.001358695652173913
AT&T,UNITED TECHNOLOGIES,1,0.0004528985507246377
AT&T,VERIZON,59,0.026721014492753624
AT&T,VF,1,0.0004528985507246377
AT&T,W.R. BERKLEY,1,0.0004528985507246377
AT&T,WALMART,2,0.0009057971014492754
AT&T,WALT DISNEY,3,0.001358695652173913
AT&T,WEYERHAEUSER,1,0.0004528985507246377
AT&T,WINDSTREAM HOLDINGS,6,0.002717391304347826
AT&T,XCEL ENERGY,5,0.0022644927536231885
AT&T,YUM BRANDS,3,0.001358695652173913
BALL,BERKSHIRE HATHAWAY,7,0.003170289855072464
BALL,BLACKSTONE GROUP,2,0.0009057971014492754
BALL,BOEING,12,0.005434782608695652
BALL,BOOZ ALLEN HAMILTON,2,0.0009057971014492754
BALL,BRISTOL-MYERS SQUIBB,1,0.0004528985507246377
BALL,CATERPILLAR,2,0.0009057971014492754
BALL,CENTENE,6,0.002717391304347826
BALL,CHEVRON,1,0.0004528985507246377
BALL,CHS,1,0.0004528985507246377
BALL,CIGNA,2,0.0009057971014492754
BALL,CISCO SYSTEMS,2,0.0009057971014492754
BALL,CMS ENERGY,9,0.004076086956521739
BALL,COCA-COLA,6,0.002717391304347826
BALL,COGNIZANT TECHNOLOGY SOLUTIONS,2,0.0009057971014492754
BALL,CONOCOPHILLIPS,1,0.0004528985507246377
BALL,CONSOLIDATED EDISON,1,0.0004528985507246377
BALL,CONSTELLATION BRANDS,1,0.0004528985507246377
BALL,CORNING,6,0.002717391304347826
BALL,CSX,1,0.0004528985507246377
BALL,CUMMINS,7,0.003170289855072464
BALL,DAVITA,2,0.0009057971014492754
BALL,DELL TECHNOLOGIES,4,0.0018115942028985507
BALL,DELTA AIR LINES,8,0.0036231884057971015
BALL,DISH NETWORK,2,0.0009057971014492754
BALL,DTE ENERGY,7,0.003170289855072464
BALL,DUKE ENERGY,3,0.001358695652173913
BALL,ECOLAB,1,0.0004528985507246377
BALL,ELI LILLY,1,0.0004528985507246377
BALL,ENTERGY,5,0.0022644927536231885
BALL,EVERSOURCE ENERGY,1,0.0004528985507246377
BALL,EXELON,6,0.002717391304347826
BALL,EXXONMOBIL,7,0.003170289855072464
BALL,FACEBOOK,3,0.001358695652173913
BALL,FEDEX,2,0.0009057971014492754
BALL,FIRSTENERGY,2,0.0009057971014492754
BALL,FLUOR,3,0.001358695652173913
BALL,GENERAL DYNAMICS,8,0.0036231884057971015
BALL,GENERAL ELECTRIC,8,0.0036231884057971015
BALL,GENERAL MOTORS,2,0.0009057971014492754
BALL,GILEAD SCIENCES,3,0.001358695652173913
BALL,GOODYEAR TIRE & RUBBER,1,0.0004528985507246377
BALL,GRAPHIC PACKAGING HOLDING,5,0.0022644927536231885
BALL,HARTFORD FINANCIAL SERVICES,2,0.0009057971014492754
BALL,HCA HEALTHCARE,1,0.0004528985507246377
BALL,HEWLETT PACKARD ENTERPRISE,2,0.0009057971014492754
BALL,HOLLYFRONTIER,4,0.0018115942028985507
BALL,HONEYWELL INTERNATIONAL,2,0.0009057971014492754
BALL,HUNTSMAN,3,0.001358695652173913
BALL,IBM,9,0.004076086956521739
BALL,ILLINOIS TOOL WORKS,3,0.001358695652173913
BALL,INTERNATIONAL PAPER,4,0.0018115942028985507
BALL,JACOBS ENGINEERING GROUP,4,0.0018115942028985507
BALL,JETBLUE AIRWAYS,1,0.0004528985507246377
BALL,JPMORGAN CHASE & CO.,1,0.0004528985507246377
BALL,KEURIG DR PEPPER,2,0.0009057971014492754
BALL,KROGER,1,0.0004528985507246377
BALL,L3HARRIS TECHNOLOGIES,4,0.0018115942028985507
BALL,LABORATORY CORP. OF AMERICA,1,0.0004528985507246377
BALL,LEIDOS HOLDINGS,8,0.0036231884057971015
BALL,LIBERTY MUTUAL INSURANCE GROUP,1,0.0004528985507246377
BALL,LIVE NATION ENTERTAINMENT,1,0.0004528985507246377
BALL,LOCKHEED MARTIN,19,0.008605072463768116
BALL,LUMEN TECHNOLOGIES,1,0.0004528985507246377
BALL,MAGELLAN HEALTH,2,0.0009057971014492754
BALL,MASCO,1,0.0004528985507246377
BALL,MICRON TECHNOLOGY,2,0.0009057971014492754
BALL,MICROSOFT,1,0.0004528985507246377
BALL,MOTOROLA SOLUTIONS,4,0.0018115942028985507
BALL,MUTUAL OF OMAHA INSURANCE,2,0.0009057971014492754
BALL,NATIONWIDE,1,0.0004528985507246377
BALL,NAVISTAR INTERNATIONAL,1,0.0004528985507246377
BALL,NORTHROP GRUMMAN,14,0.006340579710144928
BALL,ORACLE,6,0.002717391304347826
BALL,OSHKOSH,1,0.0004528985507246377
BALL,PG&E,5,0.0022644927536231885
BALL,PHILLIPS 66,1,0.0004528985507246377
BALL,POLARIS INC,2,0.0009057971014492754
BALL,PPG INDUSTRIES,7,0.003170289855072464
BALL,PPL,5,0.0022644927536231885
BALL,PUBLIC SERVICE ENTERPRISE GROUP,3,0.001358695652173913
BALL,QUEST DIAGNOSTICS,1,0.0004528985507246377
BALL,RAYTHEON,11,0.004981884057971014
BALL,SOUTHERN,1,0.0004528985507246377
BALL,SOUTHWEST AIRLINES,2,0.0009057971014492754
BALL,TEXAS INSTRUMENTS,2,0.0009057971014492754
BALL,TEXTRON,4,0.0018115942028985507
BALL,THERMO FISHER SCIENTIFIC,2,0.0009057971014492754
BALL,UNION PACIFIC,6,0.002717391304347826
BALL,UNITED AIRLINES HOLDINGS,1,0.0004528985507246377
BALL,UNITED TECHNOLOGIES,7,0.003170289855072464
BALL,USAA,2,0.0009057971014492754
BALL,WALGREENS BOOTS ALLIANCE,1,0.0004528985507246377
BALL,WALMART,3,0.001358695652173913
BALL,WASTE MANAGEMENT,2,0.0009057971014492754
BALL,WESTROCK,4,0.0018115942028985507
BALL,WHIRLPOOL,1,0.0004528985507246377
BALL,XCEL ENERGY,4,0.0018115942028985507
BANK OF AMERICA,BLACKROCK,1,0.0004528985507246377
BANK OF AMERICA,BOEING,1,0.0004528985507246377
BANK OF AMERICA,CAPITAL ONE FINANCIAL,4,0.0018115942028985507
BANK OF AMERICA,CATERPILLAR,1,0.0004528985507246377
BANK OF AMERICA,CHARLES SCHWAB,2,0.0009057971014492754
BANK OF AMERICA,CHARTER COMMUNICATIONS,1,0.0004528985507246377
BANK OF AMERICA,CIGNA,1,0.0004528985507246377
BANK OF AMERICA,CITIGROUP,5,0.0022644927536231885
BANK OF AMERICA,CITIZENS FINANCIAL GROUP,1,0.0004528985507246377
BANK OF AMERICA,COCA-COLA,1,0.0004528985507246377
BANK OF AMERICA,DELL TECHNOLOGIES,1,0.0004528985507246377
BANK OF AMERICA,EBAY,1,0.0004528985507246377
BANK OF AMERICA,ENTERGY,1,0.0004528985507246377
BANK OF AMERICA,EXXONMOBIL,1,0.0004528985507246377
BANK OF AMERICA,FIFTH THIRD BANCORP,3,0.001358695652173913
BANK OF AMERICA,FORD,1,0.0004528985507246377
BANK OF AMERICA,FOX CORP,1,0.0004528985507246377
BANK OF AMERICA,HARTFORD FINANCIAL SERVICES,3,0.001358695652173913
BANK OF AMERICA,HILTON WORLDWIDE HOLDINGS,1,0.0004528985507246377
BANK OF AMERICA,HOME DEPOT,1,0.0004528985507246377
BANK OF AMERICA,IBM,3,0.001358695652173913
BANK OF AMERICA,IHEARTMEDIA,1,0.0004528985507246377
BANK OF AMERICA,INTERNATIONAL PAPER,1,0.0004528985507246377
BANK OF AMERICA,INTUIT,1,0.0004528985507246377
BANK OF AMERICA,JPMORGAN CHASE & CO.,8,0.0036231884057971015
BANK OF AMERICA,KEYCORP,4,0.0018115942028985507
BANK OF AMERICA,KROGER,2,0.0009057971014492754
BANK OF AMERICA,LIBERTY MEDIA,1,0.0004528985507246377
BANK OF AMERICA,LINCOLN NATIONAL,1,0.0004528985507246377
BANK OF AMERICA,LOCKHEED MARTIN,1,0.0004528985507246377
BANK OF AMERICA,MARRIOTT INTERNATIONAL,1,0.0004528985507246377
BANK OF AMERICA,MICROSOFT,2,0.0009057971014492754
BANK OF AMERICA,MUTUAL OF OMAHA INSURANCE,3,0.001358695652173913
BANK OF AMERICA,NATIONWIDE,4,0.0018115942028985507
BANK OF AMERICA,NCR,2,0.0009057971014492754
BANK OF AMERICA,NEW YORK LIFE INSURANCE,1,0.0004528985507246377
