firm,community,within_comm_eigenvector,z_score,participation_coeff,global_pagerank,katz_centrality,ga_role
MGM RESORTS INTERNATIONAL,1,0.086029,-0.9163,0.7582,0.002992,0.053786,non_hub_connector
HOLLYFRONTIER,0,0.085728,-0.5547,0.7643,0.002525,0.047141,non_hub_connector
REPUBLIC SERVICES,1,0.085524,-0.8557,0.5184,0.001736,0.032485,peripheral
QUANTA SERVICES,1,0.08542,-0.9426,0.7315,0.00258,0.046837,non_hub_connector
MOLSON COORS BEVERAGE,4,0.085027,-1.0745,0.7964,0.003014,0.054574,non_hub_connector
WESTERN DIGITAL,3,0.08423,-0.7056,0.7347,0.001541,0.027303,non_hub_connector
DEERE,1,0.084036,-0.9591,0.759,0.003003,0.053761,non_hub_connector
CBS,0,0.082998,-0.5684,0.7899,0.003059,0.055907,non_hub_connector
UGI,1,0.082871,-0.9678,0.4536,0.001674,0.029731,peripheral
VERIZON,3,0.082127,-0.5336,0.7879,0.002422,0.04363,non_hub_connector
ASSURANT,0,0.082088,-0.3744,0.5517,0.001638,0.025734,peripheral
HUNTINGTON INGALLS INDUSTRIES,1,0.081623,-1.1268,0.5949,0.001989,0.033944,peripheral
MOLINA HEALTHCARE,4,0.081093,-1.4262,0.1433,0.000896,0.014902,peripheral
WAYFAIR,1,0.080305,-1.1484,0.7797,0.00311,0.059534,non_hub_connector
CITIZENS FINANCIAL GROUP,0,0.080115,-0.5965,0.4446,0.001391,0.022456,peripheral
MCDONALD'S,1,0.079831,-1.1252,0.7647,0.002832,0.052399,non_hub_connector
NEWS CORP.,2,0.079777,-0.9065,0.7732,0.002001,0.038256,non_hub_connector
MUTUAL OF OMAHA INSURANCE,0,0.079618,-0.5513,0.7409,0.002142,0.036598,non_hub_connector
LUMEN TECHNOLOGIES,3,0.076153,-0.7156,0.7835,0.002274,0.040405,non_hub_connector
YUM CHINA HOLDINGS,0,0.076056,-0.7437,0.4529,0.001337,0.021839,peripheral
INTERCONTINENTAL EXCHANGE,0,0.076056,-0.7437,0.4529,0.001337,0.021839,peripheral
FIDELITY NATIONAL INFORMATION SERVICES,0,0.076025,-0.7439,0.47,0.001354,0.022079,peripheral
ALLY FINANCIAL,0,0.074711,-0.6033,0.6084,0.001686,0.025354,peripheral
HENRY SCHEIN,4,0.074688,-1.4571,0.6276,0.001163,0.019841,non_hub_connector
CSX,1,0.074039,-1.3859,0.7573,0.002537,0.04714,non_hub_connector
DEAN FOODS,4,0.07303,-1.4399,0.7666,0.001711,0.028895,non_hub_connector
COGNIZANT TECHNOLOGY SOLUTIONS,4,0.072884,-1.3428,0.7982,0.002688,0.04873,non_hub_connector
SUNTRUST BANKS,0,0.072373,-0.6751,0.3624,0.001319,0.020351,peripheral
US FOODS HOLDING,0,0.072086,-0.8837,0.7842,0.002597,0.049397,non_hub_connector
PERFORMANCE FOOD GROUP,0,0.072086,-0.8837,0.7842,0.002597,0.049397,non_hub_connector
HILTON WORLDWIDE HOLDINGS,2,0.068513,-1.2785,0.7902,0.002253,0.041604,non_hub_connector
CAESARS ENTERTAINMENT,0,0.066103,-1.1423,0.7665,0.002024,0.037052,non_hub_connector
UNITED RENTALS,0,0.065002,-1.1611,0.7817,0.002138,0.03971,non_hub_connector
BRIGHTHOUSE FINANCIAL,0,0.063803,-0.9038,0.3853,0.001266,0.01945,peripheral
SEABOARD,1,0.063109,-1.8983,0.4322,0.001302,0.0236,peripheral
FIRST AMERICAN FINANCIAL,0,0.062101,-1.0665,0.4217,0.001256,0.01928,peripheral
LIVE NATION ENTERTAINMENT,0,0.061692,-1.2292,0.7795,0.001958,0.037743,non_hub_connector
NEWMONT,1,0.059817,-1.9808,0.7162,0.001813,0.035474,non_hub_connector
AVIS BUDGET GROUP,1,0.059353,-2.0557,0.7735,0.002351,0.045554,non_hub_connector
STARBUCKS,4,0.058454,-1.7665,0.7868,0.00265,0.049724,non_hub_connector
MASTERCARD,0,0.057911,-1.1296,0.3093,0.001125,0.017498,peripheral
WALGREENS BOOTS ALLIANCE,4,0.057727,-1.8605,0.7809,0.001871,0.034796,non_hub_connector
REGIONS FINANCIAL,0,0.057194,-1.1539,0.2868,0.001106,0.017178,peripheral
JEFFERIES FINANCIAL GROUP,0,0.057194,-1.1539,0.2868,0.001106,0.017178,peripheral
CARDINAL HEALTH,1,0.056811,-2.1697,0.7243,0.001929,0.032771,non_hub_connector
FISERV,0,0.055889,-1.186,0.7308,0.001706,0.028426,non_hub_connector
U.S. BANCORP,0,0.054087,-1.1978,0.4152,0.001177,0.017909,peripheral
KEURIG DR PEPPER,1,0.053612,-2.2242,0.6717,0.001582,0.030487,non_hub_connector
IHEARTMEDIA,3,0.053388,-1.3602,0.7739,0.001297,0.023409,non_hub_connector
BROADCOM,3,0.052985,-1.4742,0.4505,0.00081,0.013976,peripheral
LAS VEGAS SANDS,4,0.0521,-1.918,0.7792,0.001827,0.03109,non_hub_connector
ACTIVISION BLIZZARD,3,0.051917,-1.5052,0.4059,0.000784,0.013578,peripheral
FREEPORT-MCMORAN,1,0.050899,-2.3494,0.5831,0.001319,0.025901,peripheral
PPL,1,0.050358,-2.4672,0.7023,0.001485,0.028323,non_hub_connector
LIBERTY MEDIA,3,0.050096,-1.4876,0.7948,0.001498,0.027289,non_hub_connector
AMERICAN FINANCIAL GROUP,0,0.05003,-1.3352,0.6102,0.001326,0.020548,peripheral
BOOKING HOLDINGS,3,0.049688,-1.5847,0.7309,0.001241,0.022664,non_hub_connector
ALTICE USA,3,0.048536,-1.3523,0.7655,0.001277,0.02178,non_hub_connector
EXPEDIA GROUP,3,0.048265,-1.7595,0.7857,0.001339,0.025393,non_hub_connector
TRAVELERS,0,0.046748,-1.4329,0.1847,0.000984,0.014913,peripheral
W.R. BERKLEY,0,0.046654,-1.4361,0.1786,0.000981,0.014863,peripheral
UNUM GROUP,0,0.046654,-1.4361,0.1786,0.000981,0.014863,peripheral
PHILIP MORRIS INTERNATIONAL,3,0.045099,-1.8535,0.7367,0.000967,0.018153,non_hub_connector
C.H. ROBINSON WORLDWIDE,1,0.044652,-2.7105,0.6941,0.00134,0.026644,non_hub_connector
ARAMARK,4,0.042012,-2.3057,0.7952,0.001644,0.028748,non_hub_connector
WELLS FARGO,0,0.041696,-1.5977,0.4485,0.001071,0.016363,peripheral
WINDSTREAM HOLDINGS,3,0.041614,-1.5519,0.7233,0.00104,0.017723,non_hub_connector
FRONTIER COMMUNICATIONS,3,0.040094,-1.4308,0.722,0.001085,0.017902,non_hub_connector
DISH NETWORK,3,0.040094,-1.4308,0.722,0.001085,0.017902,non_hub_connector
NETFLIX,3,0.038169,-1.4883,0.7223,0.001059,0.017518,non_hub_connector
FOX CORP,3,0.035759,-1.6433,0.768,0.001216,0.018641,non_hub_connector
VOYA FINANCIAL,0,0.035402,-2.0552,0.46,0.000817,0.014908,peripheral
DISCOVER FINANCIAL SERVICES,0,0.033879,-1.9333,0.6982,0.00123,0.020685,non_hub_connector
NETAPP,3,0.029772,-2.1778,0.672,0.000702,0.012522,non_hub_connector
UNITED NATURAL FOODS,0,0.027126,-2.2609,0.6683,0.00089,0.015795,non_hub_connector
CAMPBELL SOUP,2,0.026368,-2.4212,0.7069,0.000863,0.015752,non_hub_connector
XPO LOGISTICS,2,0.022938,-2.5391,0.7949,0.001064,0.020812,non_hub_connector
ENERGY TRANSFER,2,0.013308,-2.6372,0.6102,0.000755,0.012504,peripheral
MURPHY USA,2,0.013055,-2.6446,0.6021,0.000742,0.012291,peripheral
PBF ENERGY,2,0.013055,-2.6446,0.6021,0.000742,0.012291,peripheral
CLOROX,2,0.010451,-2.8056,0.536,0.000627,0.011063,peripheral
COLGATE-PALMOLIVE,2,0.010451,-2.8056,0.536,0.000627,0.011063,peripheral
NVR,0,0.00831,-2.7823,0.2757,0.000526,0.009885,peripheral
WYNN RESORTS,4,0.001777,-3.3839,0.7346,0.000495,0.009392,non_hub_connector
