0.0	0.0	42.0	1.0	16.0	54.0	14.0	5.0	0.0	38.0	0.0	0.0	57.0	11.0	46.0	4.0	28.0	139.0	7.0	0.0	4.0	7.0	0.0	25.0	0.0	64.0	4.0	22.0	87.0	0.0	73.0	16.0	48.0	0.0	31.0	12.0	125.0	132.0	15.0	19.0	0.0	15.0	64.0	44.0	49.0	0.0	0.0	131.0	20.0	7.0	8.0	8.0	7.0	20.0	8.0	2.0	0.0	17.0	21.0	47.0	18.0	0.0	21.0	11.0	0.0	12.0	28.0	14.0	0.0	0.0	28.0	9.0	104.0	21.0	12.0	4.0	52.0	0.0	0.0	8.0	7.0	0.0	4.0	41.0	
0.0	0.0	6.0	0.0	9.0	25.0	2.0	2.0	0.0	4.0	36.0	4.0	33.0	6.0	13.0	6.0	33.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	2.0	18.0	0.0	0.0	7.0	11.0	0.0	0.0	3.0	70.0	0.0	0.0	0.0	0.0	31.0	42.0	14.0	48.0	0.0	0.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0	5.0	0.0	2.0	0.0	6.0	0.0	0.0	13.0	0.0	6.0	4.0	4.0	0.0	35.0	0.0	4.0	1.0	0.0	4.0	4.0	16.0	
42.0	6.0	0.0	1.0	28.0	105.0	31.0	22.0	1.0	59.0	13.0	16.0	284.0	20.0	137.0	12.0	120.0	23.0	13.0	28.0	23.0	22.0	0.0	40.0	1.0	132.0	38.0	61.0	222.0	0.0	51.0	71.0	132.0	3.0	95.0	61.0	437.0	69.0	0.0	59.0	1.0	171.0	470.0	135.0	183.0	0.0	0.0	57.0	18.0	19.0	42.0	51.0	52.0	30.0	17.0	22.0	12.0	62.0	53.0	38.0	60.0	33.0	17.0	44.0	0.0	42.0	46.0	58.0	5.0	0.0	49.0	19.0	208.0	42.0	37.0	6.0	373.0	0.0	10.0	15.0	24.0	4.0	9.0	117.0	
1.0	0.0	1.0	0.0	0.0	6.0	1.0	1.0	0.0	287.0	2.0	0.0	25.0	1.0	1.0	50.0	0.0	3.0	0.0	6.0	0.0	3.0	0.0	41.0	0.0	1.0	0.0	1.0	6.0	0.0	3.0	1.0	9.0	0.0	1.0	0.0	1.0	8.0	0.0	40.0	0.0	8.0	0.0	62.0	9.0	0.0	0.0	67.0	2.0	0.0	0.0	15.0	0.0	3.0	0.0	2.0	0.0	1.0	4.0	207.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	5.0	5.0	5.0	9.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	
16.0	9.0	28.0	0.0	0.0	181.0	33.0	60.0	9.0	271.0	116.0	48.0	689.0	30.0	55.0	52.0	239.0	37.0	41.0	145.0	348.0	77.0	25.0	144.0	9.0	217.0	56.0	36.0	263.0	0.0	97.0	22.0	143.0	32.0	18.0	102.0	307.0	150.0	0.0	122.0	9.0	275.0	226.0	241.0	271.0	8.0	0.0	308.0	92.0	35.0	162.0	137.0	188.0	131.0	66.0	16.0	0.0	88.0	36.0	164.0	88.0	12.0	249.0	33.0	0.0	162.0	185.0	26.0	45.0	0.0	33.0	43.0	113.0	111.0	54.0	23.0	705.0	0.0	165.0	99.0	4.0	6.0	61.0	103.0	
54.0	25.0	105.0	6.0	181.0	0.0	45.0	71.0	15.0	300.0	44.0	40.0	762.0	61.0	113.0	62.0	293.0	133.0	41.0	139.0	214.0	56.0	0.0	240.0	15.0	282.0	113.0	58.0	318.0	18.0	66.0	27.0	108.0	46.0	39.0	72.0	511.0	113.0	97.0	151.0	8.0	284.0	409.0	255.0	601.0	7.0	28.0	262.0	87.0	80.0	279.0	192.0	153.0	90.0	76.0	42.0	0.0	97.0	49.0	173.0	75.0	26.0	105.0	54.0	0.0	100.0	160.0	40.0	40.0	0.0	56.0	64.0	135.0	144.0	49.0	18.0	566.0	48.0	146.0	117.0	16.0	4.0	145.0	143.0	
14.0	2.0	31.0	1.0	33.0	45.0	0.0	19.0	5.0	106.0	2.0	18.0	172.0	13.0	550.0	9.0	59.0	25.0	81.0	43.0	20.0	40.0	0.0	46.0	5.0	73.0	28.0	402.0	368.0	0.0	44.0	28.0	101.0	9.0	396.0	77.0	56.0	53.0	3.0	150.0	2.0	54.0	86.0	101.0	18.0	3.0	12.0	74.0	12.0	18.0	65.0	52.0	45.0	35.0	30.0	22.0	12.0	87.0	29.0	60.0	32.0	0.0	37.0	123.0	0.0	35.0	58.0	15.0	10.0	0.0	4.0	20.0	68.0	44.0	37.0	7.0	224.0	0.0	41.0	15.0	4.0	0.0	27.0	578.0	
5.0	2.0	22.0	1.0	60.0	71.0	19.0	0.0	6.0	127.0	5.0	46.0	356.0	67.0	34.0	19.0	111.0	26.0	19.0	204.0	11.0	39.0	0.0	89.0	5.0	138.0	150.0	25.0	109.0	0.0	99.0	4.0	121.0	70.0	28.0	116.0	128.0	76.0	0.0	111.0	5.0	183.0	55.0	109.0	77.0	0.0	0.0	163.0	107.0	60.0	160.0	103.0	81.0	70.0	41.0	96.0	0.0	63.0	20.0	99.0	114.0	2.0	995.0	20.0	49.0	72.0	100.0	16.0	35.0	0.0	12.0	671.0	123.0	66.0	52.0	114.0	212.0	6.0	56.0	35.0	1.0	2.0	89.0	78.0	
0.0	0.0	1.0	0.0	9.0	15.0	5.0	6.0	0.0	596.0	0.0	5.0	17.0	1.0	6.0	129.0	20.0	8.0	5.0	21.0	7.0	6.0	0.0	188.0	2.0	22.0	7.0	5.0	18.0	0.0	8.0	0.0	5.0	4.0	3.0	8.0	11.0	179.0	1.0	12.0	1.0	10.0	9.0	189.0	3.0	1.0	4.0	231.0	5.0	5.0	15.0	13.0	19.0	11.0	9.0	4.0	0.0	12.0	4.0	434.0	6.0	0.0	12.0	5.0	0.0	10.0	17.0	1.0	5.0	0.0	1.0	4.0	4.0	34.0	6.0	2.0	44.0	0.0	40.0	6.0	0.0	0.0	10.0	11.0	
38.0	4.0	59.0	287.0	271.0	300.0	106.0	127.0	596.0	0.0	11.0	104.0	349.0	53.0	127.0	1303.0	341.0	101.0	114.0	235.0	73.0	148.0	10.0	1399.0	21.0	437.0	117.0	106.0	465.0	0.0	172.0	9.0	193.0	49.0	113.0	192.0	402.0	868.0	8.0	563.0	13.0	274.0	238.0	2016.0	224.0	8.0	32.0	2494.0	97.0	73.0	339.0	674.0	255.0	267.0	148.0	80.0	4.0	212.0	66.0	4659.0	127.0	0.0	308.0	81.0	0.0	284.0	326.0	37.0	65.0	0.0	21.0	102.0	219.0	563.0	154.0	44.0	896.0	0.0	385.0	249.0	7.0	0.0	113.0	192.0	
