company,rank,bill_number,total_amount,budget_fraction
ABBOTT LABORATORIES,18,S.1827,7272.73,0.001124
ABBOTT LABORATORIES,19,H.J.RES.123,7272.73,0.001124
ABBOTT LABORATORIES,20,H.R.3921,7272.73,0.001124
ABBOTT LABORATORIES,21,H.RES.553,7272.73,0.001124
ABBOTT LABORATORIES,22,H.R.1370,7272.73,0.001124
ABBOTT LABORATORIES,23,H.R.244,7272.73,0.001124
ABBOTT LABORATORIES,24,H.R.2430,7272.73,0.001124
ABBOTT LABORATORIES,25,H.R.184,7272.73,0.001124
ABBOTT LABORATORIES,26,S.CON.RES.25,7272.73,0.001124
ABBVIE,1,S.124,485482.27,0.041177
ABBVIE,2,S.1390,378525.74,0.032106
ABBVIE,3,H.R.849,294527.3,0.024981
ABBVIE,4,H.R.749,294527.3,0.024981
ABBVIE,5,H.J.RES.51,294527.3,0.024981
ABBVIE,6,H.R.1231,294527.3,0.024981
ABBVIE,7,H.R.1245,294527.3,0.024981
ABBVIE,8,S.J.RES.16,294527.3,0.024981
ABBVIE,9,H.R.1776,294527.3,0.024981
ABBVIE,10,S.41,294527.3,0.024981
ABBVIE,11,S.469,294527.3,0.024981
ABBVIE,12,S.771,294527.3,0.024981
ABBVIE,13,H.R.242,294527.3,0.024981
ABBVIE,14,S.260,294527.3,0.024981
ABBVIE,15,S.251,294527.3,0.024981
ABBVIE,16,H.R.5340,284180.78,0.024104
ABBVIE,17,S.2312,284180.78,0.024104
ABBVIE,18,S.2453,284180.78,0.024104
ABBVIE,19,H.R.4710,284180.78,0.024104
ABBVIE,20,S.1131,221431.16,0.018781
ABBVIE,21,H.R.4117,221431.16,0.018781
ABBVIE,22,S.204,205173.13,0.017402
ABBVIE,23,S.456,201301.49,0.017074
ABBVIE,24,H.R.1480,201301.49,0.017074
ABBVIE,25,H.R.1628,201301.49,0.017074
ABBVIE,26,S.92,201301.49,0.017074
ABBVIE,27,S.64,201301.49,0.017074
ABBVIE,28,H.R.5598,190954.97,0.016196
ABBVIE,29,S.1348,190954.97,0.016196
ABBVIE,30,S.637,190954.97,0.016196
ADOBE,1,H.R.2227,860000.0,0.573333
ADOBE,2,H.R.2331,280000.0,0.186667
ADOBE,3,H.R.5759,180000.0,0.12
ADOBE,4,S.3050,180000.0,0.12
ADVANCED MICRO DEVICES,1,H.R.589,446994.95,0.154136
ADVANCED MICRO DEVICES,2,S.1460,316994.95,0.109309
ADVANCED MICRO DEVICES,3,H.R.3174,224494.95,0.077412
ADVANCED MICRO DEVICES,4,H.R.4311,224494.95,0.077412
ADVANCED MICRO DEVICES,5,H.R.4508,224494.95,0.077412
ADVANCED MICRO DEVICES,6,S.1518,224494.95,0.077412
ADVANCED MICRO DEVICES,7,S.2098,224494.95,0.077412
ADVANCED MICRO DEVICES,8,H.R.5040,212272.73,0.073197
ADVANCED MICRO DEVICES,9,S.2344,212272.73,0.073197
ADVANCED MICRO DEVICES,10,H.R.5841,177272.73,0.061129
ADVANCED MICRO DEVICES,11,S.2987,167272.73,0.05768
ADVANCED MICRO DEVICES,12,H.R.1303,104722.22,0.036111
ADVANCED MICRO DEVICES,13,S.180,104722.22,0.036111
AECOM,1,H.R.3219,377777.78,0.089099
AECOM,2,H.R.3266,377777.78,0.089099
AECOM,3,H.R.1892,310000.0,0.073113
AECOM,4,H.R.3353,171111.11,0.040356
AECOM,5,S.1655,171111.11,0.040356
AECOM,6,S.1609,171111.11,0.040356
AECOM,7,H.R.6127,168545.45,0.039751
AECOM,8,H.R.5895,168545.45,0.039751
AECOM,9,S.2975,168545.45,0.039751
AECOM,10,H.R.6157,168545.45,0.039751
AECOM,11,S.3159,168545.45,0.039751
AECOM,12,H.R.6072,121212.12,0.028588
AECOM,13,H.R.6776,121212.12,0.028588
AECOM,14,S.3023,121212.12,0.028588
AECOM,15,S.3109,121212.12,0.028588
AECOM,16,H.R.1370,67777.78,0.015985
AECOM,17,H.R.4667,67777.78,0.015985
AECOM,18,H.R.4460,66666.67,0.015723
AECOM,19,H.R.3053,66666.67,0.015723
AECOM,20,S.3021,66666.67,0.015723
AECOM,21,S.3041,66666.67,0.015723
AECOM,22,H.J.RES.143,66666.67,0.015723
AECOM,23,H.R.5515,54545.45,0.012864
AECOM,24,S.297,54545.45,0.012864
AES,1,H.R.4067,230000.0,0.227723
AES,2,H.R.4667,156666.67,0.155116
AES,3,H.R.1669,145000.0,0.143564
AES,4,H.R.1670,145000.0,0.143564
AES,5,H.R.302,26666.67,0.026403
AES,6,H.R.3359,23333.33,0.023102
AES,7,H.R.5239,23333.33,0.023102
AES,8,H.CON.RES.71,5000.0,0.00495
AES,9,H.R.2266,5000.0,0.00495
AES,10,H.R.2930,5000.0,0.00495
AES,11,H.R.2997,5000.0,0.00495
AES,12,S.1272,5000.0,0.00495
AES,13,S.1405,5000.0,0.00495
AFLAC,1,H.R.5138,1080000.0,0.568421
AFLAC,2,S.1716,820000.0,0.431579
AIG,1,S.563,180649.9,0.066907
AIG,2,H.R.1422,180649.9,0.066907
AIG,3,S.3471,165094.34,0.061146
AIG,4,H.R.2874,141649.9,0.052463
AIG,5,H.R.6396,140697.75,0.05211
AIG,6,H.R.3388,119649.9,0.044315
AIG,7,S.1885,119649.9,0.044315
AIG,8,S.1405,115334.11,0.042716
AIG,9,H.R.2997,115334.11,0.042716
AIG,10,H.R.3857,104094.34,0.038553
AIG,11,H.R.3861,94265.28,0.034913
AIG,12,H.R.4537,94265.28,0.034913
AIG,13,S.223,86142.19,0.031905
AIG,14,H.R.4604,69598.62,0.025777
AIG,15,H.R.5282,69598.62,0.025777
AIG,16,S.2526,69598.62,0.025777
AIG,17,H.R.854,54043.06,0.020016
AIG,18,S.2155,54043.06,0.020016
AIG,19,H.R.3110,47384.62,0.01755
AIG,20,S.1463,47384.62,0.01755
AIG,21,H.R.3808,40222.22,0.014897
AIG,22,S.3079,39952.15,0.014797
AIG,23,H.R.6619,39952.15,0.014797
AIG,24,H.R.6743,39952.15,0.014797
AIG,25,H.R.6757,39952.15,0.014797
AIG,26,H.R.2,39952.15,0.014797
AIG,27,S.J.RES.32,39000.0,0.014444
AIG,28,H.R.1393,39000.0,0.014444
AIG,29,H.R.5983,39000.0,0.014444
AIG,30,S.2216,39000.0,0.014444
AIR PRODUCTS & CHEMICALS,1,H.R.3279,90000.0,0.5
AIR PRODUCTS & CHEMICALS,2,H.R.244,30000.0,0.166667
AIR PRODUCTS & CHEMICALS,3,H.R.5895,25000.0,0.138889
AIR PRODUCTS & CHEMICALS,4,S.2975,25000.0,0.138889
AIR PRODUCTS & CHEMICALS,5,S.1572,10000.0,0.055556
AK STEEL HOLDING,1,H.R.71,311520.83,0.194457
AK STEEL HOLDING,2,H.R.2353,242187.5,0.151178
AK STEEL HOLDING,3,H.R.806,131041.67,0.081799
AK STEEL HOLDING,4,H.J.RES.83,109583.33,0.068404
AK STEEL HOLDING,5,S.J.RES.27,109583.33,0.068404
AK STEEL HOLDING,6,H.R.4311,91270.83,0.056973
AK STEEL HOLDING,7,H.R.3596,91270.83,0.056973
AK STEEL HOLDING,8,S.1983,91270.83,0.056973
AK STEEL HOLDING,9,S.2098,91270.83,0.056973
AK STEEL HOLDING,10,H.R.6031,32895.83,0.020534
AK STEEL HOLDING,11,H.R.6337,32895.83,0.020534
AK STEEL HOLDING,12,S.2835,32895.83,0.020534
AK STEEL HOLDING,13,S.3013,32895.83,0.020534
AK STEEL HOLDING,14,H.R.8,32895.83,0.020534
AK STEEL HOLDING,15,H.R.5281,19312.5,0.012055
AK STEEL HOLDING,16,H.R.1154,19312.5,0.012055
AK STEEL HOLDING,17,S.168,19312.5,0.012055
AK STEEL HOLDING,18,S.3329,19312.5,0.012055
ALASKA AIR GROUP,1,S.1405,259886.36,0.125549
ALASKA AIR GROUP,2,H.R.2997,259886.36,0.125549
ALASKA AIR GROUP,3,S.1655,231250.0,0.111715
ALASKA AIR GROUP,4,S.1605,164886.36,0.079655
ALASKA AIR GROUP,5,S.1872,143636.36,0.06939
ALASKA AIR GROUP,6,S.1037,94886.36,0.045839
ALASKA AIR GROUP,7,H.R.3353,66250.0,0.032005
ALASKA AIR GROUP,8,H.R.5701,48636.36,0.023496
ALASKA AIR GROUP,9,S.2506,48636.36,0.023496
ALASKA AIR GROUP,10,S.5857,48636.36,0.023496
ALASKA AIR GROUP,11,H.R.5004,48636.36,0.023496
ALASKA AIR GROUP,12,H.R.4,48636.36,0.023496
ALASKA AIR GROUP,13,S.2792,48636.36,0.023496
ALASKA AIR GROUP,14,H.R.4508,46250.0,0.022343
ALASKA AIR GROUP,15,H.R.6072,35454.55,0.017128
ALASKA AIR GROUP,16,S.3023,35454.55,0.017128
ALASKA AIR GROUP,17,S.3418,28636.36,0.013834
ALASKA AIR GROUP,18,H.R.876,28636.36,0.013834
ALASKA AIR GROUP,19,H.RES.528,28636.36,0.013834
ALASKA AIR GROUP,20,H.RES.1082,28636.36,0.013834
ALASKA AIR GROUP,21,H.R.6897,28636.36,0.013834
ALASKA AIR GROUP,22,H.R.665,28636.36,0.013834
ALASKA AIR GROUP,23,H.R.3823,28636.36,0.013834
ALASKA AIR GROUP,24,H.R.302,28636.36,0.013834
ALASKA AIR GROUP,25,H.R.2514,28636.36,0.013834
ALASKA AIR GROUP,26,H.R.244,20000.0,0.009662
ALASKA AIR GROUP,27,S.1006,13181.82,0.006368
ALASKA AIR GROUP,28,H.R.2282,13181.82,0.006368
ALLSTATE,1,S.812,121143.19,0.027722
ALLSTATE,2,H.R.1558,121143.19,0.027722
ALLSTATE,3,S.540,121143.19,0.027722
ALLSTATE,4,H.R.985,121143.19,0.027722
ALLSTATE,5,S.563,121143.19,0.027722
ALLSTATE,6,H.R.355,121143.19,0.027722
ALLSTATE,7,H.R.1879,121143.19,0.027722
ALLSTATE,8,S.387,121143.19,0.027722
ALLSTATE,9,H.R.1423,121143.19,0.027722
ALLSTATE,10,H.R.1422,121143.19,0.027722
ALLSTATE,11,H.R.1393,121143.19,0.027722
ALLSTATE,12,H.R.1018,121143.19,0.027722
ALLSTATE,13,H.R.1526,84030.55,0.019229
ALLSTATE,14,S.631,84030.55,0.019229
ALLSTATE,15,S.1272,78643.19,0.017996
ALLSTATE,16,S.1058,78643.19,0.017996
ALLSTATE,17,H.R.938,78643.19,0.017996
ALLSTATE,18,S.1368,78643.19,0.017996
ALLSTATE,19,S.1445,78643.19,0.017996
ALLSTATE,20,S.1313,78643.19,0.017996
ALLSTATE,21,S.1321,78643.19,0.017996
ALLSTATE,22,H.R.2246,78643.19,0.017996
ALLSTATE,23,H.R.2565,78643.19,0.017996
ALLSTATE,24,H.R.2823,78643.19,0.017996
ALLSTATE,25,H.R.2874,78643.19,0.017996
ALLSTATE,26,H.R.2875,78643.19,0.017996
ALLSTATE,27,S.1405,66379.04,0.01519
ALLSTATE,28,H.R.3388,55884.57,0.012788
ALLSTATE,29,S.1816,55884.57,0.012788
ALLSTATE,30,H.R.2801,55884.57,0.012788
ALLY FINANCIAL,1,S.2155,1110000.0,1.0
ALPHABET,1,H.R.387,3002544.87,0.099225
ALPHABET,2,S.1654,3002544.87,0.099225
ALPHABET,3,S.1885,2652961.54,0.087672
ALPHABET,4,H.R.3388,2602961.54,0.08602
ALPHABET,5,H.R.3718,1830044.87,0.060477
ALPHABET,6,S.1693,1830044.87,0.060477
ALPHABET,7,S.1671,1830044.87,0.060477
ALPHABET,8,H.R.1865,1830044.87,0.060477
ALPHABET,9,S.1405,1620961.54,0.053568
ALPHABET,10,H.R.4,1620961.54,0.053568
ALPHABET,11,S.2823,1172500.0,0.038748
ALPHABET,12,H.R.5447,1172500.0,0.038748
ALPHABET,13,H.R.1110,963250.0,0.031832
ALPHABET,14,S.406,963250.0,0.031832
ALPHABET,15,H.R.4706,866794.87,0.028645
ALPHABET,16,S.2334,866794.87,0.028645
ALPHABET,17,H.R.302,550000.0,0.018176
ALPHABET,18,H.R.6227,490000.0,0.016193
ALPHABET,19,H.R.5515,448461.54,0.01482
ALPHABET,20,H.R.3301,418333.33,0.013825
ALPHABET,21,S.2393,418333.33,0.013825
ALPHABET,22,H.R.6,20000.0,0.000661
ALPHABET,23,S.3023,20000.0,0.000661
ALPHABET,24,S.3120,20000.0,0.000661
ALPHABET,25,H.R.6072,20000.0,0.000661
ALTRIA GROUP,1,S.294,3042455.99,0.147979
ALTRIA GROUP,2,H.R.564,3042455.99,0.147979
ALTRIA GROUP,3,H.R.1136,3042455.99,0.147979
ALTRIA GROUP,4,H.R.729,3042455.99,0.147979
ALTRIA GROUP,5,H.R.747,1016090.91,0.049421
ALTRIA GROUP,6,S.1837,833233.77,0.040527
ALTRIA GROUP,7,H.R.3354,833233.77,0.040527
ALTRIA GROUP,8,H.R.3487,742000.0,0.036089
ALTRIA GROUP,9,H.R.5961,570222.22,0.027735
ALTRIA GROUP,10,S.2976,570222.22,0.027735
ALTRIA GROUP,11,H.R.4273,570222.22,0.027735
ALTRIA GROUP,12,S.2100,570222.22,0.027735
ALTRIA GROUP,13,H.CON.RES.71,506090.91,0.024615
ALTRIA GROUP,14,H.R.3268,506090.91,0.024615
ALTRIA GROUP,15,S.CON.RES.25,506090.91,0.024615
ALTRIA GROUP,16,H.R.88,352222.22,0.017131
ALTRIA GROUP,17,H.R.2,218000.0,0.010603
AMAZON,1,H.R.756,1316918.27,0.048721
AMAZON,2,H.R.135,1316918.27,0.048721
AMAZON,3,S.88,1111417.11,0.041118
AMAZON,4,S.19,1111417.11,0.041118
AMAZON,5,H.R.1770,995750.44,0.036839
AMAZON,6,S.760,995750.44,0.036839
AMAZON,7,H.R.2227,954418.27,0.03531
AMAZON,8,S.1405,841994.03,0.03115
AMAZON,9,H.R.2997,841994.03,0.03115
AMAZON,10,H.R.5465,751506.41,0.027803
AMAZON,11,H.R.3388,707495.2,0.026174
AMAZON,12,S.1885,707495.2,0.026174
AMAZON,13,S.1291,707495.2,0.026174
AMAZON,14,S.976,707495.2,0.026174
AMAZON,15,H.R.2193,707495.2,0.026174
AMAZON,16,H.R.3267,595070.95,0.022015
AMAZON,17,S.1519,595070.95,0.022015
AMAZON,18,S.1691,565411.86,0.020918
AMAZON,19,H.R.392,565411.86,0.020918
AMAZON,20,H.R.2520,516698.72,0.019116
AMAZON,21,H.R.4706,452987.62,0.016759
AMAZON,22,H.R.3945,437719.56,0.016194
AMAZON,23,H.R.4943,437719.56,0.016194
AMAZON,24,S.2629,437719.56,0.016194
AMAZON,25,H.R.10,389006.41,0.014392
AMAZON,26,S.1655,386327.37,0.014293
AMAZON,27,S.1693,386327.37,0.014293
AMAZON,28,H.R.3354,386327.37,0.014293
AMAZON,29,H.R.5587,362500.0,0.013411
AMAZON,30,S.2334,325295.31,0.012035
AMEREN,1,H.R.1686,336845.24,0.120302
AMEREN,2,H.R.3053,336845.24,0.120302
AMEREN,3,H.R.806,115892.86,0.04139
AMEREN,4,H.R.1393,115892.86,0.04139
AMEREN,5,S.263,115892.86,0.04139
AMEREN,6,H.R.4,115416.67,0.04122
AMEREN,7,H.R.3358,99285.71,0.035459
AMEREN,8,S.1771,99285.71,0.035459
AMEREN,9,H.R.2997,91428.57,0.032653
AMEREN,10,H.R.2392,81666.67,0.029167
AMEREN,11,H.R.1892,75000.0,0.026786
AMEREN,12,S.2392,75000.0,0.026786
AMEREN,13,H.R.4476,75000.0,0.026786
AMEREN,14,H.R.5926,68750.0,0.024554
AMEREN,15,S.3376,68750.0,0.024554
AMEREN,16,S.3040,68750.0,0.024554
AMEREN,17,S.540,68750.0,0.024554
AMEREN,18,H.R.238,68750.0,0.024554
AMEREN,19,H.R.3043,55000.0,0.019643
AMEREN,20,H.R.1873,47142.86,0.016837
AMEREN,21,H.R.8,46666.67,0.016667
AMEREN,22,H.R.5175,46666.67,0.016667
AMEREN,23,S.1405,44285.71,0.015816
AMEREN,24,S.1860,44285.71,0.015816
AMEREN,25,H.R.6157,35000.0,0.0125
AMEREN,26,S.186,35000.0,0.0125
AMEREN,27,S.3157,35000.0,0.0125
AMEREN,28,H.R.1109,35000.0,0.0125
AMEREN,29,H.R.7289,33750.0,0.012054
AMEREN,30,H.R.1320,33750.0,0.012054
AMERICAN AIRLINES GROUP,1,H.R.911,497832.84,0.040073
AMERICAN AIRLINES GROUP,2,H.R.876,447118.55,0.035991
AMERICAN AIRLINES GROUP,3,H.R.1309,443669.24,0.035714
AMERICAN AIRLINES GROUP,4,S.596,415982.19,0.033485
AMERICAN AIRLINES GROUP,5,H.R.1467,415982.19,0.033485
AMERICAN AIRLINES GROUP,6,H.R.1370,361818.59,0.029125
AMERICAN AIRLINES GROUP,7,S.320,361818.59,0.029125
AMERICAN AIRLINES GROUP,8,H.R.1420,361818.59,0.029125
AMERICAN AIRLINES GROUP,9,S.471,335434.78,0.027001
AMERICAN AIRLINES GROUP,10,S.679,305000.0,0.024551
AMERICAN AIRLINES GROUP,11,H.R.655,305000.0,0.024551
AMERICAN AIRLINES GROUP,12,H.R.1386,305000.0,0.024551
AMERICAN AIRLINES GROUP,13,H.R.2539,192832.84,0.015522
AMERICAN AIRLINES GROUP,14,S.1605,192832.84,0.015522
AMERICAN AIRLINES GROUP,15,H.R.3328,192832.84,0.015522
AMERICAN AIRLINES GROUP,16,S.1733,192832.84,0.015522
AMERICAN AIRLINES GROUP,17,S.1872,192832.84,0.015522
AMERICAN AIRLINES GROUP,18,S.1037,192832.84,0.015522
AMERICAN AIRLINES GROUP,19,H.R.2997,169104.03,0.013612
AMERICAN AIRLINES GROUP,20,S.2023,163792.02,0.013185
AMERICAN AIRLINES GROUP,21,H.R.4467,163792.02,0.013185
AMERICAN AIRLINES GROUP,22,H.R.4445,163792.02,0.013185
AMERICAN AIRLINES GROUP,23,H.R.2485,142118.55,0.01144
AMERICAN AIRLINES GROUP,24,H.R.3355,138669.24,0.011162
AMERICAN AIRLINES GROUP,25,H.R.244,138669.24,0.011162
AMERICAN AIRLINES GROUP,26,H.R.2928,138669.24,0.011162
AMERICAN AIRLINES GROUP,27,S.1655,138669.24,0.011162
AMERICAN AIRLINES GROUP,28,S.1405,138669.24,0.011162
AMERICAN AIRLINES GROUP,29,S.2506,136014.25,0.010949
AMERICAN AIRLINES GROUP,30,H.R.1265,136014.25,0.010949
AMERICAN ELECTRIC POWER,1,S.79,525501.44,0.040118
AMERICAN ELECTRIC POWER,2,H.R.5239,453110.92,0.034591
AMERICAN ELECTRIC POWER,3,H.R.4476,453110.92,0.034591
AMERICAN ELECTRIC POWER,4,H.R.3127,426524.03,0.032562
AMERICAN ELECTRIC POWER,5,H.R.3128,426524.03,0.032562
AMERICAN ELECTRIC POWER,6,S.1405,410724.6,0.031356
AMERICAN ELECTRIC POWER,7,S.239,396344.5,0.030258
AMERICAN ELECTRIC POWER,8,H.R.1109,364579.6,0.027833
AMERICAN ELECTRIC POWER,9,S.1904,350027.92,0.026722
AMERICAN ELECTRIC POWER,10,S.1460,347810.34,0.026553
AMERICAN ELECTRIC POWER,11,H.R.3354,347810.34,0.026553
AMERICAN ELECTRIC POWER,12,H.R.6147,323953.98,0.024731
AMERICAN ELECTRIC POWER,13,H.R.3895,303882.92,0.023199
AMERICAN ELECTRIC POWER,14,H.R.5240,303882.92,0.023199
AMERICAN ELECTRIC POWER,15,H.R.3043,288083.49,0.021993
AMERICAN ELECTRIC POWER,16,H.R.2883,288083.49,0.021993
AMERICAN ELECTRIC POWER,17,S.2776,247457.87,0.018891
AMERICAN ELECTRIC POWER,18,H.R.5174,227386.81,0.017359
AMERICAN ELECTRIC POWER,19,S.2392,227386.81,0.017359
AMERICAN ELECTRIC POWER,20,H.R.5270,225724.11,0.017232
AMERICAN ELECTRIC POWER,21,S.2677,225724.11,0.017232
AMERICAN ELECTRIC POWER,22,S.2681,225724.11,0.017232
AMERICAN ELECTRIC POWER,23,S.1265,225724.11,0.017232
AMERICAN ELECTRIC POWER,24,H.R.3359,225724.11,0.017232
AMERICAN ELECTRIC POWER,25,S.3376,225724.11,0.017232
AMERICAN ELECTRIC POWER,26,H.R.1119,218653.4,0.016692
AMERICAN ELECTRIC POWER,27,H.R.2930,218653.4,0.016692
AMERICAN ELECTRIC POWER,28,S.512,204273.3,0.015595
AMERICAN ELECTRIC POWER,29,S.186,204273.3,0.015595
AMERICAN ELECTRIC POWER,30,S.3040,204273.3,0.015595
AMERICAN EXPRESS,1,S.2155,333809.52,0.10699
AMERICAN EXPRESS,2,S.536,333333.33,0.106838
AMERICAN EXPRESS,3,H.R.5192,292142.86,0.093636
AMERICAN EXPRESS,4,H.R.3312,223095.24,0.071505
AMERICAN EXPRESS,5,H.R.985,181190.48,0.058074
AMERICAN EXPRESS,6,H.R.1457,181190.48,0.058074
AMERICAN EXPRESS,7,H.R.756,181190.48,0.058074
AMERICAN EXPRESS,8,H.R.760,181190.48,0.058074
AMERICAN EXPRESS,9,H.R.1224,181190.48,0.058074
AMERICAN EXPRESS,10,S.2728,152142.86,0.048764
AMERICAN EXPRESS,11,S.2392,152142.86,0.048764
AMERICAN EXPRESS,12,S.2629,152142.86,0.048764
AMERICAN EXPRESS,13,S.2498,140000.0,0.044872
AMERICAN EXPRESS,14,H.R.3359,110714.29,0.035485
AMERICAN EXPRESS,15,S.1475,107857.14,0.03457
AMERICAN EXPRESS,16,S.J.RES.47,75000.0,0.024038
AMERICAN EXPRESS,17,H.J.RES.111,65000.0,0.020833
AMERICAN EXPRESS,18,H.R.302,35000.0,0.011218
AMERICAN FAMILY INSURANCE GROUP,1,H.R.1122,28409.71,0.03088
AMERICAN FAMILY INSURANCE GROUP,2,H.R.1879,28409.71,0.03088
AMERICAN FAMILY INSURANCE GROUP,3,S.631,28409.71,0.03088
AMERICAN FAMILY INSURANCE GROUP,4,S.563,28409.71,0.03088
AMERICAN FAMILY INSURANCE GROUP,5,H.R.879,28409.71,0.03088
AMERICAN FAMILY INSURANCE GROUP,6,H.R.1929,28409.71,0.03088
AMERICAN FAMILY INSURANCE GROUP,7,S.812,28409.71,0.03088
AMERICAN FAMILY INSURANCE GROUP,8,H.R.1401,28409.71,0.03088
AMERICAN FAMILY INSURANCE GROUP,9,H.R.1526,28409.71,0.03088
AMERICAN FAMILY INSURANCE GROUP,10,H.R.1423,28409.71,0.03088
AMERICAN FAMILY INSURANCE GROUP,11,H.R.1558,28409.71,0.03088
AMERICAN FAMILY INSURANCE GROUP,12,H.R.1422,28409.71,0.03088
AMERICAN FAMILY INSURANCE GROUP,13,H.R.985,26777.06,0.029105
AMERICAN FAMILY INSURANCE GROUP,14,S.58,24820.54,0.026979
AMERICAN FAMILY INSURANCE GROUP,15,H.R.173,24820.54,0.026979
AMERICAN FAMILY INSURANCE GROUP,16,H.R.2868,19659.71,0.021369
AMERICAN FAMILY INSURANCE GROUP,17,S.1445,19659.71,0.021369
AMERICAN FAMILY INSURANCE GROUP,18,H.R.2246,19659.71,0.021369
AMERICAN FAMILY INSURANCE GROUP,19,S.1313,19659.71,0.021369
AMERICAN FAMILY INSURANCE GROUP,20,H.R.2875,19659.71,0.021369
AMERICAN FAMILY INSURANCE GROUP,21,S.1360,19659.71,0.021369
AMERICAN FAMILY INSURANCE GROUP,22,H.R.2874,19659.71,0.021369
AMERICAN FAMILY INSURANCE GROUP,23,S.1272,19659.71,0.021369
AMERICAN FAMILY INSURANCE GROUP,24,S.1368,19659.71,0.021369
AMERICAN FAMILY INSURANCE GROUP,25,H.R.2565,19659.71,0.021369
AMERICAN FAMILY INSURANCE GROUP,26,S.1405,16070.54,0.017468
AMERICAN FAMILY INSURANCE GROUP,27,H.R.2997,16070.54,0.017468
AMERICAN FAMILY INSURANCE GROUP,28,S.1885,15215.27,0.016538
AMERICAN FAMILY INSURANCE GROUP,29,S.1755,15215.27,0.016538
AMERICAN FAMILY INSURANCE GROUP,30,H.R.3285,15215.27,0.016538
AMERICAN TOWER,1,H.R.2997,1179444.44,0.307949
AMERICAN TOWER,2,S.1405,1179444.44,0.307949
AMERICAN TOWER,3,H.R.4953,144444.44,0.037714
AMERICAN TOWER,4,H.R.4986,144444.44,0.037714
AMERICAN TOWER,5,H.R.5378,144444.44,0.037714
AMERICAN TOWER,6,S.1682,144444.44,0.037714
AMERICAN TOWER,7,S.1998,144444.44,0.037714
AMERICAN TOWER,8,S.2576,144444.44,0.037714
AMERICAN TOWER,9,S.3157,103333.33,0.02698
AMERIPRISE FINANCIAL,1,H.R.585,64259.9,0.025102
AMERIPRISE FINANCIAL,2,H.R.1585,64259.9,0.025102
AMERIPRISE FINANCIAL,3,S.403,64259.9,0.025102
AMERIPRISE FINANCIAL,4,S.647,64259.9,0.025102
AMERIPRISE FINANCIAL,5,H.R.1670,64259.9,0.025102
AMERIPRISE FINANCIAL,6,H.R.1669,64259.9,0.025102
AMERIPRISE FINANCIAL,7,H.R.1175,64259.9,0.025102
AMERIPRISE FINANCIAL,8,H.R.756,64259.9,0.025102
AMERIPRISE FINANCIAL,9,H.R.372,64259.9,0.025102
AMERIPRISE FINANCIAL,10,H.R.1262,55741.39,0.021774
AMERIPRISE FINANCIAL,11,H.R.135,55741.39,0.021774
AMERIPRISE FINANCIAL,12,H.R.1083,55741.39,0.021774
AMERIPRISE FINANCIAL,13,S.223,53741.39,0.020993
AMERIPRISE FINANCIAL,14,H.R.985,52724.44,0.020595
AMERIPRISE FINANCIAL,15,H.R.533,52724.44,0.020595
