source,target,weight,rbo,source_firsts,target_firsts,tie_count,shared_bills,net_temporal
AMERICAN EXPRESS,EXELON,0.000795,0.003181,0,1,1,2,-1
EXELON,AMERICAN EXPRESS,0.002386,0.003181,1,0,1,2,1
AMERICAN EXPRESS,FEDEX,0.016425,0.032849,0,0,1,1,0
FEDEX,AMERICAN EXPRESS,0.016425,0.032849,0,0,1,1,0
AMERICAN EXPRESS,FIFTH THIRD BANCORP,0.047,0.093999,1,1,0,2,0
FIFTH THIRD BANCORP,AMERICAN EXPRESS,0.047,0.093999,1,1,0,2,0
AMERICAN EXPRESS,GOLDMAN SACHS GROUP,0.06375,0.06375,1,0,0,1,1
GOLDMAN SACHS GROUP,AMERICAN EXPRESS,0.0,0.06375,0,1,0,1,-1
AMERICAN EXPRESS,GUARDIAN LIFE INS. CO. OF AMERICA,0.006418,0.006418,1,0,0,1,1
GUARDIAN LIFE INS. CO. OF AMERICA,AMERICAN EXPRESS,0.0,0.006418,0,1,0,1,-1
AMERICAN EXPRESS,HONEYWELL INTERNATIONAL,0.043402,0.05787,1,0,1,2,1
HONEYWELL INTERNATIONAL,AMERICAN EXPRESS,0.014467,0.05787,0,1,1,2,-1
AMERICAN EXPRESS,INTERNATIONAL PAPER,0.009226,0.036905,0,1,1,2,-1
INTERNATIONAL PAPER,AMERICAN EXPRESS,0.027679,0.036905,1,0,1,2,1
AMERICAN EXPRESS,JPMORGAN CHASE & CO.,0.004028,0.008056,0,0,1,1,0
JPMORGAN CHASE & CO.,AMERICAN EXPRESS,0.004028,0.008056,0,0,1,1,0
AMERICAN EXPRESS,KEYCORP,0.081814,0.327255,0,1,1,2,-1
KEYCORP,AMERICAN EXPRESS,0.245441,0.327255,1,0,1,2,1
AMERICAN EXPRESS,LIBERTY MUTUAL INSURANCE GROUP,0.000737,0.001474,0,0,1,1,0
LIBERTY MUTUAL INSURANCE GROUP,AMERICAN EXPRESS,0.000737,0.001474,0,0,1,1,0
AMERICAN EXPRESS,LINCOLN NATIONAL,0.001514,0.003028,0,0,1,1,0
LINCOLN NATIONAL,AMERICAN EXPRESS,0.001514,0.003028,0,0,1,1,0
AMERICAN EXPRESS,M&T BANK CORP.,0.187406,0.249875,1,0,1,2,1
M&T BANK CORP.,AMERICAN EXPRESS,0.062469,0.249875,0,1,1,2,-1
AMERICAN EXPRESS,NATIONWIDE,0.029801,0.059602,0,0,1,1,0
NATIONWIDE,AMERICAN EXPRESS,0.029801,0.059602,0,0,1,1,0
AMERICAN EXPRESS,NAVIENT,0.034835,0.034835,1,0,0,1,1
NAVIENT,AMERICAN EXPRESS,0.0,0.034835,0,1,0,1,-1
AMERICAN EXPRESS,NEW YORK LIFE INSURANCE,0.005107,0.010215,0,0,1,1,0
NEW YORK LIFE INSURANCE,AMERICAN EXPRESS,0.005107,0.010215,0,0,1,1,0
AMERICAN EXPRESS,NORTHERN TRUST,0.176542,0.176542,1,0,0,1,1
NORTHERN TRUST,AMERICAN EXPRESS,0.0,0.176542,0,1,0,1,-1
AMERICAN EXPRESS,PG&E,0.002817,0.011267,0,1,1,2,-1
PG&E,AMERICAN EXPRESS,0.00845,0.011267,1,0,1,2,1
AMERICAN EXPRESS,PNC FINANCIAL SERVICES,0.018062,0.036125,1,1,0,2,0
PNC FINANCIAL SERVICES,AMERICAN EXPRESS,0.018062,0.036125,1,1,0,2,0
AMERICAN EXPRESS,PPL,0.001,0.002,0,0,1,1,0
PPL,AMERICAN EXPRESS,0.001,0.002,0,0,1,1,0
AMERICAN EXPRESS,PROCTER & GAMBLE,0.025773,0.051546,0,0,1,1,0
PROCTER & GAMBLE,AMERICAN EXPRESS,0.025773,0.051546,0,0,1,1,0
AMERICAN EXPRESS,PRUDENTIAL FINANCIAL,0.059378,0.118757,0,0,2,2,0
PRUDENTIAL FINANCIAL,AMERICAN EXPRESS,0.059378,0.118757,0,0,2,2,0
AMERICAN EXPRESS,QUALCOMM,0.012384,0.024767,0,0,1,1,0
QUALCOMM,AMERICAN EXPRESS,0.012384,0.024767,0,0,1,1,0
AMERICAN EXPRESS,REGIONS FINANCIAL,0.073984,0.295934,0,1,1,2,-1
REGIONS FINANCIAL,AMERICAN EXPRESS,0.221951,0.295934,1,0,1,2,1
AMERICAN EXPRESS,S&P GLOBAL,0.049783,0.049783,1,0,0,1,1
S&P GLOBAL,AMERICAN EXPRESS,0.0,0.049783,0,1,0,1,-1
AMERICAN EXPRESS,SALESFORCE,0.006159,0.006159,1,0,0,1,1
SALESFORCE,AMERICAN EXPRESS,0.0,0.006159,0,1,0,1,-1
AMERICAN EXPRESS,SEMPRA ENERGY,0.001514,0.003028,0,0,2,2,0
SEMPRA ENERGY,AMERICAN EXPRESS,0.001514,0.003028,0,0,2,2,0
AMERICAN EXPRESS,STATE FARM INSURANCE,0.137008,0.365356,0,1,3,4,-1
STATE FARM INSURANCE,AMERICAN EXPRESS,0.228347,0.365356,1,0,3,4,1
AMERICAN EXPRESS,SUNTRUST BANKS,0.182802,0.365604,1,1,1,3,0
SUNTRUST BANKS,AMERICAN EXPRESS,0.182802,0.365604,1,1,1,3,0
AMERICAN EXPRESS,SYNCHRONY FINANCIAL,0.277544,0.485702,2,1,4,7,1
SYNCHRONY FINANCIAL,AMERICAN EXPRESS,0.208158,0.485702,1,2,4,7,-1
AMERICAN EXPRESS,U.S. BANCORP,0.030438,0.060875,1,1,0,2,0
U.S. BANCORP,AMERICAN EXPRESS,0.030438,0.060875,1,1,0,2,0
AMERICAN EXPRESS,UNITED PARCEL SERVICE,0.02225,0.033375,1,0,2,3,1
UNITED PARCEL SERVICE,AMERICAN EXPRESS,0.011125,0.033375,0,1,2,3,-1
AMERICAN EXPRESS,UNITED TECHNOLOGIES,0.000263,0.000526,0,0,1,1,0
UNITED TECHNOLOGIES,AMERICAN EXPRESS,0.000263,0.000526,0,0,1,1,0
AMERICAN EXPRESS,USAA,0.010232,0.020464,0,0,3,3,0
USAA,AMERICAN EXPRESS,0.010232,0.020464,0,0,3,3,0
AMERICAN EXPRESS,VISA,0.003367,0.006735,0,0,4,4,0
VISA,AMERICAN EXPRESS,0.003367,0.006735,0,0,4,4,0
AMERICAN EXPRESS,W.R. BERKLEY,0.011093,0.011093,1,0,0,1,1
W.R. BERKLEY,AMERICAN EXPRESS,0.0,0.011093,0,1,0,1,-1
AMERICAN EXPRESS,WELLS FARGO,0.010904,0.014538,1,0,1,2,1
WELLS FARGO,AMERICAN EXPRESS,0.003635,0.014538,0,1,1,2,-1
AMERICAN EXPRESS,XCEL ENERGY,0.002982,0.005964,0,0,1,1,0
XCEL ENERGY,AMERICAN EXPRESS,0.002982,0.005964,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,AMERIPRISE FINANCIAL,0.003969,0.007938,0,0,3,3,0
AMERIPRISE FINANCIAL,AMERICAN FAMILY INSURANCE GROUP,0.003969,0.007938,0,0,3,3,0
AMERICAN FAMILY INSURANCE GROUP,ASSURANT,0.102804,0.127282,8,0,5,13,8
ASSURANT,AMERICAN FAMILY INSURANCE GROUP,0.024477,0.127282,0,8,5,13,-8
AMERICAN FAMILY INSURANCE GROUP,AT&T,0.000297,0.000594,0,0,2,2,0
AT&T,AMERICAN FAMILY INSURANCE GROUP,0.000297,0.000594,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,BANK OF AMERICA,0.001296,0.002592,0,0,1,1,0
BANK OF AMERICA,AMERICAN FAMILY INSURANCE GROUP,0.001296,0.002592,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,BERKSHIRE HATHAWAY,0.000297,0.000594,0,0,2,2,0
BERKSHIRE HATHAWAY,AMERICAN FAMILY INSURANCE GROUP,0.000297,0.000594,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,BOEING,0.000297,0.000594,0,0,2,2,0
BOEING,AMERICAN FAMILY INSURANCE GROUP,0.000297,0.000594,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,CATERPILLAR,0.002547,0.005094,0,0,1,1,0
CATERPILLAR,AMERICAN FAMILY INSURANCE GROUP,0.002547,0.005094,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,CBS,8.3e-05,0.000166,0,0,1,1,0
CBS,AMERICAN FAMILY INSURANCE GROUP,8.3e-05,0.000166,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,CIGNA,0.001675,0.003351,0,0,2,2,0
CIGNA,AMERICAN FAMILY INSURANCE GROUP,0.001675,0.003351,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,CISCO SYSTEMS,0.000166,0.000166,1,0,0,1,1
CISCO SYSTEMS,AMERICAN FAMILY INSURANCE GROUP,0.0,0.000166,0,1,0,1,-1
AMERICAN FAMILY INSURANCE GROUP,CUMMINS,8.3e-05,0.000166,0,0,1,1,0
CUMMINS,AMERICAN FAMILY INSURANCE GROUP,8.3e-05,0.000166,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,DEERE,0.001793,0.001793,1,0,0,1,1
DEERE,AMERICAN FAMILY INSURANCE GROUP,0.0,0.001793,0,1,0,1,-1
AMERICAN FAMILY INSURANCE GROUP,DELTA AIR LINES,0.000297,0.000594,0,0,2,2,0
DELTA AIR LINES,AMERICAN FAMILY INSURANCE GROUP,0.000297,0.000594,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,DUKE ENERGY,0.000512,0.001024,0,0,1,1,0
DUKE ENERGY,AMERICAN FAMILY INSURANCE GROUP,0.000512,0.001024,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,FIRSTENERGY,0.000173,0.000347,0,0,1,1,0
FIRSTENERGY,AMERICAN FAMILY INSURANCE GROUP,0.000173,0.000347,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,FLUOR,0.000317,0.000423,1,0,1,2,1
FLUOR,AMERICAN FAMILY INSURANCE GROUP,0.000106,0.000423,0,1,1,2,-1
AMERICAN FAMILY INSURANCE GROUP,FORD,0.080625,0.09675,2,0,1,3,2
FORD,AMERICAN FAMILY INSURANCE GROUP,0.016125,0.09675,0,2,1,3,-2
AMERICAN FAMILY INSURANCE GROUP,GENERAL DYNAMICS,0.000297,0.000594,0,0,2,2,0
GENERAL DYNAMICS,AMERICAN FAMILY INSURANCE GROUP,0.000297,0.000594,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,GENERAL MOTORS,0.027952,0.055905,0,0,3,3,0
GENERAL MOTORS,AMERICAN FAMILY INSURANCE GROUP,0.027952,0.055905,0,0,3,3,0
AMERICAN FAMILY INSURANCE GROUP,HARTFORD FINANCIAL SERVICES,0.065694,0.098541,4,0,8,12,4
HARTFORD FINANCIAL SERVICES,AMERICAN FAMILY INSURANCE GROUP,0.032847,0.098541,0,4,8,12,-4
AMERICAN FAMILY INSURANCE GROUP,HONEYWELL INTERNATIONAL,0.001468,0.002937,0,0,1,1,0
HONEYWELL INTERNATIONAL,AMERICAN FAMILY INSURANCE GROUP,0.001468,0.002937,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,INTEL,8.3e-05,0.000166,0,0,1,1,0
INTEL,AMERICAN FAMILY INSURANCE GROUP,8.3e-05,0.000166,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,JPMORGAN CHASE & CO.,0.061523,0.098437,1,0,3,4,1
JPMORGAN CHASE & CO.,AMERICAN FAMILY INSURANCE GROUP,0.036914,0.098437,0,1,3,4,-1
AMERICAN FAMILY INSURANCE GROUP,LIBERTY MUTUAL INSURANCE GROUP,0.018152,0.019219,8,0,1,9,8
LIBERTY MUTUAL INSURANCE GROUP,AMERICAN FAMILY INSURANCE GROUP,0.001068,0.019219,0,8,1,9,-8
AMERICAN FAMILY INSURANCE GROUP,NATIONWIDE,0.12975,0.240965,1,0,12,13,1
NATIONWIDE,AMERICAN FAMILY INSURANCE GROUP,0.111215,0.240965,0,1,12,13,-1
AMERICAN FAMILY INSURANCE GROUP,NEW YORK LIFE INSURANCE,0.004199,0.006299,1,0,2,3,1
NEW YORK LIFE INSURANCE,AMERICAN FAMILY INSURANCE GROUP,0.0021,0.006299,0,1,2,3,-1
AMERICAN FAMILY INSURANCE GROUP,NORTHROP GRUMMAN,0.000594,0.000594,2,0,0,2,2
NORTHROP GRUMMAN,AMERICAN FAMILY INSURANCE GROUP,0.0,0.000594,0,2,0,2,-2
AMERICAN FAMILY INSURANCE GROUP,NORTHWESTERN MUTUAL,0.0007,0.0014,0,0,2,2,0
NORTHWESTERN MUTUAL,AMERICAN FAMILY INSURANCE GROUP,0.0007,0.0014,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,PG&E,0.000347,0.000347,1,0,0,1,1
PG&E,AMERICAN FAMILY INSURANCE GROUP,0.0,0.000347,0,1,0,1,-1
AMERICAN FAMILY INSURANCE GROUP,PPL,0.000697,0.001393,0,0,3,3,0
PPL,AMERICAN FAMILY INSURANCE GROUP,0.000697,0.001393,0,0,3,3,0
AMERICAN FAMILY INSURANCE GROUP,PRUDENTIAL FINANCIAL,0.00123,0.001641,1,0,1,2,1
PRUDENTIAL FINANCIAL,AMERICAN FAMILY INSURANCE GROUP,0.00041,0.001641,0,1,1,2,-1
AMERICAN FAMILY INSURANCE GROUP,QUALCOMM,6.1e-05,0.000121,0,0,1,1,0
QUALCOMM,AMERICAN FAMILY INSURANCE GROUP,6.1e-05,0.000121,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,SOUTHERN,0.000697,0.001393,0,0,3,3,0
SOUTHERN,AMERICAN FAMILY INSURANCE GROUP,0.000697,0.001393,0,0,3,3,0
AMERICAN FAMILY INSURANCE GROUP,STATE FARM INSURANCE,0.019099,0.029384,3,0,7,10,3
STATE FARM INSURANCE,AMERICAN FAMILY INSURANCE GROUP,0.010284,0.029384,0,3,7,10,-3
AMERICAN FAMILY INSURANCE GROUP,TEXAS INSTRUMENTS,8.3e-05,0.000166,0,0,1,1,0
TEXAS INSTRUMENTS,AMERICAN FAMILY INSURANCE GROUP,8.3e-05,0.000166,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,TEXTRON,5e-05,9.9e-05,0,0,2,2,0
TEXTRON,AMERICAN FAMILY INSURANCE GROUP,5e-05,9.9e-05,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,U.S. BANCORP,0.024891,0.049783,0,0,3,3,0
U.S. BANCORP,AMERICAN FAMILY INSURANCE GROUP,0.024891,0.049783,0,0,3,3,0
AMERICAN FAMILY INSURANCE GROUP,UNITED AIRLINES HOLDINGS,0.000297,0.000594,0,0,2,2,0
UNITED AIRLINES HOLDINGS,AMERICAN FAMILY INSURANCE GROUP,0.000297,0.000594,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,UNITED PARCEL SERVICE,0.02293,0.04586,0,0,4,4,0
UNITED PARCEL SERVICE,AMERICAN FAMILY INSURANCE GROUP,0.02293,0.04586,0,0,4,4,0
AMERICAN FAMILY INSURANCE GROUP,UNITED TECHNOLOGIES,0.000445,0.000594,1,0,1,2,1
UNITED TECHNOLOGIES,AMERICAN FAMILY INSURANCE GROUP,0.000148,0.000594,0,1,1,2,-1
AMERICAN FAMILY INSURANCE GROUP,USAA,0.072005,0.096007,3,0,3,6,3
USAA,AMERICAN FAMILY INSURANCE GROUP,0.024002,0.096007,0,3,3,6,-3
AMERICAN FAMILY INSURANCE GROUP,VERIZON,0.000297,0.000594,0,0,2,2,0
VERIZON,AMERICAN FAMILY INSURANCE GROUP,0.000297,0.000594,0,0,2,2,0
AMERICAN FAMILY INSURANCE GROUP,WELLS FARGO,0.086688,0.086688,2,0,0,2,2
WELLS FARGO,AMERICAN FAMILY INSURANCE GROUP,0.0,0.086688,0,2,0,2,-2
AMERICAN TOWER,AT&T,0.037935,0.113804,0,1,2,3,-1
AT&T,AMERICAN TOWER,0.075869,0.113804,1,0,2,3,1
AMERICAN TOWER,BERKSHIRE HATHAWAY,0.086479,0.172958,0,0,2,2,0
BERKSHIRE HATHAWAY,AMERICAN TOWER,0.086479,0.172958,0,0,2,2,0
AMERICAN TOWER,BOEING,0.011588,0.023176,0,0,2,2,0
BOEING,AMERICAN TOWER,0.011588,0.023176,0,0,2,2,0
AMERICAN TOWER,BOOKING HOLDINGS,0.036125,0.036125,1,0,0,1,1
BOOKING HOLDINGS,AMERICAN TOWER,0.0,0.036125,0,1,0,1,-1
AMERICAN TOWER,BOSTON SCIENTIFIC,0.052271,0.104542,0,0,2,2,0
BOSTON SCIENTIFIC,AMERICAN TOWER,0.052271,0.104542,0,0,2,2,0
AMERICAN TOWER,COMCAST,0.034268,0.034268,2,0,0,2,2
COMCAST,AMERICAN TOWER,0.0,0.034268,0,2,0,2,-2
AMERICAN TOWER,CONOCOPHILLIPS,0.159146,0.318292,0,0,1,1,0
CONOCOPHILLIPS,AMERICAN TOWER,0.159146,0.318292,0,0,1,1,0
AMERICAN TOWER,DELTA AIR LINES,0.014863,0.029727,0,0,2,2,0
DELTA AIR LINES,AMERICAN TOWER,0.014863,0.029727,0,0,2,2,0
AMERICAN TOWER,FEDEX,0.029727,0.029727,2,0,0,2,2
FEDEX,AMERICAN TOWER,0.0,0.029727,0,2,0,2,-2
AMERICAN TOWER,GENERAL DYNAMICS,0.193354,0.386708,0,0,2,2,0
GENERAL DYNAMICS,AMERICAN TOWER,0.193354,0.386708,0,0,2,2,0
AMERICAN TOWER,HERTZ GLOBAL HOLDINGS,0.113813,0.227625,0,0,2,2,0
HERTZ GLOBAL HOLDINGS,AMERICAN TOWER,0.113813,0.227625,0,0,2,2,0
AMERICAN TOWER,JETBLUE AIRWAYS,0.149658,0.299315,0,0,2,2,0
JETBLUE AIRWAYS,AMERICAN TOWER,0.149658,0.299315,0,0,2,2,0
AMERICAN TOWER,LOCKHEED MARTIN,0.002638,0.010552,0,1,1,2,-1
LOCKHEED MARTIN,AMERICAN TOWER,0.007914,0.010552,1,0,1,2,1
AMERICAN TOWER,NORFOLK SOUTHERN,0.003406,0.004542,1,0,1,2,1
NORFOLK SOUTHERN,AMERICAN TOWER,0.001135,0.004542,0,1,1,2,-1
AMERICAN TOWER,PHILLIPS 66,0.045387,0.045387,1,0,0,1,1
PHILLIPS 66,AMERICAN TOWER,0.0,0.045387,0,1,0,1,-1
AMERICAN TOWER,ROCKWELL COLLINS,0.336583,0.336583,2,0,0,2,2
ROCKWELL COLLINS,AMERICAN TOWER,0.0,0.336583,0,2,0,2,-2
AMERICAN TOWER,SOUTHWEST AIRLINES,0.160259,0.213679,1,0,1,2,1
SOUTHWEST AIRLINES,AMERICAN TOWER,0.05342,0.213679,0,1,1,2,-1
AMERICAN TOWER,TEXTRON,0.15128,0.30256,1,1,2,4,0
TEXTRON,AMERICAN TOWER,0.15128,0.30256,1,1,2,4,0
AMERICAN TOWER,UNITED PARCEL SERVICE,0.039484,0.078969,0,0,2,2,0
UNITED PARCEL SERVICE,AMERICAN TOWER,0.039484,0.078969,0,0,2,2,0
AMERICAN TOWER,UNITED TECHNOLOGIES,0.129719,0.172958,1,0,1,2,1
UNITED TECHNOLOGIES,AMERICAN TOWER,0.04324,0.172958,0,1,1,2,-1
AMERICAN TOWER,VERIZON,0.003727,0.018634,0,3,2,5,-3
VERIZON,AMERICAN TOWER,0.014907,0.018634,3,0,2,5,3
AMERIPRISE FINANCIAL,ASSURANT,0.000302,0.000302,1,0,0,1,1
ASSURANT,AMERIPRISE FINANCIAL,0.0,0.000302,0,1,0,1,-1
AMERIPRISE FINANCIAL,AT&T,0.000512,0.001024,0,0,1,1,0
AT&T,AMERIPRISE FINANCIAL,0.000512,0.001024,0,0,1,1,0
AMERIPRISE FINANCIAL,BALL,0.000234,0.000468,0,0,1,1,0
BALL,AMERIPRISE FINANCIAL,0.000234,0.000468,0,0,1,1,0
AMERIPRISE FINANCIAL,BANK OF AMERICA,0.0189,0.03024,1,0,3,4,1
BANK OF AMERICA,AMERIPRISE FINANCIAL,0.01134,0.03024,0,1,3,4,-1
AMERIPRISE FINANCIAL,BERKSHIRE HATHAWAY,0.000512,0.001024,0,0,1,1,0
BERKSHIRE HATHAWAY,AMERIPRISE FINANCIAL,0.000512,0.001024,0,0,1,1,0
AMERIPRISE FINANCIAL,BOEING,0.000512,0.001024,0,0,1,1,0
BOEING,AMERIPRISE FINANCIAL,0.000512,0.001024,0,0,1,1,0
AMERIPRISE FINANCIAL,CAPITAL ONE FINANCIAL,0.017022,0.025533,1,0,2,3,1
CAPITAL ONE FINANCIAL,AMERIPRISE FINANCIAL,0.008511,0.025533,0,1,2,3,-1
AMERIPRISE FINANCIAL,CHEVRON,0.000173,0.000347,0,0,1,1,0
CHEVRON,AMERIPRISE FINANCIAL,0.000173,0.000347,0,0,1,1,0
AMERIPRISE FINANCIAL,CITIGROUP,0.000184,0.000368,0,0,1,1,0
CITIGROUP,AMERIPRISE FINANCIAL,0.000184,0.000368,0,0,1,1,0
AMERIPRISE FINANCIAL,DELTA AIR LINES,0.000512,0.001024,0,0,1,1,0
DELTA AIR LINES,AMERIPRISE FINANCIAL,0.000512,0.001024,0,0,1,1,0
AMERIPRISE FINANCIAL,DISCOVER FINANCIAL SERVICES,0.000284,0.000567,0,0,2,2,0
DISCOVER FINANCIAL SERVICES,AMERIPRISE FINANCIAL,0.000284,0.000567,0,0,2,2,0
AMERIPRISE FINANCIAL,DUKE ENERGY,0.000512,0.001024,0,0,1,1,0
DUKE ENERGY,AMERIPRISE FINANCIAL,0.000512,0.001024,0,0,1,1,0
AMERIPRISE FINANCIAL,EBAY,0.013109,0.026217,0,0,1,1,0
EBAY,AMERIPRISE FINANCIAL,0.013109,0.026217,0,0,1,1,0
AMERIPRISE FINANCIAL,EXXONMOBIL,4.5e-05,4.5e-05,1,0,0,1,1
EXXONMOBIL,AMERIPRISE FINANCIAL,0.0,4.5e-05,0,1,0,1,-1
AMERIPRISE FINANCIAL,FEDEX,0.018893,0.025191,1,0,1,2,1
FEDEX,AMERIPRISE FINANCIAL,0.006298,0.025191,0,1,1,2,-1
AMERIPRISE FINANCIAL,FLUOR,0.000121,0.000121,1,0,0,1,1
FLUOR,AMERIPRISE FINANCIAL,0.0,0.000121,0,1,0,1,-1
AMERIPRISE FINANCIAL,FORD,0.000234,0.000468,0,0,1,1,0
FORD,AMERIPRISE FINANCIAL,0.000234,0.000468,0,0,1,1,0
AMERIPRISE FINANCIAL,GENERAL DYNAMICS,0.000512,0.001024,0,0,1,1,0
GENERAL DYNAMICS,AMERIPRISE FINANCIAL,0.000512,0.001024,0,0,1,1,0
AMERIPRISE FINANCIAL,GENERAL MOTORS,0.0,4.5e-05,0,1,0,1,-1
GENERAL MOTORS,AMERIPRISE FINANCIAL,4.5e-05,4.5e-05,1,0,0,1,1
AMERIPRISE FINANCIAL,GUARDIAN LIFE INS. CO. OF AMERICA,0.004946,0.009892,0,0,2,2,0
GUARDIAN LIFE INS. CO. OF AMERICA,AMERIPRISE FINANCIAL,0.004946,0.009892,0,0,2,2,0
AMERIPRISE FINANCIAL,HARTFORD FINANCIAL SERVICES,0.003196,0.003835,2,0,1,3,2
HARTFORD FINANCIAL SERVICES,AMERIPRISE FINANCIAL,0.000639,0.003835,0,2,1,3,-2
AMERIPRISE FINANCIAL,HOME DEPOT,0.000212,0.000423,0,0,1,1,0
HOME DEPOT,AMERIPRISE FINANCIAL,0.000212,0.000423,0,0,1,1,0
AMERIPRISE FINANCIAL,HONEYWELL INTERNATIONAL,0.000648,0.001295,0,0,1,1,0
HONEYWELL INTERNATIONAL,AMERIPRISE FINANCIAL,0.000648,0.001295,0,0,1,1,0
AMERIPRISE FINANCIAL,INTERNATIONAL PAPER,0.011384,0.022767,0,0,1,1,0
INTERNATIONAL PAPER,AMERIPRISE FINANCIAL,0.011384,0.022767,0,0,1,1,0
AMERIPRISE FINANCIAL,JPMORGAN CHASE & CO.,0.000234,0.000468,0,0,1,1,0
JPMORGAN CHASE & CO.,AMERIPRISE FINANCIAL,0.000234,0.000468,0,0,1,1,0
AMERIPRISE FINANCIAL,LINCOLN NATIONAL,0.009274,0.010599,3,0,1,4,3
LINCOLN NATIONAL,AMERIPRISE FINANCIAL,0.001325,0.010599,0,3,1,4,-3
AMERIPRISE FINANCIAL,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.000475,0.000634,1,0,1,2,1
MASSACHUSETTS MUTUAL LIFE INSURANCE,AMERIPRISE FINANCIAL,0.000158,0.000634,0,1,1,2,-1
AMERIPRISE FINANCIAL,MUTUAL OF OMAHA INSURANCE,0.00095,0.001267,1,0,1,2,1
MUTUAL OF OMAHA INSURANCE,AMERIPRISE FINANCIAL,0.000317,0.001267,0,1,1,2,-1
AMERIPRISE FINANCIAL,NATIONWIDE,0.003707,0.007413,0,0,2,2,0
NATIONWIDE,AMERIPRISE FINANCIAL,0.003707,0.007413,0,0,2,2,0
AMERIPRISE FINANCIAL,NORTHROP GRUMMAN,0.000468,0.000468,1,0,0,1,1
NORTHROP GRUMMAN,AMERIPRISE FINANCIAL,0.0,0.000468,0,1,0,1,-1
AMERIPRISE FINANCIAL,NORTHWESTERN MUTUAL,0.024535,0.04907,0,0,7,7,0
NORTHWESTERN MUTUAL,AMERIPRISE FINANCIAL,0.024535,0.04907,0,0,7,7,0
AMERIPRISE FINANCIAL,ORACLE,0.000234,0.000468,0,0,1,1,0
ORACLE,AMERIPRISE FINANCIAL,0.000234,0.000468,0,0,1,1,0
AMERIPRISE FINANCIAL,PPL,0.000512,0.001024,0,0,1,1,0
PPL,AMERIPRISE FINANCIAL,0.000512,0.001024,0,0,1,1,0
AMERIPRISE FINANCIAL,PRINCIPAL FINANCIAL,0.010645,0.021291,0,0,2,2,0
PRINCIPAL FINANCIAL,AMERIPRISE FINANCIAL,0.010645,0.021291,0,0,2,2,0
AMERIPRISE FINANCIAL,PRUDENTIAL FINANCIAL,0.008198,0.013664,1,0,4,5,1
PRUDENTIAL FINANCIAL,AMERIPRISE FINANCIAL,0.005465,0.013664,0,1,4,5,-1
AMERIPRISE FINANCIAL,RITE AID,0.000234,0.000468,0,0,1,1,0
RITE AID,AMERIPRISE FINANCIAL,0.000234,0.000468,0,0,1,1,0
AMERIPRISE FINANCIAL,SEMPRA ENERGY,6.1e-05,0.000121,0,0,1,1,0
SEMPRA ENERGY,AMERIPRISE FINANCIAL,6.1e-05,0.000121,0,0,1,1,0
AMERIPRISE FINANCIAL,SOUTHERN,0.000512,0.001024,0,0,1,1,0
SOUTHERN,AMERIPRISE FINANCIAL,0.000512,0.001024,0,0,1,1,0
AMERIPRISE FINANCIAL,STATE FARM INSURANCE,0.01792,0.028672,1,0,3,4,1
STATE FARM INSURANCE,AMERIPRISE FINANCIAL,0.010752,0.028672,0,1,3,4,-1
AMERIPRISE FINANCIAL,TEXTRON,0.000388,0.000777,0,0,1,1,0
TEXTRON,AMERIPRISE FINANCIAL,0.000388,0.000777,0,0,1,1,0
AMERIPRISE FINANCIAL,TIAA,0.007359,0.011774,1,0,3,4,1
TIAA,AMERIPRISE FINANCIAL,0.004415,0.011774,0,1,3,4,-1
AMERIPRISE FINANCIAL,UNITED AIRLINES HOLDINGS,0.000512,0.001024,0,0,1,1,0
UNITED AIRLINES HOLDINGS,AMERIPRISE FINANCIAL,0.000512,0.001024,0,0,1,1,0
AMERIPRISE FINANCIAL,UNITED PARCEL SERVICE,0.013682,0.027363,0,0,2,2,0
UNITED PARCEL SERVICE,AMERIPRISE FINANCIAL,0.013682,0.027363,0,0,2,2,0
AMERIPRISE FINANCIAL,UNITED TECHNOLOGIES,0.000512,0.001024,0,0,1,1,0
UNITED TECHNOLOGIES,AMERIPRISE FINANCIAL,0.000512,0.001024,0,0,1,1,0
AMERIPRISE FINANCIAL,USAA,0.00097,0.001293,1,0,1,2,1
